placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,isBlackOwned
https://www.google.com/maps/place/Auto+Doc/data=!4m7!3m6!1s0x88051a68be0d5d07:0x802ff2209fe95cec!8m2!3d43.0171474!4d-87.9620189!16s%2Fg%2F1td8zpsq!19sChIJB10NvmgaBYgR7FzpnyDyL4A,Auto Doc,4.6,27,Auto repair shop,,"3802 W Greenfield Ave #1328, Milwaukee, WI 53215, United States","228Q+V5 Milwaukee, Wisconsin, USA",,+1 414-647-0204,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=90mhlZ6TcAg96pY7Tw89zg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=5.954171&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:21.382Z,
"https://www.google.com/maps/place/Community+Tire+Service/@43.0734088,-87.9109826,17z/data=!3m1!4b1!4m6!3m5!1s0x88051900169c5b43:0x12ceb29975adf700!8m2!3d43.0734088!4d-87.9109826!16s%2Fg%2F11ld9d_td4",Community Tire Service,5.0,1,Used tire shop,,"102 N 1st St, Milwaukee, WI 53212, United States","33FQ+9J Milwaukee, Wisconsin, USA",,,,,,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:26.508Z,
https://www.google.com/maps/place/D+%26+S+AUTO/data=!4m7!3m6!1s0x88051922ea30f73d:0x2b31277776fb4d56!8m2!3d43.0639141!4d-87.9291209!16s%2Fg%2F11y4ql6f6p!19sChIJPfcw6iIZBYgRVk37dncnMSs,D & S AUTO,,,Auto repair shop,,"2481 N Teutonia Ave, Milwaukee, WI 53206, United States","337C+H9 Milwaukee, Wisconsin, USA",https://dns-general-repair.square.site/,+1 414-252-0670,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3ktz8V3_spWNg9UB1KyMFA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=271.56543&pitch=0&thumbfov=100,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:31.732Z,
https://www.google.com/maps/place/Village+Ace+Hardware+Prospect/data=!4m7!3m6!1s0x880518e7f6f63091:0xc6c90ec10ae2d01!8m2!3d43.058127!4d-87.8852478!16s%2Fg%2F11bzyq8jpk!19sChIJkTD29ucYBYgRAS2uEOyQbAw,Village Ace Hardware Prospect,4.6,331,Hardware store,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up · Delivery","2170 N Prospect Ave, Milwaukee, WI 53202, United States","3457+7W Milwaukee, Wisconsin, USA",http://www.acehardware.com/mystore/index.jsp?store=16472&cid=localstore16472,+1 414-509-6484,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepZVAOywUABXWJwdzm26_BioYz7GDNp2ZD3NvQkHpN3tQi0oCJclMbNcf3ZCxvUWKmaKkFxuufR9ZoE_Hh8XwhGldvukJ51v1LKDAb6A9W78BTfyGfF_NiJpFl66ZUpTLSr87wo=w408-h306-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,8 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:37.249Z,
https://www.google.com/maps/place/Kwik+Stop+Tires/data=!4m7!3m6!1s0x88051c450a5a2d6f:0xed996276eace0b08!8m2!3d43.1067707!4d-87.9605382!16s%2Fg%2F11gty1z3yp!19sChIJby1aCkUcBYgRCAvO6nZime0,Kwik Stop Tires,4.8,36,Tire shop,,"W Stark St, Milwaukee, WI 53209, United States","424Q+PQ Milwaukee, Wisconsin, USA",,+1 414-464-6109,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHouQhrR4N2GiBZAzntgkCdTiccOMw_HN5zwjlqJpoWzoiKUKuO4vdlu-081UxEp2IoQRPQ86dqMtBfQJz2V0m2hhYXYezZWh5sFZ0vHvkgKeeXGFjITFja-THMQ4_vmqoe4gGvLF3mvM=w408-h544-k-no,false,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,9:30 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:42.503Z,
https://www.google.com/maps/place/Elite+Auto+Sales+%26+Repairs+LLC/data=!4m7!3m6!1s0x8805198e1d4efdb1:0x341fcfa2df8da48b!8m2!3d43.067724!4d-87.9030032!16s%2Fg%2F11kcpvtdfc!19sChIJsf1OHY4ZBYgRi6SN36LPHzQ,Elite Auto Sales & Repairs LLC,4.3,11,Auto repair shop,,"632 E Center St, Milwaukee, WI 53212, United States","339W+3Q Milwaukee, Wisconsin, USA",,+1 414-616-1643,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqd68lmnQ4MqdvDNg7K3KQp64iUMbW7AXrs1n4ZoKb6ujEIn5BQ3-Z8dgjjwzm8736vVj5_ebHwhwl4s0TfY9mQEh2-9_LUIIVP_sdYZhq-LGAmLSA3J4KQGFDi1DJrLLRLBxYQAMzOVVuY=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:47.963Z,
https://www.google.com/maps/place/La+Cochera+Auto+Service/data=!4m7!3m6!1s0x88051a6f719e521d:0xd451dab975e92d5b!8m2!3d43.0138677!4d-87.9635488!16s%2Fg%2F1tc_4ny7!19sChIJHVKecW8aBYgRWy3pdbnaUdQ,La Cochera Auto Service,4.6,67,Auto repair shop,,"1603B S 38th St, Milwaukee, WI 53215, United States","227P+GH Milwaukee, Wisconsin, USA",,+1 414-643-7420,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoaaUkaqh26jC7FbH6q3GOsBRYJln8rD2aztHifuva96NDnHKJLBnMg-ORotRgkcnzisVmJ7bH8EYH_qrbWbKKjYxaIFJxgh1a6RK3B1Po4G4wXSzabxF5ZJqyuMzOrrYmOhVtG=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:53.265Z,
https://www.google.com/maps/place/Kwik+Towing+%26+Milwaukee+Junk+Cars+LLC/data=!4m7!3m6!1s0x88051b9781cb90b7:0x71989236443a44cb!8m2!3d43.0678669!4d-87.9223347!16s%2Fg%2F11mtc_p7d5!19sChIJt5DLgZcbBYgRy0Q6RDaSmHE,Kwik Towing & Milwaukee Junk Cars LLC,4.8,122,Auto wrecker,,"822 W Center St, Milwaukee, WI 53206, United States","339H+43 Milwaukee, Wisconsin, USA",http://www.kwiktowingmke.com/,+1 414-217-2696,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepqifbfiBYzBEfhjvZXOxnTMLoLP0b4gStiBmCkH3_mEHZBQW6b_mrWF8jFEaoXY8yOzD4G_hc3VOX55j5d_KLIW4DyppjRACAZpFixASpejdUWMYrDurwE9sytR1bTPxGmKoazB9UUOQ9w=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T16:59:59.012Z,
https://www.google.com/maps/place/Tire+Rescue+On+The+Go+LLC/data=!4m7!3m6!1s0x88051a6f64c1cd4f:0x3e85a8ad81bdbc14!8m2!3d43.0577975!4d-87.967408!16s%2Fg%2F11cm19k9ct!19sChIJT83BZG8aBYgRFLy9ga2ohT4,Tire Rescue On The Go LLC,4.9,116,Car repair and maintenance service,,,,,+1 414-514-8881,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqHqx7H9AOORPKuNHG6UTyZgzbZP2eDTiEiPr6wBTdlNMzAWQcT_5gRf9tkfTY6HGxFEA3_-qN4DKyTDkLJPwFqs6sYsCZNECgh3MAQBvFJE9d_e3qIePn-C7eBFx-wIZeMIOc=w426-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:04.245Z,
https://www.google.com/maps/place/Central+Bark+Milwaukee+Downtown/data=!4m7!3m6!1s0x880519bc50b3d60f:0x20481fac0cccda30!8m2!3d43.0268679!4d-87.9102!16s%2Fg%2F1v42gcr3!19sChIJD9azULwZBYgRMNrMDKwfSCA,Central Bark Milwaukee Downtown,4.7,133,Dog day care center,,"420 S 1st St, Milwaukee, WI 53204, United States","23GQ+PW Milwaukee, Wisconsin, USA",https://www.centralbarkusa.com/milwaukee-downtown/,+1 414-347-9612,"Open · Closes 6:30 pm

Updated by this business 12 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerrmmUKbgqq-4ImCkL1ZIwV5Mt693xnuCnwRXMvYFw9tSyJvKNkrIRo5E0BQtWX2iVhDnPpkAbJXtqAj1TzSA_d96COILWc7aijfp0-50ZhaRRJ4yLW7kzTgupx5PXvucWStGt7=w408-h544-k-no,true,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,7 am–6:30 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:09.711Z,
https://www.google.com/maps/place/Downer+True+Value+Hardware/data=!4m7!3m6!1s0x880518c6151dfbd3:0xbec74552b9497cf3!8m2!3d43.066754!4d-87.878404!16s%2Fg%2F1tm88_tm!19sChIJ0_sdFcYYBYgR83xJuVJFx74,Downer True Value Hardware,4.6,73,Hardware store,Store offering a typical range of tools & materials for home improvement & gardening projects. · In-store shopping · In-store pick-up,"2629 N Downer Ave, Milwaukee, WI 53211, United States","348C+PJ Milwaukee, Wisconsin, USA",https://stores.truevalue.com/wi/milwaukee/965,+1 414-332-2820,Open · Closes 5:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQqMJypgLeKzICE5dYqpwmXT6ndoXbcQPjb4IwJObuCGv7LbeFRXt-vGFtD5grXo1CAwQDFIm_utWOHcK2QgeIwaqg939sYFw2hub3BVFGpjVjxEi6MlEEcudPTyAI6kqJif1Ynw=w408-h586-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,9 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:15.272Z,
"https://www.google.com/maps/place/Acosta%27s+Towing,+LLC/data=!4m7!3m6!1s0x880519b038ee9ebd:0x62ca61e8d86fc8dc!8m2!3d43.0258126!4d-87.9229097!16s%2Fg%2F11rgrw6nj1!19sChIJvZ7uOLAZBYgR3Mhv2OhhymI","Acosta's Towing, LLC",4.3,15,Towing service,,"902 W Bruce St, Milwaukee, WI 53204, United States","23GG+8R Milwaukee, Wisconsin, USA",https://acostastowing.com/,+1 414-400-3682,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kIjZWJ6uwdMDYd_EhTYfEg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=334.6225&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:20.695Z,
https://www.google.com/maps/place/Brett%27s+Auto+Repair/data=!4m7!3m6!1s0x88051ae0d2a12d57:0x6755ad8216e6483d!8m2!3d43.0359678!4d-87.9904337!16s%2Fg%2F11csc7kv16!19sChIJVy2h0uAaBYgRPUjmFoKtVWc,Brett's Auto Repair,4.8,144,Auto repair shop,,"6205 W Bluemound Rd, Milwaukee, WI 53213, United States","22P5+9R Milwaukee, Wisconsin, USA",https://brettsautoshop.com/,+1 414-774-2660,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqsiXmA722U2mqyiKsLNw4jowrgjlk_ei_uD3sSiG0sSRWwx2z0cxYLK8VAa9-jdM-PhcwzStPUad2vQCc2mUoWbwyEK4MaxhlJ8L5zDshQSxJKphygi3SUgrtH6pLbgZupQGY=w408-h412-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:25.975Z,
https://www.google.com/maps/place/Jack+Of+AllTrades+Mobile+Car%2FService+-Has+Merged+With+In+%26+Out+Auto+For+The+Winter+Months+Call+For+Appointments/data=!4m7!3m6!1s0x88051dcfb5ee93a7:0x7165f4d436191848!8m2!3d43.080877!4d-87.9565472!16s%2Fg%2F11gxrcj0wp!19sChIJp5Putc8dBYgRSBgZNtT0ZXE,Jack Of AllTrades Mobile Car/Service -Has Merged With In & Out Auto For The Winter Months Call For Appointments,4.8,39,Car repair and maintenance service,,"3380 N 35th St, Milwaukee, WI 53216, United States","32JV+99 Milwaukee, Wisconsin, USA",,+1 414-397-2535,Open · Closes 5:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerLt4IuxJpKIlAAa1ncHTf-7fNoDUe8n-Uiv0I-mBSFM0p6DpklRvQcqmil802d7_NOeihKVuOd_7ZvRGN-6R9MKS1GS46Zp1chaVhi6HIwZ37Lm2VoKpBbInx06Sm03t6S47c=w408-h408-k-no,true,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:31.602Z,
https://www.google.com/maps/place/Motofied/data=!4m7!3m6!1s0x88051bb1d1d94389:0x91604a591a283aa8!8m2!3d43.0470889!4d-87.9637518!16s%2Fg%2F11gbks8t9p!19sChIJiUPZ0bEbBYgRqDooGllKYJE,Motofied,4.8,31,Motorcycle repair shop,,"3939 W McKinley Ave #108, Milwaukee, WI 53208, United States","22WP+RF Milwaukee, Wisconsin, USA",http://motofiedcycles.com/,+1 262-221-2355,Open · Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo8XISjzmxGDEjPCnoHWnkU80r9vchhkltAh0bjF0IiaWpfMFtpvd78S1daE_2pOFrW6LNodP8UHAJVIWyV766X00Ij_BPPFcgofdYk16N4BezMtiBFqyB93DGtK8zLqnyCvN-R=w426-h240-k-no,true,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:37.257Z,
https://www.google.com/maps/place/Mobil/data=!4m7!3m6!1s0x880519bdd568410b:0x2ae456650a04dd4c!8m2!3d43.0248252!4d-87.9118889!16s%2Fg%2F1tdyrc4n!19sChIJC0Fo1b0ZBYgRTN0ECmVW5Co,Mobil,4.0,569,Gas station,· Diesel fuel,"605 S 1st St, Milwaukee, WI 53204, United States","23FQ+W6 Milwaukee, Wisconsin, USA",https://www.exxon.com/en/find-station/MOBIL-MILWAUKEE-WI-WALKERSPOINTMOBIL-200317702?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 414-220-4380,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerBITZ5zbI0B0jjAxWnwmLAq-cFJatvYZd4tmWtuxJ5G1Qro0D6ocGE2kfpYteA5Lm9vLVwZ3eBNx87oUoi_YP9Dm7MaJM01N3L-wmmAY9RUmW14xexVpKnpZLz4_bWd-L86lU=w408-h541-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:42.938Z,
https://www.google.com/maps/place/Mr+P%27s+Tires/data=!4m7!3m6!1s0x88051d2e1300bdfb:0x8269beb9b58cec76!8m2!3d43.1272177!4d-88.0066112!16s%2Fg%2F1td2n1dx!19sChIJ-70AEy4dBYgRduyMtbm-aYI,Mr P's Tires,4.3,499,Tire shop,· In-store shopping,"6005 N 76th St, Milwaukee, WI 53218, United States","4XGV+V9 Milwaukee, Wisconsin, USA",https://www.mrpstires.com/,+1 414-462-7800,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepFTRDHQo5SwPF1Q_SKgQv3Qav9M1nraxeU5sXhGe_3-rJU4DtCz6F19uKfF5rmMSuJfrjpDpXOWZxJCZ6Yb9Tvlz80Sbeihyq0fxOI7AKgG4TWjl6KTu-jpwWfixsAKfYQUPVm=w408-h544-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:48.242Z,
https://www.google.com/maps/place/Van+Collision+%26+Alteration+Inc/data=!4m7!3m6!1s0x8805199274305599:0x79988134cf6f8686!8m2!3d43.02345!4d-87.9236037!16s%2Fg%2F1v2gfb3d!19sChIJmVUwdJIZBYgRhoZvzzSBmHk,Van Collision & Alteration Inc,3.8,5,Auto body shop,,"938 W National Ave, Milwaukee, WI 53204, United States","23FG+9H Milwaukee, Wisconsin, USA",,+1 414-389-9999,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tVd4HBCoExs1dDpL5Ax2oA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.7902786&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:53.469Z,
https://www.google.com/maps/place/Milwaukee+Pedal+Tavern/data=!4m7!3m6!1s0x88051a43b9f771d1:0x2c1052716f144c5d!8m2!3d43.022564!4d-87.906315!16s%2Fg%2F126122j4y!19sChIJ0XH3uUMaBYgRXUwUb3FSECw,Milwaukee Pedal Tavern,4.9,764,Tour operator,,"820 S Water St, Milwaukee, WI 53204, United States","23FV+2F Milwaukee, Wisconsin, USA",https://pedaltavern.com/,+1 414-250-0339,Open · Closes 10:30 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptBn96flRUu4lG9YcNsdCv-pduChtSUuBm3l7XJuzBC5FKzttGN7P2mIVgeb2UImkx_CBrK5Vko8aEJeN9QBm5c_px_D8zZ4o3sIEMqKrIZhO1-G0H24pCzYiFqH0hW1mjud9A=w426-h240-k-no,true,9 am–10:30 pm,9 am–10:30 pm,9 am–10:30 pm,9 am–10:30 pm,8:30 am–10:30 pm,8 am–10:30 pm,9 am–8:30 pm,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:00:59.105Z,
https://www.google.com/maps/place/Prime+Auto+Repair/data=!4m7!3m6!1s0x8805175c9c17df71:0x3182e5b2979d4144!8m2!3d42.9887039!4d-87.9317806!16s%2Fg%2F11rnhxvx7w!19sChIJcd8XnFwXBYgRREGdl7LlgjE,Prime Auto Repair,4.5,129,Auto repair shop,,"1502 W Oklahoma Ave, Milwaukee, WI 53215, United States","X3Q9+F7 Milwaukee, Wisconsin, USA",https://primeautorepairshop.com/,+1 414-242-8858,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqU__Rfpiqj6GFXKVkgo-7cdDQib1UX4RjdXG32rdN9gPioSDpn15ChTlC8_AjB5Ja2Gcf72wG7LMDnbbTZHbKYyr8oct6vSIAvEgJy5_0qcc62x3KX6qjDdMPDf5CwwkMQS7l_=w513-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–5 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:01:04.546Z,
https://www.google.com/maps/place/CITGO-+National+Quick+Mart/data=!4m7!3m6!1s0x88051a21a8ad4eeb:0xf5d33df80baf805!8m2!3d43.0226353!4d-87.9365296!16s%2Fg%2F1tkc77mp!19sChIJ606tqCEaBYgRBfi6gN8zXQ8,CITGO- National Quick Mart,3.9,154,Gas station,· Diesel fuel,"1831 W National Ave, Milwaukee, WI 53204, United States","23F7+39 Milwaukee, Wisconsin, USA",http://citgo.com/,+1 414-643-1145,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoHgHIW5ifBZplo7WVccpQwh45EfBIloTBsr72BOu1Gz4d4YBZZc4qV1IYyJ2_Kn9cckFKERJg4XUq1f4WPgX49IuT56w5vh8kNjLqBSuII2ls48lvIaQh62fBnR_sBRnO1SQbu=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Milwaukee+Milwaukee+WI/@43.0410344,-87.9096783,14z",2026-03-23T17:01:10.118Z,
"https://www.google.com/maps/place/Bluemound+Automotive,+Inc./data=!4m7!3m6!1s0x88051ae157625cb9:0xe65f4ef622cc4326!8m2!3d43.0367034!4d-87.9877536!16s%2Fg%2F1wbf_zxx!19sChIJuVxiV-EaBYgRJkPMIvZOX-Y","Bluemound Automotive, Inc.",4.6,160,Auto repair shop,,"6000 W Bluemound Rd, Wauwatosa, WI 53213, United States","22P6+MV Wauwatosa, Wisconsin, USA",http://bluemoundautomotive.com/,+1 414-258-1000,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerQ1eFExqTf1-HQmB7oWJoOOqxR75VoMjZbroS79Nb_43fOu194DKr-v3vMdBGQRa23LFwAwT5KEHELQwN3NTKtDFSahqemC_otZKXzwnad7ujEzSG871O_GLyjV-0djWEJt4E=w588-h240-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2026-03-23T17:01:26.549Z,
https://www.google.com/maps/place/Uptown+Truck+Center+and+Quick+Lane+Tire+%26+Auto/data=!4m7!3m6!1s0x88050502fb380a9b:0x2e792b559b7bab3c!8m2!3d43.0498093!4d-88.0492423!16s%2Fg%2F11l5tp7q_d!19sChIJmwo4-wIFBYgRPKt7m1UreS4,Uptown Truck Center and Quick Lane Tire & Auto,4.6,542,Oil change service,,"1501 N. Mayfair, Frontage Road, Wauwatosa, WI 53226, United States","2XX2+W8 Wauwatosa, Wisconsin, USA",http://www.uptowntruckcenter.com/,+1 414-831-9580,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo9zgZDFaOQ-Ci9HHj-YkR2gyLeqbIIPNhWAstSOF_UeYVnR6UwdP9KxhO0b6UFzTekdhtKP2x9dsrtt3OuAqqo9HWX-8-f6vP2whZVTVesQ2d69TGv748E6Vx2d5mqvoZz4_w=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2026-03-23T17:01:32.012Z,
https://www.google.com/maps/place/Milwaukee+Spring+%26+Alignment/data=!4m7!3m6!1s0x88051b2420b2c3c1:0xa04c4826d179fb38!8m2!3d43.0444756!4d-87.9931526!16s%2Fg%2F1tgb7y6g!19sChIJwcOyICQbBYgROPt50SZITKA,Milwaukee Spring & Alignment,4.9,50,Truck repair shop,,"6450 River Pkwy, Wauwatosa, WI 53213, United States","22V4+QP Wauwatosa, Wisconsin, USA",,+1 414-443-2754,Open · Closes 4:30 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAWI5buwoRtjZeqekOxdquDx4TRptpig-KMbMF4dBFIPcRerHfWpbFwbal5YRqHiJrq7iZ-CcXSTuOO8baIQECSBbxd0N4LQY8RrORV_bNfCtTzc41xmdZnTJBuTIXk8pUoP4=w408-h408-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2026-03-23T17:01:37.517Z,
https://www.google.com/maps/place/Dependable+Auto+Service/data=!4m7!3m6!1s0x880504b562a79e0f:0xaa2683618dc86b21!8m2!3d43.0604645!4d-88.0137144!16s%2Fg%2F1tm69hrn!19sChIJD56nYrUEBYgRIWvIjWGDJqo,Dependable Auto Service,4.6,65,Auto repair shop,,"8107 W North Ave, Wauwatosa, WI 53213, United States","3X6P+5G Wauwatosa, Wisconsin, USA",https://www.dependableautowi.com/,+1 414-257-3160,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqvAXcapis_HulwJdxEtJgHgfPxn37mvzLaC3uDmOB9TsqDhMMCXDmYlQ2JidR8aeuLh5593XEvLk514bE8kT5CnoJvI_rxymdmHLb87hX_k0l6FLptxBtOVSZKJfuShR0zscm_=w408-h306-k-no,false,7:45 am–5 pm,7:45 am–5 pm,7:45 am–5 pm,7:45 am–5 pm,7:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Wauwatosa+Milwaukee+WI/@43.0494572,-88.0075875,14z",2026-03-23T17:01:43.234Z,
