placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,info,attributes,error,isBlackOwned
https://www.google.com/maps/place/Clean+Water+Systems+%26+Stores+Inc./data=!4m7!3m6!1s0x808e3ffe8f7ddf6f:0x6b00705de10475a8!8m2!3d36.985028!4d-121.9879191!16s%2Fg%2F1wfvmwwy!19sChIJb999j_4_joARqHUE4V1wAGs,Clean Water Systems & Stores Inc.,3.6,24,Plumber,"2806 Soquel Ave # A, Santa Cruz, CA 95062, United States","X2P6+2R Santa Cruz, California, USA",http://www.cleanwaterstore.com/,+1 831-462-8500,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP-lDX5nT5MNbBEDg2EeHbAbyLPFsnhfpq2vmMZ=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:10.515Z,,,,
https://www.google.com/maps/place/Crane%E2%80%99s+electrical/data=!4m7!3m6!1s0xb676226fb37ef11:0x4a930ab7067511f1!8m2!3d37.0206935!4d-121.740601!16s%2Fg%2F11yb8pj90h!19sChIJEe83-yZiZwsR8RF1BrcKk0o,Crane’s electrical,5.0,3,Electrical installation service,,,http://craneselectrical.com/,+1 408-655-8147,Open · Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipM60HkBdai6QtVtwb6HYrGlUdxI1SIKuA1PKZ0X=w408-h257-k-no,true,7 am–7 pm,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7:30 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:15.357Z,,,,
https://www.google.com/maps/place/West+Marine/data=!4m7!3m6!1s0x808e3ffd4e846c81:0x9bd19681e8797a93!8m2!3d36.9850673!4d-121.9811786!16s%2Fg%2F1thl1288!19sChIJgWyETv0_joARk3p56IGW0Zs,West Marine,4.1,154,Marine supply store,"2460 17th Ave # A, Santa Cruz, CA 95062, United States","X2P9+2G Santa Cruz, California, USA",https://www.westmarine.com/stores/santa-cruz-ca-1326/?utm_source=GMB&utm_campaign=Local-Listings,+1 831-476-1800,Open · Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipN8Kg21n1ikxYbCRwsBJgQnVItOrawh1L312NHz=w420-h240-k-no,true,9 am–6 pm,10 am–5 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:20.430Z,,"Chain specializing in boating accessories & parts, plus related apparel & fishing supplies. · In-store shopping · Kerbside pickup",,
https://www.google.com/maps/place/MP+Electric/data=!4m7!3m6!1s0xf8b518813e5bb41:0x98459b876fbbe6e7!8m2!3d37.2025332!4d-121.9610586!16s%2Fg%2F11mly96xc0!19sChIJQbvlE4hRiw8R5-a7b4ebRZg,MP Electric,5.0,7,Contractor,,,https://mpelectric.info/,+1 831-214-7827,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzl3NTf9QpVBKLCRk3DvfptnhUfudCwn7KkOlEluz8U52R8o111lkOisZOnuUi95vHr4lHL4vXLtfgcgzyLOlReJEGU5RUV_ldrb8sdUldpAEuWLHMrMg0TyO6uwW_-NK-q0eh3mG0-D2jv=w408-h541-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:25.247Z,,,,
"https://www.google.com/maps/place/Provac+Sales,+Inc./data=!4m7!3m6!1s0x808e3fff1d783239:0x8118af4c5fd21333!8m2!3d36.9881037!4d-121.9692065!16s%2Fg%2F1vr1ww5p!19sChIJOTJ4Hf8_joARMxPSX0yvGIE","Provac Sales, Inc.",4.1,7,Industrial vacuum equipment supplier,"3131 Soquel Dr, Soquel, CA 95073, United States","X2QJ+68 Soquel, California, USA",http://www.provac.com/,+1 831-462-8900,Closed · Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipOIW2g2d31SOnYdCo1dKZ1nzNFEXAPY4MTNDiLG=w408-h897-k-no,true,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:30.162Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Beach+Electrical+LLC/data=!4m7!3m6!1s0xa824767133f8405d:0x84dabec890819b85!8m2!3d37.0413338!4d-122.0739124!16s%2Fg%2F11vys2wjhf!19sChIJXUD4M3F2JKgRhZuBkMi-2oQ,Beach Electrical LLC,4.8,18,Electrician,"176 San Lorenzo Ave, Felton, CA 95018, United States","2WRG+GC Felton, California, USA",https://beachelectricalca.com/,+1 831-246-4014,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPo7VrcuEXceXARZUesg5-m47vWGsLY9lllxb1n=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:35.186Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/SANTA+CRUZ+AUTO+PARTS/data=!4m7!3m6!1s0x808e4003c15b1f33:0x77642923d45c6f5a!8m2!3d36.9817944!4d-121.9996964!16s%2Fg%2F1tff7vjc!19sChIJMx9bwQNAjoARWm9c1CMpZHc,SANTA CRUZ AUTO PARTS,4.6,58,Auto parts store,"1919 Soquel Ave, Santa Cruz, CA 95062, United States","X2J2+P4 Santa Cruz, California, USA",https://www.santacruzautoparts.net/,+1 831-423-2500,Closes soon · 2 pm · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwPXbZO8_7SoLzYZSKqkySjujvs4SXA7N3ErIGYwMExdV78fQtbF149u4Uf2z2x6-ngkqS-oA6nlgbI4U-Yf89bIs7Le2BdYHKLT4tAegiLoj8NuPbMe8IrvI9TeelcpDJL4jFT=w533-h240-k-no,true,8 am–2 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:40.125Z,,· In-store shopping · Kerbside pickup · Delivery,,
https://www.google.com/maps/place/Evolve+Electric/data=!4m7!3m6!1s0x808e47357a8551d9:0xc20a91c55e24c36b!8m2!3d37.0560163!4d-122.0082209!16s%2Fg%2F1hjghh1y1!19sChIJ2VGFejVHjoARa8MkXsWRCsI,Evolve Electric,4.1,7,Electrician,"34 Janis Way Unit H, Scotts Valley, CA 95066, United States","3X4R+CP Scotts Valley, California, USA",https://evolveelectric.com/?utm_campaign=gmb,+1 831-888-0663,Closed · Opens 6 am Mon,https://lh3.googleusercontent.com/p/AF1QipPMpZ-CZEpNuLRkfhf3-TZShsGfN4G6ahAkqtNI=w408-h272-k-no,true,Closed,Closed,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:45.149Z,,,,
"https://www.google.com/maps/place/W3+Solar+Electric/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0x47f3a3ba507ba8e7:0xa9717f781902d0ae!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11rngqbs0b",W3 Solar Electric,,,Electrician,,,http://w3solar.com/,+1 831-818-0312,Closed · Opens 9 am Mon,,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,8 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:51.712Z,,,,
https://www.google.com/maps/place/Bertsch+Electric/data=!4m7!3m6!1s0x808e474d9e81b8c9:0x67df6913d400aa62!8m2!3d37.0564609!4d-122.0054044!16s%2Fg%2F1tj52v4h!19sChIJybiBnk1HjoARYqoA1BNp32c,Bertsch Electric,5.0,5,Electrician,"313 S Navarra Dr, Scotts Valley, CA 95066, United States","3X4V+HR Scotts Valley, California, USA",http://im4wire.com/,+1 408-807-3438,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx4Vl4hWMPMBr-809hqyOp7kfIfczc1Y_KLgKxAXkXaHaDZ_WA7cGBTlzrimju4jjbkjTUzKrNBIiNh2dxuQQGTExryewg17yV-AbOpemMpYUelFzN1ELZmd46aNxWqyLpv8b-D=w408-h544-k-no,true,7 am–7 pm,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:53:56.790Z,,,,
https://www.google.com/maps/place/Lightland+Electric/data=!4m7!3m6!1s0x808e1a509a7cdacf:0xf97ab77984d69e46!8m2!3d36.9355741!4d-121.7757254!16s%2Fg%2F1thr7dh4!19sChIJz9p8mlAajoARRp7WhHm3evk,Lightland Electric,4.9,30,Electrician,"302 Carey Ave, Freedom, CA 95019, United States","W6PF+6P Freedom, California, USA",http://lightlandelectric.com/,+1 831-246-1458,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNiU6Rwp9Vsq_u0Hr82_yhu-tKPSJGxZDqzZQsA=w408-h304-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:01.715Z,,,,
https://www.google.com/maps/place/High+Performance+Electric/data=!4m7!3m6!1s0x808e1a612f5ce385:0x37131536d67c95ee!8m2!3d36.929099!4d-121.7914324!16s%2Fg%2F1tvgvkvb!19sChIJheNcL2EajoAR7pV81jYVEzc,High Performance Electric,4.2,5,Electrician,"26 Hangar Way UNIT F, Watsonville, CA 95076, United States","W6H5+JC Watsonville, California, USA",http://highperformanceelectric.net/,+1 831-761-2578,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dHhY7qkjqbxN2UdeYvtZag&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.93857&pitch=0&thumbfov=100,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:06.594Z,,,,
https://www.google.com/maps/place/Gilbert+Electric+%26+Son/data=!4m7!3m6!1s0x808e4f6e8ea9f6bf:0x567300b4859bc6ef!8m2!3d37.0528275!4d-121.949418!16s%2Fg%2F11g0gdz4kk!19sChIJv_apjm5PjoAR78abhbQAc1Y,Gilbert Electric & Son,5.0,1,Electrician,,,,+1 831-335-3028,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMunrzz_KUgoIGeuvVnvEWiHwNeXySr4JSldBjA=w408-h270-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:11.409Z,,,,
https://www.google.com/maps/place/Basset+Electric/data=!4m7!3m6!1s0x2fbaf023c6a606db:0x75ed0dbc6b12bc96!8m2!3d37.1528563!4d-122.1604279!16s%2Fg%2F11v4m4st4y!19sChIJ2wamxiPwui8RlrwSa7wN7XU,Basset Electric,4.9,46,Electrician,"196 E Hilton Dr, Boulder Creek, CA 95006, United States","5R3Q+4R Boulder Creek, California, USA",https://business.google.com/bassetelectric,+1 831-246-2417,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPmg39oceCCPXMof0g9QijT1yziocqJ5BqsiKt7=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:16.358Z,,,,
https://www.google.com/maps/place/Santa+Cruz+Electric/data=!4m7!3m6!1s0x808e5b761ce7f37d:0x78064be78ec67e8a!8m2!3d37.0244204!4d-122.2127586!16s%2Fg%2F11fwbvb6t3!19sChIJffPnHHZbjoARin7GjudLBng,Santa Cruz Electric,,,Electrician,"150 Davenport Landing Rd, Davenport, CA 95017, United States","2QFP+QV Davenport, California, USA",http://www.santacruzelectric.com/,+1 831-428-2223,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNGRo_yswuBHm8vhbgePq3stMpemJzJZ87ds-zK=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:21.330Z,,,,
https://www.google.com/maps/place/Bunker+Electric/data=!4m7!3m6!1s0x808e41a3f30fc4e5:0xf9fe415833b3591a!8m2!3d37.205051!4d-121.860859!16s%2Fg%2F11ft1g7fqp!19sChIJ5cQP86NBjoARGlmzM1hB_vk,Bunker Electric,,,Electrician,,,,+1 831-295-2541,Closed · Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM9Fxcp8MNW0Ah7dkRBxUsZS-okYkgqI5csmypj=w408-h544-k-no,true,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:26.045Z,,,,
https://www.google.com/maps/place/Hagen+Surface+Protection/data=!4m7!3m6!1s0x808e15075e4425e5:0xfafda8ea0cb3700a!8m2!3d36.9725806!4d-121.9936584!16s%2Fg%2F11hzl8rfsz!19sChIJ5SVEXgcVjoARCnCzDOqo_fo,Hagen Surface Protection,5.0,61,Car detailing service,"1012 Captains Ct, Santa Cruz, CA 95062, United States","X2F4+2G Santa Cruz, California, USA",https://hagensurfaceprotection.com/,+1 831-350-1010,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipNweA5PYGM_m2tjmjWXYxVjlCQfGxjh5EazQpyn=w408-h306-k-no,true,9 am–4 pm,9 am–4 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:30.811Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Old+Volks+Home/data=!4m7!3m6!1s0x808e1561e9bedf13:0xa5e61af2e4101849!8m2!3d36.9876721!4d-121.9656871!16s%2Fg%2F1wnby7bm!19sChIJE9--6WEVjoARSRgQ5PIa5qU,Old Volks Home,4.8,30,Auto repair shop,"3921 Soquel Dr, Soquel, CA 95073, United States","X2QM+3P Soquel, California, USA",http://old-volks-home.keeq.io/,+1 831-475-3394,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwhdPaPMIxjl2mA90-gacsQhOgXrdNGdYze17nMSwkJkTaOEL7ojJrBthm3bIoXTr1IJgRDQdZ1ElumfHR6GjO_0z0sWYghWCX6M5XhFN9gLnUSJaqBgK0IO1JVBSY1rCgaVBdd=w426-h240-k-no,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:35.811Z,,,,
https://www.google.com/maps/place/Generation+Electric/data=!4m7!3m6!1s0x808e4d5da115964b:0x795d518f4522f6f0!8m2!3d37.1660779!4d-122.1544031!16s%2Fg%2F11x73z_qjz!19sChIJS5YVoV1NjoAR8PYiRY9RXXk,Generation Electric,5.0,8,Electrician,"990 Kings Hwy, Boulder Creek, CA 95006, United States","5R8W+C6 Boulder Creek, California, USA",https://www.generationbuildersgroup.com/,+1 831-247-6041,Open · Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipONmoCnMA0-DDIQ_3ouiFTHsaG7INckPIP5vpwk=w408-h544-k-no,true,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:40.699Z,,,,
https://www.google.com/maps/place/Hayes+European/data=!4m7!3m6!1s0x808e153e69e248bd:0xcba8528cd876adac!8m2!3d36.9703228!4d-121.9851433!16s%2Fg%2F1vpq73cn!19sChIJvUjiaT4VjoARrK122IxSqMs,Hayes European,4.8,177,Auto repair shop,"1125 17th Ave, Santa Cruz, CA 95062, United States","X2C7+4W Santa Cruz, California, USA",https://santacruzeuropeanauto.com/,+1 831-269-5858,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNFYJeKkW4xZW6akoPULsRhpFKjmkCINrijLkYH=w408-h409-k-no,true,Closed,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:45.842Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Currence+Generator+Services/data=!4m7!3m6!1s0x808de518427017b7:0x24fb802a9914c168!8m2!3d36.593201!4d-121.835046!16s%2Fg%2F1tdpgf6h!19sChIJtxdwQhjljYARaMEUmSqA-yQ,Currence Generator Services,5.0,2,Electrician,"Canyon Del Rey Blvd, Monterey, CA 93940, United States","H5V7+7X Monterey, California, USA",,+1 831-394-8697,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l_4q4Y13Gh9i41DalUll0Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=35.125793&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:48.617Z,,,,
https://www.google.com/maps/place/Point+Break+Electric/data=!4m7!3m6!1s0x4c0774d291d186f9:0x601d9b077924e4f3!8m2!3d36.5943882!4d-121.9063523!16s%2Fg%2F11s326pnq3!19sChIJ-YbRkdJ0B0wR8-QkeQebHWA,Point Break Electric,5.0,59,Electrical installation service,"82 Vía Paraiso, Monterey, CA 93940, United States","H3VV+QF Monterey, California, USA",http://pointbreakelectric.com/,+1 831-747-7503,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMqpVxRqIOCuXrDQaURkws_h7x_re-mlezJZyh8=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:53.437Z,,,,
"https://www.google.com/maps/place/OnPoint+Generators,+Inc.+%28formerly+Conte%27s%29/data=!4m7!3m6!1s0x808de4f277135551:0xe21a19d3ba48f57a!8m2!3d36.6100129!4d-121.8513409!16s%2Fg%2F1trxkhrm!19sChIJUVUTd_LkjYARevVIutMZGuI","OnPoint Generators, Inc. (formerly Conte's)",5.0,8,Electric generator shop,"1632 Del Monte Blvd, Seaside, CA 93955, United States","J46X+2F Seaside, California, USA",https://onpointgen.com/,+1 831-375-1463,Closed · Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipMGSwoqPlaRyKuoyJ9mXc2dbIR6hd_zhQ3U_7xx=w408-h725-k-no,true,Closed,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:54:58.211Z,,· Delivery,,
"https://www.google.com/maps/place/Guillermo+Jr's+Services/@37.1168385,-121.76293,10z/data=!3m1!4b1!4m6!3m5!1s0x808e19628185468f:0xf68973015b11b8d!8m2!3d37.1168385!4d-121.76293!16s%2Fg%2F11gjhgk7ry",Guillermo Jr's Services,,,Construction company,,,,+1 831-254-3393,Open · Closes 4 pm,,true,9 am–4 pm,10 am–2 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:04.814Z,,,,
https://www.google.com/maps/place/Warrior+Electric+Inc./data=!4m7!3m6!1s0x808e1b001cee5555:0xb388377335ceff28!8m2!3d36.9225014!4d-121.7583366!16s%2Fg%2F11f57s4hrl!19sChIJVVXuHAAbjoARKP_ONXM3iLM,Warrior Electric Inc.,5.0,5,Electrician,"68 Atkinson Ln #2143, Watsonville, CA 95076, United States","W6FR+2M Watsonville, California, USA",,+1 831-234-5686,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VA41cdwnF7Kl1bOzmx9Giw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=323.37558&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:10.029Z,,,,
https://www.google.com/maps/place/F.R.N+ELECTRIC/data=!4m7!3m6!1s0x808f951269df7819:0x6807b9d90db006fc!8m2!3d37.316339!4d-121.945946!16s%2Fg%2F11sn8970wr!19sChIJGXjfaRKVj4AR_AawDdm5B2g,F.R.N ELECTRIC,5.0,44,Electrician,"2901 Moorpark Ave, San Jose, CA 95128, United States","8383+GJ San Jose, California, USA",,+1 510-990-7701,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNrFdijlJtID1hK_rXSw_7BtpAlm29igX4oONa5=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:14.891Z,,,,
https://www.google.com/maps/place/SOLAR+LIGHTWORKERS+INC./data=!4m7!3m6!1s0x808e47b3a57b49fb:0x40b03a94da8006bf!8m2!3d37.0928798!4d-122.0427697!16s%2Fg%2F11nx7j16kr!19sChIJ-0l7pbNHjoARvwaA2pQ6sEA,SOLAR LIGHTWORKERS INC.,5.0,2,Solar energy system service,"10000 E Zayante Rd, Felton, CA 95018, United States","3XV4+5V Felton, California, USA",,+1 408-312-6075,Open · Closes 3 am,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=23f2oIrneLAqH6edlLXqCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.87374&pitch=0&thumbfov=100,true,9 am–3 am,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:19.707Z,,,,
https://www.google.com/maps/place/Urban+Groove+Hair+Salon/data=!4m7!3m6!1s0x808e6ab21b1f350d:0x537dc2e3253ff7c8!8m2!3d36.9687118!4d-121.9980087!16s%2Fg%2F1whdjlb5!19sChIJDTUfG7JqjoARyPc_JePCfVM,Urban Groove Hair Salon,4.8,85,Beauty salon,"575 7th Ave A, Santa Cruz, CA 95062, United States","X292+FQ Santa Cruz, California, USA",,+1 831-476-8160,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxOyVt_F-hQs0cJ8XMydS-8YwvnmRwqz_fLzFLWuu7_FIUoJTl9ZNnLopydFZK_HlwvJqeU5AoS7Rr8OKCqeOj5qE44G9v-Lc-dJW9qZvBOAAO0W5CA0jE2o87R8u-3auscenv_=w493-h240-k-no,false,9 am–7 pm,Closed,Closed,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:24.828Z,,,,
https://www.google.com/maps/place/Jeffery+D.+Vierra+Ltd.+%2F+JDV+LTD+%2F+Vierra+Electric/data=!4m7!3m6!1s0x808fcb56d7713e4b:0x5b987a11ecfab322!8m2!3d37.370472!4d-121.9092905!16s%2Fg%2F11ptlsnpzd!19sChIJSz5x11bLj4ARIrP67BF6mFs,Jeffery D. Vierra Ltd. / JDV LTD / Vierra Electric,5.0,1,Electrical installation service,"Jeffery Vierra, 493 Reynolds Cir, San Jose, CA 95112, United States","93CR+57 San Jose, California, USA",http://www.vierraelectric.com/,+1 209-566-5740,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=2r62JWtKY6CLgbRd_wn3Rg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.728348&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:29.665Z,,,,
https://www.google.com/maps/place/Big+Basin+Electric+LLC/data=!4m7!3m6!1s0xad2b4a022341c747:0x3d4bd726189073fb!8m2!3d37.226897!4d-121.9977435!16s%2Fg%2F11ybfpfl6t!19sChIJR8dBIwJKK60R-3OQGCbXSz0,Big Basin Electric LLC,5.0,3,Electrician,,,,+1 831-334-8297,Closed · Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNlzqdh-i9ZrQZ28JWsJLbxVv-DNSTMWufVV2d3=w408-h544-k-no,true,Closed,Closed,8 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Capitola+Santa+Cruz+CA/@36.9752283,-121.953293,14z",2026-01-10T21:55:34.627Z,,,,
