placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,sunday,monday,tuesday,wednesday,thursday,friday,saturday,info,isBlackOwned,error
https://www.google.com/maps/place/WellSpan+Medical+Oncology+%26+Hematology+-+Ephrata+Cancer+Center/data=!4m7!3m6!1s0x89c6141b4aa96141:0xfbaf73fdc1809c42!8m2!3d40.196484!4d-76.171059!16s%2Fg%2F11c0xdhqpj!19sChIJQWGpShsUxokRQpyAwf1zr_s,WellSpan Medical Oncology & Hematology - Ephrata Cancer Center,5.0,1,Oncologist,,"460 N Reading Rd, Ephrata, PA 17522, United States","5RWH+HH Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-medical-oncology-hematology-ephrata-cancer-center-loc0000169654,+1 717-721-4840,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMyeCpAc9cAMr1kKu7VqLb5arNmpLKWOpwjMm0L=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:44:41.392Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Lancaster+Orthopedic+Group/data=!4m7!3m6!1s0x89c61719cc8a5f83:0xe5f2a7fd719093b9!8m2!3d40.1869739!4d-76.183355!16s%2Fg%2F1tfvtx0_!19sChIJg1-KzBkXxokRuZOQcf2n8uU,Lancaster Orthopedic Group,4.9,912,Orthopedic clinic,,"175 Martin Ave # 315, Ephrata, PA 17522, United States","5RP8+QM Ephrata, Pennsylvania, USA",http://www.lancasterortho.com/,+1 717-560-4200,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipP_59fueZfw0wH1au0qhDd64fYCfs6k07mvsJe3=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:44:46.405Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Lancaster+General+Health+Specialty+Center+Ephrata/data=!4m7!3m6!1s0x89c615ac38aec483:0x82782a9d36c3ff15!8m2!3d40.158779!4d-76.1397144!16s%2Fg%2F11b7f_zyj4!19sChIJg8SuOKwVxokRFf_DNp0qeII,Lancaster General Health Specialty Center Ephrata,,,Medical clinic,,"1261 Division Hwy # 2, Ephrata, PA 17522, United States","5V56+G4 Ephrata, Pennsylvania, USA",https://www.pennmedicine.org/Locations/Multispecialty-location/LG-Health-Specialty-Center-Ephrata?y_source=1_ODM2OTczMy03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 888-884-2377,,https://lh3.googleusercontent.com/p/AF1QipNbdfxS9BijCEVK2sXE4jYUgRWQpOkaoybZ14SZ=w408-h244-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:44:49.288Z,,,,,,,,,,
https://www.google.com/maps/place/Lancaster+Urological+Group+Inc/data=!4m7!3m6!1s0x89c6169f32fda91d:0x2ba9ad440b49544!8m2!3d40.1870161!4d-76.1832665!16s%2Fg%2F1tfbjp5s!19sChIJHan9Mp8WxokRRJW0QNSaugI,Lancaster Urological Group Inc,4.8,240,Urology clinic,,"175 Martin Ave # 340, Ephrata, PA 17522, United States","5RP8+RM Ephrata, Pennsylvania, USA",,+1 717-738-4700,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LYhCbiH2effUhN5roDR8kQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.54747&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:44:52.249Z,,,,,,,,,,
https://www.google.com/maps/place/WellSpan+Brossman+Health+Center/data=!4m7!3m6!1s0x89c614284eb06c31:0x4e505cc72b3fc59e!8m2!3d40.1750144!4d-76.1768493!16s%2Fg%2F11dfgmt0fy!19sChIJMWywTigUxokRnsU_K8dcUE4,WellSpan Brossman Health Center,4.0,4,Medical Center,,"136 Lake St Suite E, Ephrata, PA 17522, United States","5RGF+27 Ephrata, Pennsylvania, USA",https://www.wellspan.org/offices-locations/wellspan-brossman-health-center/,,,https://lh3.googleusercontent.com/p/AF1QipP25tvtnbOoMTNPqhr4VzZRWG4IJ893X4Ci-OR3=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:44:55.359Z,,,,,,,,,,
https://www.google.com/maps/place/Center+for+Wound+Healing+%26+Hyperbaric+Services+-+Ephrata/data=!4m7!3m6!1s0x89c6169f32fcd0ed:0x755a8b571053abd8!8m2!3d40.1869739!4d-76.183355!16s%2Fg%2F11cntmg0p0!19sChIJ7dD8Mp8WxokR2KtTEFeLWnU,Center for Wound Healing & Hyperbaric Services - Ephrata,5.0,1,Medical group,,"175 Martin Ave, Ephrata, PA 17522, United States","5RP8+QM Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/center-for-wound-healing-hyperbaric-services-ephrata-loc0000169533,+1 717-738-6674,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPtOoJqypJ5cTpl0cYDOKvQwgvGCBfDxs0HnTiq=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:00.212Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Lancaster+General+Health+Urgent+Care+Ephrata/data=!4m7!3m6!1s0x89c615b528936f47:0x2129857073193cc2!8m2!3d40.1628603!4d-76.1532676!16s%2Fg%2F1264pw_xx!19sChIJR2-TKLUVxokRwjwZc3CFKSE,Lancaster General Health Urgent Care Ephrata,3.2,142,Urgent care center,,"895 E Main St, Ephrata, PA 17522, United States","5R7W+4M Ephrata, Pennsylvania, USA",https://www.lghealthurgentcare.org/Locations.aspx?y_source=1_ODM2OTc4NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 717-721-4585,"Closed ⋅ Opens 9 am Mon

Confirmed by this business 12 weeks ago",https://lh3.googleusercontent.com/p/AF1QipMnFcVjUYJMr3eslbPIJSo3tOwlWCNgOlwBPUfi=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:05.218Z,8 am–8 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,8 am–8 pm,,,
"https://www.google.com/maps/place/Orthopedic+Associates+of+Lancaster,+LTD./data=!4m7!3m6!1s0x89c6178a97a652df:0xdf35760a7f077ba3!8m2!3d40.1885674!4d-76.1824267!16s%2Fg%2F11v3gjgk2b!19sChIJ31Kml4oXxokRo3sHfwp2Nd8","Orthopedic Associates of Lancaster, LTD.",4.9,510,Orthopedic clinic,,"194 N Reading Rd, Ephrata, PA 17522, United States","5RQ9+C2 Ephrata, Pennsylvania, USA",https://www.fixbones.com/locations/ephrata,+1 717-299-4871,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqzBApI7Xj7YDhb1WY_u6YH8kQDZweQv0wj3ep7VYROI9Y-3I8dsQlcgJG6VENjUjrfappv_DOgu8Kvs94U9D1mFszefsVPoEXAABL_poZv392Z2n2QjLThSdMBbStRKjPTWWo=w408-h271-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:10.251Z,Closed,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,,,
https://www.google.com/maps/place/Drayer+Physical+Therapy+Institute/data=!4m7!3m6!1s0x89c617e82d5b6047:0x5f0a6afdf6537c06!8m2!3d40.187617!4d-76.1860719!16s%2Fg%2F11pv9m22ps!19sChIJR2BbLegXxokRBnxT9v1qCl8,Drayer Physical Therapy Institute,5.0,20,Physical therapy clinic,,"108 N Reading Rd Ste G, Ephrata, PA 17522, United States","5RQ7+2H Ephrata, Pennsylvania, USA",https://drayer.urpt.com/locations/ephrata/?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 717-803-2901,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipP2LWfN_gkSyh72fRVD6g9L7PcdcnN4s-qG8Qma=w428-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:15.394Z,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,,,
https://www.google.com/maps/place/The+ENT+Center/data=!4m7!3m6!1s0x89c6141d9462e955:0x989608ae6b3a0b42!8m2!3d40.1934289!4d-76.1773868!16s%2Fg%2F11c3nzsdc2!19sChIJVelilB0UxokRQgs6a64Ilpg,The ENT Center,4.0,82,Otolaryngology clinic,,"561 W Trout Run Rd, Ephrata, PA 17522, United States","5RVF+92 Ephrata, Pennsylvania, USA",http://www.theentcenterpa.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=gmb,+1 717-733-4891,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipMbbh5QCddlcNb36U8Kad6H0N3RjvKP54C-4Z4l=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:20.402Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/WellSpan+Radiation+Oncology+-+Ephrata+Cancer+Center/data=!4m7!3m6!1s0x89c6141b3546abf5:0x4542f282b6a9fa80!8m2!3d40.196484!4d-76.171059!16s%2Fg%2F11fxyky41j!19sChIJ9atGNRsUxokRgPqptoLyQkU,WellSpan Radiation Oncology - Ephrata Cancer Center,,,Oncologist,,"460 N Reading Rd, Ephrata, PA 17522, United States","5RWH+HH Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-radiation-oncology-ephrata-cancer-center-loc0000169642,+1 717-721-4840,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPkVynFa6xcheIhg9ryayZP8V7zXaIIUzwF7h00=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:25.082Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/Hartz+Physical+Therapy+-+Ephrata/data=!4m7!3m6!1s0x89c616c7c7e3557b:0xfa8fc902c4a3bb23!8m2!3d40.199284!4d-76.203708!16s%2Fg%2F1tgcbgcf!19sChIJe1Xjx8cWxokRI7ujxALJj_o,Hartz Physical Therapy - Ephrata,5.0,194,Physical therapist,,"1635 W Main St #500, Ephrata, PA 17522, United States","5QXW+PG Ephrata, Pennsylvania, USA",https://www.hartzpt.com/,+1 717-738-0004,Closed ⋅ Opens 7 am Mon,https://lh3.googleusercontent.com/p/AF1QipPmYFXaOynL0-tYx6RKeuddk7kM43Fku_dQOTN-=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:29.902Z,Closed,7 am–7:30 pm,10 am–6 pm,7 am–12:30 pm,10:30 am–7:30 pm,7 am–4 pm,Closed,,,
https://www.google.com/maps/place/Tree+of+Life+Health/data=!4m7!3m6!1s0x89c616875ece1861:0x21112c36b2c29b0!8m2!3d40.1755078!4d-76.1766326!16s%2Fg%2F1tfjm1_x!19sChIJYRjOXocWxokRsCksa8MSEQI,Tree of Life Health,4.6,20,Wellness center,,"116 Lake St Suite 100A, Ephrata, PA 17522, United States","5RGF+68 Ephrata, Pennsylvania, USA",http://www.tolhealth.com/,+1 717-733-2003,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNgh7SwSLZNOCenK-turRXohTZXy1FNAhf-qiIe=w408-h544-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:34.777Z,Closed,"8 am–12 pm, 1–5 pm","8 am–12 pm, 1–6 pm","8 am–12 pm, 1–6 pm","8 am–12 pm, 1–5 pm","8 am–12 pm, 1–5 pm",Closed,,,
https://www.google.com/maps/place/Ivy+Rehab+Physical+Therapy/data=!4m7!3m6!1s0x89c61576c8ff5d85:0x4e5f4ab8fd84e49e!8m2!3d40.164627!4d-76.158966!16s%2Fg%2F11mdg3tywg!19sChIJhV3_yHYVxokRnuSE_bhKX04,Ivy Rehab Physical Therapy,,,Physical therapy clinic,,"839 E Main St Ste 200, Ephrata, PA 17522, United States","5R7R+VC Ephrata, Pennsylvania, USA",https://ivyrehab.com/physical-therapy-location/ephratapa/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business,+1 484-335-4755,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UXpTaDfQNL-SnS8rkZ-g9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=73.6644&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:37.605Z,,,,,,,,LGBTQ+ friendly,,
https://www.google.com/maps/place/WellSpan+Ephrata+Medical+Equipment/data=!4m7!3m6!1s0x89c61405f3e17d5f:0x15bb39b2d2ab5f23!8m2!3d40.1999644!4d-76.1675959!16s%2Fg%2F1264d8d3j!19sChIJX33h8wUUxokRI1-r0rI5uxU,WellSpan Ephrata Medical Equipment,2.0,4,General hospital,,"501 Alexander Dr, Ephrata, PA 17522, United States",,https://www.wellspan.org/offices-locations/hospitals/wellspan-ephrata-community-hospital/,+1 717-738-5203,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MwpE_StG8qeXlqtdkqrzqQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.5012&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:40.560Z,,,,,,,,,,
https://www.google.com/maps/place/Patient+Relations/data=!4m7!3m6!1s0x89c61716d14698cd:0x3f8dcf9e59e406e9!8m2!3d40.1874241!4d-76.18254!16s%2Fg%2F11tmwzl6p0!19sChIJzZhG0RYXxokR6QbkWZ7PjT8,Patient Relations,,,Medical Center,,"169 Martin Ave, Ephrata, PA 17522, United States","5RP8+XX Ephrata, Pennsylvania, USA",,+1 717-738-6585,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNn-yfN7dcFqhyUXHJ1HuLzYTbN9iOZbanSW0z2=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:45.367Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/WellSpan+Reading+Road+Health+Center/data=!4m7!3m6!1s0x89c6141b50dfce51:0xd89c31c8a7bdd013!8m2!3d40.196193!4d-76.172128!16s%2Fg%2F11dfgftp_0!19sChIJUc7fUBsUxokRE9C9p8gxnNg,WellSpan Reading Road Health Center,3.9,8,Medical Center,,"446 N Reading Rd, Ephrata, PA 17522, United States","5RWH+F4 Ephrata, Pennsylvania, USA",https://www.wellspan.org/offices-locations/wellspan-reading-road-health-center/,+1 717-738-6336,,https://lh3.googleusercontent.com/p/AF1QipOimPGvaYmMWA48d_7f27vBBzo5Iqr_AjXyVY5o=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:48.178Z,,,,,,,,,,
https://www.google.com/maps/place/WellSpan+Thoracic+Surgery+-+Ephrata/data=!4m7!3m6!1s0x89c603bb01b71f57:0x72da786570774022!8m2!3d40.1961222!4d-76.1721246!16s%2Fg%2F11gmfl68zd!19sChIJVx-3AbsDxokRIkB3cGV42nI,WellSpan Thoracic Surgery - Ephrata,5.0,1,Surgical center,,"446 N Reading Rd, Ephrata, PA 17522, United States","5RWH+C5 Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-thoracic-surgery-ephrata-loc0000169700,+1 717-356-5864,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VdzKv0KSHQ6O0sD_1JQDCw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.8827&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:52.937Z,Closed,8 am–4:30 pm,Closed,Closed,Closed,Closed,Closed,,,
https://www.google.com/maps/place/Luz+Medicine/data=!4m7!3m6!1s0x89c617dc50ad9c43:0x2587ade631d13930!8m2!3d40.184047!4d-76.1841248!16s%2Fg%2F11hxj69srj!19sChIJQ5ytUNwXxokRMDnRMeathyU,Luz Medicine,5.0,8,Medical office,,"29 Cloister Ave, Ephrata, PA 17522, United States","5RM8+J9 Ephrata, Pennsylvania, USA",http://luzmedicine.com/,+1 717-844-9003,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMcWsipicZX1PQPTWCSoAL3M1QqXtnz_zPdbktJ=w408-h272-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:45:57.827Z,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,,,
https://www.google.com/maps/place/WellSpan+Infectious+Disease+Specialists+-+Ephrata/data=!4m7!3m6!1s0x89c6172b7f2891d9:0x65331c82bf633afe!8m2!3d40.1869739!4d-76.183355!16s%2Fg%2F11fg5j3975!19sChIJ2ZEofysXxokR_jpjv4IcM2U,WellSpan Infectious Disease Specialists - Ephrata,,,Medical clinic,,"175 Martin Ave, Ephrata, PA 17522, United States","5RP8+QM Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-infectious-disease-specialists-ephrata-loc0000169797,+1 717-738-6130,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6ehqvIHbaqJG2tDshI5GbA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.2991856&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:00.838Z,,,,,,,,,,
https://www.google.com/maps/place/Integrative+Health+%26+Wellness/data=!4m7!3m6!1s0x89c617fafe8564b3:0xee06253abf1aa9f4!8m2!3d40.199295!4d-76.2046133!16s%2Fg%2F11vcw7kz7x!19sChIJs2SF_voXxokR9KkavzolBu4,Integrative Health & Wellness,,,Medical office,,"1656 W Main St Suite 5, Ephrata, PA 17522, United States","5QXW+P5 Ephrata, Pennsylvania, USA",https://www.integrativewellpath.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=7940806524653201869,+1 717-998-0078,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4AMRq30AkfzBPtKt0UQbww&cb_client=search.gws-prod.gps&w=408&h=240&yaw=207.96239&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:05.519Z,,,,,,,,Identifies as women-owned,,
https://www.google.com/maps/place/Ephrata+Health+Pavilion/data=!4m7!3m6!1s0x89c6169f467d8c37:0x5261deb7dbf8d19e!8m2!3d40.1868782!4d-76.1833267!16s%2Fg%2F11g70x6_g3!19sChIJN4x9Rp8WxokRntH427feYVI,Ephrata Health Pavilion,4.4,8,Medical Center,,"175 Martin Ave, Ephrata, PA 17522, United States","5RP8+QM Ephrata, Pennsylvania, USA",https://www.wellspan.org/offices-locations/ephrata-health-pavilion/,+1 717-721-5700,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO_y0TXCm7pl-ip7OeWRw7epzivNv0bR88BgPDc=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:10.473Z,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,,,
https://www.google.com/maps/place/Circle+of+Life+Massage+%26+Wellness+Center/data=!4m7!3m6!1s0x89c61388a2653ba7:0xa2314a5b047d9556!8m2!3d40.2071952!4d-76.1448516!16s%2Fg%2F11bz0x9h7f!19sChIJpztloogTxokRVpV9BFtKMaI,Circle of Life Massage & Wellness Center,5.0,338,Massage therapist,,"918 N Reading Rd, Ephrata, PA 17522, United States","6V44+V3 Ephrata, Pennsylvania, USA",http://www.circleoflifewellness.com/,+1 717-335-2338,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPQSy1edRsJyXYodzrMn2ZZ7w_cidSPYcDUg1Hu=w408-h306-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:15.370Z,9:30 am–2:30 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–3 pm,LGBTQ+ friendly,,
https://www.google.com/maps/place/Speech+Therapy/data=!4m7!3m6!1s0x89c617e079321f95:0x33b461f14956953a!8m2!3d40.1874241!4d-76.18254!16s%2Fg%2F11jzswk846!19sChIJlR8yeeAXxokROpVWSfFhtDM,Speech Therapy,,,Medical Center,,"169 Martin Ave, Ephrata, PA 17522, United States","5RP8+XX Ephrata, Pennsylvania, USA",,+1 717-738-6634,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO6PdnnvuE0GqLmc8IR98ZNHiPiCVTxtT-Jzfgb=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:20.004Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/WellSpan+Urgent+Care+-+Ephrata/data=!4m7!3m6!1s0x89c6141b50dfce51:0x63fc6b23df4aa1c6!8m2!3d40.1961222!4d-76.1721246!16s%2Fg%2F11cmn2jvmx!19sChIJUc7fUBsUxokRxqFK3yNr_GM,WellSpan Urgent Care - Ephrata,3.6,68,Medical clinic,,"446 N Reading Rd, Ephrata, PA 17522, United States","5RWH+C5 Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-urgent-care-ephrata-loc0000169514,+1 717-721-4301,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipNtW23AuEtrE2FSdwebEccqOafANfZvltHuqMDm=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:25.257Z,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,,,
https://www.google.com/maps/place/WellSpan+Heart+Failure+Program+-+Ephrata/data=!4m7!3m6!1s0x89c617a08112be19:0xbc1739a9fb356c9d!8m2!3d40.1961222!4d-76.1721246!16s%2Fg%2F11tk44pz_c!19sChIJGb4SgaAXxokRnWw1-6k5F7w,WellSpan Heart Failure Program - Ephrata,,,Medical clinic,,"446 N Reading Rd, Ephrata, PA 17522, United States","5RWH+C5 Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-heart-failure-program-ephrata-loc0000169544,+1 717-721-5868,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipO9kPyG8klJsfwix4LjmNNGGF6mwilcqLHx7UhK=w426-h240-k-no,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:29.972Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
https://www.google.com/maps/place/LG+Health+Physicians+Diabetes+%26+Endocrinology+-+Specialty+Center+Ephrata/data=!4m7!3m6!1s0x89c615ac3898444d:0x942cb24d7761c696!8m2!3d40.1588098!4d-76.1397037!16s%2Fg%2F11fzf470gf!19sChIJTUSYOKwVxokRlsZhd02yLJQ,LG Health Physicians Diabetes & Endocrinology - Specialty Center Ephrata,,,Endocrinologist,,"1261 Division Hwy # 2, Ephrata, PA 17522, United States","5V56+G4 Ephrata, Pennsylvania, USA",https://www.lancastergeneralhealth.org/providers/practice/lg-health-diabetes-endocrinology-ephrata?fadf=lgh&y_source=1_ODM2OTcwNS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 717-544-3059,"Closed ⋅ Opens 8 am Mon

Confirmed by this business 12 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Mh2JbburqhGVYkhlkhNaHA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=184.15768&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:34.605Z,Closed,8 am–5 pm,Closed,Closed,Closed,Closed,Closed,,,
https://www.google.com/maps/place/WellSpan+Cardiac+Rehabilitation/data=!4m7!3m6!1s0x89c614284eb06c31:0xe65172f3c0b375e9!8m2!3d40.174887!4d-76.1766732!16s%2Fg%2F11cntkcbwv!19sChIJMWywTigUxokR6XWzwPNyUeY,WellSpan Cardiac Rehabilitation,,,Medical clinic,,"136 Lake St Suite E, Ephrata, PA 17522, United States","5RFF+X8 Ephrata, Pennsylvania, USA",https://www.wellspan.org/locations/wellspan-cardiac-rehabilitation-ephrata-loc0000169535,+1 717-721-3663,Closed ⋅ Opens 8 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wLL6zDoW0SyivA788QXECQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.26917&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Infusion+centers+in+Ephrata+Lancaster+PA/@40.1798165,-76.1788391,14z",2025-09-29T00:46:39.441Z,Closed,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,,,
