placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,attributes,info,error,isBlackOwned
https://www.google.com/maps/place/A-1+Basement+Finishing/data=!4m7!3m6!1s0x87ee859f3fe0a78b:0xd6f835f288ddf2f6!8m2!3d41.7075031!4d-93.632685!16s%2Fg%2F11j2mnvsy8!19sChIJi6fgP5-F7ocR9vLdiPI1-NY,A-1 Basement Finishing,5.0,36,Remodeler,"2123 SW Cascade Falls Dr, Ankeny, IA 50023, United States","P958+2W Ankeny, Iowa, USA",https://a1basementfinishing.com/,+1 515-605-0954,Closes soon ⋅ 5:30 pm ⋅ Opens 8:30 am Sat,https://lh3.googleusercontent.com/p/AF1QipMzo25ebCKKKn2ugPEBtT3ZM_HCn-8Gmiw9ccQB=w408-h306-k-no,true,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Ankeny+IA+IA/@41.7317884,-93.6001278,14z",2025-11-07T23:10:19.388Z,,LGBTQ+ friendly,,
"https://www.google.com/maps/place/Liberty+Doors,+Inc./data=!4m7!3m6!1s0x87ee8522a9e9877b:0xed8e3b6ad7461520!8m2!3d41.6868376!4d-93.5994239!16s%2Fg%2F1w97vyn4!19sChIJe4fpqSKF7ocRIBVG12o7ju0","Liberty Doors, Inc.",,,Door supplier,"1460 NE 69th Pl #61, Ankeny, IA 50021, United States","MCP2+P6 Ankeny, Iowa, USA",http://www.libertydoors.com/,+1 515-289-9992,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPwOjBKPw6wXTA1J76vX1OQ5QjYYpn54yq-VGax=w408-h544-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Ankeny+IA+IA/@41.7317884,-93.6001278,14z",2025-11-07T23:10:24.303Z,,,,
"https://www.google.com/maps/place/Miller+Construction+Siding+%26+Windows,+LLC/data=!4m7!3m6!1s0x87ee85720094461f:0x49a54e7c84c029c5!8m2!3d41.6376763!4d-93.6513264!16s%2Fg%2F1tgwstq7!19sChIJH0aUAHKF7ocRxSnAhHxOpUk","Miller Construction Siding & Windows, LLC",4.9,36,Siding contractor,,,https://millersidingandwindows.com/,+1 515-577-9906,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipMb7Uh_4YJztxVH587kEBs4dpH2Y9c12ZTHLf3q=w426-h240-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Ankeny+IA+IA/@41.7317884,-93.6001278,14z",2025-11-07T23:10:29.500Z,,,,
https://www.google.com/maps/place/Garage+Door+Pros/data=!4m7!3m6!1s0x87ee9b87e6d4e637:0x89d5ef02e5f42320!8m2!3d41.5668442!4d-93.6065148!16s%2Fg%2F11fqsj9jyh!19sChIJN-bU5oeb7ocRICP05QLv1Yk,Garage Door Pros,5.0,1,Garage door supplier,,,,+1 515-423-5323,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOtu90tG6kVQNRwihygLEPQJdl4xWyq3QeTCRur=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Ankeny+IA+IA/@41.7317884,-93.6001278,14z",2025-11-07T23:10:34.236Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Cornerstone+Locksmith/data=!4m7!3m6!1s0x87ee8540192be2cb:0xe3746cd5349ca594!8m2!3d41.7377068!4d-93.5870915!16s%2Fg%2F11b7cbcn0_!19sChIJy-IrGUCF7ocRlKWcNNVsdOM,Cornerstone Locksmith,4.6,80,Locksmith,"741 NE 8th St, Ankeny, IA 50021, United States","PCQ7+35 Ankeny, Iowa, USA",,+1 515-965-2525,Temporarily closed,https://lh3.googleusercontent.com/p/AF1QipMnxY4nk7jps67e1WfLTqnMy0EVBILpvwKu48SC=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Ankeny+IA+IA/@41.7317884,-93.6001278,14z",2025-11-07T23:10:39.723Z,,,,
https://www.google.com/maps/place/Absolute+Garage+%26+Closets/data=!4m7!3m6!1s0x87ec20b2dd3f08a7:0xf4c83af978a887c7!8m2!3d41.6243363!4d-93.7531984!16s%2Fg%2F1tmpl1h9!19sChIJpwg_3bIg7IcRx4eoePk6yPQ,Absolute Garage & Closets,4.7,39,Cabinet store,"3169 99th St, Urbandale, IA 50322, United States","J6FW+PP Urbandale, Iowa, USA",https://www.absolutegarage.net/?utm_campaign=gmb,+1 515-254-0040,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwxUnx0ymEsnHlO4mcEdOm0f3jy-qgOY7wDsp9rmHrlo0AcFnXE2iEh8lFPkcfG8pkZm5Z76TIRMdX7mbtee1jny9KXhimW__6KWE_Ash9ofb9fD4bLo-eKfVO8RHy-83zX3APl=w408-h272-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:02.348Z,,,,
"https://www.google.com/maps/place/Pella+Windows+and+Doors+Showroom+of+Urbandale,+IA/data=!4m7!3m6!1s0x87ec20ceed4a0949:0x46b60258971f7ebb!8m2!3d41.6461938!4d-93.781678!16s%2Fg%2F1tnctg0y!19sChIJSQlK7c4g7IcRu34fl1gCtkY","Pella Windows and Doors Showroom of Urbandale, IA",4.3,272,Window installation service,"4740 121st St, Urbandale, IA 50323, United States","J6W9+F8 Urbandale, Iowa, USA",https://www.pella.com/locations/ia/des-moines/?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 515-278-8781,Closed ⋅ Opens 10 am Sat,https://lh3.googleusercontent.com/p/AF1QipPi7XEOq-p-u8erfZnT28Ra2wOSJDVkPMlL_oha=w426-h240-k-no,true,9 am–4 pm,10 am–2 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:07.495Z,,,,
https://www.google.com/maps/place/One+Day+Doors+%26+Closets+of+Central+Iowa/data=!4m7!3m6!1s0x87ec279648a20dad:0x87315affb09068a9!8m2!3d41.6213371!4d-93.7599759!16s%2Fg%2F11ycfyd18r!19sChIJrQ2iSJYn7IcRqWiQsP9aMYc,One Day Doors & Closets of Central Iowa,4.7,15,Door shop,"2873 104th St, Urbandale, IA 50322, United States","J6CR+G2 Urbandale, Iowa, USA",https://onedaydoorsandclosets.com/?tgi=3287,+1 515-800-8019,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipOoaS40mcvcl7McaK2PhFhbf4utN-RtLHCY6LfT=w408-h544-k-no,true,9 am–5 pm,9 am–4 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:12.718Z,· In-store shopping · Delivery,,,
"https://www.google.com/maps/place/MINER+Docks,+Doors,+and+More/data=!4m7!3m6!1s0x87ec277e3cc7c38d:0x6e8783991703fb7!8m2!3d41.6416759!4d-93.7668317!16s%2Fg%2F11ll480845!19sChIJjcPHPH4n7IcRtz9wkTl46AY","MINER Docks, Doors, and More",,,Construction company,"4458 NW Urbandale Dr, Urbandale, IA 50322, United States","J6RM+M7 Urbandale, Iowa, USA",https://www.minercorp.com/service-centers/iowa/des-moines-ia/,+1 515-270-0121,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1R4pmrN5IU216dbEMWRbCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.9662&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:17.814Z,,,,
https://www.google.com/maps/place/MHC+Systems/data=!4m7!3m6!1s0x87ec26532a5411f5:0x3a6997d89ff3737e!8m2!3d41.6416759!4d-93.7668316!16s%2Fg%2F1q5gllbny!19sChIJ9RFUKlMm7IcRfnPzn9iXaTo,MHC Systems,,,Garage door supplier,"4458 NW Urbandale Dr, Urbandale, IA 50322, United States","J6RM+M7 Urbandale, Iowa, USA",http://www.mhcsystems.com/,+1 515-270-0210,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=l-y6suLspOR8ztQP7JK1dA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=215.44283&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:20.746Z,,,,
https://www.google.com/maps/place/Garage+Force+of+Des+Moines/data=!4m7!3m6!1s0x27112cd8369009b:0x8aa780b5eb2daaa8!8m2!3d41.6244406!4d-93.7694277!16s%2Fg%2F11ks6hk4vb!19sChIJmwBpg80ScQIRqKot67WAp4o,Garage Force of Des Moines,5.0,46,Flooring contractor,"3311 111th St Ste 202 & 203, Urbandale, IA 50322, United States","J6FJ+Q6 Urbandale, Iowa, USA",https://desmoines.garageforce.com/,+1 515-612-7013,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipM2jtjG4gUG0SAmPnfONwTIwqM-47IFOu3-ZXEp=w408-h306-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:25.952Z,,,,
https://www.google.com/maps/place/Doors+of+Distinction/data=!4m7!3m6!1s0x87ee9c0555555555:0x53331555a4ee9613!8m2!3d41.6655314!4d-93.7475272!16s%2Fg%2F1hc29b9bk!19sChIJVVVVVQWc7ocRE5bupFUVM1M,Doors of Distinction,4.7,14,Door supplier,"5781 NW 92nd Ct, Johnston, IA 50131, United States","M782+6X Johnston, Iowa, USA",https://doorsofdistinctionllc.com/,+1 515-277-5993,Open ⋅ Closes 9 pm,https://lh3.googleusercontent.com/p/AF1QipM0jQoL1i772_YXuvfSxIrfdYtHAinPGQ-iKeep=w426-h240-k-no,true,9 am–9 pm,9 am–9 pm,Closed,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:30.802Z,,,,
https://www.google.com/maps/place/U.S.+Window+Inc/data=!4m7!3m6!1s0x87ec274d7a6af4b7:0x966ff511a38001e8!8m2!3d41.6221304!4d-93.7546622!16s%2Fg%2F1tmgcz_c!19sChIJt_Rqek0n7IcR6AGAoxH1b5Y,U.S. Window Inc,3.1,11,Window installation service,"2976 99th St, Urbandale, IA 50322, United States","J6CW+V4 Urbandale, Iowa, USA",https://www.uswindowinc.com/,+1 515-494-0871,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipO9yaXfTyHrJ3CX5RIwL7g3onDy_ZlVU5NC5TVS=w427-h240-k-no,true,9 am–1 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:35.998Z,,,,
"https://www.google.com/maps/place/Buresh+Home+Solutions,+Inc./data=!4m7!3m6!1s0x87ec20a627590e15:0x15b2ce7b3fc4d76!8m2!3d41.610339!4d-93.746889!16s%2Fg%2F1thxwsbg!19sChIJFQ5ZJ6Yg7IcRdk38s-csWwE","Buresh Home Solutions, Inc.",4.8,179,Window installation service,"9379 Swanson Blvd, Clive, IA 50325, United States","J763+46 Clive, Iowa, USA",https://bureshhomesolutions.com/,+1 515-274-2957,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPc7UNsmiYSGYrF66LyTDUSHuItnPkCckBOJM1e=w408-h306-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:41.606Z,,,,
https://www.google.com/maps/place/Ace+Handyman+Services+West+Des+Moines/data=!4m7!3m6!1s0x87ee9fdbe4c3cafd:0xd98cc59a351fefec!8m2!3d41.6131846!4d-93.7353767!16s%2Fg%2F11kc7z9303!19sChIJ_crD5Nuf7ocR7O8fNZrFjNk,Ace Handyman Services West Des Moines,4.9,226,Handyman/Handywoman/Handyperson,"2175 NW 86th St # 6A, Clive, IA 50325, United States","J777+7R Clive, Iowa, USA",https://www.acehandymanservices.com/offices/west-des-moines,+1 515-200-2503,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPiexe97iP3H8lFH-23nJFFZzfxlKRrvDzKK4E=w408-h272-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:53.824Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Habitat+for+Humanity+ReStore+-+Urbandale/data=!4m7!3m6!1s0x87ec2743f7a42183:0x97879710b41d495!8m2!3d41.6345809!4d-93.7579676!16s%2Fg%2F11c1x2vbx4!19sChIJgyGk90Mn7IcRldRBC3F5eAk,Habitat for Humanity ReStore - Urbandale,4.5,897,Home improvement store,"4033 NW Urbandale Dr, Urbandale, IA 50322, United States","J6MR+RR Urbandale, Iowa, USA",https://dmrestore.org/,+1 515-650-6828,Closes soon ⋅ 6 pm ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx7up0LOzFyGkWZowD1pHcrk91AyGCDTsDnmgbqwlUJgYnc_lVAqIDArrg2tg-lnhMOdwqDY_x8nNs8gf4d9m_8m1WQoSs_e2vBjwcAsEOWtPtsBsN7NdhElKdwxo6LteH7PEL35rzt_qBD=w408-h544-k-no,true,9 am–6 pm,9 am–6 pm,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:11:59.146Z,· In-store pick-up,,,
https://www.google.com/maps/place/PremierGarage+of+Des+Moines+%26+Ames/data=!4m7!3m6!1s0x87ee9420d9ec0c27:0x3b5d03b4ed66277e!8m2!3d41.6593669!4d-93.8047372!16s%2Fg%2F11byyk74n0!19sChIJJwzs2SCU7ocRfidm7bQDXTs,PremierGarage of Des Moines & Ames,4.8,31,Flooring contractor,"3560 SW Brookside Dr STE F-1 Suite F-1, Grimes, IA 50111, United States","M55W+P4 Grimes, Iowa, USA",https://www.premiergarage.com/near-me/des-moines-ia/,+1 515-599-7777,Closed ⋅ Opens 10 am Mon,https://lh3.googleusercontent.com/p/AF1QipOUtu-IhEVlpAvVjwDZZsSdVyIqvQfL9znJPl3S=w408-h272-k-no,true,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:04.101Z,,,,
https://www.google.com/maps/place/Brodie+%26+Son+Corporation/data=!4m7!3m6!1s0x87ee9ebe3a0a91cd:0xcd717cbc0d3c7d06!8m2!3d41.605385!4d-93.6816498!16s%2Fg%2F1tpll8x1!19sChIJzZEKOr6e7ocRBn08Dbx8cc0,Brodie & Son Corporation,3.8,12,Door supplier,"1440 47th St, Des Moines, IA 50311, United States","J849+58 Des Moines, Iowa, USA",,+1 515-288-9227,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGexFmovth6GsOBajC9DTX8OmKUfGYUKw8BJL4vY295pVRS5pn4yA8EdW6ddmEUdA64tf5doNxDx2v3omIm7wIrdkt-vGcNkwv9X3werVnvmMtRLWrgRXiNQAR27oSCIqHABjPHQ=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:07.778Z,,,,
https://www.google.com/maps/place/JustStorage/data=!4m7!3m6!1s0x87ee9fcefa81a6d3:0xb60214525367b161!8m2!3d41.6158673!4d-93.7208101!16s%2Fg%2F11n0dddcgq!19sChIJ06aB-s6f7ocRYbFnU1IUArY,JustStorage,4.8,274,Self-storage facility,"7501 Hickman Rd, Urbandale, IA 50322, United States","J78H+8M Urbandale, Iowa, USA",https://justselfstorage.com/storage-units/iowa/urbandale/2932-juststorage-urbandale,+1 515-444-4996,,https://lh3.googleusercontent.com/p/AF1QipPSI843uaKz8nVr-UzDMJSjW1kufsAHVKkNNH10=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:12.786Z,,,,
https://www.google.com/maps/place/Firstcall+Restoration+-+Grimes/data=!4m7!3m6!1s0x87ee9da6df89baed:0x6ca9f2ec3aac018f!8m2!3d41.6562381!4d-93.7715076!16s%2Fg%2F1tdblk6n!19sChIJ7bqJ36ad7ocRjwGsOuzyqWw,Firstcall Restoration - Grimes,4.8,384,Building restoration service,"3910 SE Capitol Cir, Grimes, IA 50111, United States","M64H+F9 Grimes, Iowa, USA",http://firstcalliowa.com/,+1 515-986-9300,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOGpMfhHD2o_iIrp2svuOjYO5JOBYxCo7CtZRWt=w408-h326-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:17.800Z,,,,
https://www.google.com/maps/place/Superior+Siding+%26+Window+Systems/data=!4m7!3m6!1s0x87ee9c0451efad4f:0xad4fc419844c09b1!8m2!3d41.6350244!4d-93.731904!16s%2Fg%2F1tq6kmsf!19sChIJT63vUQSc7ocRsQlMhBnET60,Superior Siding & Window Systems,4.4,116,Siding contractor,"4101 83rd St, Urbandale, IA 50322, United States","J7P9+26 Urbandale, Iowa, USA",https://superiorsidingandwindow.com/,+1 515-710-8373,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhSGmbDw8_V3KK51DxVmdTpT2Biq-Zl7gvr-b7tDJj3AN9Uyh6VoacuWg7sa7veLZdq3BtE1ytvN-sKE28D3opBxL3vuMLnfRPHz1qR0Y9I817XdmamSEX7sn9z0yAEU6IqmyKXWPdW0A6=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:22.831Z,,,,
https://www.google.com/maps/place/Midwest+Construction/data=!4m7!3m6!1s0x87ec270ec392f04d:0x641a4a7264817157!8m2!3d41.6530816!4d-93.7704728!16s%2Fg%2F1th7ng1k!19sChIJTfCSww4n7IcRV3GBZHJKGmQ,Midwest Construction,4.6,197,Window installation service,"2021 SE 44th Ct, Grimes, IA 50111, United States","M63H+6R Grimes, Iowa, USA",https://www.mwcinc.com/service-areas/grimes/?utm_source=google&utm_medium=organic&utm_campaign=gbpgrimes,+1 641-329-9704,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipPEaM7XfNFo-aNsMmdP7Hucd2G2481G4pX6VWOL=w408-h272-k-no,true,8 am–1 pm,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:27.796Z,,Identifies as veteran-owned,,
https://www.google.com/maps/place/Ryan%27s+Rapid+Garage+Door+LLC/data=!4m7!3m6!1s0xab10a4d1592d8fbb:0xc90223f830bfcdce!8m2!3d41.609118!4d-94.0057306!16s%2Fg%2F11xsm4kqn6!19sChIJu48tWdGkEKsRzs2_MPgjAsk,Ryan's Rapid Garage Door LLC,5.0,1,Garage door supplier,"29456 Old Portland Rd #20, Adel, IA 50003, United States","JX5V+JP Adel, Iowa, USA",https://rrgaragedoors.org/,+1 515-402-9702,Closed ⋅ Opens 7 am Mon,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-nCD0eEpEaK7JH7o9APrXQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.710785&pitch=0&thumbfov=100,true,7 am–5 pm,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:32.850Z,,,,
https://www.google.com/maps/place/Superstorm+Roofing+%26+Siding/data=!4m7!3m6!1s0x87ee9e19f94a55f9:0x7e580bbc97b64e7a!8m2!3d41.625731!4d-93.7577139!16s%2Fg%2F11b7w6d_8t!19sChIJ-VVK-Rme7ocRek62l7wLWH4,Superstorm Roofing & Siding,4.8,346,Roofing contractor,"3300 101st St, Urbandale, IA 50322, United States","J6GR+7W Urbandale, Iowa, USA",https://www.superstormrestoration.com/,+1 515-225-4880,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPgPF1EjjPQanGk0dNNc09EB3JsDCQu62jWVS2O=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:37.978Z,,LGBTQ+ friendly,,
https://www.google.com/maps/place/Archadeck+of+Central+Iowa/data=!4m7!3m6!1s0x87ec274d65dbf9d5:0x7ae5bfbd1199f192!8m2!3d41.6213318!4d-93.7537845!16s%2Fg%2F1tfkg3s3!19sChIJ1fnbZU0n7IcRkvGZEb2_5Xo,Archadeck of Central Iowa,4.4,22,Deck builder,"2925 99th St, Urbandale, IA 50322, United States","J6CW+GF Urbandale, Iowa, USA",https://www.archadeck.com/central-iowa,+1 515-203-8734,,https://lh3.googleusercontent.com/p/AF1QipP9emrMO7Uf7FLl4zXk3-AEqwIlbk27ezINFQiY=w426-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:43.080Z,,,,
https://www.google.com/maps/place/Homemakers+Furniture/data=!4m7!3m6!1s0x87ec27466d198b1f:0xa4b45d8a0c4916f4!8m2!3d41.630659!4d-93.759358!16s%2Fg%2F1hc243cr4!19sChIJH4sZbUYn7IcR9BZJDIpdtKQ,Homemakers Furniture,4.7,17578,Furniture store,"10215 Douglas Ave, Urbandale, IA 50322, United States","J6JR+77 Urbandale, Iowa, USA",https://www.homemakers.com/,+1 888-967-7467,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwdK6E11V8KXZhcmegjVGMqh-LNNBxKGv22yre-ght8VO_ajROGrVmcXfoLwGsbsRUOmN9w888nK3AnPCnZpbEJXQhcpjpFCCW_Q0OyyDsmoh2XWodq9M7zgtCU9wuUfQx8nSU=w408-h306-k-no,true,10 am–8 pm,10 am–7 pm,11 am–6 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:48.867Z,Retailer carrying a variety of indoor & outdoor furniture along with mattresses & decor items. · In-store shopping · Kerbside pickup · Delivery,,,
https://www.google.com/maps/place/Haggerty+Windows+%26+Siding/data=!4m7!3m6!1s0x87ec274ba55ecf61:0xc2451b84a7bd049b!8m2!3d41.6284864!4d-93.7591425!16s%2Fg%2F1v29cl2x!19sChIJYc9epUsn7IcRmwS9p4QbRcI,Haggerty Windows & Siding,4.9,72,Siding contractor,"10202 Douglas Ave, Urbandale, IA 50322, United States","J6HR+98 Urbandale, Iowa, USA",https://haggertywindowsandsiding.com/,+1 515-953-6999,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/p/AF1QipPYfz42bi4vI-ZxSNHc-s0WVicwD3WXir7f7I2_=w408-h408-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:54.110Z,,,,
"https://www.google.com/maps/place/Amega+Garage+Doors+%26+Openers,+Inc./data=!4m7!3m6!1s0x87ee995c78aea733:0xb9d1e6d325f2c38d!8m2!3d41.6161477!4d-93.6471094!16s%2Fg%2F11rwn_zfrc!19sChIJM6eueFyZ7ocRjcPyJdPm0bk","Amega Garage Doors & Openers, Inc.",,,Door supplier,"2412 Martin Luther King Jr Pkwy, Des Moines, IA 50310, United States","J983+F5 Des Moines, Iowa, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ct5wxDi5_4pzgT0Fva0kWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=218.46162&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:12:56.778Z,,,,
https://www.google.com/maps/place/Dan%27s+Overhead+Doors+%26+More/data=!4m7!3m6!1s0x87ec2774fd5c805f:0x65b4f6953ec2ce6!8m2!3d41.6057478!4d-93.5015541!16s%2Fg%2F11h62jmfnh!19sChIJX4Bc_XQn7IcR5izsU2lPWwY,Dan's Overhead Doors & More,3.7,6,Garage door supplier,"5780 Metro E Dr #300, Pleasant Hill, IA 50327, United States","JF4X+79 Pleasant Hill, Iowa, USA",http://www.dansdoors.com/,+1 515-331-7767,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipM0YPHlIm7ldeAIWGz_z5galTLg0mzCUtBuWpfg=w481-h240-k-no,true,7:30 am–4:30 pm,Closed,Closed,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,7:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Urbandale+IA+IA/@41.6293984,-93.7607411,14z",2025-11-07T23:13:01.677Z,,,,
