placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,attributes,isBlackOwned
https://www.google.com/maps/place/Service+KC./data=!4m7!3m6!1s0x87c095e3a8299ac1:0x9c3dd20eba480e39!8m2!3d38.9020007!4d-94.8072163!16s%2Fg%2F11clyyhjnx!19sChIJwZopqOOVwIcROQ5Iug7SPZw,Service KC.,5.0,1,Kitchen remodeler,"1301 N Nelson Rd, Olathe, KS 66061, United States","W52V+R4 Olathe, Kansas, USA",,+1 913-787-5495,Open ⋅ Closes 5 am Tue,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=h10UTWfYnBya4gkRFIvu9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.99155&pitch=0&thumbfov=100,false,9 am–5 am,9 am–5 am,9 am–5 am,9 am–5 am,9 am–5 am,9 am–5 am,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:30:29.831Z,,,
https://www.google.com/maps/place/Reeves-Wiedeman+Company/data=!4m7!3m6!1s0x87c0bc253ce9d073:0xd9177a57211f23b5!8m2!3d38.8344208!4d-94.8201053!16s%2Fg%2F1tk63n23!19sChIJc9DpPCW8wIcRtSMfIVd6F9k,Reeves-Wiedeman Company,4.8,26,Plumbing supply store,"19952 W 162nd St, Olathe, KS 66062, United States","R5MH+QX Olathe, Kansas, USA",http://www.rwco.com/,+1 913-829-9090,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy69Zq2tYe6EXreOdbeL2oG-Mj_NMJWm52ISumybskt3-pvmUifZNTxq2hRFbYa69jxfkIDLAcUJ4SyCXUJuT5g-3bM7q4ENi4G0-_k_ff6yy9KftGMP43pAkcrchCTdjVfPIFo=w408-h584-k-no,true,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,7 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:30:34.869Z,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/Cornerstone+Construction+Services/data=!4m7!3m6!1s0x87c0bd6de513d815:0x98faaeafd1dc6572!8m2!3d38.899821!4d-94.8643644!16s%2Fg%2F11h5rcfsd4!19sChIJFdgT5W29wIcRcmXc0a-u-pg,Cornerstone Construction Services,5.0,21,Remodeler,,,https://buildingcornerstone.com/,+1 913-839-3002,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipPrPHd1gd93Ko_5hAKUKktvDIIhbiNqthEKYNCg=w408-h544-k-no,true,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:30:40.057Z,,,
"https://www.google.com/maps/place/Bill+Dean+Mechanical,+LLC/data=!4m7!3m6!1s0x87c0be2f7ddaf177:0xbf80bec7fa15c78!8m2!3d38.882944!4d-94.778668!16s%2Fg%2F1hc5qdxlm!19sChIJd_HafS--wIcReFyhf-wL-As","Bill Dean Mechanical, LLC",3.0,3,Air conditioning repair service,"13505 S Mur-Len Rd #105, Olathe, KS 66062, United States","V6MC+5G Olathe, Kansas, USA",https://billdeanmechanical.com/,+1 913-724-3294,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6OSXnyMj8fBJ3CV0_nLebQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=188.21336&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:30:45.249Z,,,
https://www.google.com/maps/place/24%2F7+BACKFLOW+TESTING+%26+REPAIR/data=!4m7!3m6!1s0x87c0978f2d26d327:0x5a78f1f970360d84!8m2!3d39.047144!4d-94.6749586!16s%2Fg%2F11j6zq2f_8!19sChIJJ9MmLY-XwIcRhA02cPnxeFo,24/7 BACKFLOW TESTING & REPAIR,5.0,4,Fire protection service,,,,+1 913-293-4125,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMV14hDuWO5P0_-mt2BDBU9ga2iTEyyZVhFi8hD=w597-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:30:50.174Z,,,
https://www.google.com/maps/place/Full+Olathe/data=!4m7!3m6!1s0x48bad279159aaaf7:0xebf9fd9d86e1050b!8m2!3d38.9106535!4d-94.7906995!16s%2Fg%2F11rrqmdrqy!19sChIJ96qaFXnSukgRCwXhhp39-es,Full Olathe,5.0,11,Water damage restoration service,,,,+1 913-538-0618,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNjwGEUFQqOONDVOFpClHcEL7RKVmMvKwkH_2Ge=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:30:55.396Z,,,
https://www.google.com/maps/place/KC+Plumbing+LLC/data=!4m7!3m6!1s0x2ed414716a89d7cb:0x332efb5cbdff8af7!8m2!3d39.1232085!4d-94.748428!16s%2Fg%2F11x96z3xty!19sChIJy9eJanEU1C4R94r_vVz7LjM,KC Plumbing LLC,4.9,55,Plumber,,,https://www.kcplumbing.us/,+1 816-663-4479,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipMsQVCBWMNP8mA3EmuJVZMDdFeS_FEL5LN0sb-g=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–5 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:00.135Z,,,
https://www.google.com/maps/place/Pronto+Air+Heating+and+Cooling/data=!4m7!3m6!1s0x87c0bfff361ad877:0xda477a5986317ca5!8m2!3d38.8458132!4d-94.8033491!16s%2Fg%2F11r3t6c3g9!19sChIJd9gaNv-_wIcRpXwxhll6R9o,Pronto Air Heating and Cooling,5.0,162,HVAC contractor,"15575 S Mahaffie St, Olathe, KS 66062, United States","R5WW+8M Olathe, Kansas, USA",http://prontoairkc.com/,+1 913-603-3192,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPjdBGQFJLd_Ms5qYFNM4NQQDxjuY92zX1Lcvka=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:05.005Z,,,
https://www.google.com/maps/place/Better+Bath/data=!4m7!3m6!1s0xd648be0ec72b8f3:0xbb25eb0bddef09b1!8m2!3d39.058078!4d-94.6335745!16s%2Fg%2F11xs_k8wxz!19sChIJ87hy7OCLZA0RsQnv3QvrJbs,Better Bath,5.0,1,Bathroom remodeler,,,https://betterbathkc.com/,+1 913-453-0345,,https://lh3.googleusercontent.com/p/AF1QipN9QF3EEaWgqEj9ZSMu8SrxkXebTee1p3c2GcoV=w408-h882-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:07.937Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Roto-Rooter+Plumbing+%26+Water+Cleanup/data=!4m7!3m6!1s0x87c0eb9ff31643bb:0xf8cc619a402cbdf0!8m2!3d38.9568954!4d-94.6850454!16s%2Fg%2F1w_vnsyn!19sChIJu0MW85_rwIcR8L0sQJphzPg,Roto-Rooter Plumbing & Water Cleanup,4.9,3958,Plumber,"8600 W 95th St #100D, Overland Park, KS 66212, United States","X847+QX Overland Park, Kansas, USA",https://www.rotorooter.com/overlandparkks/?utm_source=Google&utm_medium=organic&utm_campaign=gmb&utm_content=website,+1 913-553-6857,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPZGPCzCjC61cm4ZZhI9NXLz6ChYuzClk7AXt7i=w408-h271-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:13.073Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Midwest+Marble+%2B+Granite+%2B+Quartz/data=!4m7!3m6!1s0x87c0bdbd0dd2a73f:0x5e918ca655b7142f!8m2!3d38.8866401!4d-94.7877445!16s%2Fg%2F1thxr4pq!19sChIJP6fSDb29wIcRLxS3VaaMkV4,Midwest Marble + Granite + Quartz,4.9,118,Countertop contractor,"1819 E Spruce St, Olathe, KS 66062, United States","V6P6+MW Olathe, Kansas, USA",https://midwestmarbleandgranite.com/,+1 913-486-2247,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipPHPqSXfs3vrUVoq04d0q7_YBJUbFYm_yD3MV92=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:18.411Z,,,
https://www.google.com/maps/place/Rocktops+Granite+%26+Stone+Fabrication/data=!4m7!3m6!1s0x87c0be790d0afe6d:0x64e66f412206ba18!8m2!3d38.8660611!4d-94.8083438!16s%2Fg%2F1ptxs1rfq!19sChIJbf4KDXm-wIcRGLoGIkFv5mQ,Rocktops Granite & Stone Fabrication,4.8,312,Granite supplier,"1140 S Enterprise St, Olathe, KS 66061, United States","V58R+CM Olathe, Kansas, USA",http://www.rocktopskc.com/,+1 913-782-0802,Closed ⋅ Opens 9 am Tue,https://lh3.googleusercontent.com/p/AF1QipMGIzBhgDa7r3mGAMKTGEgx7ZuqnffvkBxHhu95=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–3 pm,9 am–1 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:23.712Z,,,
https://www.google.com/maps/place/Kansas+City+Bathtub+%26+Tile+Reglazing/data=!4m7!3m6!1s0x83b84251212bfcff:0x6561ba90bf363da4!8m2!3d38.8809005!4d-94.7805893!16s%2Fg%2F11tj2tp25j!19sChIJ__wrIVFCuIMRpD02v5C6YWU,Kansas City Bathtub & Tile Reglazing,5.0,83,Bathroom remodeler,"2011 E Crossroads Ln # 303, Olathe, KS 66062, United States","V6J9+9Q Olathe, Kansas, USA",https://kcreglazing.com/,+1 816-307-9971,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMPXL_Jmotrbc-Lq9qmzrY3_rbCbOmoXo-3r3TAS5yZcPGphjXOJ5NRiJwT4GY-bPo6V0Zk4aLB3_-1SJ49LVU2yuelHNxmexm-OEKb5UFAHX5Fm5r-0SYqm2fseCYjUWdksi0=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:28.736Z,,,
https://www.google.com/maps/place/Bledsoe+Rentals/data=!4m7!3m6!1s0x87c0bde871016c61:0x88f7e7ec7b4064da!8m2!3d38.8694337!4d-94.8214223!16s%2Fg%2F1tfd7hjl!19sChIJYWwBcei9wIcR2mRAe-zn94g,Bledsoe Rentals,4.4,114,Equipment rental agency,"208 W Dennis Ave, Olathe, KS 66061, United States","V59H+QC Olathe, Kansas, USA",https://bledsoerentals.com/ecommerce/index.html,+1 913-764-3337,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/p/AF1QipN0WDWaXE1ONPhpgD0xiX33pEIsooZK9HeivJj1=w408-h306-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–3 pm,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:34.071Z,,,
https://www.google.com/maps/place/A+Ability+Discount+Plumbing/data=!4m7!3m6!1s0x87c0a3eb23612365:0xc20d4083ec3cd774!8m2!3d38.8169977!4d-94.9568234!16s%2Fg%2F12617k_5n!19sChIJZSNhI-ujwIcRdNc87INADcI,A Ability Discount Plumbing,4.9,87,Plumber,"31955 W 171st St, Gardner, KS 66030, United States","R28V+Q7 Gardner, Kansas, USA",,+1 913-782-6530,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwz-JXbfWol1sJ_kCE4ApIm0A_KDMSltGCPMpMFqX34Zs-XIsAMGCvDfWFyRtdWuImwVeNBgUPSGEJt1cnvwd1hJx1dD5YJe9KQ0OQrbYLFxQ42-Mn6TXXSUwrYbfKDICYmx8xl=w408-h544-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:38.844Z,,,
"https://www.google.com/maps/place/Joe+Lillis+Plumbing,+Inc./data=!4m7!3m6!1s0x87c0bfeaa92197b9:0xa89c6fc1baa456d5!8m2!3d38.9245161!4d-94.6827686!16s%2Fg%2F1tfrh8t7!19sChIJuZchqeq_wIcR1VakusFvnKg","Joe Lillis Plumbing, Inc.",4.9,131,Plumber,"8415 W 113th St, Overland Park, KS 66210, United States","W8F8+RV Overland Park, Kansas, USA",http://www.joelillisplumbing.com/,+1 913-451-1991,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipN_ZCgXlyVQdKBeI7GXvBY5HfUeBkwSbDlGI1mQ=w408-h276-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:43.808Z,,,
https://www.google.com/maps/place/Pate%27s+Plumbing/data=!4m7!3m6!1s0xa1c59b53879a685d:0x17b84f8ceebabdb7!8m2!3d39.058078!4d-94.597593!16s%2Fg%2F11rkcfmsxt!19sChIJXWiah1ObxaERt7267oxPuBc,Pate's Plumbing,5.0,4,Plumber,,,https://www.patesplumbing.com/,+1 913-227-5851,,https://lh3.googleusercontent.com/p/AF1QipM2ofdPF3YnOkD79PxHRexTJfQ9IlL8s7ScN0gf=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:46.529Z,,,
"https://www.google.com/maps/place/INCO-USA,+LLC/data=!4m7!3m6!1s0x87c0bd593065e1b9:0xe2fa08d2aa898256!8m2!3d38.8666666!4d-94.839547!16s%2Fg%2F11fr0q0fm_!19sChIJueFlMFm9wIcRVoKJqtII-uI","INCO-USA, LLC",4.7,24,General contractor,"1205 Ott St, Olathe, KS 66061, United States","V586+M5 Olathe, Kansas, USA",https://www.inco-usa.net/,+1 913-250-8776,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipNfsGVxI8byZpJLMP6Yd6g7gsIt0CsY3ss501CF=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:51.466Z,,,
https://www.google.com/maps/place/Griffin+Plumbing+Services/data=!4m7!3m6!1s0x2699ace41044de07:0x289c66f2801a7006!8m2!3d39.047144!4d-94.6371206!16s%2Fg%2F11vjxdjt4z!19sChIJB95EEOSsmSYRBnAagPJmnCg,Griffin Plumbing Services,5.0,109,Plumber,,,https://www.griffinplumbingservice.com/,+1 913-408-0115,Closed ⋅ Opens 7:30 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcZ_f-W9iVmabOhEisWrjdIgNNtLveP--F7RoV5s3_KUxcEwV0kErvO-rX0UxtVuWV3L2PK49BeBSXeVsJ3lohpNZ6mEzbKKHzT3Z8cXombw-bRgfVwlKraCFCN4N81xTLa1JY=w408-h544-k-no,true,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–12 pm,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:31:56.421Z,Identifies as women-owned,,
"https://www.google.com/maps/place/Heartland+Plumbing,+Inc./data=!4m7!3m6!1s0x87c0a4a73bd5cee1:0x8789764cb6318bec!8m2!3d38.7996737!4d-94.908305!16s%2Fg%2F1tjdgqk_!19sChIJ4c7VO6ekwIcR7Isxtkx2iYc","Heartland Plumbing, Inc.",4.6,54,Plumber,"800 S Creekside Dr, Gardner, KS 66030, United States","Q3XR+VM Gardner, Kansas, USA",http://www.heartlandplumbing.com/,+1 913-856-5846,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxzWJc5_DmWXO_BlYg8jsOm6KmxcySL7TIjMGQ-_kMveQwik87s4LDB7oVmV5csU961z00CxhSkrAuOGOW6SnsO1sqPrIn4U9rWcU68k8mVdycNNHuqY20fk3kes2Xpylh2Uh_a=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:01.641Z,,,
https://www.google.com/maps/place/Gordon+Energy+%26+Drainage/data=!4m7!3m6!1s0x87c0be867d4b9ff5:0x368013373cd8884a!8m2!3d38.8430346!4d-94.8030034!16s%2Fg%2F1tdlhts5!19sChIJ9Z9LfYa-wIcRSojYPDcTgDY,Gordon Energy & Drainage,4.4,49,Foundation,"15735 S Mahaffie St, Olathe, KS 66062, United States","R5VW+6Q Olathe, Kansas, USA",http://www.gordonenergy.com/,+1 913-764-6229,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/p/AF1QipMcVek5JK5QYfBgzVCqk_fT8sa5pFLwWIH9baOl=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:06.466Z,,,
https://www.google.com/maps/place/Olathe+Winsupply/data=!4m7!3m6!1s0x87c0be86f0bebac1:0x8f3b3bf26bf45037!8m2!3d38.8441049!4d-94.8032368!16s%2Fg%2F11f1597235!19sChIJwbq-8Ia-wIcRN1D0a_I7O48,Olathe Winsupply,5.0,3,Plumbing supply store,"15689 S Mahaffie St, Olathe, KS 66062, United States","R5VW+JP Olathe, Kansas, USA",http://olathewinsupply.com/,+1 913-782-3030,Closed ⋅ Opens 7 am Tue,https://lh3.googleusercontent.com/p/AF1QipNdXKaYRuZEbwU8zTYOrCW2g4zfbaPORASwJ164=w408-h544-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:11.321Z,,· In-store pick-up · Delivery,
https://www.google.com/maps/place/PlumbSmith+Service+llc/data=!4m7!3m6!1s0x87c0eb26f71358f3:0x7f84810f6404b46!8m2!3d38.3046624!4d-95.5753685!16s%2Fg%2F11c3k56zfl!19sChIJ81gT9ybrwIcRRktA9hBI-Ac,PlumbSmith Service llc,5.0,10,Plumber,,,,+1 913-438-2097,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMyG8S1Q_Arl6gwwRR6fx0BApTgusjF_AJe8Mj6=w408-h725-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:16.198Z,,,
https://www.google.com/maps/place/A-1+Sewer+%26+Septic/data=!4m7!3m6!1s0x87c0ece478dc5e61:0x4df56fa81d344be5!8m2!3d39.0486709!4d-94.6519118!16s%2Fg%2F1wn345sb!19sChIJYV7ceOTswIcR5Us0Hahv9U0,A-1 Sewer & Septic,4.8,2180,Septic system service,"1891 Merriam Ln, Kansas City, KS 66106, United States","28XX+F6 Kansas City, Kansas, USA",https://www.a-1sewerandsepticservice.com/,+1 913-631-5201,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipM-RDEEjB0gHCrrUSEG91-x8XJedmfUZSFD_eo=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:21.242Z,Identifies as women-owned,,
https://www.google.com/maps/place/Water+Heaters+And+More/data=!4m7!3m6!1s0x4dc4b5bdfd9bd13f:0x8bdeafca98b2f92!8m2!3d38.9814285!4d-94.757851!16s%2Fg%2F11v021v5s0!19sChIJP9Gb_b21xE0Rki-LqfzqvQg,Water Heaters And More,5.0,50,Plumber,,,http://whamkc.com/,+1 913-712-9831,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyE1KXMGO3i-2Edha-y-JcG4a53ttyNsegsOrqgJcsxe2vWdVHqe2wBV3rK-46ySypsObwdnhHkFsR9RJz-XwcyB_P90BhvE2jAhs_Gs2PqgAxZwQtVfOaAWyaoesL7JCG4jGN0qw=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:26.010Z,,,
https://www.google.com/maps/place/Bright+Side+Plumbing/data=!4m7!3m6!1s0x87c0ebe3a8a64237:0xb6563f07ea2544d7!8m2!3d38.9096317!4d-94.6732128!16s%2Fg%2F11kqrh48n5!19sChIJN0KmqOPrwIcR10Ql6gc_VrY,Bright Side Plumbing,4.9,345,Plumber,"12022 Blue Valley Pkwy, Overland Park, KS 66213, United States","W85G+VP Overland Park, Kansas, USA",https://www.callbrightside.com/,+1 913-963-1029,,https://lh3.googleusercontent.com/p/AF1QipOeyc9AIqmvQ4ciVGDzHcoMkL9Xe9KNKcT0FU2r=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:31.084Z,Identifies as women-owned,,
https://www.google.com/maps/place/Home+Services+at+The+Home+Depot/data=!4m7!3m6!1s0x87c0bdd3111e1f05:0xbdce99403918884d!8m2!3d38.8485124!4d-94.8172238!16s%2Fg%2F11bwypmsq1!19sChIJBR8eEdO9wIcRTYgYOUCZzr0,Home Services at The Home Depot,4.0,6,Contractor,"20025 W 154th St, Olathe, KS 66062, United States","R5XM+C4 Olathe, Kansas, USA",https://www.homedepot.com/l/S-Olathe/KS/Olathe/66062/2218/services?emt=HSGMBGoogleMaps,+1 844-476-2140,Closed ⋅ Opens 6 am Tue,https://lh3.googleusercontent.com/p/AF1QipPcD3F6pixIqDBgF8za4Yq8j4LQm57W3r8ilPDc=w408-h272-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,8 am–8 pm,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:36.048Z,,,
"https://www.google.com/maps/place/DMC+Service,+Inc/data=!4m7!3m6!1s0x87c09921921dd73d:0xaa8e817995d55fbc!8m2!3d38.907549!4d-94.4931244!16s%2Fg%2F11byvk7133!19sChIJPdcdkiGZwIcRvF_VlXmBjqo","DMC Service, Inc",4.9,30,HVAC contractor,,,https://www.dmcserviceinc.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB,+1 913-481-0505,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPB1a1F5FdhVa-UEBUpJqY02ftbNcnf2l8Aexir=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:40.809Z,Identifies as women-owned,,
"https://www.google.com/maps/place/NCRI-National+Catastrophe+Restoration,+Inc./data=!4m7!3m6!1s0x87c095a06fac1051:0xda539ef4ef1edd9f!8m2!3d38.9064504!4d-94.782163!16s%2Fg%2F11q2tl6jrh!19sChIJURCsb6CVwIcRn90e7_SeU9o","NCRI-National Catastrophe Restoration, Inc.",4.6,20,Water damage restoration service,"1912 E 123rd St, Olathe, KS 66061, United States","W649+H4 Olathe, Kansas, USA",http://www.ncricat.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp&utm_content=olathe-profile,+1 833-409-5789,Closed ⋅ Opens 8 am Tue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvKYKNJ2MThPWzC-bau7bXLYDN7LdoAjovctIwWbTXEOUYgVEkXVE0q8H0Efb5nldEmTwv46WzLoJw-gFOcCxrRL9G05P2X8BRoxbCZ0qv5yh1bY0Z0ha-OM4zJlx3y_uCTJBP=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:45.968Z,,,
https://www.google.com/maps/place/AllStar+Heating+and+Cooling/data=!4m7!3m6!1s0x87c097d89e00c5b9:0x418a9faf8a0dd4fb!8m2!3d38.9048185!4d-94.8313326!16s%2Fg%2F11clycv9rn!19sChIJucUAntiXwIcR-9QNiq-fikE,AllStar Heating and Cooling,5.0,25,HVAC contractor,,,http://www.allstarheatingandcoolingkc.com/,+1 913-406-1280,Closed ⋅ Opens 6 am Tue,https://lh3.googleusercontent.com/p/AF1QipNH2lvgnxVUjq7iHRzApJ3kZ37rQHQBmUSosZAj=w408-h271-k-no,true,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–6 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/plumbing++services+in+Olathe+KS/@38.8813958,-94.8191285,14z",2025-11-11T04:32:50.772Z,,,
