placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,isBlackOwned,error
https://www.google.com/maps/place/Dr.+Jayati+Singh/data=!4m7!3m6!1s0x88ec5f1eeb955555:0x6572c32d57b27f87!8m2!3d30.4656588!4d-84.2315843!16s%2Fg%2F11p07b2cq2!19sChIJVVWV6x5f7IgRh3-yVy3DcmU,Dr. Jayati Singh,5.0,1,Pediatrician,"1803 Miccosukee Commons Dr STE 202, Tallahassee, FL 32308, United States","FQ89+79 Tallahassee, Florida, USA",https://www.capitalpediatricsfl.com/,+1 850-297-0114,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=f7CGx-M83LGkaI-qpYXBbQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=93.69448&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:20.730Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+James+E.+Martin,+MD/data=!4m7!3m6!1s0x88ec5f270db07fd5:0x35b403602267a6e5!8m2!3d30.4777541!4d-84.2294124!16s%2Fg%2F1tm8ldzl!19sChIJ1X-wDSdf7IgR5aZnImADtDU","Dr. James E. Martin, MD",4.6,10,Pediatrician,"1881 Wellness Wy STE 80, Tallahassee, FL 32308, United States","FQHC+46 Tallahassee, Florida, USA",https://profparkpeds.com/about/,+1 850-402-5454,Closed · Opens 8:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-EPVsKu1ok1Bk8p-skFN9Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.65623&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:25.656Z,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,8:30 am–5:30 pm,Closed,Closed,8:30 am–5:30 pm,,
https://www.google.com/maps/place/Abby+Peters/data=!4m7!3m6!1s0x88ec5f7b895aaaab:0x55980e5e339eba8d!8m2!3d30.4559788!4d-84.2648755!16s%2Fg%2F11rwxfqrtp!19sChIJq6paiXtf7IgRjbqeM14OmFU,Abby Peters,4.0,4,Pediatrician,"1205 Marion Ave, Tallahassee, FL 32303, United States","FP4P+92 Tallahassee, Florida, USA",,+1 850-297-0114,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=S9g9iM0Y6vLrIIZ2fFd74w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=63.996624&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:28.348Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Jagannadha+Rayavarapu/data=!4m7!3m6!1s0x88ecf567de443783:0xd6d64c9c9a09a628!8m2!3d30.4274712!4d-84.2803378!16s%2Fg%2F11rwxfbzyy!19sChIJgzdE3mf17IgRKKYJmpxM1tY,Dr. Jagannadha Rayavarapu,,,Pediatrician,"1549 S Monroe St, Tallahassee, FL 32301, United States","CPG9+XV Tallahassee, Florida, USA",,+1 850-576-4073,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=15GlLY_C20lH_y3KyUeeWw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=130.78174&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:30.691Z,,,,,,,,,
"https://www.google.com/maps/place/Nemours+Children%27s+Health,+Tallahassee+-+Specialty+Care/data=!4m7!3m6!1s0x88ec5f22ecf11539:0x1e57007e8d8a1c37!8m2!3d30.4580047!4d-84.2385198!16s%2Fg%2F11g8vqgkzb!19sChIJORXx7CJf7IgRNxyKjX4AVx4","Nemours Children's Health, Tallahassee - Specialty Care",3.0,2,Urologist,"2418 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+6H Tallahassee, Florida, USA",https://www.nemours.org/locations/florida-pediatric-specialty-care-tallahassee-centre-pointe.html?utm_source=GMB&utm_medium=organic&utm_campaign=gmb-listing,+1 904-697-3600,,,https://lh3.googleusercontent.com/p/AF1QipNmrN7xNY-zKu5xHGh2MZXT8zsP0vKET18sBEQa=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:33.219Z,,,,,,,,,
"https://www.google.com/maps/place/Joanna+Yao,+MD/data=!4m7!3m6!1s0x88ec5f2752c09a91:0x9f8eb0ecd080647c!8m2!3d30.4752603!4d-84.2286908!16s%2Fg%2F1td59fqj!19sChIJkZrAUidf7IgRfGSA0Oywjp8","Joanna Yao, MD",4.0,16,Pediatrician,"1840 Capital Medical Ct, Tallahassee, FL 32308, United States","FQGC+4G Tallahassee, Florida, USA",http://www.cardinalhealth.com/,+1 850-878-0550,Closed · Opens 9 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TO0K3f6Bh8PC4ZkSj8d3SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.79541&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:38.012Z,"9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm","9 am–12 pm, 1–5 pm",Closed,Closed,"9 am–12 pm, 1–5 pm",,
https://www.google.com/maps/place/Katherine+Clayton/data=!4m7!3m6!1s0x88ec5f7a57000001:0xa9ff9321a697054!8m2!3d30.4566218!4d-84.2604441!16s%2Fg%2F11ss_4q8wr!19sChIJAQAAV3pf7IgRVHBpGjL5nwo,Katherine Clayton,,,Pediatrician,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+JR Tallahassee, Florida, USA",https://www.tmh.org/provider/katherine-clayton-do-pediatrics,+1 850-431-1155,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dt_clJlkjeuYoDFCr6cq_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.64537&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Crawfordville+Tallahassee+FL/@30.3807552,-84.2902257,14z",2026-02-10T23:14:40.633Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Charles+G.+Long,+MD/data=!4m7!3m6!1s0x88ec5f7c777804e1:0x5cb5aa5136a0ac97!8m2!3d30.4557162!4d-84.2644819!16s%2Fg%2F1v_w35dc!19sChIJ4QR4d3xf7IgRl6ygNlGqtVw","Dr. Charles G. Long, MD",4.2,5,Pediatrician,"1205 Marion Ave, Tallahassee, FL 32303, United States","FP4P+76 Tallahassee, Florida, USA",,+1 850-681-3887,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kwONb5rfWJ9kxFGMbQ4goQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.43293&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:14:59.636Z,,,,,,,,,
https://www.google.com/maps/place/Mary+Norton/data=!4m7!3m6!1s0x88ecf495867caec1:0x5dc6940aacb9beae!8m2!3d30.4556849!4d-84.2650685!16s%2Fg%2F11p07b5vg4!19sChIJwa58hpX07IgRrr65rAqUxl0,Mary Norton,,,Pediatrician,"1203 Marion Ave, Tallahassee, FL 32303, United States","FP4M+7X Tallahassee, Florida, USA",https://www.tallahasseepediatrics.com/,+1 850-681-3887,Closed · Opens 7:30 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cu7PsRTbOFyKBpORjMZZ5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.50879&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:04.255Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,
https://www.google.com/maps/place/Mona+Antley/data=!4m7!3m6!1s0x88ec5f7b895aaaab:0x72fb95cb8be8b843!8m2!3d30.4557291!4d-84.2644571!16s%2Fg%2F11pkfqptxc!19sChIJq6paiXtf7IgRQ7joi8uV-3I,Mona Antley,5.0,2,General practitioner,"1205 Marion Ave, Tallahassee, FL 323036513, United States","FP4P+76 Tallahassee, Florida, USA",https://www.tallahasseeprimarycare.com/providers/antley-mona-g-aprn-c/,+1 850-681-3887,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kwONb5rfWJ9kxFGMbQ4goQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.37231&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:06.894Z,,,,,,,,,
https://www.google.com/maps/place/Wolfson+Children%27s+Specialty+Center+-+Tallahassee/data=!4m7!3m6!1s0x88ec5f15b65efef7:0x6779fb6278f0e276!8m2!3d30.4581083!4d-84.2385181!16s%2Fg%2F11fd451jtv!19sChIJ9_5ethVf7IgRduLweGL7eWc,Wolfson Children's Specialty Center - Tallahassee,4.0,4,Children's hospital,"2418 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+6H Tallahassee, Florida, USA",https://www.wolfsonchildrens.com/locations/tallahassee,+1 850-629-4861,,,https://lh3.googleusercontent.com/p/AF1QipN0BCWcPDHHp2NGyY7NsV2UkcRUP8FOf78EWjWG=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:09.540Z,,,,,,,,,
https://www.google.com/maps/place/UF+Health+Pediatric+Urology+-+Tallahassee/data=!4m7!3m6!1s0x88ec5f91c2483321:0x11e36e6cada0269b!8m2!3d30.4602619!4d-84.2464245!16s%2Fg%2F11s0x6pzrc!19sChIJITNIwpFf7IgRmyagrWxu4xE,UF Health Pediatric Urology - Tallahassee,1.0,1,Medical clinic,"2390 Phillips Rd, Tallahassee, FL 32308, United States","FQ63+4C Tallahassee, Florida, USA",https://ufhealth.org/locations/uf-health-pediatric-urology-tallahassee?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,+1 352-265-8240,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMQMFZ4vvWuEu8JeaXAdZAEMviDHCwJgB67eK_a=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:14.245Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Sunny+Pediatric+Services/data=!4m7!3m6!1s0x88ecf5fa66a9c615:0xc80fc25f59b621e5!8m2!3d30.4631726!4d-84.2724243!16s%2Fg%2F11s4zntsyg!19sChIJFcapZvr17IgR5SG2WV_CD8g,Sunny Pediatric Services,5.0,10,Speech pathologist,"1738 Thomasville Rd, Tallahassee, FL 32303, United States","FP7H+72 Tallahassee, Florida, USA",http://www.sunnyspeech.com/,+1 850-909-5521,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq4Jz-dRsG0oBsZlz4Wef8sFhS0k-ieKc9m99UegK0TgBmqJ3mYMAWZBj_UW1F6-Lo2jQjREyVEb3l3LMLc1AhnyJxw_NrcFZ6d-sFiBo-5QtC2Yp9bT9211msNA0TGeOQwMRE=w408-h544-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:18.991Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,
"https://www.google.com/maps/place/Children%27s+Lung,+Asthma,+and+Sleep+Specialists/data=!4m7!3m6!1s0x88ec5f25b55c4f7d:0xdfbbf4d4875ce9e2!8m2!3d30.4580649!4d-84.2376756!16s%2Fg%2F11v4j65b8l!19sChIJfU9ctSVf7IgR4ulch9T0u98","Children's Lung, Asthma, and Sleep Specialists",5.0,8,Pediatrician,"1616 Riggins Rd, Tallahassee, FL 32308, United States","FQ56+6W Tallahassee, Florida, USA",https://childrenssleeplab.com/,+1 407-898-2767,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4hP9yrgmAZ0q8k06S0vBvw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=20.641523&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:21.925Z,,,,,,,,,
https://www.google.com/maps/place/Pediatrix+Medical+Group+of+Florida:+Dr.+Thomas+Truman/data=!4m7!3m6!1s0x88ec5f7bb40ad1af:0xb359307b3610a1c9!8m2!3d30.456457!4d-84.261891!16s%2Fg%2F1vc6f6r5!19sChIJr9EKtHtf7IgRyaEQNnswWbM,Pediatrix Medical Group of Florida: Dr. Thomas Truman,,,Intensivist,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+H6 Tallahassee, Florida, USA",,+1 850-431-5354,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dt_clJlkjeuYoDFCr6cq_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.94062&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:24.506Z,,,,,,,,,
https://www.google.com/maps/place/Tallahassee+Primary+Care+Associates/data=!4m7!3m6!1s0x88ec5ca555555555:0xb983a7c7333c3e26!8m2!3d30.465689!4d-84.231583!16s%2Fg%2F113js_5lw!19sChIJVVVVVaVc7IgRJj48M8eng7k,Tallahassee Primary Care Associates,3.6,57,Medical clinic,"1803 Miccosukee Commons Dr, Tallahassee, FL 32308, United States","FQ89+79 Tallahassee, Florida, USA",https://www.tallahasseeprimarycare.com/,+1 850-297-0114,Closed · Opens 6:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer7OQ2n4I2jKObaPsa4Wv1o6XDEpFdBVL31xa5akA1xaC0UvXNC5ktb1Z6-Wu-pip4pUu2iPbCwwqMIUxfoCoparCMbhuU60j40jK9cwsW9a3XJapQhxiRJEOI9nE3G2y6vFIYM=w408-h544-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:29.406Z,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,6:30 am–5 pm,Closed,Closed,6:30 am–5 pm,,
"https://www.google.com/maps/place/Dr.+Joseph+J.+Chiaro,+MD/data=!4m7!3m6!1s0x88ec5f7c777804e1:0x4ec721556e976e56!8m2!3d30.4558224!4d-84.2645393!16s%2Fg%2F1td_zffp!19sChIJ4QR4d3xf7IgRVm6XblUhx04","Dr. Joseph J. Chiaro, MD",,,Pediatrician,"1205 Marion Ave, Tallahassee, FL 32303, United States","FP4P+85 Tallahassee, Florida, USA",http://www.tallahasseeprimarycare.com/,+1 850-681-3887,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=cu7PsRTbOFyKBpORjMZZ5A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=67.49255&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:31.917Z,,,,,,,,,
https://www.google.com/maps/place/Pediatric+Dentist+Tallahassee/data=!4m7!3m6!1s0x88ec5f0550a0a6c5:0x557d810079cf6d4c!8m2!3d30.4577976!4d-84.2380242!16s%2Fg%2F11ddyj1dp0!19sChIJxaagUAVf7IgRTG3PeQCBfVU,Pediatric Dentist Tallahassee,5.0,2,Dentist,"2424 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+4Q Tallahassee, Florida, USA",,+1 850-878-1177,Closed · Opens 7 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Rg-RSTw4hlB2vKNguCNwCQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=337.6443&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:36.507Z,7 am–4 pm,7 am–4 pm,8 am–5 pm,Closed,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/TMH+Physician+Partners+-+Maternal+Fetal+Medicine/data=!4m7!3m6!1s0x88ec5f6e468d463f:0xf872a8a1f5cbf53!8m2!3d30.4573244!4d-84.2625332!16s%2Fg%2F1tk_kk0y!19sChIJP0aNRm5f7IgRU79cH4oqhw8,TMH Physician Partners - Maternal Fetal Medicine,4.7,94,Obstetrician-gynecologist,"1401 Centerville Rd # 400, Tallahassee, FL 32308, United States","FP4P+WX Tallahassee, Florida, USA",https://www.tmh.org/location/tmh-physician-partners-maternal-fetal-medicine,+1 850-431-3360,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipO2r7QQVGa5YYWoTEhFcy78wPNpM-VOo-jpt8TG=w426-h240-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:41.355Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–12 pm,Closed,Closed,8 am–5 pm,,
"https://www.google.com/maps/place/Whole+Child+Leon,+Inc./data=!4m7!3m6!1s0x88ec5fb73546671d:0x1ffbf4552eb840b2!8m2!3d30.4557332!4d-84.2644108!16s%2Fg%2F12616hjwz!19sChIJHWdGNbdf7IgRskC4LlX0-x8","Whole Child Leon, Inc.",5.0,7,Non-profit organization,"1126-A Lee Ave, Tallahassee, FL 32303, United States","FP4P+76 Tallahassee, Florida, USA",http://wholechildleon.org/,+1 850-692-3134,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/p/AF1QipMkGJU6RAXFK7vcaIMfp3pXcUSg0nBuQlYORPbg=w408-h299-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:46.224Z,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,,
https://www.google.com/maps/place/Tiny+Teeth+of+Tally/data=!4m7!3m6!1s0x88ec5f0ff3b74405:0xa7331194895b19fa!8m2!3d30.4573387!4d-84.2388916!16s%2Fg%2F11gbx9jwl7!19sChIJBUS38w9f7IgR-hlbiZQRM6c,Tiny Teeth of Tally,4.4,386,Dentist,"1614 W Plaza Dr, Tallahassee, FL 32308, United States","FQ46+WC Tallahassee, Florida, USA",https://tinyteethoftally.com/?utm_source=gmb&utm_medium=organic,+1 850-792-9100,Closed · Opens 8:30 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerkn09ekXD2lSvloEKGzYtyioAmO2vxYV12ZvpsVXxEq5vzY9z_AzDeQF6fS_mvbThEyLmLWMPYwYtfPG1702K8RnWsKKDpEdoapTqE2nXI_2KTBunW25hcVSjF9yfRILurk59W=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:50.988Z,8:30 am–4 pm,8:30 am–4 pm,8:30 am–4 pm,Closed,Closed,Closed,8:30 am–4 pm,,
https://www.google.com/maps/place/Rodriguez+Cristina+B+MD/data=!4m7!3m6!1s0x88ec5f0ff95db393:0xf84a3f381717362e!8m2!3d30.4580617!4d-84.2387384!16s%2Fg%2F1thss6d4!19sChIJk7Nd-Q9f7IgRLjYXFzg_Svg,Rodriguez Cristina B MD,2.0,4,Pediatrician,"2416 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+6G Tallahassee, Florida, USA",,+1 850-877-7123,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1C1BlYmeaGAZMgjjEQxU0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=158.9761&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:53.732Z,,,,,,,,,
https://www.google.com/maps/place/Bond+Community+Health+Center+Inc./data=!4m7!3m6!1s0x88ecf55d65bc3a03:0xb119fde3abc73ab2!8m2!3d30.4253386!4d-84.2786514!16s%2Fg%2F1tgff5w1!19sChIJAzq8ZV317IgRsjrHq-P9GbE,Bond Community Health Center Inc.,4.3,539,Medical Center,"1720 S Gadsden St, Tallahassee, FL 32301, United States","CPGC+4G Tallahassee, Florida, USA",http://www.bondchc.com/,+1 850-576-4073,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPV85XwHN0_qtsffvS0NLvcJkjLosI2w0lDSD9k=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:15:58.476Z,,,,,,,,,
https://www.google.com/maps/place/Katherine+Guthrie/data=!4m7!3m6!1s0x88ec5f7a57000001:0x2d7b94a39d1e8a1d!8m2!3d30.4566218!4d-84.2604441!16s%2Fg%2F11k3_kfx87!19sChIJAQAAV3pf7IgRHYoenaOUey0,Katherine Guthrie,,,Pediatrician,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+JR Tallahassee, Florida, USA",,+1 850-431-1155,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dt_clJlkjeuYoDFCr6cq_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.64537&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:00.914Z,,,,,,,,,
https://www.google.com/maps/place/Pediatrix+Medical+Group/data=!4m7!3m6!1s0x88ec5f7bb40ad1af:0x90e63e8b6befd704!8m2!3d30.4564573!4d-84.2618908!16s%2Fg%2F1tdxr8vl!19sChIJr9EKtHtf7IgRBNfva4s-5pA,Pediatrix Medical Group,,,Perinatal center,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+H6 Tallahassee, Florida, USA",,+1 850-431-5354,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dt_clJlkjeuYoDFCr6cq_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.8797&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:03.423Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Larry+C.+Deeb,+MD/data=!4m7!3m6!1s0x88ec5f0ff95db393:0xf4efb4065bf5b464!8m2!3d30.458094!4d-84.238721!16s%2Fg%2F1tgf40sb!19sChIJk7Nd-Q9f7IgRZLT1Wwa07_Q","Dr. Larry C. Deeb, MD",3.7,6,Pediatrician,"2416 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+6G Tallahassee, Florida, USA",,+1 850-877-7123,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=1C1BlYmeaGAZMgjjEQxU0g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=153.67381&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:06.413Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Shane+Rignanese/data=!4m7!3m6!1s0x88ec5f9ad314eff7:0xebb2461299ac3ef9!8m2!3d30.4390673!4d-84.2595202!16s%2Fg%2F1tglztnq!19sChIJ9-8U05pf7IgR-T6smRJGsus,Dr. Shane Rignanese,5.0,4,Family practice physician,"1491 Governors Square Blvd, Tallahassee, FL 32301, United States","CPQR+J5 Tallahassee, Florida, USA",http://capitalhealth.com/,+1 850-383-3515,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7DH3ys-HLeHIJn3veYhhfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.2774&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:08.968Z,,,,,,,,,
"https://www.google.com/maps/place/Gregory+D+Perry,+MD/data=!4m7!3m6!1s0x88ec5f6fe0909c13:0xf602abac9c904be5!8m2!3d30.457886!4d-84.2382068!16s%2Fg%2F1tfrsrp9!19sChIJE5yQ4G9f7IgR5UuQnKyrAvY","Gregory D Perry, MD",4.1,42,Family practice physician,"2420 E Plaza Dr, Tallahassee, FL 32308, United States","FQ56+5P Tallahassee, Florida, USA",https://tallahasseemedicalgroup.com/,+1 850-701-0621,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep0v6M77D0uKCpXfHyUoNg0CAnLTn2ZOoz96I-EZhSAWq6jLfAvQS6NRtoSyDYwLi_2d0enS_O7car6qMx_7OZXAA4R6BHJT3M3CJRO7yqxeuqcLkXex7q5DkOHU8amH-_UMrr2Ng=w408-h306-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:13.767Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–4 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/FSU+Health+Lifestyle+Medicine+Clinic/data=!4m7!3m6!1s0x88ecf5f29d647061:0x8efbce5342177331!8m2!3d30.4589021!4d-84.2385349!16s%2Fg%2F1tt0rz40!19sChIJYXBknfL17IgRMXMXQlPO-44,FSU Health Lifestyle Medicine Clinic,4.8,148,Nurse practitioner,"1630 Riggins Rd, Tallahassee, FL 32308, United States","FQ56+HH Tallahassee, Florida, USA",https://clinic.nursing.fsu.edu/,+1 850-878-4434,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/p/AF1QipPBy6G8dErruSwZOmj_PRCiLeuXK7UiCGxNFpwa=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:18.499Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–3 pm,Closed,Closed,8 am–5 pm,,
https://www.google.com/maps/place/Dr.+Dianna+Brozyna/data=!4m7!3m6!1s0x88ec5f7a57000001:0x4028b6ea370fd337!8m2!3d30.4566218!4d-84.2604441!16s%2Fg%2F11ty7vgb75!19sChIJAQAAV3pf7IgRN9MPN-q2KEA,Dr. Dianna Brozyna,,,Pediatrician,"1300 Miccosukee Rd, Tallahassee, FL 32308, United States","FP4Q+JR Tallahassee, Florida, USA",,+1 850-431-1155,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dt_clJlkjeuYoDFCr6cq_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.64537&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Tallahassee+Tallahassee+FL/@30.4381828,-84.2806235,14z",2026-02-10T23:16:21.142Z,,,,,,,,,
