placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,saturday,sunday,monday,tuesday,wednesday,thursday,friday,query,timestamp,attributes,error
https://www.google.com/maps/place/Pacific+Coast+Rugs/data=!4m7!3m6!1s0x54d2935a18dc5af1:0x829b052049b576e4!8m2!3d40.4485088!4d-122.299241!16s%2Fg%2F12610w310!19sChIJ8VrcGFqT0lQR5Ha1SSAFm4I,Pacific Coast Rugs,4.9,27,Carpet cleaning service,"2850 W Center St, Anderson, CA 96007, United States","CPX2+C8 Anderson, California, USA",https://www.pacificcoastrugs.com/,+1 530-245-9274,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipM014lnbxy2ZrWxSrDJbU039wzqKqABeJnjAW2r=w408-h544-k-no,true,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:21:54.990Z,,
https://www.google.com/maps/place/24%2F7+Mr.+Fix+It/data=!4m7!3m6!1s0x54d2c1df3bfd7b3b:0x7fe5aaa7c3ae42bb!8m2!3d40.574794!4d-122.36238!16s%2Fg%2F11j6tw8kf2!19sChIJO3v9O9_B0lQRu0Kuw6eq5X8,24/7 Mr. Fix It,,,Handyman/Handywoman/Handyperson,,,,+1 530-276-5574,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipNE_AEsHbtx-Tyhc-shzyPMJdqZiuY8bIs94nP-=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:21:59.591Z,,
https://www.google.com/maps/place/Lassen+Electrical+Service/data=!4m7!3m6!1s0x54d292e2be05ffe1:0xcc3830cf708e0205!8m2!3d40.574794!4d-122.36238!16s%2Fg%2F11f08cdk8b!19sChIJ4f8FvuKS0lQRBQKOcM8wOMw,Lassen Electrical Service,4.8,4,Electrician,,,,+1 530-209-3989,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPEGBkEj7sb1mLA-Zl5WGLk8dtn2xRF2IYkdCNV=w426-h240-k-no,true,Closed,Closed,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:04.331Z,,
https://www.google.com/maps/place/Jolly+Green+giant+market/data=!4m7!3m6!1s0x54d2c10ffbf5ea93:0x61a2759b0e0372cb!8m2!3d40.4814872!4d-122.3449859!16s%2Fg%2F11fp33bq6b!19sChIJk-r1-w_B0lQRy3IDDpt1omE,Jolly Green giant market,4.0,256,Flea market,"6719 Eastside Rd, Anderson, CA 96007, United States","FMJ4+H2 Anderson, California, USA",,+1 530-360-1616,Closed · Opens 8 am Sun,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxHCBthEq9-fCbOgq6pFC8jMQuBObMkmYw1POjrrQMDsDTizJM5Qc2jpaIOFKlb49TYHDCz9AmsVn-_72CJI3PQLeIXmkghSPNwNs6hA3DMN5d9MMMyzQskNxeYa9RGtwAAUnkFTw=w408-h306-k-no,false,8 am–3 pm,8 am–3 pm,Closed,Closed,Closed,Closed,Closed,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:09.497Z,,
https://www.google.com/maps/place/Garner+Electric/data=!4m7!3m6!1s0x54d2d599c5a813bd:0x4df1fe94a198e1e9!8m2!3d40.304249!4d-122.261614!16s%2Fg%2F11tp4wwxvg!19sChIJvROoxZnV0lQR6eGYoZT-8U0,Garner Electric,5.0,8,Electrician,,,https://garnerelectricca.com/,+1 530-736-1677,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPGPaetq-kd1uKnEtjLedKudH4Ouia7k_qTpkZ8=w408-h306-k-no,true,Closed,Closed,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,7 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:14.510Z,,
https://www.google.com/maps/place/RKM+Electric/data=!4m7!3m6!1s0x54d28581bba9af6d:0xe9fe01ea334e3577!8m2!3d40.903444!4d-122.519575!16s%2Fg%2F11llyxqgrf!19sChIJba-pu4GF0lQRdzVOM-oB_uk,RKM Electric,5.0,6,Electrician,,,https://www.facebook.com/RKMElectric,+1 530-524-1325,Closed · Opens 7 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPrp8r1M4oIM7473U8H1muFMCJrU3Iph8IMKQXk=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:19.331Z,,
https://www.google.com/maps/place/T.H.E.+Off-Grid/data=!4m7!3m6!1s0x7f5eedcc51e5855:0xfd5f3ab86b1de8df!8m2!3d40.8585805!4d-121.857386!16s%2Fg%2F11myh3262d!19sChIJVVgexdzu9QcR3-gda7g6X_0,T.H.E. Off-Grid,,,Energy equipment and solutions,,,https://the-offgrid.com/,+1 530-223-0753,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPfF6KoniNFHT6mpa7WYcYkKu9NqCFn29Ap3UyH=w408-h408-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:23.815Z,,
https://www.google.com/maps/place/HANDYCAN/data=!4m7!3m6!1s0x54d2eb88dfe98a65:0x9a2ecd5e5bd49939!8m2!3d40.5454269!4d-122.3876298!16s%2Fg%2F11bw5198hv!19sChIJZYrp34jr0lQROZnUW17NLpo,HANDYCAN,3.7,3,Handyman/Handywoman/Handyperson,"4780 Westside Rd, Redding, CA 96001, United States","GJW6+5W Redding, California, USA",http://handychad27.wixsite.com/handycan,+1 530-921-4846,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipM-isQipio48LRm5KPp7HzmKinLExpAyssvpHcj=w408-h244-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:28.672Z,,
https://www.google.com/maps/place/Birdseye+Electric+Inc./data=!4m7!3m6!1s0x54d2858ed27d6d6d:0x78dd2082d42d4e38!8m2!3d40.574794!4d-122.36238!16s%2Fg%2F11fnqly6y6!19sChIJbW190o6F0lQROE4t1IIg3Xg,Birdseye Electric Inc.,5.0,12,Electrician,,,https://www.birdseyeelectric.com/,+1 530-355-6103,Closed · Opens 6 am Mon,,https://lh3.googleusercontent.com/p/AF1QipO6msRtGXALndiGqQMsh3GpcVXM7_kemfovPymA=w408-h268-k-no,true,Closed,Closed,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,6 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:33.506Z,,
https://www.google.com/maps/place/Connected+Electric/data=!4m7!3m6!1s0x54d2ecba683d892d:0x970a28994ec4629f!8m2!3d40.4911815!4d-122.194407!16s%2Fg%2F11g72xph_m!19sChIJLYk9aLrs0lQRn2LETpkoCpc,Connected Electric,5.0,6,Electrician,,,,+1 530-355-1677,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMZizIGSkbLsH74Awm0lCE-xX6nKTeSFwOw9I1e=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–3 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:38.377Z,,
https://www.google.com/maps/place/Martins+Valley+Supply/data=!4m7!3m6!1s0x54d2ec781924fc2b:0xdac8f515730649f9!8m2!3d40.5497517!4d-122.3879831!16s%2Fg%2F1tflfzj0!19sChIJK_wkGXjs0lQR-UkGcxX1yNo,Martins Valley Supply,4.5,397,Hardware store,"4490 Westside Rd, Redding, CA 96001, United States","GJX6+WR Redding, California, USA",http://www.acehardware.com/store-details/11632?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=11632,+1 530-243-2381,"Open · Closes 6 pm

Confirmed by phone call 11 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxXma9f4m94wR41laf9aUQ3-vO17jKAN24cJ5q0jDqmNML7iPtEbee8VmaR-wOjLxNCPNlowURMTtHhA754nDVVbFJbiedh7FOpyFwAlR07uaV3Udp2yd90MR9Nwv9Lx0zPOu0drQ=w426-h240-k-no,true,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:43.460Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/PF+Electric/data=!4m7!3m6!1s0x54d2ece253955555:0x6df4cee33df97d6b!8m2!3d40.5820987!4d-122.3934849!16s%2Fg%2F11kptdc9wg!19sChIJVVWVU-Ls0lQRa335PePO9G0,PF Electric,,,Contractor,"1647 Yuba St, Redding, CA 96001, United States","HJJ4+RJ Redding, California, USA",https://pfelectric.info/contact-us/,+1 530-339-6196,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NIDNBkAoHjRMKH1_xAbyMQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=80.763664&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:46.254Z,,
"https://www.google.com/maps/place/All+Wheel+Auto,+Truck+%26+RV+Repair/data=!4m7!3m6!1s0x54d28d70ac5a3525:0xb5b837635fd5929e!8m2!3d40.6393491!4d-122.3674802!16s%2Fg%2F1wfcnwnp!19sChIJJTVarHCN0lQRnpLVX2M3uLU","All Wheel Auto, Truck & RV Repair",4.9,727,Auto repair shop,"18730 Old Oasis Rd, Redding, CA 96003, United States","JJQM+P2 Redding, California, USA",https://www.allwheelinc.com/,+1 530-241-1010,Closed · Opens 7:30 am Mon,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOjTfROluNPPQOzMoFoYJ86MShe4qBIfzaW2U63=w427-h240-k-no,true,Closed,Closed,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,7:30 am–5:30 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:51.117Z,,
https://www.google.com/maps/place/Greentech+Renewables/data=!4m7!3m6!1s0x54d28d483a69a585:0x29c41837a8865cc8!8m2!3d40.6318568!4d-122.3754576!16s%2Fg%2F11vt06pyt1!19sChIJhaVpOkiN0lQRyFyGqDcYxCk,Greentech Renewables,5.0,4,Electrical supply store,"1570 Charles Dr #200, Redding, CA 96003, United States","JJJF+PR Redding, California, USA",https://www.greentechrenewables.com/,+1 530-276-0121,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p5PJwKU8i_Xx0cqxnqgGFQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.10785&pitch=0&thumbfov=100,true,Closed,Closed,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:22:55.881Z,· Delivery,
https://www.google.com/maps/place/Valley+West+Ace+Hardware/data=!4m7!3m6!1s0x54d2c5a945b8d879:0xff6650c89b493c9b!8m2!3d40.3880769!4d-122.2876508!16s%2Fg%2F1trsxqym!19sChIJedi4RanF0lQRmzxJm8hQZv8,Valley West Ace Hardware,4.6,256,Hardware store,"20639 Gas Point Rd, Cottonwood, CA 96022, United States","9PQ6+6W Cottonwood, California, USA",http://www.acehardware.com/store-details/14906?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=14906,+1 530-347-2900,"Open · Closes 6 pm

Confirmed by this business 2 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzmaw8xsNF3iW3ZaN0iHVQIytE3dnLXw-d9I9kWdPVRb8QCpsWDiM0EJ9v3pDOZr5OmjTdbgkEYLSjhVgA2PzOBhYL_lgkRMnspeT1B1wBt3gBZM-9faY5fh9uFYGjiILeYvpM7rg=w426-h240-k-no,true,8 am–6 pm,8 am–5 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:01.017Z,"Hardware store stocking household tools, garden supplies, home decor & more. · In-store shopping · In-store pick-up",
https://www.google.com/maps/place/Harbor+Freight/data=!4m7!3m6!1s0x54d2eca6d018961b:0x5476684d56f2fc3c!8m2!3d40.5632258!4d-122.3495384!16s%2Fg%2F1tf2rz9j!19sChIJG5YY0Kbs0lQRPPzyVk1odlQ,Harbor Freight,4.3,1288,Hardware store,"1175 Hartnell Ave a, Redding, CA 96002, United States","HM72+75 Redding, California, USA",https://www.harborfreight.com/storelocator/1175-hartnell-suite-a-redding-96002?number=23,+1 530-222-2667,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-6ZH5kzyCplfWtmmLGrd-tuyBmhQtud-w54aqOMS1kZW9UnLgN7CayI1wrsPQdWXr6vn5OPwJT74Ww_kUxECgmQicnE8q-eq0n7WIomyqJOBT7aQZ3uLUd0SBeoVt5B_wioc=w408-h306-k-no,true,8 am–8 pm,9 am–6 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:06.045Z,"Retail chain carrying a wide range of tools, hardware & other products for the home, garden & car. · In-store pick-up",
https://www.google.com/maps/place/Lowe%27s+Home+Improvement/data=!4m7!3m6!1s0x54d2ecb1b434c61d:0x92d80188202763e!8m2!3d40.5724373!4d-122.3485506!16s%2Fg%2F1w111y0j!19sChIJHcY0tLHs0lQRPnYCghiALQk,Lowe's Home Improvement,4.0,2217,Home improvement store,"1200 E Cypress Ave, Redding, CA 96002, United States","HMC2+XH Redding, California, USA",https://www.lowes.com/store/CA-Redding/1926?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1926-_-na-_-0-_-0&y_source=1_MTE4MzUyNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 530-351-0181,"Open · Closes 9 pm

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipNW-QxPpF8Yz71hhbAQWImrAnP6cEYpzL5EA8pU=w408-h272-k-no,true,6 am–9 pm,7 am–8 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:11.036Z,"Home improvement chain for appliances & gardening supplies, plus tools & hardware. · In-store shopping · In-store pick-up · Delivery",
"https://www.google.com/maps/place/Thurber+Electric/@40.4911815,-122.194407,9z/data=!3m1!4b1!4m6!3m5!1s0x8520519ae031c959:0xccc12745f46ab677!8m2!3d40.4911815!4d-122.194407!16s%2Fg%2F11rsdvkhcc",Thurber Electric,1.0,1,Electrician,,,,+1 530-510-3825,Closed · Opens 7 am Mon,,,true,Closed,Closed,7 am–4:30 am,7 am–4:30 am,7 am–4:30 am,7 am–4:30 am,7 am–4:30 am,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:17.693Z,,
https://www.google.com/maps/place/Tractor+Supply+Co./data=!4m7!3m6!1s0x54d29299b1dd5c11:0x4e62d058366b3a40!8m2!3d40.62271!4d-122.3644262!16s%2Fg%2F1tdw7snz!19sChIJEVzdsZmS0lQRQDprNljQYk4,Tractor Supply Co.,4.4,616,Animal feed store,"5450 Mountain View Dr, Redding, CA 96003, United States","JJFP+36 Redding, California, USA",https://www.tractorsupply.com/tsc/store_Redding-CA-96003_1167,+1 530-242-6773,"Open · Closes 8 pm

Updated by this business 1 week ago",,https://lh3.googleusercontent.com/p/AF1QipPMQg5xWnOunpI3GVq4FXVKqILNEYvfj-R9oZPB=w408-h306-k-no,true,8 am–8 pm,9 am–7 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:22.935Z,"Chain with a wide variety of agricultural & livestock supplies, plus tools, workwear & boots. · In-store shopping · Kerbside pickup · Delivery",
https://www.google.com/maps/place/TowTally+Camping/data=!4m7!3m6!1s0x54d28d7616a07453:0xe542975f65af2873!8m2!3d40.6431798!4d-122.36595!16s%2Fg%2F11b6zv3kbn!19sChIJU3SgFnaN0lQRcyivZV-XQuU,TowTally Camping,4.8,73,RV dealer,"2425 Cascade Blvd, Redding, CA 96003, United States","JJVM+7J Redding, California, USA",https://www.towtallycamping.com/,+1 530-241-7848,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPjK3QCj9NIn3iYWUIabXBraqPKCJyMdO3FcRw4=w408-h306-k-no,true,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:28.103Z,,
https://www.google.com/maps/place/Charge+Electric/data=!4m7!3m6!1s0x2663b68eb60585c5:0x25ce598cfd9c42b9!8m2!3d37.2695056!4d-119.306607!16s%2Fg%2F11t4k8kqxz!19sChIJxYUFto62YyYRuUKc_YxZziU,Charge Electric,5.0,1,Electrician,,,,+1 530-710-3601,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNYEZbYq-ilBj_ZHMe4-0WIVdgp1kIZrQy1qEA=w408-h306-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:32.784Z,,
https://www.google.com/maps/place/Walmart+Garden+Center/data=!4m7!3m6!1s0x54d2c4009c95997f:0xaf71d6fbf5a3ff08!8m2!3d40.4314957!4d-122.2894988!16s%2Fg%2F11fxfpv61d!19sChIJf5mVnADE0lQRCP-j9fvWca8,Walmart Garden Center,3.2,6,Garden center,"5000 Rhonda Rd, Anderson, CA 96007, United States","CPJ6+H6 Anderson, California, USA",https://www.walmart.com/store/5133-anderson-ca/patio-garden-services/?veh=seo_loc,+1 530-378-0244,Open · Closes 11 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n1y5a0kyEPTxHwVVLbJNKg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=228.85446&pitch=0&thumbfov=100,true,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,6 am–11 pm,"https://www.google.com/maps/search/generator+installation+services+in+Anderson+Redding+CA/@40.4482,-122.2967,14z",2026-01-10T23:23:37.616Z,· In-store shopping · In-store pick-up · Delivery,
"https://www.google.com/maps/place/Larry's+Lighting+%26+Electrical/@40.5503011,-122.3914818,17z/data=!3m1!4b1!4m6!3m5!1s0x54d2ec776c3f6153:0x3a23a1374680cc9b!8m2!3d40.5503011!4d-122.3914818!16s%2Fg%2F1td769dq",Larry's Lighting & Electrical,4.6,10,Electrician,"2040 El Reno Ln, Redding, CA 96001, United States","HJ25+4C Redding, California, USA",,+1 530-244-3202,Open · Closes 5 pm,,,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:23:57.299Z,,
https://www.google.com/maps/place/Top+Hat+Energy+Inc./data=!4m7!3m6!1s0x54d29359f9899847:0xc3dbee25c3f06f51!8m2!3d40.573657!4d-122.32232!16s%2Fg%2F1hc1fk951!19sChIJR5iJ-VmT0lQRUW_wwyXu28M,Top Hat Energy Inc.,4.9,160,Solar energy company,"2520 Tarmac Rd, Redding, CA 96003, United States","HMFH+F3 Redding, California, USA",http://www.tophatenergy.com/,+1 530-223-0753,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPUbXdtYrGTXE34EkdCyUtJsaXleJy7ZFW0Abod=w426-h240-k-no,true,Closed,Closed,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:02.265Z,,
https://www.google.com/maps/place/Hansen+Pressure+Washer+and+Machinery+LLC/data=!4m7!3m6!1s0x54d28db90109a2e7:0x211a61b478152140!8m2!3d40.6586684!4d-122.3563862!16s%2Fg%2F1v830vfr!19sChIJ56IJAbmN0lQRQCEVeLRhGiE,Hansen Pressure Washer and Machinery LLC,4.9,19,Industrial equipment supplier,"3035 Twin View Blvd, Shasta Lake, CA 96019, United States","MJ5V+FC Shasta Lake, California, USA",https://www.hansenpressurewasher.com/,+1 530-275-8100,Closed · Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPt7aj_4thrUc7NGNslr8w6HyrfmBlN4uf_7Osb=w408-h305-k-no,true,Closed,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:07.315Z,,
https://www.google.com/maps/place/Next+Level+Energy/data=!4m7!3m6!1s0x54d2ed6e517f533f:0x7220f56604f2ebc!8m2!3d40.5755156!4d-122.3923825!16s%2Fg%2F11fkl3dtlx!19sChIJP1N_UW7t0lQRvC5PYFYPIgc,Next Level Energy,4.7,13,Solar energy system service,"2305 Court St, Redding, CA 96001, United States","HJG5+62 Redding, California, USA",https://nextlevelenergy.net/,+1 530-316-1421,Closed · Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMxgC41Y8cma_y6eYguPYWk0bPlwqllq51rYFwb=w482-h240-k-no,true,9 am–12 pm,Closed,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:12.427Z,,
https://www.google.com/maps/place/Helpful+ACE/data=!4m7!3m6!1s0x54d2ed04b3dc870b:0x27b45d9f8e3c6945!8m2!3d40.5859153!4d-122.4038284!16s%2Fg%2F1tk4qwx0!19sChIJC4fcswTt0lQRRWk8jp9dtCc,Helpful ACE,4.5,455,Hardware store,"2225 Eureka Way, Redding, CA 96001, United States","HHPW+9F Redding, California, USA",http://helpfulace.com/,+1 530-243-6028,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxlY9X_x7Yt-3FSDq_kGtpjsGwRQX16QEK6LdQoBgOCup4dE0WJ9EWjdoKWgDTHMsACzOk86TFNtAUmtVPCWlb26WQp5OB7Xh7M194hnisRtGGH5MsBgqUDoQD34LfdcHEc119Nzt1oRmw=w408-h306-k-no,true,7 am–7 pm,8 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:17.727Z,· In-store shopping · In-store pick-up · Delivery,
https://www.google.com/maps/place/Top+Notch+Electric/data=!4m7!3m6!1s0x54d292c94b3a8037:0xe4d9641476152c11!8m2!3d40.6055523!4d-122.3702747!16s%2Fg%2F1pp2tk4p4!19sChIJN4A6S8mS0lQRESwVdhRk2eQ,Top Notch Electric,4.2,5,Contractor,"284 Woodhill Dr, Redding, CA 96003, United States","JJ4H+6V Redding, California, USA",,+1 530-921-1106,Closed · Opens 7 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Scw3VC5mf9l8GADyiaQ2rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=358.4938&pitch=0&thumbfov=100,false,Closed,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:22.706Z,,
https://www.google.com/maps/place/Cal+Electro+Inc./data=!4m7!3m6!1s0x54d2eba419e7851f:0x8eb51f521e8df719!8m2!3d40.5305274!4d-122.3011209!16s%2Fg%2F11fnqjlf4c!19sChIJH4XnGaTr0lQRGfeNHlIftY4,Cal Electro Inc.,4.0,4,Contractor,"3710 Electro Way, Redding, CA 96002, United States","GMJX+6H Redding, California, USA",http://www.calelectroinc.com/,+1 530-223-5937,Closed · Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=41As5lcMK1yBK1YS9_D-Dg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=355.82303&pitch=0&thumbfov=100,false,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:27.634Z,,
"https://www.google.com/maps/place/Diversified+Electric,+Inc./data=!4m7!3m6!1s0x54d2c1d19e86cd4d:0x66b167b597cf5283!8m2!3d40.5457003!4d-122.3043066!16s%2Fg%2F126020shd!19sChIJTc2GntHB0lQRg1LPl7VnsWY","Diversified Electric, Inc.",5.0,2,Electrician,"20255 Charlanne Dr, Redding, CA 96002, United States","GMWW+77 Redding, California, USA",http://www.diversified-electric.com/,+1 530-222-1321,Closed · Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNpDfTRNLSvYfX13lsPJ5QlT65F1nD7S8DMl9T-=w408-h497-k-no,true,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/generator+installation+services+in+Shasta+Lake+Redding+CA/@40.5754129,-122.3836121,14z",2026-01-10T23:24:32.431Z,,
