placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,query,timestamp,attributes,info,tuesday,wednesday,thursday,friday,saturday,sunday,isBlackOwned
https://www.google.com/maps/place/Quality+Scrub+Car+Wash/data=!4m7!3m6!1s0x883128edb1acbf5d:0x9f2de307039b3113!8m2!3d41.1010947!4d-81.4583851!16s%2Fg%2F11clyy9vgm!19sChIJXb-sse0oMYgREzGbAwfjLZ8,Quality Scrub Car Wash,3.8,189,Car wash,"441 West Ave, Tallmadge, OH 44278, United States","4G2R+CJ Tallmadge, Ohio, USA",http://qualityscrub.com/,+1 330-633-2809,"Open · Closes 6 pm

Updated by others 11 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAweqGb75FixarV1o6TLptqtYR5pBU4fdMPr0gKfX5Lh-RXBHjXhLehkYoquAJfByZo7-hr_T2HrXlSVQU79nUvRxfoHm6aPKL3uXDQ1sCsfjQgZUPuJswGLSYizJ9LicaUNb96JRdMA=w408-h306-k-no,true,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:12.516Z,,,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,9 am–6 pm,
https://www.google.com/maps/place/Cedar+Auto+Group+LLC/data=!4m7!3m6!1s0x8831285c20a5d73f:0x7e1e5e0afbee9047!8m2!3d41.1024001!4d-81.4773245!16s%2Fg%2F11g_8t9q1!19sChIJP9elIFwoMYgRR5Du-wpeHn4,Cedar Auto Group LLC,4.3,193,Used car dealer,"1045 E Tallmadge Ave, Akron, OH 44310, United States","4G2F+X3 Akron, Ohio, USA",http://www.cedarautogroup.com/,+1 330-787-0708,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerKVXh5tiTsajcEJYR2_yra4EqDCX10_ONRmhE4victYnisR77RRWoo-cx3HKU607fIH-HrOiLCYM9XO8eHJb35QlO4wW4GnHHNIuyH2GjTRhTy1zLv1h6PEGSW6Yg96-AiBh18xg=w408-h306-k-no,true,10 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:17.480Z,,,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–7 pm,10 am–6 pm,Closed,
https://www.google.com/maps/place/Trident+Tire/data=!4m7!3m6!1s0x883129723ddd09c7:0xda6e70233004e53!8m2!3d41.0628447!4d-81.4738161!16s%2Fg%2F11xfpq27_4!19sChIJxwndPXIpMYgRU04AMwLnpg0,Trident Tire,5.0,11,Tire shop,"1510 E Market St, Akron, OH 44305, United States","3G7G+4F Akron, Ohio, USA",,+1 910-712-2947,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq8QwwSPqy6rhqzqP0ZIhK622WqFtdhjIAl7LDpqMEGGnNJfXXjkzUTzKL-BChgya6wb3jaoFAr6wUhatWrrgGcfkKXcO_3ftVsdq88S2ymtwhN_VH_iK4Q0FQOqkMGaTxFyvraBvzekKbv=w408-h544-k-no,true,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:22.254Z,,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,10 am–4 pm,
"https://www.google.com/maps/place/RNR+Tire+Express+%28Akron,+OH%29/data=!4m7!3m6!1s0x88312b00f75252ef:0xf6505e7c068fd6b9!8m2!3d41.0299626!4d-81.4919337!16s%2Fg%2F11vlp2s2wg!19sChIJ71JS9wArMYgRudaPBnxeUPY","RNR Tire Express (Akron, OH)",4.5,247,Tire shop,"1540 S Arlington St, Akron, OH 44306, United States","2GH5+X6 Akron, Ohio, USA",https://rnrtires.com/location/akron-oh/,+1 330-552-8473,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCxgn3clWikYOvpdLfgxnAOXBMV4mZpS7WyEbFW7J1jDE8pMtLmFyY-J9Z0VOPTrvbgFWrcftEcCScA5BuD9yI7lPByST9jOJwH1nFTVrwxdkwrJlnEZwWG6M70ykpzSNmOPD0siny0m9g=w408-h541-k-no,true,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:27.305Z,· In-store shopping,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,Closed,
https://www.google.com/maps/place/NC+Chassis/data=!4m7!3m6!1s0x88312ec78ff197b9:0x2e91b0c1d29b114!8m2!3d41.1070221!4d-81.4314311!16s%2Fg%2F1td4_hrr!19sChIJuZfxj8cuMYgRFLEpHQwb6QI,NC Chassis,4.5,4,Racing car parts store,"298 Northeast Ave, Tallmadge, OH 44278, United States","4H49+RC Tallmadge, Ohio, USA",https://www.ncchassisco.com/,+1 330-798-7744,Open · Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8HQ2Nqz-d4t1pyZvA9R1SA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=205.07584&pitch=0&thumbfov=100,false,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:31.973Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/LIGHTNER+TIRE+CO./data=!4m7!3m6!1s0x88312a135fb900c3:0x59bf2100c4a560d0!8m2!3d41.0287584!4d-81.4991895!16s%2Fg%2F1tf9nxl9!19sChIJwwC5XxMqMYgR0GClxAAhv1k,LIGHTNER TIRE CO.,4.8,77,Used tire shop,"780 E Waterloo Rd, Akron, OH 44306, United States","2GH2+G8 Akron, Ohio, USA",http://www.lightnertire.com/,+1 330-724-7436,Open · Closes 4 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerfA3kLNIfPv32AQfDv4CV7_Q6aHQ1tNUROjjPMQaeetOVlkLSHwlDc2viXAlDQLvtjp1QT2frLVjtRW57s5R4EgNp2Mi-uEdShTob9to0QRD6FZsoH-VAl2o1W5hdWcGt_9q7u=w408-h544-k-no,true,7 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:36.919Z,,,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,
https://www.google.com/maps/place/Auto+Repair+Akron+-+Market+Street+Muffler+%26+More/data=!4m7!3m6!1s0x8831297577f24acf:0xe812fa25f2fc5037!8m2!3d41.0629762!4d-81.4710155!16s%2Fg%2F1tkmn64n!19sChIJz0ryd3UpMYgRN1D88iX6Eug,Auto Repair Akron - Market Street Muffler & More,4.8,473,Auto repair shop,"1591 E Market St, Akron, OH 44305, United States","3G7H+5H Akron, Ohio, USA",http://www.marketstmuffler.com/,+1 330-784-8899,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqfvs5OdNQ62Eh8pbyfJi0nmJMV4zWwa9LfGufOQRMRGzFxerXLTYqklsA4ewG1KSnbqVymQhkqB3OLN9iPeVkHwBYdX5QjGwQg-EZH4NIFY1a5cBoLVUI0EduUKVMBS-_vYG30pmM2owOr=w408-h544-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:41.958Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/Custom+Trim+Of+America/data=!4m7!3m6!1s0x883129b86fb0287b:0xa4665bfb1650bd2a!8m2!3d41.0764141!4d-81.4885539!16s%2Fg%2F11clglmn0q!19sChIJeyiwb7gpMYgRKr1QFvtbZqQ,Custom Trim Of America,4.4,204,Car accessories store,"916 E Buchtel Ave, Akron, OH 44305, United States","3GG6+HH Akron, Ohio, USA",http://www.customtrimonline.com/,+1 330-253-6893,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerohaB48T7Z2K-eQKpDJIItqVF5ZPm-jXrI8qgGYc9mkoxCl6PahUBOITey-wN0qNoK7jHqMwNPg748kMTrYUFkT9ZmUBml8qrUDmO0dmJj1Q77XDw6jIocfFHmGiBLyv7WQHVBp_Ze8NUF=w533-h240-k-no,true,8 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:46.926Z,· In-store shopping,,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–12 pm,Closed,
https://www.google.com/maps/place/Industrial+Rubber+Tires/data=!4m7!3m6!1s0x883129b6e8e6b263:0x226a7ced8223cdf1!8m2!3d41.0800311!4d-81.4898994!16s%2Fg%2F11f3t208gl!19sChIJY7Lm6LYpMYgR8c0jgu18aiI,Industrial Rubber Tires,1.0,1,Industrial equipment supplier,"275 N Arlington St, Akron, OH 44305, United States","3GJ6+22 Akron, Ohio, USA",https://industrialrubbertires.com/,+1 888-976-0477,Open · Closes 4 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=FU4Lu2XN7rXbvagAWqD5Sw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=57.838615&pitch=0&thumbfov=100,true,9 am–4 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:51.809Z,,,9 am–4 pm,9 am–4 pm,9 am–4 pm,9 am–4 pm,Closed,Closed,
https://www.google.com/maps/place/Sam%27s+Club+Tire+%26+Battery/data=!4m7!3m6!1s0x883127c555555555:0x70665cef446ebc8d!8m2!3d41.1185939!4d-81.4690904!16s%2Fg%2F12xpl_2kp!19sChIJVVVVVcUnMYgRjbxuRO9cZnA,Sam's Club Tire & Battery,4.2,17,Tire shop,"1189 Buchholzer Blvd, Cuyahoga Falls, OH 44221, United States","4G9J+C9 Cuyahoga Falls, Ohio, USA",https://www.samsclub.com/club/4750-cuyahoga-falls-oh/tires,+1 330-929-3789,Open · Closes 7 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqIuULWTEtCUC-RL2bNXKsENHs3VwEM2dD2wx3xjBGVE6f8NhYuEJNaLbY7Rhrzol2AC62oEH2dZ8BXzDYc98PbrSdDZb9YHVeeeP6NID_4D3jMxUnEgNI8N2LHsw8c7zOc4ZJO=w408-h306-k-no,true,8 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:55:56.642Z,· In-store shopping · Kerbside pickup,,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–6 pm,
https://www.google.com/maps/place/Quick+N+Clean+Express+Wash/data=!4m7!3m6!1s0x88312971e255ea2d:0x6c50a2a0ac196403!8m2!3d41.1160959!4d-81.4849459!16s%2Fg%2F11nnlxhp0t!19sChIJLepV4nEpMYgRA2QZrKCiUGw,Quick N Clean Express Wash,4.4,251,Car wash,"1645 Home Ave, Akron, OH 44310, United States","4G88+C2 Akron, Ohio, USA",https://quicknclean.express/,+1 330-923-5059,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqeaSqCqlZ5uyV0Ed5Ebl6IZzOEIlOk80JlIow1WAdDUzM87IW5oNqIHUJZHkgmt8kzYF0oq4PX_mOyo07nCPkRHXfyYBIf_SPyq0UujH3BEUs0FcQV5RD6cKe9an7CXOrncxTl=w408-h306-k-no,true,8 am–8 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:01.470Z,,,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–5 pm,
https://www.google.com/maps/place/Kelly+Tire+%26+Truck+Repair+%28Commercial+Tires+only%29/data=!4m7!3m6!1s0x88312be45677f1a7:0x2d4030554407b6ed!8m2!3d41.040113!4d-81.4813992!16s%2Fg%2F11tk925t05!19sChIJp_F3VuQrMYgR7bYHRFUwQC0,Kelly Tire & Truck Repair (Commercial Tires only),4.6,18,Truck repair shop,"1183 Kelly Ave, Akron, OH 44306, United States","2GR9+2C Akron, Ohio, USA",,+1 330-604-3754,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqOEf0wwC0GubZFRLPSqMFMocV7ZlivEhgKvNaxGToU8ECbqmmje3W-UDuxcrk1e2dJX9qqqVkyzT6YbuPu35hcMxEtCRC-1uVsJ7wxYAQgzE4LLjFLtj_MyAPUjimHaQiHavva=w408-h306-k-no,true,8:30 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:06.962Z,,,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,9 am–5 pm,Closed,
https://www.google.com/maps/place/North+Coast+Mitsubishi+Akron/data=!4m7!3m6!1s0x8831288f38312dfb:0xb373f862029339b3!8m2!3d41.1138661!4d-81.4654812!16s%2Fg%2F1tscpnpj!19sChIJ-y0xOI8oMYgRszmTAmL4c7M,North Coast Mitsubishi Akron,4.7,9998,Mitsubishi dealer,"1875 Brittain Rd, Akron, OH 44310, United States","4G7M+GR Akron, Ohio, USA",https://www.northcoastmitsubishiakron.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb_site,+1 330-752-8884,Open · Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq7cM5yUx2vL_pl0ierMTqdxK1_icTOSQhWAuA9uozIOJkTPU26gwHFcfIRbh4bfhmJHBs7eVIz3fLRAOETpt8UQr_dhEwTIq4ldiZiwSXllconG3UllukbImM4RriIiHVNCCwQNw=w408-h306-k-no,true,9 am–8 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:12.232Z,· In-store shopping · In-store pick-up,,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,9 am–8 pm,11 am–5 pm,
https://www.google.com/maps/place/231+DO+IT+ALL+TIRES+AND+AUTO+REPAIRS/data=!4m7!3m6!1s0x8831295b0f7fc5e7:0x9fb035e04ae08b3d!8m2!3d41.0685875!4d-81.4911742!16s%2Fg%2F11w7krmdjr!19sChIJ58V_D1spMYgRPYvgSuA1sJ8,231 DO IT ALL TIRES AND AUTO REPAIRS,3.8,10,Tire shop,"138 S Arlington St, Akron, OH 44306, United States","3G95+CG Akron, Ohio, USA",,+1 234-417-8864,Open · Closes 10 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAtIUBAb-rzbDUYVdlNySmUMShpFeITpgJK7aoM3ztSELMYhQ35AlR4iTW28LCfITUIlAiZx2G3CaVyTvDPl01ZDt3lsaYA-Ouhhq99K3hpDYhhr2DAx20oQ9chqfeKzrXoeATx-juYCE0=w408-h725-k-no,true,9 am–10 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:17.370Z,,,9 am–10 pm,9 am–10:30 pm,9 am–10 pm,9 am–10 pm,9 am–10 pm,12–5 pm,
https://www.google.com/maps/place/AUTOSALES+INC.+-+SUMMIT+RACING/data=!4m7!3m6!1s0x88312facf0900abf:0x60052d821d637023!8m2!3d41.0767247!4d-81.409651!16s%2Fg%2F11svpbs0_2!19sChIJvwqQ8KwvMYgRI3BjHYItBWA,AUTOSALES INC. - SUMMIT RACING,1.0,2,Auto parts store,"1200 Southeast Ave, Tallmadge, OH 44278, United States","3HGR+M4 Tallmadge, Ohio, USA",http://summitracing.com/,+1 330-630-0250,Open · Closes 7 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g70FemOWhh28j0UjnTWCBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=264.86575&pitch=0&thumbfov=100,true,9 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:22.446Z,,,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,
https://www.google.com/maps/place/Sams+Used+Tires/data=!4m7!3m6!1s0x88312a2228cd9643:0xbda70e9afba3202e!8m2!3d41.0415118!4d-81.4916517!16s%2Fg%2F1vnnk0_q!19sChIJQ5bNKCIqMYgRLiCj-5oOp70,Sams Used Tires,3.8,318,Used tire shop,"1118 S Arlington St, Akron, OH 44306, United States","2GR5+J8 Akron, Ohio, USA",,+1 330-786-4000,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZ_H4VRGRRUXX2YCna159NeD32N-JhxgqLlgMXVE1itma9hPoxSdQxFvyqnh1u0eeQ32K4s-NEptOK96JEuN5vgp03zXnBN6dNJNUKgoYAXFK0oh--FAm1SYVPIb9plZCkMIBu-Q=w408-h306-k-no,false,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:27.250Z,,,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,10 am–5 pm,
https://www.google.com/maps/place/Six+Corners+New+and+Used+Tires%28Akron%29/data=!4m7!3m6!1s0x88312932abaa0861:0xe3e6ee2f86548a9c!8m2!3d41.0859806!4d-81.5374421!16s%2Fg%2F11jn280qnr!19sChIJYQiqqzIpMYgRnIpUhi_u5uM,Six Corners New and Used Tires(Akron),4.6,63,Tire shop,"548 W Exchange St, Akron, OH 44302, United States","3FP7+92 Akron, Ohio, USA",,+1 484-631-3563,Open · Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqzfspghPZMCQQ3Uel3vEJNx62srVfEDe61h_6diomzWxzMp01oRcpG2kV5eeY7lbexHORcKTG5jMV001wSpFqk8qUhPFXIc9WxJoheF1Tkx-A-IQ4HQAZ0iXFYfv2g-wbMRJ-KEg=w408-h544-k-no,true,9 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:32.455Z,· In-store shopping · Kerbside pickup · Delivery,LGBTQ+ friendly,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–5 pm,true
https://www.google.com/maps/place/Harry%27s+Metals/data=!4m7!3m6!1s0x883129b094060f21:0xabd89aa1116428a2!8m2!3d41.0781116!4d-81.4878444!16s%2Fg%2F1tdky9zq!19sChIJIQ8GlLApMYgRoihkEaGa2Ks,Harry's Metals,4.3,86,Recycling center,"888 Hazel St, Akron, OH 44305, United States","3GH6+6V Akron, Ohio, USA",https://www.harrysmetals.com/,+1 330-762-7300,Open · Closes 4:15 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptN1WN_Wgp8ylnyjtJ-y0zzKBTrDBgHeuGp2k0S4Imm27XehZpmKoeIriocknBnakxZPWTKyrMRVyjyXdh0JiZpbY0nA5Hcde8qANJgXdD3epLbqr4xKZ-9IAlda0x1jhz5GVt=w408-h544-k-no,true,8 am–4:15 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:37.927Z,,,8 am–4:15 pm,8 am–4:15 pm,8 am–4:15 pm,8 am–4:15 pm,8–11:15 am,Closed,
https://www.google.com/maps/place/Owens+Corning+-+Warehouse/data=!4m7!3m6!1s0x883128c2d840b09f:0x84736d6ba9be9256!8m2!3d41.0949545!4d-81.4474911!16s%2Fg%2F1tf1ph1l!19sChIJn7BA2MIoMYgRVpK-qWttc4Q,Owens Corning - Warehouse,3.4,118,Warehouse,"261 Southwest Ave, Tallmadge, OH 44278, United States","3HV3+X2 Tallmadge, Ohio, USA",http://www.owenscorning.com/,+1 330-630-6909,Open · Closes 11 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqtNXjMAnTkU6hwHESOlhnKXyTmuKd75eq4U_jmx2lyohVFsEa4XSpxGK7ytr-dqPhEwsps1a9yNi4hVDTmw04pZoUp41KmOHfgi9syDObrODrEGb01pB_vdLDNUy6uUIrCwQcY=w408-h544-k-no,false,7 am–11 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:43.434Z,,,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,Closed,Closed,
https://www.google.com/maps/place/Arlington+Auto+%26+Truck+Wrckng/data=!4m7!3m6!1s0x883129b48f010885:0x799bbde76d13c2b2!8m2!3d41.0845688!4d-81.4898433!16s%2Fg%2F1tdgw0yk!19sChIJhQgBj7QpMYgRssITbee9m3k,Arlington Auto & Truck Wrckng,4.2,82,Auto parts store,"445 N Arlington St, Akron, OH 44305, United States","3GM6+R3 Akron, Ohio, USA",http://www.arlingtonautooh.com/,+1 330-434-3466,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwep1YgjpriEWQzPR0C1BCt959kVUnJZqbTJy4pfGIdpGu78g-Axgh2P0QjBQGQa7_FWKlzEg1SrzT37L-dIX87czA08JIueWMmwbErDpy4eKtCDX3oVNksV5bQ3PhAw0osFYZHMX=w408-h544-k-no,false,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:48.519Z,· In-store pick-up,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/A+%26+S+Truck+%26+Trailer+Repair/data=!4m7!3m6!1s0x88312971aaa58549:0x4ac1351f7b334762!8m2!3d41.0569273!4d-81.4631601!16s%2Fg%2F11c2nn1s3n!19sChIJSYWlqnEpMYgRYkczex81wUo,A & S Truck & Trailer Repair,4.8,159,Truck repair shop,"184 Massillon Rd, Akron, OH 44312, United States","3G4P+QP Akron, Ohio, USA",,+1 330-351-7705,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweptpooFfli2jhLeiL6N7x6uqk0ecJa0wa8i_kNUX_xkNAvH6JF4kp0kTdmxqCv6-5QEJi4THBjTf4SqBUd1Wish1ShIw30SkG1bugQqTjXWndOek5krOubdU9LYntxO_5A8fONO=w408-h544-k-no,false,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:53.331Z,,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/NAPA+Auto+Parts+-+Genuine+Parts+Co+%28GPC%29/data=!4m7!3m6!1s0x883128ec092b8787:0x62c201b2e298359b!8m2!3d41.100212!4d-81.456007!16s%2Fg%2F1tklr5_6!19sChIJh4crCewoMYgRmzWY4rIBwmI,NAPA Auto Parts - Genuine Parts Co (GPC),4.5,47,Auto parts store,"42 Osceola Ave, Tallmadge, OH 44278, United States","4G2V+3H Tallmadge, Ohio, USA",https://www.napaonline.com/en/OH/Tallmadge/store/27045?cid=pl_gpc_google_dac_27045_ao,+1 330-633-7772,Open · Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerlSAfy6wEoTKYjuSJ6Qd9ZH3u1yWzbpCBEePAQSUUtae9PwX5KCARBklfOCiRHU0Djuqs2B3d9Vm10bO-_4yCG-ZNjiy5fwwgXH3s6T1S9dF6GJ8EoeExwf5SH-5Abpy20Z_0H=w426-h240-k-no,true,8 am–5 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:56:58.532Z,· In-store shopping · Kerbside pickup · Delivery,LGBTQ+ friendly,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,
https://www.google.com/maps/place/S%26H+Auto+Repair/data=!4m7!3m6!1s0x883129e6c29df65d:0xee25f55882169c10!8m2!3d41.065113!4d-81.5087894!16s%2Fg%2F1tfc77w2!19sChIJXfadwuYpMYgREJwWglj1Je4,S&H Auto Repair,4.8,484,Auto repair shop,"608 Spicer Street, Akron, OH 44311, United States","3F8R+2F Akron, Ohio, USA",https://www.shautodoc.com/,+1 330-379-0406,Open · Closes 3:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer9-Uy2A-4I3jWIdZzQ8x9-EiJTH5BTt0vfjtg4eDEv3siHQs3F_f5nZp4WVwc1yChN8rZpsI45n6OPBMOzAl26l07o9l5ULGLTDdBvSriz2qITFB1ws6B-vH9U2eYCcu5Pz0rlrw=w408-h531-k-no,true,9 am–3:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:57:04.128Z,,LGBTQ+ friendly,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,
https://www.google.com/maps/place/AG+Collision+Center/data=!4m7!3m6!1s0x8831283f5f2d6675:0xfc90addf488df4a7!8m2!3d41.102909!4d-81.4939804!16s%2Fg%2F11g87cbjz3!19sChIJdWYtXz8oMYgRp_SNSN-tkPw,AG Collision Center,4.3,45,Auto body shop,"585 E Tallmadge Ave, Akron, OH 44310, United States","4G34+5C Akron, Ohio, USA",http://www.agcollisioncenter.com/,+1 234-334-0895,Open · Closes 4:30 pm,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq9_dVi09doONPRMSYMvVQyW2fon1vwNlKPmxdEobHaiVwLszv3wSwnSjLP-DQalV0bY19aBocjRPicgon53zu3ufMtDD0YGz-8iDy5znWIvtkzZeNP8uSfM_dEElsugtbJWrMHzg=w426-h240-k-no,true,8 am–4:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:57:09.592Z,,,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,
https://www.google.com/maps/place/Rad+Air+Complete+Car+Care+and+Tire+Center+-+Akron/data=!4m7!3m6!1s0x8830d825c234aaad:0x5a4a840f9ae2d9cb!8m2!3d41.1368506!4d-81.54683!16s%2Fg%2F1tls3gyk!19sChIJrao0wiXYMIgRy9nimg-ESlo,Rad Air Complete Car Care and Tire Center - Akron,4.8,754,Car repair and maintenance service,"1200 W Portage Trl, Akron, OH 44313, United States","4FP3+P7 Akron, Ohio, USA",https://www.radair.com/locations/akron/?utm_source=semrush&utm_medium=listing&utm_campaign=local,+1 330-615-6203,"Open · Closes 5:30 pm

Confirmed by this business 10 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AHVAwepQj_htQ4XUX1O1b0J_u_j5NrkbyX2NDX6DCjKChDQUPlATjTvyQREMTYaP9XcXkeEP4D0H0ihtlLRi-yTiKv9GEHi65U09ZP7Q-2rqDReBnK0_6hgC4bVC6JhG-JNyZo8RjbEtRIKRBUg0=w426-h240-k-no,true,8 am–5:30 pm,"https://www.google.com/maps/search/tire+service+in+Tallmadge+Akron+OH/@41.1014451,-81.441779,14z",2026-03-23T14:57:15.592Z,,LGBTQ+ friendly,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,
