placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,sunday,monday,tuesday,wednesday,thursday,friday,saturday,query,timestamp,info,attributes,error
https://www.google.com/maps/place/One+Medical+Primary+Care+Clinic+-+Pearl/data=!4m7!3m6!1s0x54950b0fb30cc345:0x803474928d91379d!8m2!3d45.5248646!4d-122.6826961!16s%2Fg%2F11hm3sp6h5!19sChIJRcMMsw8LlVQRnTeRjZJ0NIA,One Medical Primary Care Clinic - Pearl,4.5,46,Medical clinic,"1122 NW Everett St, Portland, OR 97209, United States","G8F8+WW Portland, Oregon, USA",https://onemedical.com/locations/pdx/pearl?y_source=1_MTA1Mzk0OTM2OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 888-663-6331,"Closed ⋅ Opens 8 am Mon

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrlNkDeZMDw7hgVq-HCo4wisUPQQ1iVBfn-77VxODd4QP_cStAZ8IJk-TWHop2k2ZRVGYJoJKjHC8HSB2H5hG4B4m3elHKIIB33UzZqyMpAuxgVC9lLB1wfuBw1PFb180WjtEu2qA=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–4 pm,8 am–5 pm,8 am–4 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:32:56.148Z,,,
https://www.google.com/maps/place/Luxe+Laser/data=!4m7!3m6!1s0x5495a0b548074edd:0x36d509bb982a11ce!8m2!3d45.5352107!4d-122.6512729!16s%2Fg%2F11fzf8l5_z!19sChIJ3U4HSLWglVQRzhEqmLsJ1TY,Luxe Laser,5.0,311,Laser hair removal service,"1405 NE Broadway Suite 2, Portland, OR 97232, United States","G8PX+3F Portland, Oregon, USA",https://www.luxelaserpdx.com/,+1 503-303-3456,Closes soon ⋅ 6 pm ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMuU0VidBWB4q6XkCCGwOyaKwKKVrsNrJ2FmOKo=w408-h544-k-no,true,9 am–6 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–9 pm,9 am–6 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:01.104Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Forest+Park+Wellness/data=!4m7!3m6!1s0x5495093eccfadd65:0x4b56c7ee4637572c!8m2!3d45.5378219!4d-122.7083112!16s%2Fg%2F1jkwfy4nh!19sChIJZd36zD4JlVQRLFc3Ru7HVks,Forest Park Wellness,4.9,27,Acupuncture clinic,"2701 NW Vaughn St #162, Portland, OR 97210, United States","G7QR+4M Portland, Oregon, USA",http://forestparkwellness.com/,+1 503-272-6646,Closed ⋅ Opens 11 am Tue,,https://lh3.googleusercontent.com/p/AF1QipNHhSvfPuGtMN3kLgbnF1h3t7TkUSWUYgLO1Pa7=w408-h278-k-no,true,Closed,Closed,11 am–7 pm,11 am–7 pm,11 am–7 pm,11 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:06.122Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/MindRx+Group/data=!4m7!3m6!1s0x6ac52bc2e361d2a7:0x3cd9e705bd48980d!8m2!3d45.5189388!4d-122.6620552!16s%2Fg%2F11pckccf0r!19sChIJp9Jh48IrxWoRDZhIvQXn2Tw,MindRx Group,4.5,224,Mental health clinic,"555 SE Martin Luther King Jr Blvd Suite 105, Portland, OR 97214, United States","G89Q+H5 Portland, Oregon, USA",https://mindrxgroup.com/,+1 503-664-9451,Closed ⋅ Opens 9 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XMgvJuA_1Ntp9p6Q8N1CTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=283.59402&pitch=0&thumbfov=100,true,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:11.189Z,,,
"https://www.google.com/maps/place/Portland+Anxiety+Clinic,+LLC/data=!4m7!3m6!1s0x54950a0356a18863:0xd3663c88cd7e897!8m2!3d45.5201852!4d-122.6838779!16s%2Fg%2F12mkw85x4!19sChIJY4ihVgMKlVQRl-jXjMhjNg0","Portland Anxiety Clinic, LLC",3.8,26,Mental health clinic,"1130 SW Morrison St #619, Portland, OR 97205, United States","G8C8+3C Portland, Oregon, USA",https://portlandanxietyclinic.com/,+1 503-894-9630,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KhPNa_XICIapEGcvoZ-TCg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.80826&pitch=0&thumbfov=100,true,Closed,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:16.088Z,,,
https://www.google.com/maps/place/PeaceHealth+Infusion+Center+at+Medical+Center+Physicians+Building/data=!4m7!3m6!1s0x5495a59e1c409f15:0x5d7787abfe29bbc4!8m2!3d45.6253735!4d-122.5828269!16s%2Fg%2F11bbrpr7c6!19sChIJFZ9AHJ6llVQRxLsp_quHd10,PeaceHealth Infusion Center at Medical Center Physicians Building,4.6,11,Cancer treatment center,"505 NE 87th Ave #350, Vancouver, WA 98664, United States","JCG8+4V Vancouver, Washington, USA",https://www.peacehealth.org/locations/vancouver/peacehealth-infusion-center-medical-center-physicians-building?utm_source=gbp&utm_medium=organic&utm_content=VANC-072&utm_campaign=gmb,+1 360-514-2565,Closed ⋅ Opens 8 am Mon,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kU60NsHWhoBrpLMu-syH_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.45337&pitch=0&thumbfov=100,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:21.062Z,,,
https://www.google.com/maps/place/wevolve/data=!4m7!3m6!1s0x5495a1002bfa36ff:0x3384b99b6ce95245!8m2!3d45.528996!4d-122.6456939!16s%2Fg%2F11wg7s80vm!19sChIJ_zb6KwChlVQRRVLpbJu5hDM,wevolve,5.0,2,Mental health service,"825 NE 20th Ave, Portland, OR 97232, United States","G9H3+HP Portland, Oregon, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GspIDQv1GgVcQqMbI5ZUUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.5254&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:23.859Z,,,
"https://www.google.com/maps/place/OHSU+Center+for+Women%27s+Health,+Marquam+Hill/data=!4m7!3m6!1s0x54950a443abfaeef:0x2f6d5f8038213369!8m2!3d45.4997406!4d-122.6845779!16s%2Fg%2F11xbwj1mr!19sChIJ766_OkQKlVQRaTMhOIBfbS8","OHSU Center for Women's Health, Marquam Hill",3.3,110,Medical clinic,"Kohler Pavilion, 808 SW Campus Dr, Portland, OR 97239, United States","F8X8+V5 Portland, Oregon, USA",https://www.ohsu.edu/womens-health/ohsu-center-womens-health-marquam-hill?utm_source=gmb&utm_medium=organic&utm_content=dcd7f189-058d-5ee2-a5d6-4bb2e5cdef32,+1 503-418-4500,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOhO2eSNYoF72zDkI9v1L2o38gYlznQ5b52mdhZ=w408-h272-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:28.859Z,,,
https://www.google.com/maps/place/Multnomah+County+Mental+Health/data=!4m7!3m6!1s0x54950a06be9534f1:0xe9e031c4cf25d0b5!8m2!3d45.5217299!4d-122.6750133!16s%2Fg%2F1tdc9j2d!19sChIJ8TSVvgYKlVQRtdAlz8Qx4Ok,Multnomah County Mental Health,2.7,11,Mental health service,"421 SW Oak St # 520, Portland, OR 97204, United States","G8CF+MX Portland, Oregon, USA",http://www.multco.us/,+1 503-988-5887,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrxwEPz4PXvx0SfDnXJtQiITl4FV7h-MLYZ0loYXFSw-3tutjHhisVvFAO1KLBLiebardAq8Qak4gcClUD2rRV4leZXqcOnrJJR16fdNDWhy7yoX4GhmH3v2_NiJiQ2CHlw8TFj=w408-h306-k-no,false,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:34.150Z,,,
https://www.google.com/maps/place/A+Better+Way+Counseling+Center/data=!4m7!3m6!1s0x549509f95c105c1f:0x5f3ed42fe1399203!8m2!3d45.5288761!4d-122.6881148!16s%2Fg%2F1td5341_!19sChIJH1wQXPkJlVQRA5I54S_UPl8,A Better Way Counseling Center,,,Mental health service,"818 NW 17th Ave #3, Portland, OR 97209, United States","G8H6+HQ Portland, Oregon, USA",http://www.abwcounseling.com/,+1 503-226-9061,Open 24 hours,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AZiY-6_4YrzyJI0NuPhxHQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.44803&pitch=0&thumbfov=100,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:38.850Z,,,
https://www.google.com/maps/place/Providence+Infusion+-+West+Portland/data=!4m7!3m6!1s0x5495094e55f06481:0x474c28d00acdad7d!8m2!3d45.5262351!4d-122.8365437!16s%2Fg%2F11cn8v5plb!19sChIJgWTwVU4JlVQRfa3NCtAoTEc,Providence Infusion - West Portland,4.0,5,Medical Center,"15455 NW Greenbrier Pkwy # 110, Beaverton, OR 97006, United States","G5G7+F9 Beaverton, Oregon, USA",https://www.providence.org/locations/or/infusion-west-portland?Is=location&y_source=1_OTU3NjI2NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,+1 503-215-4633,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrvLs5y16Lfbl6p6FJjFSL_kO2Lyd4fhS6xi6RgQ3Am6s_U6I3kqPHO7H0EflZmOLs2NRyqezCyLH0U7m9CuTFuiIDU767lG9cH72y04icSH4K-ODEEepODcnwpOzwzj1-wE4_G=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:43.775Z,,,
"https://www.google.com/maps/place/OHSU+Primary+Care+Clinic,+Marquam+Hill/data=!4m7!3m6!1s0x54950a40e0fc6f4b:0x256f6f3da9c00923!8m2!3d45.4998665!4d-122.6854359!16s%2Fg%2F11jvqtgph8!19sChIJS2_84EAKlVQRIwnAqT1vbyU","OHSU Primary Care Clinic, Marquam Hill",3.2,5,Medical clinic,"OHSU Physicians Pavilion, 3270 SW Pavilion Loop Suite 350, Portland, OR 97239, United States","F8X7+WR Portland, Oregon, USA",https://www.ohsu.edu/primary-care/ohsu-primary-care-clinic-marquam-hill?utm_source=gmb&utm_medium=organic&utm_content=clinic-primarycare-marquamhill,+1 503-494-8562,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMIyATIenp4GgFpA63kN5-3z59cXe0YEOdAwB_X=w408-h272-k-no,true,Closed,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:48.776Z,,,
https://www.google.com/maps/place/Wise+Mama+Collective/data=!4m7!3m6!1s0x5495a1bb76ebdf6d:0x73da34e260dd99ab!8m2!3d45.5219979!4d-122.6491724!16s%2Fg%2F11j3smmk96!19sChIJbd_rdruhlVQRq5ndYOI02nM,Wise Mama Collective,5.0,11,Wellness center,"1616 SE Ankeny St, Portland, OR 97214, United States","G9C2+Q8 Portland, Oregon, USA",http://www.wisemamacollective.com/,+1 503-961-9711,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrT2ammaQPIyb6t2Vlc7pCSTCWt-DSzp9kWi1iRxsDQ0riUA1tpmGRRgshGT7VO-DcFtonkHcMuMYmsMRPcuFp7W7QmOpIrok0FFL6bQPp5eP32mRHdAR14oGTJjhWEjVhAW54V=w408-h509-k-no,true,10 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,10 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:53.714Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Asula+Wellness+Center/data=!4m7!3m6!1s0x5495a7558aa51b95:0x69ad822b07fd0f3f!8m2!3d45.5306541!4d-122.6796172!16s%2Fg%2F1tjrpps1!19sChIJlRulilWnlVQRPw_9ByuCrWk,Asula Wellness Center,4.9,226,Chiropractor,"818 NW Marshall St, Portland, OR 97209, United States","G8JC+75 Portland, Oregon, USA",https://www.asula.com/,+1 503-719-5335,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOD0pBkTSDQtKr9VDpxS44gqqU4nxHOsao5WYte=w408-h612-k-no,true,Closed,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,8 am–6:30 pm,9 am–3 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:33:59.073Z,,,
"https://www.google.com/maps/place/OHSU+Oregon+Sinus+Center,+South+Waterfront/data=!4m7!3m6!1s0x54950a686450eec3:0x83c7c76f3708dafb!8m2!3d45.4988667!4d-122.6712197!16s%2Fg%2F11btwk8dn6!19sChIJw-5QZGgKlVQR-9oIN2_Hx4M","OHSU Oregon Sinus Center, South Waterfront",3.0,4,Medical clinic,"3303 S Bond Ave Building 1, 5th Flr, Portland, OR 97239, United States","F8XH+GG Portland, Oregon, USA",https://www.ohsu.edu/ent/ohsu-oregon-sinus-center-south-waterfront?utm_source=gmb&utm_medium=organic&utm_content=303ae511-68cc-5e64-ae37-7f7d73afff78,+1 503-494-7413,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nobg8ucPpjVs4_b3SlyHtyWAn-DbnL8zRoGueSD3ENMZGr1ULAXBb9of6i3IokFPzs1gspa3uKJpibG-8ScAXdvYdRmd9vnF1oci3xqSDsEtMKiA-McICiz21criQV4ZxRo_EIV=w408-h307-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:03.989Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/The+Path+Center/data=!4m7!3m6!1s0x5495a19b669485cd:0xfe91ecbf93558b92!8m2!3d45.5253395!4d-122.6478209!16s%2Fg%2F11nh9ccd5l!19sChIJzYWUZpuhlVQRkotVk7_skf4,The Path Center,4.2,14,Mental health clinic,"1785 NE Sandy Blvd Ste 270, Portland, OR 97232, United States","G9G2+4V Portland, Oregon, USA",http://www.thepathcenter.org/,+1 971-940-2601,Closed ⋅ Opens 9 am Mon,,https://lh3.googleusercontent.com/p/AF1QipOMMv2AI0W3jj2s3KzagnVvQU_r3hDRA-_7PSkQ=w408-h408-k-no,true,Closed,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:08.962Z,,,
https://www.google.com/maps/place/Portland+Psychiatric+Services/data=!4m7!3m6!1s0x5495a1000610461b:0xdd69f0aa19f7206b!8m2!3d45.5247728!4d-122.6450933!16s%2Fg%2F11l_89htcb!19sChIJG0YQBgChlVQRayD3Garwad0,Portland Psychiatric Services,5.0,13,Mental health clinic,"200 NE 20th Ave #20, Portland, OR 97232, United States","G9F3+WX Portland, Oregon, USA",https://portlandpsychiatricservices.com/,+1 503-568-1868,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/p/AF1QipNuK6CqCzLlkqKs7qyhKkbZJahdA6EbraNi04wl=w408-h544-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:14.055Z,,,
https://www.google.com/maps/place/Kaiser+Permanente+Oncology+Clinic/data=!4m7!3m6!1s0x5495a769a565150d:0xb8667445ad7f263c!8m2!3d45.5482555!4d-122.6804453!16s%2Fg%2F1wnbxq_k!19sChIJDRVlpWmnlVQRPCZ_rUV0Zrg,Kaiser Permanente Oncology Clinic,4.0,5,Cancer treatment center,"3600 N Interstate Ave, Portland, OR 97227, United States","G8X9+8R Portland, Oregon, USA",https://healthy.kaiserpermanente.org/oregon-washington/facilities/Interstate-Medical-Office-Central-100269,+1 800-813-2000,Closed ⋅ Opens 8 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr3cqJiYujCsjeTnpgt4NUq9W9BrCylzpOCKpGbBWQkEgueP8p2rQC3mVXTUVrG4rNekn-SNa-WbN5KbZAExlTDuVYzCoFz34CScdsV9LIaO5lMT9oz1Q7pwG7vVimUvtAQGohU=w408-h306-k-no,true,Closed,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:19.154Z,,,
https://www.google.com/maps/place/MLK+Blvd+Urgent+Care+and+Primary+Care+Portland+%7C+ZoomCare/data=!4m7!3m6!1s0x5495a0af2ea24023:0x4667160038884281!8m2!3d45.5241198!4d-122.6613354!16s%2Fg%2F11f31ngbhm!19sChIJI0CiLq-glVQRgUKIOAAWZ0Y,MLK Blvd Urgent Care and Primary Care Portland | ZoomCare,4.7,978,Urgent care center,"172 NE Martin Luther King Jr Blvd, Portland, OR 97232, United States","G8FQ+JF Portland, Oregon, USA",https://www.zoomcare.com/clinic/zoomcare-mlk-davis?utm_campaign=gmb-site&utm_source=google&utm_medium=maps&utm_content=mlk,+1 844-966-6777,Closed ⋅ Opens 7 am Mon,,https://lh3.googleusercontent.com/p/AF1QipMqvU6mIxDb3VxHaTCA72yBA8ZB3vkTdUrb_Uxb=w426-h240-k-no,true,8 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:24.310Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Travel+%26+Immunization+Clinic+of+Portland/data=!4m7!3m6!1s0x549509f6a9332d3f:0xdd94f3b561bec7c3!8m2!3d45.5252215!4d-122.6992484!16s%2Fg%2F1tdz4jyn!19sChIJPy0zqfYJlVQRw8e-YbXzlN0,Travel & Immunization Clinic of Portland,4.5,104,Travel clinic,"2330 NW Flanders St Suite 201, Portland, OR 97210, United States","G8G2+38 Portland, Oregon, USA",http://www.travelhealthnw.com/,+1 503-227-7771,Closed ⋅ Opens 8:30 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Hzl9azZ4CFnnnsiQx64k2A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=143.80621&pitch=0&thumbfov=100,true,Closed,Closed,8:30 am–5:30 pm,8:30 am–7:30 pm,8:30 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:29.286Z,,,
"https://www.google.com/maps/place/Astrue+and+Associates,+LLC/data=!4m7!3m6!1s0x54950a037ba2560d:0x76f34b5a78201306!8m2!3d45.5212231!4d-122.6818228!16s%2Fg%2F11f1lqw0n4!19sChIJDVaiewMKlVQRBhMgeFpL83Y","Astrue and Associates, LLC",5.0,1,Counselor,"511 SW 10th Ave #904, Portland, OR 97205, United States","G8C9+F7 Portland, Oregon, USA",http://www.astrue.com/,+1 503-220-0520,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UNl7FraN_bHnTkAkUdJqog&cb_client=search.gws-prod.gps&w=408&h=240&yaw=288.6754&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:32.128Z,,,
https://www.google.com/maps/place/Bridgetown+Physical+Therapy+%26+Training+Studio/data=!4m7!3m6!1s0x54950a108dd98f79:0x1ca6dc8da6ba05a4!8m2!3d45.5122532!4d-122.6764663!16s%2Fg%2F1tgn9b2s!19sChIJeY_ZjRAKlVQRpAW6po3cphw,Bridgetown Physical Therapy & Training Studio,4.9,64,Physical therapy clinic,"1500 SW 1st Ave #150, Portland, OR 97201, United States","G86F+WC Portland, Oregon, USA",https://www.bridgetownpt.com/locations/downtown-portland,+1 503-222-1955,Closed ⋅ Opens 7:30 am Mon,,https://lh3.googleusercontent.com/p/AF1QipPYstOSS4aafIi3b7VnQxqdEaoMufPI0c225yS3=w408-h270-k-no,true,Closed,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,7:30 am–6:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:37.009Z,,,
"https://www.google.com/maps/place/Wild+Earth+Acupuncture+-+Portland,+Oregon/data=!4m7!3m6!1s0x54950b79b4ebbb09:0x766f0539eda0206b!8m2!3d45.5052345!4d-122.6527985!16s%2Fg%2F11g1lnnrx0!19sChIJCbvrtHkLlVQRayCg7TkFb3Y","Wild Earth Acupuncture - Portland, Oregon",5.0,49,Acupuncturist,"1235 SE Division St #117, Portland, OR 97202, United States","G84W+3V Portland, Oregon, USA",http://www.wildearthacupuncture.com/,+1 732-995-4751,"Closed ⋅ Opens 9 am Mon

Updated by this business 10 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipNBp_45XL3g4AxpbrwLlD6bRbRzdrlBmBkRRewV=w408-h505-k-no,true,Closed,9 am–2:30 pm,9 am–9 pm,Closed,Closed,9 am–2:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:42.161Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Bellini%27s+Skin+%26+Parfumerie/data=!4m7!3m6!1s0x549509f11ae71bcf:0x33c76124c215da7a!8m2!3d45.5274517!4d-122.6986674!16s%2Fg%2F1tjs4n8y!19sChIJzxvnGvEJlVQRetoVwiRhxzM,Bellini's Skin & Parfumerie,4.8,143,Skin care clinic,"633 NW 23rd Ave, Portland, OR 97210, United States","G8G2+XG Portland, Oregon, USA",http://www.bellinispdx.com/,+1 503-226-1526,,,https://lh3.googleusercontent.com/p/AF1QipP_gLbNjJrvDCQtQcoWmuSt3acr1mDZmnLC0L0q=w408-h291-k-no,true,,,,,,,,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:47.170Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/Kaiser+Permanente+Interstate+Medical+Office+Central/data=!4m7!3m6!1s0x5495a768245dc941:0xbe2fd22ce1050c22!8m2!3d45.5482555!4d-122.6804453!16s%2Fg%2F1tfcbwwb!19sChIJQcldJGinlVQRIgwF4SzSL74,Kaiser Permanente Interstate Medical Office Central,4.6,299,Medical clinic,"3600 N Interstate Ave, Portland, OR 97227, United States","G8X9+8R Portland, Oregon, USA",https://healthy.kaiserpermanente.org/oregon-washington/facilities/Interstate-Medical-Office-Central-100269,+1 800-813-2000,Closed ⋅ Opens 6 am Mon,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqiKcyi9q8k3qnTHe3WXMXRONC-kj0nuX1Zm5tzUlvXaoxfR7ae6j_kEiEzbJK3JEwttRjqo7tnYcb5Sff-7S143YbErqQ5Zo5K0bxTYr-1T9zT4Pa3oS_jwX8XP5ENOgUjxWbD=w408-h306-k-no,true,Closed,6 am–5:30 pm,6 am–5:30 pm,6 am–5:30 pm,6 am–5:30 pm,6 am–5:30 pm,Closed,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:52.071Z,,,
https://www.google.com/maps/place/Silver+Lining+Acupuncture/data=!4m7!3m6!1s0x89c259a17b1f4c7f:0xcda922567a00cb5c!8m2!3d45.5174298!4d-122.65739!16s%2Fg%2F11ckqrfwsd!19sChIJf0wfe6FZwokRXMsAelYiqc0,Silver Lining Acupuncture,4.9,47,Acupuncturist,"819 SE Morrison St #140, Portland, OR 97214, United States","G88V+X2 Portland, Oregon, USA",,+1 503-862-8835,"Open ⋅ Closes 8 pm

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipO8Z5pkAPWkO3Yi_NwXpIoEqQhqeP41fcVYmLBY=w408-h428-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,"https://www.google.com/maps/search/Infusion+centers+in+Downtown+Portland+Portland+OR/@45.5173454,-122.6835562,14z",2025-09-29T00:34:56.950Z,LGBTQ+ friendly,,
