placeUrl,title,rating,reviewCount,category,attributes,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp
https://www.google.com/maps/place/Sam%27s+Club+Tire+%26+Battery/data=!4m7!3m6!1s0x872d8f1a4641a7a9:0x449ba04e09166c38!8m2!3d35.1897306!4d-111.6274238!16s%2Fg%2F1pv6ytsv0!19sChIJqadBRhqPLYcROGwWCU6gm0Q,Sam's Club Tire & Battery,4.1,46,Tire shop,· In-store shopping · Kerbside pickup,"1851 E Butler Ave, Flagstaff, AZ 86001, United States","59QF+V2 Flagstaff, Arizona, USA",https://www.samsclub.com/club/6604-flagstaff-az/tires,+1 928-774-9444,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqLqo0Z9XHQpQUWt8LihUIHFQW3a5W3e819bTu9OWPBRgsYvtB-yhNDlQIQBtYldG50-fXNx6_EtLxezx-r0jbrr3SWUS5dSRz6rj3tovFoOU-iOkGwqZe04WjmwGhAtgg9AiFk=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,10 am–6 pm,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:00:46.372Z
https://www.google.com/maps/place/Milestone+Auto+Repair+LLC/data=!4m7!3m6!1s0x872d8fd69f14961d:0xb73f765303cb548e!8m2!3d35.1953457!4d-111.6411909!16s%2Fg%2F11s97bkzt8!19sChIJHZYUn9aPLYcRjlTLA1N2P7c,Milestone Auto Repair LLC,5.0,163,Auto repair shop,,"622 E Rte 66, Flagstaff, AZ 86001, United States","59W5+4G Flagstaff, Arizona, USA",https://www.milestoneflagstaff.com/,+1 928-216-4107,Closed · Opens 9 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepItED3JXc_dL3h3yhlljHccxZnGCDH3pNyT-jEfVlAgAcOQpcCIhRQ7ovhMt8b7Ng0wzA_rh4RhH9yr7tL1TTxxTXywTaVUx5j01Q-qfKahGmhXAtA9MlKi4OrxYasGoczkEM=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:00:51.687Z
https://www.google.com/maps/place/Golightly+Tire/data=!4m7!3m6!1s0x872d8eb79e6c4c7d:0x2b6b3ccb1e0b3dd3!8m2!3d35.2152824!4d-111.5916213!16s%2Fg%2F1tfntgzn!19sChIJfUxsnreOLYcR0z0LHss8ays,Golightly Tire,4.9,84,Tire shop,· In-store pick-up,"3900 E Huntington Dr, Flagstaff, AZ 86004, United States","6C85+49 Flagstaff, Arizona, USA",https://www.golightlytire.com/,+1 800-288-8473,"Open · Closes 5 pm

Confirmed by this business 9 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoiDpvF-qQZzizTY9mAzjjnEi_cXqBdUWUJ_-KaivPs3IVsHMjNp_4KjQ-rQShjnL9Kka0uhNKNPOXp5nzbyAKX8_xSH-alQIt8RHFu9PU8o7tqLUjoL1MEf2odHaQ_xMXm2TTv-MCY798=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:00:56.878Z
https://www.google.com/maps/place/Coconino+Motors+Napa+AutoCare+Center+Auto+%26+Light+Truck+Repair/data=!4m7!3m6!1s0x872d85f533aeafe9:0xc9ff306f27cc3873!8m2!3d35.1898204!4d-111.6678615!16s%2Fg%2F1tcyfyj6!19sChIJ6a-uM_WFLYcRczjMJ28w_8k,Coconino Motors Napa AutoCare Center Auto & Light Truck Repair,4.4,101,Auto repair shop,,"1141 W Kaibab Ln, Flagstaff, AZ 86001, United States","58QJ+WV Flagstaff, Arizona, USA",http://coconinomotors.com/,+1 928-774-4408,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqNLv3uNHKy29oAZOAoQi_gOxG4ZLVKhHTq0QxkdExyObaG3X25e_PX0Iv08Q0gUUvhQLw5XUSKH9oHQMp_-wSvSo9zZgu1GdAcQYtYU7y4VNkcVa0wfkenqfdHknOSrBHmASsvsQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:01.964Z
"https://www.google.com/maps/place/Northern+Arizona+Towing+%26+Off+Road+Recovery,+LLC/data=!4m7!3m6!1s0x872d8fc426aed849:0x673905ae538c60a4!8m2!3d35.2103524!4d-111.6173063!16s%2Fg%2F11r70kjrnc!19sChIJSdiuJsSPLYcRpGCMU64FOWc","Northern Arizona Towing & Off Road Recovery, LLC",4.9,58,Towing service,,"2109 E 6th Ave, Flagstaff, AZ 86004, United States","696M+43 Flagstaff, Arizona, USA",https://flagstafftransmission.com/services/towing,+1 928-266-5420,Open 24 hours,Identifies as women-owned,https://lh3.googleusercontent.com/gps-cs-s/AHVAweov1bd2s8FngIAeoQXU1OHMweHkNmatD8fcF3uYZTmepHlsIViZht4fUGfkMZrSp-FmPuyJCnUAb_ldw59pC5-Wx1BWYu7Rda6WfzuNFcAHhKalDvbhRmF9Ax6M_axxF4Gs-8yK=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:06.965Z
https://www.google.com/maps/place/Pep+Boys+Auto+Service+%26+Tires/data=!4m7!3m6!1s0x872d8eb63e1bffff:0x9e4cfac1be8ade8c!8m2!3d35.2181059!4d-111.5933463!16s%2Fg%2F11gccg02n7!19sChIJ__8bPraOLYcRjN6KvsH6TJ4,Pep Boys Auto Service & Tires,4.3,369,Tire shop,· In-store shopping · In-store pick-up,"3735 N Kaspar Dr, Flagstaff, AZ 86004, United States","6C94+6M Flagstaff, Arizona, USA",https://www.pepboys.com/stores/az/flagstaff/3735-n-kasper-drive?Cid=gbp_appt_AN:PB%7CPB:G%7CTT:GBP%7CCG:CONVERSION%7CCD:SERVICE,+1 928-440-1760,"Open · Closes 6 pm

Confirmed by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoKTS1WTPVJypUvj91vmAaFk03sm3wV_oAyjI4JNl_ATra5wevpxftHy3zHGOqLKOAx68XlrjlpQrwj9y7ahDvmcUCpE_fxZItErzNQMLu1iNtuUhzkTIiTGfgIh1KCyPAI_ia-FRyuodhQ=w531-h240-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:12.252Z
https://www.google.com/maps/place/Auto+Rehab+2/data=!4m7!3m6!1s0x872d8f432d52eac1:0xc1aa1e373ec9b86f!8m2!3d35.1956075!4d-111.6541017!16s%2Fg%2F1tf02yzn!19sChIJwepSLUOPLYcRb7jJPjceqsE,Auto Rehab 2,4.8,165,Auto repair shop,,"204 S Mikes Pike, Flagstaff, AZ 86001, United States","58WW+69 Flagstaff, Arizona, USA",http://www.autorehab.org/,+1 928-774-1931,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRoaV0QKNziVJCfhUFcBL2oBeDnOO3ysX8NlfrvriaLIY53M7_N0dsnlLTz-KbrROAIBDU5ED3plQ393fRSOvluyTJfOnUQ-CbF_iiieizQP4eFjoRkbuqHos3Lu0-GKtjoxSz=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:17.174Z
https://www.google.com/maps/place/Southern+Tire+Mart/data=!4m7!3m6!1s0x872d8f0044c882d3:0x9c4560c3493fa469!8m2!3d35.1983051!4d-111.6512338!16s%2Fg%2F11vx726_8h!19sChIJ04LIRACPLYcRaaQ_ScNgRZw,Southern Tire Mart,,,Tire repair shop,,"Flagstaff, AZ 86001, United States","58XX+8G Flagstaff, Arizona, USA",,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NogU94mAWLtMEeEFPeP2eQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=359.44788&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:20.000Z
https://www.google.com/maps/place/American+Spring+%26+Alignment/data=!4m7!3m6!1s0x872d8eb73c9d7101:0x515b2d075f99484e!8m2!3d35.2163112!4d-111.5897696!16s%2Fg%2F1tcty0c0!19sChIJAXGdPLeOLYcRTkiZXwctW1E,American Spring & Alignment,4.8,254,Wheel alignment service,,"3683 N Eagle Mountain Dr, Flagstaff, AZ 86004, United States","6C86+G3 Flagstaff, Arizona, USA",https://www.americanspringinc.net/alignmentinflagstaffaz86004.htm,+1 928-527-3354,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepRrS_8e09TdIy9epdaJ5sT4SIxlLSBX_4KgpyCYdHAIPq6boaA3rUCQpftU9a616-S_RjcgrS523n_CPGI3VPEaeNaRL-5jYyhHk--WnSxaUXGE5Aik4XMkuNNngfX15Zz4d1bog=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:25.141Z
https://www.google.com/maps/place/Tsb+Undercar+Specialists/data=!4m7!3m6!1s0x872d85ed2834c439:0x449915938fa3d8e!8m2!3d35.2087012!4d-111.6096421!16s%2Fg%2F11c20svq_7!19sChIJOcQ0KO2FLYcRjj36OFmRSQQ,Tsb Undercar Specialists,4.8,45,Car repair and maintenance service,,"2710 E Rte 66 B, Flagstaff, AZ 86004, United States","695R+F4 Flagstaff, Arizona, USA",http://autorepairflagstaff.com/,+1 928-522-0730,"Open · Closes 5 pm

Confirmed by this business 6 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqDDgUlM-9iFgUorfKk4ANv6awHCj7zyUXwHpFUtTZSLDj8OvTRZlM5ZUMA0o5_WFtht5NiFfiOWi-XRh6s_G925kkhZldAsMwwSqTY7cgPlRz2MBdgIU5inuWOwMBa9Ww54JFQ=w426-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–2 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:29.992Z
https://www.google.com/maps/place/Elevated+Euros+%26+Off-Road/data=!4m7!3m6!1s0x872d8f5cdb4a4ac3:0xf4f2eb4f9a30bf65!8m2!3d35.2080901!4d-111.6046856!16s%2Fg%2F11ywjvppv0!19sChIJw0pK21yPLYcRZb8wmk_r8vQ,Elevated Euros & Off-Road,5.0,25,Auto repair shop,,"2355 N Steves Blvd, Flagstaff, AZ 86004, United States","695W+64 Flagstaff, Arizona, USA",https://www.elevatedeurosoff-road.com/,+1 928-962-7805,"Open · Closes 5 pm

Updated by this business 8 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepF-rwG48hRJJtQ-JY_ZlTk4_q_SVoFw3Km5d4b4ygvptFxgbGZpzGE9Olt-8Y_YXGzcGQU0-hqfmVW4Rn4fh9Wk1_q-pTPzGmI_nTtlELwWO5wlnCJ1B-hHhHLk5QJQWi8XZh8yeKj4nw=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–8 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:35.150Z
https://www.google.com/maps/place/K%26A+Truck+Services/data=!4m7!3m6!1s0x29d60b783bf4f711:0x2ea92fc0f1400e24!8m2!3d35.2188156!4d-111.6177253!16s%2Fg%2F11xtxk171w!19sChIJEff0O3gL1ikRJA5A8cAvqS4,K&A Truck Services,5.0,38,Mechanic,,"3108 Monte Vista Dr B 8, Flagstaff, AZ 86004, United States","699J+GW Flagstaff, Arizona, USA",https://sites.google.com/view/ka-truck-services/home,+1 928-600-1085,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerTS4JqlV5YpMZ_XWhAl8PuedjBenn2sunErPN6BKFwzmBQfSXxNtEaj581iTaaXmpzT0xsWXywEIRt-mtKl8Iji_sr56ZqzkpbzRfKyM1hL3zoiIYiClx-mjZX-AnpK8LPf67P07DXzM8C=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:40.035Z
https://www.google.com/maps/place/Rush+Truck+Centers+-+Flagstaff/data=!4m7!3m6!1s0x872d8ee070766c3d:0xcd9762e2248235f5!8m2!3d35.1993243!4d-111.6162929!16s%2Fg%2F1thn5_0c!19sChIJPWx2cOCOLYcR9TWCJOJil80,Rush Truck Centers - Flagstaff,4.2,208,Truck repair shop,,"2620 E Huntington Dr, Flagstaff, AZ 86004, United States","59XM+PF Flagstaff, Arizona, USA",https://www.rushtruckcenters.com/locations/15040000-flagstaff?utm_source=google&utm_medium=organic&utm_campaign=gmb-flagstaff-main,+1 928-679-2900,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepp3JiDEZ2n9p-Z_-WGn73-2Tsq2ggPN36DoUzaEX0F5cBoPgttIcckwHlneEdr4bxt6H2jWe4rTmbgdzBNHcM_Z-gkS88e1PZZ3TO6E1ycqRJRhO8ATvgEyBj9aKSiEuTnKk2Y=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:45.031Z
https://www.google.com/maps/place/Flagstaff+Chevrolet+Service+and+Parts/data=!4m7!3m6!1s0x872d85f554cb459d:0xd7939f77a2ba6e09!8m2!3d35.1900296!4d-111.6664175!16s%2Fg%2F11bz_3d1cz!19sChIJnUXLVPWFLYcRCW66onefk9c,Flagstaff Chevrolet Service and Parts,4.1,103,Auto repair shop,,"1118 Historic Rte 66, Flagstaff, AZ 86001, United States","58RM+2C Flagstaff, Arizona, USA",https://www.flagstaffchevrolet.com//service?utm_source=google&utm_medium=organic&utm_campaign=gmb-service-website,+1 888-495-0038,Open · Closes 6 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo6PoB2fezDH4hClT9g7q6g2yIz-RsSlyiS9Sr18-nmVNAa_J4Td4krNH8ayRsbqI6MWH1flECIJTub7ETmOy-XnP29iyHQB1zu68LqN_qpGSOJmjzPeZBra8_NUxYEf33xDUXt=w408-h544-k-no,true,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,7:30 am–6 pm,8 am–1 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:50.165Z
https://www.google.com/maps/place/FLAGSTAFF+TOWING+AND+RECOVERY/data=!4m7!3m6!1s0x872d8f6aba0f4863:0xb2a7f34f3e8846c0!8m2!3d35.1934961!4d-111.642887!16s%2Fg%2F11c5_7497s!19sChIJY0gPumqPLYcRwEaIPk_zp7I,FLAGSTAFF TOWING AND RECOVERY,3.1,152,Towing service,,"524 E Brannen Ave, Flagstaff, AZ 86001, United States","59V4+9R Flagstaff, Arizona, USA",http://flagstafftowingandrecovery.com/,+1 928-226-8000,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepAmoNkIGcl0U5fQN0Uz5f-DjHN4lMwmDDnigSXxpMKef8G9Tl9MahvLwvFLZhqF62awHjsTuvxLir2fb-0j_2o15S4QxjiwlL1ZMdEf0MZlZJr0iqePwk2irUSsDYV__ss5x4=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:01:55.027Z
https://www.google.com/maps/place/Accu-Brake+Flagstaff+4X4/data=!4m7!3m6!1s0x872d8edab5562f1f:0xdb705a76381ec291!8m2!3d35.2103458!4d-111.6063747!16s%2Fg%2F1tffzzpz!19sChIJHy9WtdqOLYcRkcIeOHZacNs,Accu-Brake Flagstaff 4X4,3.7,112,Auto repair shop,,"2920 E Rte 66, Flagstaff, AZ 86004, United States","696V+4F Flagstaff, Arizona, USA",http://www.flagstaff4x4.com/,+1 928-527-0270,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerWzb7VhG41wHVr2SYx1M7YtElmQ9bZtRYnK3kJx1eoPD3QPWi2N40uEadr_NrJ5EZVIo8DkhFlnvs1Tk3tP0bncn3gLhBQpULu2MogDoAyHWBxSfvELSLhyd32OywXoelIERYFsQ=w408-h577-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:00.240Z
https://www.google.com/maps/place/Pinnacle+Automotive+Services/data=!4m7!3m6!1s0x872d8f5fe5dd2b27:0x88ae2dcc8caf4583!8m2!3d35.1907393!4d-111.6649773!16s%2Fg%2F1vfp8p62!19sChIJJyvd5V-PLYcRg0WvjMwtrog,Pinnacle Automotive Services,2.8,20,Auto repair shop,,"1080 Historic Rte 66, Flagstaff, AZ 86001, United States","58RP+72 Flagstaff, Arizona, USA",,+1 928-779-2032,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqiaV7UfjKBO6uuw0EQ-QvgYZK1L_Bo94ZzI_wCejfC_HqGZ-8tL-61XWgx-PXj261ROW-65F29hIgg13ms4c_d9iUNplOmIk-RGet4PCAGFwkUGN2rNFJUqvmIAbIxUZ7Oyc5J=w408-h306-k-no,false,,,,,,,,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:02.941Z
https://www.google.com/maps/place/Snow+Mountain+River+%28SMR%29/data=!4m7!3m6!1s0x872d8f63687c8fb1:0xfbdabff7e4587ea2!8m2!3d35.2133625!4d-111.6122891!16s%2Fg%2F11f10f9x5w!19sChIJsY98aGOPLYcRon5Y5Pe_2vs,Snow Mountain River (SMR),4.7,401,Outdoor clothing and equipment shop,· In-store shopping,"2560 N Fourth St, Flagstaff, AZ 86004, United States","697Q+83 Flagstaff, Arizona, USA",https://www.snowmountainriver.com/,+1 928-225-4013,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3UCTbV581s9PbQRppDs0lViPwp1Feo-mBnTxlibPxrFQzZo3jPu7QZh8GaKxb9Am8e700rffq61P4p3IJPXq1WCB1GGoTbff7BHRBnGgiApzD_9GXKNvEEhx8hZ_TWMxP1Ufu=w408-h306-k-no,true,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,7:30 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:07.748Z
https://www.google.com/maps/place/Single+Track+Bikes/data=!4m7!3m6!1s0x872d8f60cb77357b:0xfcd4fcf893fe292e!8m2!3d35.1896264!4d-111.660253!16s%2Fg%2F1tdnfqws!19sChIJezV3y2CPLYcRLin-k_j81Pw,Single Track Bikes,4.9,107,Bicycle store,· In-store shopping,"575 W Riordan Rd, Flagstaff, AZ 86001, United States","58QQ+VV Flagstaff, Arizona, USA",http://www.singletrackbikes.com/,+1 928-773-1862,Closed · Opens 10 am,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweowtAlPXTpz76iiPyuvcYzCa3orRwozVGfrs3QH77A6BFgxK_7-jm2RM8CJwUbSmQeHMwtDc_so9HocLuRLV5LQMtgFDLP8p4zPz5UM_TOZY-7vpm2Pi09rvBPiAiigY5KvVvCWjv5Pag7T=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:12.603Z
https://www.google.com/maps/place/Inspector%27s+Auto+Detailing+%26+Tint/data=!4m7!3m6!1s0x872d8fb55bfc94ed:0x9327cc6f715f3fd0!8m2!3d35.1932368!4d-111.6601616!16s%2Fg%2F11p5hw0s2y!19sChIJ7ZT8W7WPLYcR0D9fcW_MJ5M,Inspector's Auto Detailing & Tint,5.0,122,Car detailing service,,"800 W Rte 66 Ste 1, Flagstaff, AZ 86001, United States","58VQ+7W Flagstaff, Arizona, USA",https://inspectorsauto.com/,+1 928-767-6790,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqrAmJbbSkbkN7-srd0zkfDPEwc1s-Xob0tYxMlp6CV_8L_v4Q0geFpQM_nekkvuCezjHUDNeR7bGk8GHgyQ5p6JDPWpErgu6jGM7vMBTfsDgOnAfkjikgkNqQftm12It5zuA8Qaw=w427-h240-k-no,true,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:17.465Z
https://www.google.com/maps/place/R+%26+A+Import+Auto+Parts+and+Repair/data=!4m7!3m6!1s0x872d8ec547998799:0xdd9678da0d506397!8m2!3d35.2106426!4d-111.6055547!16s%2Fg%2F1thvt4_7!19sChIJmYeZR8WOLYcRl2NQDdp4lt0,R & A Import Auto Parts and Repair,4.8,103,Auto repair shop,,"2932 E Rte 66, Flagstaff, AZ 86004, United States","696V+7Q Flagstaff, Arizona, USA",,+1 928-526-2851,Open · Closes 12 pm · Reopens 1 pm,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq_MsT8m1aF9JC3adOAvuuSzmdNQGO3d0ruRm95sjwJlLb-JHyDLCrWlvI7l8u58BqoFI_5ptPcnOhdS6XC1Db9Oa9ufBsiYchxjHSeF8bMggBkCHHOBXkq9BTR7QPeK_sfBkkqjw=w408-h306-k-no,true,"8 am–12 pm, 1–5:30 pm","8 am–12 pm, 1–5:30 pm","8 am–12 pm, 1–5:30 pm","8 am–12 pm, 1–5:30 pm","8 am–12 pm, 1–5:30 pm",Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:22.395Z
https://www.google.com/maps/place/SantaCruz+Motorsports/data=!4m7!3m6!1s0x872d8fe0103abaef:0x25e4410b4e9692a!8m2!3d35.2062951!4d-111.6202569!16s%2Fg%2F11gxr2z0wh!19sChIJ77o6EOCPLYcRKmnptBBEXgI,SantaCruz Motorsports,5.0,87,Motorcycle shop,· In-store shopping,"1831 N Center St, Flagstaff, AZ 86004, United States","694H+GV Flagstaff, Arizona, USA",,+1 928-255-3080,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmNlSDLiYFw0Gafq1myNgXaeoDXwxJNP5h6gw09soqR8N_bbLISwH__qDT_XlMyXAIBZixNDukxGv9cG1Dg5_VWBWdBQohxens34h8S_1_-iR1TPjoqe8qCHhcx0ecgz1agKVj=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:27.351Z
https://www.google.com/maps/place/Subie+Service/data=!4m7!3m6!1s0x872d8ed925148c15:0x49c087ddd5a114f5!8m2!3d35.1902882!4d-111.6754447!16s%2Fg%2F11btsv1lz0!19sChIJFYwUJdmOLYcR9RSh1d2HwEk,Subie Service,4.7,28,Auto repair shop,,"1802 W Kristy Ln suite 700, Flagstaff, AZ 86001, United States","58RF+4R Flagstaff, Arizona, USA",https://www.facebook.com/subieservice,+1 928-853-7693,Closed · Opens 11 am,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerbxiAhOqecpjpfBXbOevOls4IKRJoWQDZS1ltyH-cbmYv-xvB3xT4Y-u0hpreJ_-B1Yns-ICHsq0_FahymPMIqMHT7Vc1DyWTDjgo6fui6aLT8X3ULX7vONPyFak2CVFVZ8SBC=w426-h240-k-no,true,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,11 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:32.063Z
https://www.google.com/maps/place/Ocean+Blue+Car+Wash/data=!4m7!3m6!1s0x872d8ffd18f24ddd:0x808fe200ba8eb246!8m2!3d35.2044726!4d-111.614057!16s%2Fg%2F11vdvbwfv8!19sChIJ3U3yGP2PLYcRRrKOugDij4A,Ocean Blue Car Wash,4.9,1226,Car wash,,"2301 E Rte 66, Flagstaff, AZ 86004, United States","693P+Q9 Flagstaff, Arizona, USA",http://oceanbluecarwash.com/,+1 928-460-5048,Open · Closes 7 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq72MycLmrw4dVGXAgxVVf7B3rGdF8tVpzHJCcPTq5UcDbn4k9Vn-wj6WdWU-acxUb0UQ9QGCTREz3xJIm-9iZDKOxW9pTDWdr5mLmJ1BUIy40LkumSmijxpBL4gF1RQyVJhAUE=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:36.947Z
https://www.google.com/maps/place/Inspector%27s+Auto+Glass+%26+Tint/data=!4m7!3m6!1s0x872d8ed9382549f9:0x75a04f8691637584!8m2!3d35.2056484!4d-111.6140162!16s%2Fg%2F1tfvtdtg!19sChIJ-UklONmOLYcRhHVjkYZPoHU,Inspector's Auto Glass & Tint,4.8,529,Auto glass shop,,"2332 E Rte 66 Suite 2, Flagstaff, AZ 86004, United States","694P+79 Flagstaff, Arizona, USA",https://inspectorsauto.com/?utm_campaign=gmb,+1 928-693-7791,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqXMMHoB48kdYOBndKNocuNcGuxdq-qb0nQWZThOadhoT1oGsE95BkjeVAS_yNim3S9j6imJkzpzWNWhfyy1ZFC-kNICcOfivLCwormgZGfmV7z1PkUwKCtjC43xMnYRAUn4LlI=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/tire+service+in+Flagstaff+AZ/@35.1982836,-111.651302,14z",2026-03-23T15:02:42.021Z
