placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,info,wednesday,thursday,friday,saturday,sunday,monday,tuesday,isBlackOwned,error,attributes
"https://www.google.com/maps/place/Patrick+M.+Jones,+MD/data=!4m7!3m6!1s0x8644cbc6f6c0d675:0xe1ab51bc56e88082!8m2!3d30.3024813!4d-97.7051301!16s%2Fg%2F11pzscgk1v!19sChIJddbA9sbLRIYRgoDoVrxRq-E","Patrick M. Jones, MD",,,Hospice,"4900 Mueller Blvd, Austin, TX 78723, United States","872V+XW Austin, Texas, USA",https://healthcare.ascension.org/doctors/1407065766/patrick-marsh-jones-austin-tx,+1 512-324-0197,,https://lh3.googleusercontent.com/p/AF1QipNDadlgJESc197aPuyVovgKyIBO82ystf6R_NcG=w408-h510-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:05.988Z,,,,,,,,,,,
https://www.google.com/maps/place/Austin+Palliative+Care/data=!4m7!3m6!1s0x8644cb97b81de273:0xd6ee77d5abd80345!8m2!3d30.3687775!4d-97.7543402!16s%2Fg%2F11h1l16pb6!19sChIJc-IduJfLRIYRRQPYq9V37tY,Austin Palliative Care,4.0,4,Home health care service,"4107 Spicewood Springs Rd, Austin, TX 78759, United States","969W+G7 Austin, Texas, USA",https://austinpalliativecare.org/,+1 512-397-3360,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipOPi8TR9naByfMW_QBrpsLtq37FIu25lpGcWpfu=w408-h381-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:10.955Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Brookdale+Westlake+Hills/data=!4m7!3m6!1s0x865b4acc81e33157:0xafd81c754d77b602!8m2!3d30.2674767!4d-97.7875632!16s%2Fg%2F1x5qt5x4!19sChIJVzHjgcxKW4YRArZ3TXUc2K8,Brookdale Westlake Hills,3.7,70,Assisted living facility,"1034 Liberty Park Dr, Austin, TX 78746, United States","7686+XX Austin, Texas, USA",https://www.brookdale.com/en/communities/brookdale-westlake-hills.html?cid=yext,+1 512-328-3775,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr6mAWUYAIIpQhM9cAN4_gClLvB7mccgJq4w9f1MWcIMPeIZdsFkkejJp2-sB7ZbbMAsE8k3RwKpXbqvVHt4qEX4TvjU0ROrj3f46jtfIkax5uUnXRYTPWh7CmHKynGJH5SAlnYQA=w408-h240-k-no-pi-30.000002-ya359.88742-ro-0-fo100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:16.058Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Blue+Water+Homecare+and+Hospice/data=!4m7!3m6!1s0x865b2f8b742164cf:0x736ac5d5309b0851!8m2!3d30.5651971!4d-97.8645569!16s%2Fg%2F11hzz4t9v8!19sChIJz2QhdIsvW4YRUQibMNXFanM,Blue Water Homecare and Hospice,4.6,69,Home health care service,"660 S Bagdad Rd Suite 210, Leander, TX 78641, United States","H48P+35 Leander, Texas, USA",https://www.bluewaterhomecare.com/,+1 512-872-2955,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_cMr7HXSnU33lwia90VTmA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=48.835377&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:21.085Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Enhabit+Home+Health/data=!4m7!3m6!1s0x8889598666b4f4d5:0x89b179599ca648a7!8m2!3d30.2027877!4d-97.7049445!16s%2Fg%2F1tdkyg00!19sChIJ1fS0ZoZZiYgRp0imnFl5sYk,Enhabit Home Health,3.5,10,Home health care service,"6800 Burleson Rd Building 310, Suite 265A, Austin, TX 78744, United States","673W+42 Austin, Texas, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 512-326-4191,"Open 24 hours

Confirmed by this business 5 weeks ago",https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=bBBsSKiBYmynspCys7wfeg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=156.3504&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:26.333Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Jonathan+E.+MacClements,+MD/data=!4m7!3m6!1s0x8649d00ea2b6eadd:0x1feb8fc77442cf8b!8m2!3d30.2725994!4d-97.7375236!16s%2Fg%2F1tcvc8vl!19sChIJ3eq2og7QSYYRi89CdMeP6x8","Jonathan E. MacClements, MD",5.0,22,Hospice,"313 E 12th St #101, Austin, TX 78701, United States","77F6+2X Austin, Texas, USA",,+1 512-324-9650,,https://lh3.googleusercontent.com/p/AF1QipOPkXMP-TruisJf4Gmgn48Ee_cFNWDy9zoEM1oE=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:29.128Z,,,,,,,,,,,
https://www.google.com/maps/place/Enhabit+Home+Health/data=!4m7!3m6!1s0x8644cb93ffb9f2e5:0x78a7af9addb27271!8m2!3d30.3526002!4d-97.7501315!16s%2Fg%2F1v42g5vs!19sChIJ5fK5_5PLRIYRcXKy3Zqvp3g,Enhabit Home Health,4.2,5,Home health care service,"3410 Far W Blvd #265, Austin, TX 78731, United States","963X+2W Austin, Texas, USA",https://www.ehab.com/?utm_source=gmb&utm_medium=chatmeter,+1 512-339-1023,"Open 24 hours

Confirmed by this business 5 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOVsPle1e0T4-9sr8qmDuxVnCs6_4MLyvGdRcby=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:33.950Z,Identifies as women-owned,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Hill+Country+Care+Providers/data=!4m7!3m6!1s0x865b4abec23fcdb9:0xad647483fbcb517!8m2!3d30.2756496!4d-97.8025977!16s%2Fg%2F1261xmt7z!19sChIJuc0_wr5KW4YRF7W8P0hH1go,Hill Country Care Providers,5.0,5,Home health care service,"3355 Bee Caves Rd STE 102B, Austin, TX 78746, United States","75GW+7X Austin, Texas, USA",,+1 512-402-1119,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Is327Ptk2A0J-Wq-H6I9qg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=65.7083&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:39.155Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Cella+Bella%27s+Senior+Services/data=!4m7!3m6!1s0x8644b4b5fc5c1a93:0x4710df8b5ad703c0!8m2!3d30.1742246!4d-97.8141703!16s%2Fg%2F1263dj_qn!19sChIJkxpc_LW0RIYRwAPXWovfEEc,Cella Bella's Senior Services,4.2,58,Home health care service,"1208 W Slaughter Ln, Austin, TX 78748, United States","55FP+M8 Austin, Texas, USA",http://cellabellas.com/,+1 512-912-7707,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npci8VAIXxgKPRmsdCw_6zNnf0KpWTOKU1P5HDw9Y5MthPK2YkBAWL23DajsJU6pqGb13zDH2rDT63Wg7nVdUKI72zP-yQCfOArF5-uhxgj8bl6X_-hRFHuM9EYbhU3g6GIdh7u=w408-h417-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:44.247Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Edwards+Home+Health+%26+Hospice/data=!4m7!3m6!1s0x8644ca1e65495baf:0x60e4250d70f2c6b!8m2!3d30.3475162!4d-97.694073!16s%2Fg%2F11c0v2v1rg!19sChIJr1tJZR7KRIYRaywP11BCDgY,Edwards Home Health & Hospice,3.1,13,Home health care service,"8411 N N Interstate Hwy 35, Austin, TX 78753, United States","88X4+29 Austin, Texas, USA",,+1 512-763-4690,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqhtzq5SFyCYFPXTIBOn0JpXK_LK_kQOXE3Zc5K_J1pQZH_kPhCrCpQcKA4MFAzCLjwUcFAen56S-EvOoSBnTxbeq3Ti7Aj0VlP5gNoqUsNW9_vYqhHevbGTUP24s8MMfFNwnyt-Q=w408-h544-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:49.396Z,,9 am–5:30 pm,9 am–5:30 pm,9 am–5:30 pm,Closed,Closed,9 am–5:30 pm,9 am–5:30 pm,,,
"https://www.google.com/maps/place/Hope+%26+Grace+Hospice,+Inc./data=!4m7!3m6!1s0x865b32b77108c49b:0xf5c0353034eef750!8m2!3d30.459447!4d-97.7949651!16s%2Fg%2F11gmyx972h!19sChIJm8QIcbcyW4YRUPfuNDA1wPU","Hope & Grace Hospice, Inc.",4.5,15,Hospice,"13740 US-183, Austin, TX 78750, United States","F654+Q2 Austin, Texas, USA",http://www.hopeandgracehospice.com/hospice-care-about-us,+1 512-358-4222,Closed ⋅ Opens 9 am Thu,https://lh3.googleusercontent.com/p/AF1QipNeKWLtw5bz6EczEqBqVyNGZ76lkavJamSZb_P1=w463-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:54.582Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,12–2 pm,12–2 pm,9 am–5 pm,9 am–5 pm,,,
"https://www.google.com/maps/place/Jennifer+E.+Nordhauser,+MD/data=!4m7!3m6!1s0x8644b57a60c287f7:0xbe9338d23d481f3e!8m2!3d30.214348!4d-97.7096899!16s%2Fg%2F11l1yg07t_!19sChIJ94fCYHq1RIYRPh9IPdI4k74","Jennifer E. Nordhauser, MD",5.0,1,Hospice,"2901 Montopolis Dr, Austin, TX 78741, United States","677R+P4 Austin, Texas, USA",https://healthcare.ascension.org/find-care/provider/1417516915/jennifer-nordhauser,+1 512-978-9901,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RFQB4glS5a1IP4U0pzkOmw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=315.3556&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:28:57.399Z,,,,,,,,,,,
https://www.google.com/maps/place/Ascension+at+Home+together+with+Compassus/data=!4m7!3m6!1s0x8644cb7f275a75f9:0x6cdf53991984f625!8m2!3d30.3850168!4d-97.7437551!16s%2Fg%2F11c6cyhkrf!19sChIJ-XVaJ3_LRIYRJfaEGZlT32w,Ascension at Home together with Compassus,3.5,11,Home health care service,"9430 Research Blvd bldg 2 suite 310, Austin, TX 78759, United States","97P4+2F Austin, Texas, USA",https://www.compassus.com/locations/texas/austin-home-health,+1 512-863-3842,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipPj6Ucew7yWxTB6aWuw2BcficBtg7rSva2xnl66=w408-h294-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:02.301Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Life+Unlimited+Home+Health/data=!4m7!3m6!1s0x8644cc755abfffff:0x28cd5f4a58fcb974!8m2!3d30.3689436!4d-97.7408478!16s%2Fg%2F11fm06xt7j!19sChIJ__-_WnXMRIYRdLn8WEpfzSg,Life Unlimited Home Health,3.9,14,Home health care service,"8303 N Mopac Expy Suite A215, Austin, TX 78759, United States","9795+HM Austin, Texas, USA",,+1 512-219-0233,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=XP280RuyfDMmxYjbDavFIA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=285.6861&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:07.330Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Encompass+Health+Rehabilitation+Hospital+of+Austin/data=!4m7!3m6!1s0x8644b4bf01d2eaad:0x2de77ad2a3c29fbc!8m2!3d30.2258669!4d-97.7662879!16s%2Fm%2F04g3lts!19sChIJrerSAb-0RIYRvJ_Co9J65y0,Encompass Health Rehabilitation Hospital of Austin,4.3,115,Rehabilitation center,"330 W Ben White Blvd, Austin, TX 78704, United States","66GM+8F Austin, Texas, USA",https://www.encompasshealth.com/locations/austin-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,+1 512-730-4800,"Open 24 hours

Confirmed by this business 8 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNKJD9lXMQ0pKRGGC39rCpCiMMF7UkZIqA--WXr=w427-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:12.685Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/MLR/data=!4m7!3m6!1s0x864c3bf908653e5f:0xcc9c9a5fc80a5002!8m2!3d30.2840279!4d-97.7519249!16s%2Fg%2F11rvszhrh!19sChIJXz5lCPk7TIYRAlAKyF-anMw,MLR,5.0,382,Business to business service,"1901 N Lamar Blvd, Austin, TX 78705, United States","76MX+J6 Austin, Texas, USA",https://mlr.org/,+1 512-877-7000,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMJLugbw5cHGfZZIHzr8u-Ty7TqJc0f8E3s604g=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:17.694Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Post+Acute+Specialists/data=!4m7!3m6!1s0x8644b51a313736d7:0x77d7c51ca142cc4!8m2!3d30.2883992!4d-97.72741!16s%2Fg%2F11fwzjs96v!19sChIJ1zY3MRq1RIYRxCwUylF8fQc,Post Acute Specialists,1.0,1,Geriatrician,"2911 Medical Arts St #10, Austin, TX 78705, United States","77QF+92 Austin, Texas, USA",http://postacutespecialists.com/,+1 866-473-0663,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipOoKj6v4wpgoB0GJJ4ZfVCPDsnb4B4yOl9VdJPw=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:22.669Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/UT+Health+Austin/data=!4m7!3m6!1s0x8644b598bcf64d9d:0xc2c8eef43553f724!8m2!3d30.2768601!4d-97.735254!16s%2Fg%2F11gcn9f8k6!19sChIJnU32vJi1RIYRJPdTNfTuyMI,UT Health Austin,3.4,95,Medical clinic,"Health Transformation Building, 1601 Trinity St Building A, Austin, TX 78712, United States","77G7+PV Austin, Texas, USA",https://uthealthaustin.org/,+1 833-882-2737,Closed ⋅ Opens 8 am Thu,https://lh3.googleusercontent.com/p/AF1QipMxlTFVzgXBjjpSXfth6f3o5B8p-VUaK1_JuloE=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:27.658Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Baylor+Scott+%26+White+Hospice/data=!4m7!3m6!1s0x8644d18caa16e7c3:0x7e436455f14e3b6b!8m2!3d30.5502951!4d-97.6806377!16s%2Fg%2F11k504mkjk!19sChIJw-cWqozRRIYRaztO8VVkQ34,Baylor Scott & White Hospice,3.7,3,Hospice,"3121 Eagles Nest St, Round Rock, TX 78665, United States","H829+4P Round Rock, Texas, USA",,+1 512-509-7200,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=kl4U51PVR9FrxFCl-yCO9A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=169.85019&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:32.960Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Volunteer+Healthcare+Clinic/data=!4m7!3m6!1s0x8644ca882468b051:0x4ffd8e314d5a788d!8m2!3d30.312063!4d-97.742141!16s%2Fg%2F1xfsp3tm!19sChIJUbBoJIjKRIYRjXhaTTGO_U8,Volunteer Healthcare Clinic,4.7,58,Medical clinic,"4215 Medical Pkwy, Austin, TX 78756, United States","8765+R4 Austin, Texas, USA",http://www.volclinic.org/,+1 512-459-6002,Closed ⋅ Opens 5 pm Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ODUpfHjKuEY5WPEc5AwrTQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=88.58046&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:38.070Z,,Closed,5–9 pm,Closed,Closed,Closed,5–9 pm,5–9 pm,,,
https://www.google.com/maps/place/Traditions+Health+Hospice/data=!4m7!3m6!1s0x8644d05ae014576f:0x22b05e0f4c4e8951!8m2!3d30.4955658!4d-97.6460762!16s%2Fg%2F11bvt4mthl!19sChIJb1cU4FrQRIYRUYlOTA9esCI,Traditions Health Hospice,4.6,11,Hospice,"2681 Gattis School Rd Ste 180, Round Rock, TX 78664, United States","F9W3+6H Round Rock, Texas, USA",https://www.traditionshealth.com/locations/round-rock-tx/?utm_source=google&utm_medium=organic&utm_campaign=gbp-listing&utm_content=round-rock-tx,+1 512-368-7275,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMVuBxARMRfsthmQ9r4JPl078p3HXw-ldL1yviW=w408-h271-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:43.121Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Gucci+Health+Care+Services+Inc/data=!4m7!3m6!1s0x1458c7fe1e3de981:0x6d7a016249da6e8e!8m2!3d30.3434169!4d-97.7069221!16s%2Fg%2F11b6ljz43x!19sChIJgek9Hv7HWBQRjm7aSWIBem0,Gucci Health Care Services Inc,5.0,4,Medical clinic,"111 W Anderson Ln., Austin, TX 78752, United States","87VV+96 Austin, Texas, USA",,+1 512-992-0905,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=s6xIYyXpNoJc7HYPG8rPig&cb_client=search.gws-prod.gps&w=408&h=240&yaw=240.44914&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:47.825Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Home+Instead/data=!4m7!3m6!1s0x8644b503dac22d3d:0xf4c969407e5b0bae!8m2!3d30.1734715!4d-97.8140959!16s%2Fg%2F1tgxtym5!19sChIJPS3C2gO1RIYRrgtbfkBpyfQ,Home Instead,4.8,20,Home health care service,"1217 W Slaughter Ln Suite 130, Austin, TX 78748, United States","55FP+99 Austin, Texas, USA",https://www.homeinstead.com/home-care/usa/tx/austin/496/?utm_source=google&utm_medium=organic&utm_campaign=google_organic_businesslisting_y,+1 737-637-6478,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPVYYAnxBDrbOLgA9cnpIbpxsSkEqsmLZQcQVKO=w408-h272-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:53.107Z,LGBTQ+ friendly,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Visiting+Vet/data=!4m7!3m6!1s0x8644b56bbef24629:0xc0ea2adef2d19a18!8m2!3d30.2788122!4d-97.7596001!16s%2Fg%2F1tj46947!19sChIJKUbyvmu1RIYRGJrR8t4q6sA,Visiting Vet,5.0,1,Veterinarian,"1510 W 10th St, Austin, TX 78703, United States","76HR+G5 Austin, Texas, USA",,+1 512-479-7282,Closed ⋅ Opens 9 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rao80iWccF4OdQXecn7oGw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=17.519379&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:29:58.111Z,,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Central+Texas+Rehabilitation+Hospital/data=!4m7!3m6!1s0x8644ca86c9b280e3:0xcc303813b7f5e65b!8m2!3d30.3123456!4d-97.7347327!16s%2Fg%2F1tf48jzb!19sChIJ44CyyYbKRIYRW-b1txM4MMw,Central Texas Rehabilitation Hospital,4.2,97,Rehabilitation center,"700 W 45th St, Austin, TX 78751, United States","8768+W4 Austin, Texas, USA",https://www.centraltexasrehabhospital.com/?utm_campaign=gmb&utm_medium=organic&utm_source=local,+1 512-407-2111,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6s4JBk6_GQAj1RR_8FxP3w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.41841&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:30:03.072Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/St.+David%27s+Healthcare+at+Home/data=!4m7!3m6!1s0x8644cb0c3dcb4331:0xaee70b450673cf86!8m2!3d30.3623415!4d-97.7486729!16s%2Fg%2F11bwfjrlb0!19sChIJMUPLPQzLRIYRhs9zBkUL564,St. David's Healthcare at Home,1.4,5,Home health care service,"3636 Executive Center Dr Bldg 8 Ste 216, Austin, TX 78731, United States","9762+WG Austin, Texas, USA",https://www.stdavids.com/specialties/healthcare-at-home?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,+1 512-372-1595,Closed ⋅ Opens 8 am Thu,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MfuZUrCEvm18VBSCZY2IDA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.197536&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:30:07.983Z,,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,,,
https://www.google.com/maps/place/Coral+Rehabilitation+and+Nursing+of+Austin/data=!4m7!3m6!1s0x8644cbab5e210f13:0x76dfc050921082b6!8m2!3d30.3462949!4d-97.7364304!16s%2Fg%2F1tgnmgg6!19sChIJEw8hXqvLRIYRtoIQklDA33Y,Coral Rehabilitation and Nursing of Austin,3.7,47,Nursing home,"6909 Burnet Ln, Austin, TX 78757, United States","87W7+GC Austin, Texas, USA",https://austinrnc.com/,+1 512-452-5719,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrj7erD4YgZPEdKMxa33ej_wGnd8bS11lVrKd0l-7KjbOuG98bOYMrGhP61EqB7FUAIEK6VjKgF-3vPEulJYSNoS1fT33qk7oAKz1_hcJpWW5x3ecbQhr6k6ezADhTeAXz_fQ3r=w408-h306-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:30:13.118Z,,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Parker+Animal+Care/data=!4m7!3m6!1s0x8644b4d7619dd75f:0xcb9bd876e5e43ed0!8m2!3d30.2471123!4d-97.7744597!16s%2Fg%2F1tg68hj2!19sChIJX9edYde0RIYR0D7k5XbYm8s,Parker Animal Care,4.6,620,Veterinarian,"2239 S Lamar Blvd, Austin, TX 78704, United States","66WG+R6 Austin, Texas, USA",http://parkeranimalcare.com/,+1 512-448-2676,"Closed ⋅ Opens 8 am Thu

Confirmed by this business 7 weeks ago",https://lh3.googleusercontent.com/p/AF1QipNjsdEktv_nLFl20lBxiA6OAWpAtLPfjWEy6sF7=w426-h240-k-no,true,"https://www.google.com/maps/search/Hospice+clinics+in+Downtown+Austin+Austin+TX/@30.2703342,-97.743463,14z",2025-09-17T23:30:18.123Z,,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,Closed,8 am–6 pm,8 am–6 pm,,,
