placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,attributes
https://www.google.com/maps/place/Cibola+National+Forest/data=!4m7!3m6!1s0x871f643fee63b325:0x1aaafb4ef0f492b9!8m2!3d35.1547006!4d-106.6071106!16s%2Fg%2F11c18cd_29!19sChIJJbNj7j9kH4cRuZL08E77qho,Cibola National Forest,4.9,35,National forest,"2113 Osuna Rd NE, Albuquerque, NM 87113, United States","593V+V5 Albuquerque, New Mexico, USA",http://www.fs.usda.gov/cibola/,+1 505-346-3900,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFwGezFqvA0p1jF2-3A-uPsdPYZR4Gef3__DCtpJ2fNJ4tE3flttoqgO1dbFPI1lc2ksqqbBytA0Aaf6MzrhKPCqoanef0f0lD95vpb-Ugcfpsp0fuDaJrLog_7U4S3Rlm_oFdouQ=w408-h306-k-no,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:11.589Z,
https://www.google.com/maps/place/ABQ+Landscaping/data=!4m7!3m6!1s0x87226d8555555555:0x2f9e3488687cf3c9!8m2!3d35.328475!4d-106.8881056!16s%2Fg%2F1tvm36wl!19sChIJVVVVVYVtIocRyfN8aIg0ni8,ABQ Landscaping,4.5,156,Landscaper,,,http://myabqlandscaping.com/,+1 505-440-3742,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFJDACbPami_vZoK9c92dwvXBdEHpw2KHv6RHBb1KBvPiOX6YbeaV9BrGCPWpdfwyH9gP1E4ssTmSU9lqxbWKnNEV3LN9veAM0INrT3dJlX6hEemAR3dZh8I3_fIGhJN4aCMhvRDw=w408-h306-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:16.271Z,
https://www.google.com/maps/place/Sagebrush+Church/data=!4m7!3m6!1s0x872273caadc530cf:0x78c2375ad16436b4!8m2!3d35.1616667!4d-106.6763889!16s%2Fg%2F1tfmnvvd!19sChIJzzDFrcpzIocRtDZk0Vo3wng,Sagebrush Church,4.6,1116,Church,"6440 Coors Blvd NW, Albuquerque, NM 87120, United States","586F+MC Albuquerque, New Mexico, USA",https://www.sagebrush.church/?utm_source=google&utm_medium=gmb,+1 505-922-9200,Closed · Opens 8:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAF5UONnByqSPYINgSPGjiTpeR_9_5iK4QqQCRRY87mGFNg8Fi1Wkk5AsHzBYnwUbSulQIlqMb7jJMeYzaLcRDIZk4l36smrqgKV-LNRsk4SQMNMMk5Xxi70PSGX6SKe_lpMlPy4=w408-h272-k-no,true,"8:30 am–12:30 pm, 1–5 pm","8:30 am–12:30 pm, 1–5 pm","8:30 am–12:30 pm, 1–5 pm","8:30 am–12:30 pm, 1–5 pm",12–6 pm,8 am–1:30 pm,"8:30 am–12:30 pm, 1–5 pm","https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:21.103Z,
https://www.google.com/maps/place/Tree+Service+Miracles/data=!4m7!3m6!1s0x872213706785843f:0x753f34931b65636f!8m2!3d34.1661974!4d-106.026237!16s%2Fg%2F11qycv659z!19sChIJP4SFZ3ATIocRb2NlG5M0P3U,Tree Service Miracles,5.0,17,Arborist service,,,https://treeservicemiracle.wixsite.com/treeservicemiracle-1,+1 505-203-5301,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEIghitod4Gs7U2Y2jjXq4KY3MtTSgBUzQY9lWYBIkb8twrcaanuIdvteEMkkh6CW_iawMb6fZ08FFPjGN1yUt240Z-oVsC0GbfiMOMox34ewdawsBRoC4FACqmtSy6uR_i3WQw=w408-h544-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,9 am–4 pm,Closed,8 am–8 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:26.051Z,
https://www.google.com/maps/place/Tazz+Landscape+and+Trash+Removal+LLC/data=!4m7!3m6!1s0x411c1f3506459359:0x20f3e864aaaa539!8m2!3d34.615011!4d-106.81045!16s%2Fg%2F11q9sfbwb2!19sChIJWZNFBjUfHEEROaWqSoY-DwI,Tazz Landscape and Trash Removal LLC,2.3,3,Landscaper,,,http://tazzlstr.com/,+1 505-355-8378,Open · Closes 5 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG3fpJ1kNLIB7kZ_eFGdwDUZdLkWoWsjHlgIOpcAcULtdmoXE0NIXZXDhWVdb2s4mKMUOTDcCLCMP8qA61z2LGcI0kTJduooB05SgN8uzP-WDrCWZvPNLl63JXmosWaBX9dgUyU=w408-h544-k-no,true,8 am–5 am,8 am–5 pm,8 am–5 pm,8 am–5 pm,10 am–5 pm,2–5 pm,8 am–5 am,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:30.802Z,
https://www.google.com/maps/place/Los+Poblanos+Historic+Inn+%26+Organic+Farm/data=!4m10!3m9!1s0x872273af5c8627f1:0x934ceefd3d9daf9c!5m2!4m1!1i2!8m2!3d35.1475317!4d-106.6650973!16s%2Fg%2F11bw8f86wg!19sChIJ8SeGXK9zIocRnK-dPf3uTJM,Los Poblanos Historic Inn & Organic Farm,4.7,1721,,"4803 Rio Grande Blvd NW, Los Ranchos De Albuquerque, NM 87107, United States","48XM+2X Los Ranchos De Albuquerque, New Mexico, USA",http://www.lospoblanos.com/,+1 505-985-5000,,,https://lh3.googleusercontent.com/gps-proxy/ALd4DhH0ATsaapQGlAnjnTc1v65XQ76umtTDxgtQY1EaIWjZ7EZwCiFTP3q-nKYcnnzM6iSQLpx8SNTwvvEVG81xtTnRtfP6omEtt-hs3M_rs57YBLxfaYrb1ZXsMK--UMyslbRRHiY-DI9kipqwOHj2bhm1lMZvTktuqPsxXHuqX1pjDWVXjFZ1-fVUxQ=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:33.930Z,
https://www.google.com/maps/place/Go+Green+Turf+Pros/data=!4m7!3m6!1s0x2c9cf18f54c1ccc3:0x8a04020ac1cffbbf!8m2!3d35.0823726!4d-106.671984!16s%2Fg%2F11twhzg4by!19sChIJw8zBVI_xnCwRv_vPwQoCBIo,Go Green Turf Pros,4.9,28,Landscaper,,,https://www.gogreenturfpros.com/,+1 505-304-3028,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGzhzN6jBKJpWbnnYVNlnKjQiJgftxVnUky8izafECuWSseBuV6kgsocfaW_ys7cDQ1rWtSokieRsTa4EafmMri21Gw7rbOHo-aMdfEEKKqWdLYgGWBEHrcQY1mI5CLzgVlKO7EJg=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:38.802Z,
https://www.google.com/maps/place/Eco+Electric/data=!4m7!3m6!1s0x87220b2cf073f597:0x1456331e6e8127e0!8m2!3d35.1571527!4d-106.6371895!16s%2Fg%2F11b706yynt!19sChIJl_Vz8CwLIocR4CeBbh4zVhQ,Eco Electric,4.7,115,Electrician,"6714 4th St NW, Albuquerque, NM 87107, United States","5947+V4 Albuquerque, New Mexico, USA",https://www.ecoelectricgroup.com/?utm_source=cumulus&utm_medium=onlinepresence&utm_campaign=gbp,+1 505-433-3574,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGLuSfCu9A9--VdM3_iulq6gvNPwrJj7DKXN-hkobOfqcZrC26bZYDQwlNo5YSpHsbQXLJAb1hxJKHShahLbW39G-ooY2FJU3OGUmp8mT9fA7QJSXqcTXEf9Kcqrlc1cmXkaBeE6Zu6bMiU=w408-h408-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–12 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:43.811Z,
https://www.google.com/maps/place/N%26A+Fencing/data=!4m7!3m6!1s0xaa6b8d5e1be83add:0xdfbaa82e4bda52fd!8m2!3d35.1384239!4d-106.6300419!16s%2Fg%2F11pcs8f453!19sChIJ3TroG16Na6oR_VLaSy6out8,N&A Fencing,4.8,84,Fence contractor,"124 El Ensueno Cir NE, Albuquerque, NM 87107, United States","49Q9+9X Albuquerque, New Mexico, USA",http://nafencing.com/,+1 505-389-0030,"Closed · Opens 9 am Wed

Updated by this business 5 weeks ago",,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGOvdWSe0a3aBcOFTKllxuAPqEsw002zvTIWdgGw3uy8La3qrJpmCfM-FQb1RI3oB02eN9xoKUcn_V7ijl5-iwtrCw5lmg_I02HXZarPvZJYJ-aPPuyx7on2M5cR9Hy35xNV3lzmotI47DV=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:48.665Z,
https://www.google.com/maps/place/Commercial+Property+Maintenance+Inc/data=!4m7!3m6!1s0x872274714f445ea7:0xad2d39f425af847c!8m2!3d35.1623993!4d-106.622453!16s%2Fg%2F1tg165rm!19sChIJp15ET3F0IocRfISvJfQ5La0,Commercial Property Maintenance Inc,4.6,9,Landscaper,"101 Sin Nombre Ct NE, Albuquerque, NM 87113, United States","596H+X2 Albuquerque, New Mexico, USA",https://commercialpropertymaint.com/,+1 505-343-1535,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=EinzIiJZxTge74mtbR26zQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=298.10254&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:53.606Z,
https://www.google.com/maps/place/Roth+Water+Damage+Restoration/data=!4m7!3m6!1s0x8722746fa24f7dd1:0xa9a72227eabf634b!8m2!3d35.1603583!4d-106.6148624!16s%2Fg%2F1pxwmyjtv!19sChIJ0X1Pom90IocRS2O_6icip6k,Roth Water Damage Restoration,5.0,3,Building restoration service,"316 Las Colinas Ln NE, Albuquerque, NM 87113, United States","596P+43 Albuquerque, New Mexico, USA",,+1 575-237-9322,Closed · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Lh_VksEMfkN7eSFQTYTP2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=189.24762&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:38:58.304Z,
https://www.google.com/maps/place/Advanced+Tree+Care/data=!4m7!3m6!1s0x87189fba00684a2b:0x75c7df24bce9a759!8m2!3d35.152788!4d-106.505252!16s%2Fg%2F1hc2bhvl5!19sChIJK0poALqfGIcRWafpvCTfx3U,Advanced Tree Care,3.0,2,Tree service,"6304 Puma Pl NE, Albuquerque, NM 87111, United States","5F3V+4V Albuquerque, New Mexico, USA",,+1 505-459-5630,Closed · Opens 7 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ONFE5lzTNb6EoL3pTYjIiA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=109.72505&pitch=0&thumbfov=100,false,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:03.129Z,
https://www.google.com/maps/place/1-800-GOT-JUNK%3F+Albuquerque/data=!4m7!3m6!1s0x5ab9c4fe0726cf3:0xf667137788d437b1!8m2!3d35.1836733!4d-106.6150578!16s%2Fg%2F11swfkcphz!19sChIJ82xy4E-cqwURsTfUiHcTZ_Y,1-800-GOT-JUNK? Albuquerque,5.0,925,Junk removal service,"9100 2nd St NW Suite 400, Albuquerque, NM 87114, United States","59MM+FX Albuquerque, New Mexico, USA",https://www.1800gotjunk.com/us_en/locations/junk-removal-albuquerque?utm_source=googleplus&utm_medium=maps&utm_campaign=Albuquerque,+1 505-521-5769,Open 24 hours,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEw6duQpgqD2i4jIg2jMup731IKjaIdXyHvg8KfA1m5Spo_lBeyOzau_ZyIfL2LoPVYxMbglNru19_8T3J2xBA3K5qtGe2lPIv5IoUN6_kNLDIbh43e-YSxsx9-f6hW9vjjZtjq7A=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Closed,Open 24 hours,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:08.095Z,
https://www.google.com/maps/place/Phils+Yard+Work/data=!4m7!3m6!1s0x87227382bd7038b5:0x962a6a9a60c5d76a!8m2!3d35.1629075!4d-106.649908!16s%2Fg%2F11b6q4gr9p!19sChIJtThwvYJzIocRatfFYJpqKpY,Phils Yard Work,4.5,2,Landscaper,,,,+1 505-379-6034,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG-nr-oBHJSsEckCrQk6MX3rCE_N7jZ8CGpHQhsj9ijZgGwHdRxXOd7aR-LfPRq1UPvLivC4zGDBomdRniusQhlPXu07rcNPrH5Nxw90a_PQyuHtRIKrdCLC14YCN0yGH5T-6QqHw=w408-h271-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,Closed,Closed,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:12.928Z,
https://www.google.com/maps/place/Tree+Masters/data=!4m7!3m6!1s0x88542ba86db294a7:0xd65385134b255922!8m2!3d35.1072529!4d-106.578701!16s%2Fg%2F11ll7hv1c9!19sChIJp5SybagrVIgRIlklSxOFU9Y,Tree Masters,,,Tree service,,,https://treemastersnm.com/,+1 505-203-0994,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHmLvafRAQ1_2DaDAi2xx4JJDQyWFCk2SuNQUfPrxhoZDjclI6nuWZwhRoEBUyYjwyU9eXFBazDJpFOehUbEaSJQJcoYEDM0tgO9vePW0muy3qhfx_h9-rXotECzGKxAIxw1nSZ=w426-h240-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–7 pm,7 am–7 pm,7 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:17.758Z,
https://www.google.com/maps/place/Tree+Services/data=!4m7!3m6!1s0x87220b1af8b80aaf:0x4a78673345bd8fab!8m2!3d35.0792293!4d-106.591239!16s%2Fg%2F11vx1gym17!19sChIJrwq4-BoLIocRq4-9RTNneEo,Tree Services,,,,"120 Monroe St NE, Albuquerque, NM 87108, United States","3CH5+MG Albuquerque, New Mexico, USA",https://treeservicesinalbuquerque.com/contact/,+1 505-600-6769,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fu5mb2u5OOex548e8_-RpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=77.22412&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:20.524Z,
https://www.google.com/maps/place/Just+Sprinklers/data=!4m7!3m6!1s0x87227371ce427b0f:0x392449e4169e2209!8m2!3d35.1786975!4d-106.6696823!16s%2Fg%2F11j92hhm0y!19sChIJD3tCznFzIocRCSKeFuRJJDk,Just Sprinklers,4.3,63,Landscaping supply store,"9170 Coors Blvd NW, Albuquerque, NM 87120, United States","58HJ+F4 Albuquerque, New Mexico, USA",https://www.justsprinklers.com/,+1 505-897-7173,Closed · Opens 7:30 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFtWTBdyHLhASs01isjczTx3ivw7qCSadhcmDbckv4mbrsDzgQaQxmcmH7LwqXozcfw0ep0EytLBGKpMx7S7ovM48Gmg_8ZJR_4ZA4SLwg5Mp-R-srFMbET0KrOaOz-D74lZ6vuYw=w408-h544-k-no,true,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,8 am–5 pm,11 am–5 pm,7:30 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:25.380Z,
https://www.google.com/maps/place/Crafted+Tree+Care+Services/data=!4m7!3m6!1s0x8e8b210ab584a85:0x3a9991d1e3f28439!8m2!3d35.169989!4d-106.671984!16s%2Fg%2F11wxyzw94l!19sChIJhUpYqxCy6AgROYTy49GRmTo,Crafted Tree Care Services,5.0,27,Tree service,,,http://craftedtreecareservices.com/,+1 505-307-0387,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAElp9GxurcIG9BLdfmIUddhFANAdeoikWrsC_gXyUfsE2JLGJIo7uYHN_wLTL8gciexbt8NcOT1Mohw9-T_osmugR-oxFSH6VTX0t0LoWlTSYDWh4tacqDnLYUHRGG2kt1vCOB_=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:29.987Z,
"https://www.google.com/maps/place/Duke+City+Lift+%26+Fix+LLC/@35.169989,-106.671984,10z/data=!3m1!4b1!4m6!3m5!1s0xdea4558fe25dcf1:0xede71bc49b743d43!8m2!3d35.169989!4d-106.671984!16s%2Fg%2F11ywq942s1",Duke City Lift & Fix LLC,,,Handyman/Handywoman/Handyperson,,,http://dukecityliftfix.com/,+1 505-415-3427,Closed · Opens 7 am Wed,,,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:37.019Z,
https://www.google.com/maps/place/Mr.+Mow+It+All/data=!4m7!3m6!1s0x872275f5ad6df631:0x39ed6b77beaf6a88!8m2!3d35.15576!4d-106.6183982!16s%2Fg%2F11ft1vfwgp!19sChIJMfZtrfV1IocRiGqvvndr7Tk,Mr. Mow It All,,,Landscape architect,"500 Tyler Rd NE, Albuquerque, NM 87113, United States","594J+8J Albuquerque, New Mexico, USA",https://mr-mow-it-all-abq.ueniweb.com/?utm_campaign=gmb,+1 505-208-2120,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGwjYSxCgRXphIplaeIUOcyc3E1ZoMNT7iLsDtt4DImg0A7A_Gf6dhL01HXBzuPWcwSpDUUz0yFU2ey9u1BaBZIHBaXuoFyMMX2yAJ8y_MipdWTJn8L-bvVsqhWEZxWTv079Omv=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:39.684Z,
https://www.google.com/maps/place/2+Brothers+Landscaping/data=!4m7!3m6!1s0x8718a1ab2085ea59:0x923ea9f45c4aef75!8m2!3d35.169989!4d-106.613616!16s%2Fg%2F11f7bwvg2_!19sChIJWeqFIKuhGIcRde9KXPSpPpI,2 Brothers Landscaping,4.6,140,Landscaper,,,https://2brotherslandscapingnm.com/,+1 505-261-2681,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFuRLAztkTpxoE056Q2R01qluuNQYCpZQetvZVu2TrpMQ_ubx943-PueOQjDp_0YeDbsKurznzrKMcC3WazkzelAt2qHqTmSE6RzTW8Lp3-zFD_BWIHPlFOCKbl0QNG2AQ5ZO6e=w408-h306-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:44.723Z,
https://www.google.com/maps/place/SYNLawn/data=!4m7!3m6!1s0x872271159bd48c47:0x840ce1ef4740f3af!8m2!3d35.1719563!4d-106.6157247!16s%2Fg%2F1hm2knc_3!19sChIJR4zUmxVxIocRr_NAR-_hDIQ,SYNLawn,4.5,56,Landscaper,"8001 Edith Blvd NE, Albuquerque, NM 87113, United States","59CM+QP Albuquerque, New Mexico, USA",https://www.newmexicoartificialgrass.com/,+1 505-890-8889,Closed · Opens 9 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGp7sdXAgyQ12HBltR3iCF0XoC6oKuoc4s09n0phMU-Retf-rGAh9P1CWBsfVDNzSfHkaS1CwUgZxujNZQWWpR8hZEpY6M8wOq3_nWgqUUx-p7p86MlR4HN1dNNuoirLh8yl8apcw=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:49.642Z,
"https://www.google.com/maps/place/Duprees+Trees,+Llc/data=!4m7!3m6!1s0x8718a30c52420f01:0x1f03be16fde33de2!8m2!3d35.0764565!4d-106.3849263!16s%2Fg%2F11hy9pfkhk!19sChIJAQ9CUgyjGIcR4j3j_Ra-Ax8","Duprees Trees, Llc",5.0,38,Tree service,"30 Criswell Dr, Tijeras, NM 87059, United States","3JG8+H2 Tijeras, New Mexico, USA",https://www.dupreestrees.net/,+1 505-394-9598,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFqNUNyJRF0eP4mDlYOe7nh0gQ2W4tle-fG8Sh5Y_YwHMtAJo19FVkA6uwNf98zKA9CDUyC7FWA2x1S3OTNTLw1eRRtaAqox2Durs2k7W2_rwHkDorMRqG-0rLIw2gu0etz34Ad1A=w408-h312-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:54.475Z,
https://www.google.com/maps/place/Pro+Tree+Service/data=!4m7!3m6!1s0x8718a31fa326f5e9:0x10463a4944c2d486!8m2!3d35.0991525!4d-106.3710152!16s%2Fg%2F11hy9pfn55!19sChIJ6fUmox-jGIcRhtTCREk6RhA,Pro Tree Service,4.7,29,Tree service,"18 N Zamora Rd, Tijeras, NM 87059, United States","3JXH+MH Tijeras, New Mexico, USA",,+1 505-785-4419,Closed · Opens 8 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEHZ2n3GY6TprUIB77NfrDPQ18968fmQAG4A60c_BgyAn99HF1Pk99eFXr_3lpFOouQsZUvZFEQWserRIaCX4gXa0G10qof9dYQfuatnpZwG2Sig4F5r-ohSi1P5WHMjeaEgUgL=w408-h510-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:39:59.443Z,
https://www.google.com/maps/place/Gary%27s+tree+service/data=!4m7!3m6!1s0x87220d443e526bbb:0x3a3c382944595fb9!8m2!3d35.0378889!4d-106.7211374!16s%2Fg%2F11q1ght6bz!19sChIJu2tSPkQNIocRuV9ZRCk4PDo,Gary's tree service,5.0,3,Tree service,"4201 Blake Rd SW UNIT 11, Albuquerque, NM 87121, United States","27QH+5G Albuquerque, New Mexico, USA",,+1 505-504-3727,Closed · Opens 7 am Wed,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHdY_WwEXf2gN7h-ziV3fxZhUY55jRrl4uMFfZxUcAOOzBX7fViQW2U-GtKXXcvRMzYf5ZXw3t4SWQMbUe1GMoK8NOuzxOFHJTvcM0qq8QCuHR5pZG7Gtz1M0QRCrLNUGXNzUwwkQ=w408-h544-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,7 am–7 pm,"https://www.google.com/maps/search/tree+service+businesses+in+Los+Ranchos+de+Albuquerque+Albuquerque+NM/@35.1619885,-106.6428038,14z",2026-04-29T04:40:04.260Z,
https://www.google.com/maps/place/Maven+Tree+Services/data=!4m7!3m6!1s0x876b1950f24569f3:0x4a4fe0f0dc6bbeb3!8m2!3d35.0823726!4d-106.671984!16s%2Fg%2F11xkd730qm!19sChIJ82lF8lAZa4cRs75r3PDgT0o,Maven Tree Services,5.0,88,Tree service,,,https://www.maventreeservices.com/,+1 505-498-3232,Closed · Opens 8 am Wed,LGBTQ+ friendly,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2dqURC7_pDjOFWab2LqRQ3VYPdAT1HNdp8c_3VHsCpo8JdsjiIbIUiIrjsy3c8BtFvPL8xQ5k2Gw6-CLWaAXzFwu9pKpb1SZtGGw1Z8N20loM7R-vMDCeFfpr_mqxiA55JWu77vXgrByZ=w408-h544-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/tree+service+businesses+in+North+Valley+Albuquerque+NM/@35.1890502,-106.6172581,14z",2026-04-29T04:40:25.284Z,
