placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,info,isBlackOwned
https://www.google.com/maps/place/AHN+Primary+Care+-+Squirrel+Hill+-+Forbes+Avenue/data=!4m7!3m6!1s0x8834f3ef28a3c681:0xf0cd69569d34e1e0!8m2!3d40.4382593!4d-79.9196419!16s%2Fg%2F11frdv5fqf!19sChIJgcajKO_zNIgR4OE0nVZpzfA,AHN Primary Care - Squirrel Hill - Forbes Avenue,3.6,24,Internist,"5889 Forbes Ave Suite 0, Pittsburgh, PA 15217, United States","C3QJ+84 Pittsburgh, Pennsylvania, USA",https://www.ahn.org/location-search/ahn-primary-care-squirrel-hill-forbes-avenue-247545?utm_source=G&utm_medium=local&utm_campaign=google-local,+1 412-618-3010,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-ExxfDz2AW40sQlGkaDFlA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.46843&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:00.627Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
"https://www.google.com/maps/place/Katherine+Watson,+DO/data=!4m7!3m6!1s0x8834f180f5531f67:0x8973606f8b347309!8m2!3d40.439492!4d-79.9611085!16s%2Fg%2F113hnphgf!19sChIJZx9T9YDxNIgRCXM0i29gc4k","Katherine Watson, DO",5.0,2,Pediatrician,"3420 Fifth Ave Upper Level, Pittsburgh, PA 15213, United States","C2QQ+QH Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/katherine-watson/1327038?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-katherine-watson,+1 412-692-6000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3qnq5hPXUvPHWe1qT3rdZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.86514&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:03.222Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Albert+Wolf/data=!4m7!3m6!1s0x8834f1edbce1424d:0x380e8408139dd211!8m2!3d40.4273111!4d-79.9383023!16s%2Fg%2F1tfp_h9b!19sChIJTULhvO3xNIgREdKdEwiEDjg,Dr. Albert Wolf,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",http://www.kidspluspgh.com/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.16348&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:05.807Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Ditte+Karlovits/data=!4m7!3m6!1s0x8834f1eda3706b73:0x4c868586621113d9!8m2!3d40.4273156!4d-79.9383083!16s%2Fg%2F11rwxfy2s5!19sChIJc2two-3xNIgR2RMRYoaFhkw,Dr. Ditte Karlovits,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",https://kidsplus.com/providers/ditte-karlovits/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.43063&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:08.318Z,,,,,,,,,
"https://www.google.com/maps/place/Keith+Somers,+MD/data=!4m7!3m6!1s0x8834ed8a83323ad7:0x30639650f5c7553f!8m2!3d40.4593028!4d-79.9191781!16s%2Fg%2F1th1vq8k!19sChIJ1zoyg4rtNIgRP1XH9VCWYzA","Keith Somers, MD",5.0,3,Pediatrician,"6343 Penn Ave Ste 201, Pittsburgh, PA 15206, United States","F35J+P8 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/keith-somers/1320554?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-keith-somers,+1 412-363-2200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hAXLpfbh1WY7PRP0QcaVSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.5282&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:10.948Z,,,,,,,,,
"https://www.google.com/maps/place/Laura+Voigt,+MD/data=!4m7!3m6!1s0x8834f204644358b5:0x59cce026157038a5!8m2!3d40.443832!4d-79.9272063!16s%2Fg%2F11rwxf_zh5!19sChIJtVhDZATyNIgRpThwFSbgzFk","Laura Voigt, MD",,,Pediatrician,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+G4 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/laura-voigt/1321080?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-laura-voigt,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.94449&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:13.579Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Jonathan+Weinkle/data=!4m7!3m6!1s0x8834f1dde53fffff:0x83d25f23ddb0d4ba!8m2!3d40.4169189!4d-79.925479!16s%2Fg%2F11rwxfvty5!19sChIJ__8_5d3xNIgRutSw3SNf0oM,Dr. Jonathan Weinkle,5.0,3,Internist,"Browns Hill Center, 4516 Browns Hill Rd, Pittsburgh, PA 15217, United States","C38F+QR Pittsburgh, Pennsylvania, USA",https://squirrelhillhealthcenter.org/jonathan-weinkle-md/,+1 412-422-7442,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RQ_JBoc1UgvYoRMAdYnBcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=343.14087&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:16.069Z,,,,,,,,,
"https://www.google.com/maps/place/Katie+Meadows+Cass,+MD/data=!4m7!3m6!1s0x8834ed07127396cd:0xe126fbbd57e5b1a4!8m2!3d40.4592363!4d-79.9191827!16s%2Fg%2F11sk3_bmm3!19sChIJzZZzEgftNIgRpLHlV737JuE","Katie Meadows Cass, MD",5.0,1,Pediatrician,"6343 Penn Ave Ste 201, Pittsburgh, PA 15206, United States","F35J+M8 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/katie-meadows-cass/1326929?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-katie-cass,+1 412-363-2200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ThxnGMygsIcP8Wj-ZklanQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=219.52312&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:18.776Z,,,,,,,,,
"https://www.google.com/maps/place/Diego+Chaves-Gnecco,+MD/data=!4m7!3m6!1s0x8834f180f5531f67:0xaeddf6788e0e5a48!8m2!3d40.439492!4d-79.9611085!16s%2Fg%2F1tcwxcn9!19sChIJZx9T9YDxNIgRSFoOjnj23a4","Diego Chaves-Gnecco, MD",4.6,11,Pediatrician,"3420 Fifth Ave Upper Level, Pittsburgh, PA 15213, United States","C2QQ+QH Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/diego-chaves-gnecco/1326134?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-diego-chaves-gnecco,+1 412-692-6000,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3qnq5hPXUvPHWe1qT3rdZA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=311.86514&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:21.360Z,,,,,,,,,
https://www.google.com/maps/place/Winning+Smiles+Pediatric+Dental+Care/data=!4m7!3m6!1s0x8834f2126ff1f0c5:0x8fb0783cf7166da1!8m2!3d40.455392!4d-79.9313584!16s%2Fg%2F11bv1bvmqf!19sChIJxfDxbxLyNIgRoW0W9zx4sI8,Winning Smiles Pediatric Dental Care,4.9,373,Pediatric dentist,"5730 Ellsworth Ave #3, Pittsburgh, PA 15232, United States","F349+5F Pittsburgh, Pennsylvania, USA",http://www.winningsmilespgh.com/,+1 412-404-2077,Closed · Opens 8 am Wed,https://lh3.googleusercontent.com/p/AF1QipN2mGChLnrtFjazAx-vi0y6RAt0rPET5oLBS8od=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:26.237Z,8 am–5 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,Closed,8 am–2 pm,LGBTQ+ friendly,true
"https://www.google.com/maps/place/Paul+Rowland,+MD/data=!4m7!3m6!1s0x8834f23c2484b52b:0x19c5f593fbe0bc7a!8m2!3d40.4541811!4d-79.9455454!16s%2Fg%2F1tm0cgdl!19sChIJK7WEJDzyNIgRerzg-5P1xRk","Paul Rowland, MD",5.0,2,Pediatrician,"4923 Centre Ave, Pittsburgh, PA 15213, United States","F333+MQ Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/paul-rowland/1326405?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-paul-rowland,+1 412-681-1050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldIEHM8zRwEskQljgfY_oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.67615&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:28.877Z,,,,,,,,,
https://www.google.com/maps/place/Shelley+Satterlee/data=!4m7!3m6!1s0x8834f1eda3706b73:0x7efcbb012044233a!8m2!3d40.4273156!4d-79.9383083!16s%2Fg%2F11p07b5rqs!19sChIJc2two-3xNIgROiNEIAG7_H4,Shelley Satterlee,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",https://www.kidsplus.com/providers/shelley-satterlee/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.43063&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:31.464Z,,,,,,,,,
"https://www.google.com/maps/place/Raymond+C.+Maguire,+DO/data=!4m7!3m6!1s0x8834f24f4c2a73e9:0xf9d3021dcde079be!8m2!3d40.4675656!4d-79.9531074!16s%2Fg%2F1tcyy263!19sChIJ6XMqTE_yNIgRvnngzR0C0_k","Raymond C. Maguire, DO",4.3,6,Pediatrician,"4401 Penn Ave Floor 3, Pittsburgh, PA 15224, United States","F29W+2Q Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/raymond-c-maguire/1326120?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-raymond-maguire,+1 412-692-5460,Closed · Opens 7:30 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=n1yfo6kw3SNc_-mkyxHJ4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.58255&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:36.202Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,
https://www.google.com/maps/place/UPMC+Children%27s+Hospital+of+Pittsburgh/data=!4m7!3m6!1s0x88346201dbf2928b:0x913355e72bccdc3f!8m2!3d40.4670523!4d-79.9535322!16s%2Fm%2F02vw_70!19sChIJi5Ly2wFiNIgRP9zMK-dVM5E,UPMC Children's Hospital of Pittsburgh,3.9,937,Children's hospital,"4401 Penn Ave, Pittsburgh, PA 15224, United States","F28W+RH Pittsburgh, Pennsylvania, USA",https://www.chp.edu/?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=hospital-swpa-upmc-childrens-hospital-of-pittsburgh,+1 412-692-5325,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoIumSQSCFetzEHrmNVqceAXhiJ01n_DwSyyn5nt4aQ_XbbrathLUJfkdddaJzhQdZyUSd3VrJ9g4RXuIPT65xfffFE2_kh8gmwNF2gsOhSvAuHdyZXrQFQsQO2T30LkU6LmDfBlw=w408-h341-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:41.093Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,
"https://www.google.com/maps/place/Dr.+Nancy+B.+Brent,+MD/data=!4m7!3m6!1s0x8834f1edbce1424d:0x55732c9fd6f7b109!8m2!3d40.4273111!4d-79.9383023!16s%2Fg%2F1vbl8794!19sChIJTULhvO3xNIgRCbH31p8sc1U","Dr. Nancy B. Brent, MD",,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",http://www.kidspluspgh.com/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.16348&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:43.819Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Cynthia+L.+Smith,+MD/data=!4m7!3m6!1s0x8834f207443be77d:0xee38659432054582!8m2!3d40.4432087!4d-79.9194564!16s%2Fg%2F1tfmcx7b!19sChIJfec7RAfyNIgRgkUFMpRlOO4","Dr. Cynthia L. Smith, MD",,,Sports medicine physician,"1405 Shady Ave, Pittsburgh, PA 15217, United States","C3VJ+76 Pittsburgh, Pennsylvania, USA",http://www.amazingkids.org/,+1 412-420-2400,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WxPZUIkosYMg7APdXGa9cw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=28.425798&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:46.302Z,,,,,,,,,
https://www.google.com/maps/place/AHN+Pediatric+Specialty+at+Mellon+Pavilion/data=!4m7!3m6!1s0x8834f31e8b083127:0x51d683f20d61902!8m2!3d40.4608167!4d-79.9467343!16s%2Fg%2F11q3tpr6pb!19sChIJJzEIix7zNIgRAhnWID9oHQU,AHN Pediatric Specialty at Mellon Pavilion,1.0,1,Medical clinic,"4815 Liberty Ave Suite 154, Pittsburgh, PA 15224, United States","F363+88 Pittsburgh, Pennsylvania, USA",https://www.ahn.org/location-search/ahn-pediatric-specialty-at-mellon-pavilion-247672?utm_source=G&utm_medium=local&utm_campaign=google-local,+1 412-578-4003,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=LFkj_QMBO3gHftAyxnsYTw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=34.19648&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:51.009Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,
"https://www.google.com/maps/place/Lawrence+Butler,+MD/data=!4m7!3m6!1s0x8834f23c2484b52b:0xac6a42f1d7d629b1!8m2!3d40.4541811!4d-79.9455454!16s%2Fg%2F1th0nkcx!19sChIJK7WEJDzyNIgRsSnW1_FCaqw","Lawrence Butler, MD",4.8,5,Pediatrician,"4923 Centre Ave, Pittsburgh, PA 15213, United States","F333+MQ Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/lawrence-butler/1322743?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-lawrence-butler,+1 412-681-1050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldIEHM8zRwEskQljgfY_oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.67615&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:53.874Z,,,,,,,,,
https://www.google.com/maps/place/Lisa+Stefano/data=!4m7!3m6!1s0x8834f1eda3706b73:0x9354a575cf43c09b!8m2!3d40.4273156!4d-79.9383083!16s%2Fg%2F11rwxg17lt!19sChIJc2two-3xNIgRm8BDz3WlVJM,Lisa Stefano,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",https://www.kidsplus.com/providers/lisa-stefano/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.43063&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:56.455Z,,,,,,,,,
"https://www.google.com/maps/place/Gabriel+Cisneros,+MD/data=!4m7!3m6!1s0x8834f204644358b5:0x8c11ce7f86947be1!8m2!3d40.443832!4d-79.9272063!16s%2Fg%2F11rwxfw202!19sChIJtVhDZATyNIgR4XuUhn_OEYw","Gabriel Cisneros, MD",,,Pediatrician,"The Wilkins Bldg, 5608 Wilkins Ave #202, Pittsburgh, PA 15217, United States","C3VF+G4 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/gabriel-cisneros/1325221?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-gabriel-cisneros,+1 412-422-3590,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TvEqg2RjsRTbmKa-WKyIUQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=151.94449&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:23:59.006Z,,,,,,,,,
"https://www.google.com/maps/place/James+Shaver,+MD/data=!4m7!3m6!1s0x8834ed8a83323ad7:0x645e4fa2405042fb!8m2!3d40.4593028!4d-79.9191781!16s%2Fg%2F1v76_9tm!19sChIJ1zoyg4rtNIgR-0JQQKJPXmQ","James Shaver, MD",5.0,2,Pediatrician,"6343 Penn Ave Ste 201, Pittsburgh, PA 15206, United States","F35J+P8 Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/james-shaver/1322574?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-james-shaver,+1 412-363-2200,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hAXLpfbh1WY7PRP0QcaVSg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=242.5282&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:01.651Z,,,,,,,,,
https://www.google.com/maps/place/Dr.+Ashley+Riley/data=!4m7!3m6!1s0x8834f1eda3706b73:0xeb06fc4f7ab8baf4!8m2!3d40.4273156!4d-79.9383083!16s%2Fg%2F11rwxfgfwf!19sChIJc2two-3xNIgR9Lq4ek_8Bus,Dr. Ashley Riley,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",https://www.kidsplus.com/providers/ashley-riley/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.43063&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:04.490Z,,,,,,,,,
"https://www.google.com/maps/place/Dr.+Amy+A.+Maddalena,+DO/data=!4m7!3m6!1s0x8834f1edbce1424d:0x61b3c5b7c288ca7c!8m2!3d40.4273111!4d-79.9383023!16s%2Fg%2F1tfdf3h3!19sChIJTULhvO3xNIgRfMqIwrfFs2E","Dr. Amy A. Maddalena, DO",,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",http://www.kidspluspgh.com/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=273.16348&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:07.033Z,,,,,,,,,
https://www.google.com/maps/place/Andrew+Georgeson/data=!4m7!3m6!1s0x8834f1eda3706b73:0xadd4174a470d5a72!8m2!3d40.4273156!4d-79.9383083!16s%2Fg%2F11p07bb416!19sChIJc2two-3xNIgRcloNR0oX1K0,Andrew Georgeson,,,Pediatrician,"4070 Beechwood Blvd #2, Pittsburgh, PA 15217, United States","C3G6+WM Pittsburgh, Pennsylvania, USA",https://www.kidsplus.com/providers/andy-georgeson/,+1 412-521-6511,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fbkT1QykfvFkoyOpDhEi-Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=274.43063&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:09.602Z,,,,,,,,,
"https://www.google.com/maps/place/Douglas+Stewart,+MD/data=!4m7!3m6!1s0x8834f23c2484b52b:0x5839c39eb28dcdd9!8m2!3d40.4541811!4d-79.9455454!16s%2Fg%2F1v26ms2n!19sChIJK7WEJDzyNIgR2c2Nsp7DOVg","Douglas Stewart, MD",5.0,8,Pediatrician,"4923 Centre Ave, Pittsburgh, PA 15213, United States","F333+MQ Pittsburgh, Pennsylvania, USA",https://providers.upmc.com/provider/douglas-stewart/1325312?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-douglas-stewart,+1 412-681-1050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldIEHM8zRwEskQljgfY_oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.67615&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:12.273Z,,,,,,,,,
https://www.google.com/maps/place/Pediatric+Autoinflammatory+Diseases+Center/data=!4m7!3m6!1s0x8834f33211589eb7:0x196b97751c03e7fc!8m2!3d40.4670012!4d-79.9535222!16s%2Fg%2F11yq26_xkq!19sChIJt55YETLzNIgR_OcDHHWXaxk,Pediatric Autoinflammatory Diseases Center,,,Pediatric rheumatologist,"4401 Penn Ave, Pittsburgh, PA 15224, United States","F28W+RH Pittsburgh, Pennsylvania, USA",https://www.chp.edu/our-services/autoinflammatory-diseases-center/locations?utm_source=google&utm_medium=organic&utm_campaign=business-profile&utm_content=primary-care-pediatrics-swpa-pediatric-autoinflammatory-diseases-center,+1 412-692-5081,Closed · Opens 8 am Wed,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=STb8Dp2CqxoPBSUslyIu_w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.587654&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:16.919Z,8 am–4 pm,8 am–4 pm,8 am–4 pm,8 am–4 pm,Closed,Closed,8 am–4 pm,,
"https://www.google.com/maps/place/Dr.+Sarah+T.+Plummer,+MD/data=!4m7!3m6!1s0x8834f23c2484b52b:0xf7ecc64c6f822e7e!8m2!3d40.4541811!4d-79.9455454!16s%2Fg%2F1tfjlsmf!19sChIJK7WEJDzyNIgRfi6Cb0zG7Pc","Dr. Sarah T. Plummer, MD",,,Pediatrician,"4923 Centre Ave #1B, Pittsburgh, PA 15213, United States","F333+MQ Pittsburgh, Pennsylvania, USA",http://www.childrenspeds.com/,+1 412-681-1050,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ldIEHM8zRwEskQljgfY_oQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=316.67615&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:19.485Z,,,,,,,,,
https://www.google.com/maps/place/The+Children%27s+Institute+of+Pittsburgh/data=!4m7!3m6!1s0x8834f20751555555:0x8a9180b5de91786c!8m2!3d40.4433861!4d-79.9196041!16s%2Fm%2F03hg9m2!19sChIJVVVVUQfyNIgRbHiR3rWAkYo,The Children's Institute of Pittsburgh,4.1,77,Non-profit organization,"1405 Shady Ave, Pittsburgh, PA 15217, United States","C3VJ+95 Pittsburgh, Pennsylvania, USA",https://www.amazingkids.org/,+1 412-420-2400,Open · Closes 8 pm,https://lh3.googleusercontent.com/p/AF1QipNtfhjeEteaVaPhAC6JAGmP4eRW2_vJuVWt28T3=w408-h272-k-no,true,"https://www.google.com/maps/search/pediatrician+in+Squirrel+Hill+Pittsburgh+PA/@40.4365589,-79.9245311,14z",2026-02-10T23:24:24.233Z,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–5:30 pm,Closed,Closed,7 am–8 pm,,
