placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,thursday,friday,saturday,sunday,monday,tuesday,wednesday,query,timestamp,attributes,error,isBlackOwned
https://www.google.com/maps/place/LuxAc+LLC/data=!4m7!3m6!1s0x864c25034e9703bf:0x9511f2d5b6290ea5!8m2!3d33.1360239!4d-96.7901754!16s%2Fg%2F11hf3lglb5!19sChIJvwOXTgMlTIYRpQ4pttXyEZU,LuxAc LLC,,,Real estate developer,"10504 Preston Vineyard Dr, Frisco, TX 75035, United States","46P5+CW Frisco, Texas, USA",,+1 469-469-1272,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8SJkoSDUiDg6lrbCwQYzRg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=44.54515&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:25:54.914Z,,,
https://www.google.com/maps/place/Real+Property+Management+One+Source/data=!4m7!3m6!1s0x864c178a2001fcaf:0x86d7f4f0dcea9e0b!8m2!3d33.1334545!4d-96.7168728!16s%2Fg%2F11gmx5x6tb!19sChIJr_wBIIoXTIYRC57q3PD014Y,Real Property Management One Source,4.7,52,Property management company,"6800 Weiskopf Ave suite 150, McKinney, TX 75070, United States","47MM+97 McKinney, Texas, USA",https://www.rpmonesource.com/?cid=LSTL_RPM000203&utm_source=gmb&utm_campaign=local&utm_medium=organic,+1 214-721-0727,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=18S1fB5MzSDoNwqpd_o3VQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.9075&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:25:59.743Z,,,
https://www.google.com/maps/place/TNT+Vacation+Rentals/data=!4m7!3m6!1s0x864c3b0989ef40d5:0x224c3341ded702f2!8m2!3d33.1256506!4d-96.8886544!16s%2Fg%2F11gf95vr03!19sChIJ1UDviQk7TIYR8gLX3kEzTCI,TNT Vacation Rentals,5.0,12,Vacation home rental agency,"5570 FM 423 STE #250-2085, Frisco, TX 75036, United States","44G6+7G Frisco, Texas, USA",https://tntvacationrentals.directstays.com/,+1 469-844-8769,,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipN-Tlzkh3aOyA3U0PrCv2MiwGFm-FT0C55jjCfO=w408-h261-k-no,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:02.394Z,· Dogs allowed,,
https://www.google.com/maps/place/Geni+Manning+Real+Estate+Group/data=!4m7!3m6!1s0x864c180028eee527:0xbd6300c44ae947a9!8m2!3d33.118425!4d-96.806298!16s%2Fg%2F11b6_q3yrb!19sChIJJ-XuKAAYTIYRqUfpSsQAY70,Geni Manning Real Estate Group,5.0,8,Real estate agent,"4783 Preston Rd #100, Frisco, TX 75034, United States","459V+9F Frisco, Texas, USA",http://www.genimanning.com/,+1 469-556-1185,Open 24 hours,,https://lh3.googleusercontent.com/p/AF1QipODh0uJi_GkCqzHAIegVrzQZG5C9H59bkXhWIEH=w408-h244-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:06.881Z,,,
https://www.google.com/maps/place/William+Davis+Realty/data=!4m7!3m6!1s0x864c23d0a63bfe91:0x1a7574dac49e9d8e!8m2!3d33.1274709!4d-96.8078663!16s%2Fg%2F1tkp05nt!19sChIJkf47ptAjTIYRjp2exNp0dRo,William Davis Realty,3.3,34,Real estate agent,"5899 Preston Rd Suite: 503, Frisco, TX 75034, United States","45GR+XV Frisco, Texas, USA",https://www.mywdr.com/,+1 214-705-1000,Open ⋅ Closes 4 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4npzBBfmamJb4rFOSGhxKW2XR33ro7b9VLr8SWNg5Z4xMHiocsVhmBmCgT___VAm7kd9VpK0IHtxxem8RW8K7JCJ2nQ8vJuygORvOaCyVlzA6rxFgE1SkDos0bHzF6JTtlGmEFOG=w408-h306-k-no,true,10 am–4 pm,10 am–4 pm,Closed,Closed,10 am–4 pm,10 am–4 pm,10 am–4 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:11.583Z,,,
https://www.google.com/maps/place/Brookside+at+Fields+Residential+Assoc./data=!4m7!3m6!1s0x864c39ceeb49b9c3:0x2f23bcab2e94ed6f!8m2!3d33.1933669!4d-96.8522708!16s%2Fg%2F11vq5ckcn4!19sChIJw7lJ6845TIYRb-2ULqu8Iy8,Brookside at Fields Residential Assoc.,5.0,4,Homeowners' association,"13800 Nicollet Dr, Frisco, TX 75033, United States","54VX+83 Frisco, Texas, USA",https://www.brooksideatfields.com/,+1 469-252-4706,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNljcdhcbnm9SOfn2GTax8drLhfmIPaUxdxsyKk=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:16.025Z,,,
"https://www.google.com/maps/place/Michelle+Gifford+-+REALTOR,+WILLIAM+DAVIS+REALTY,+Real+Estate+Agent+in+Frisco,+TX./data=!4m7!3m6!1s0xa0c3a844425ec067:0xb4215375308034e3!8m2!3d33.1274709!4d-96.8078663!16s%2Fg%2F11y48tb28s!19sChIJZ8BeQkSow6AR4zSAMHVTIbQ","Michelle Gifford - REALTOR, WILLIAM DAVIS REALTY, Real Estate Agent in Frisco, TX.",5.0,28,Real estate agency,"5899 Preston Rd Suite 503, Frisco, TX 75034, United States","45GR+XV Frisco, Texas, USA",https://michellegifford.realtor/,+1 469-667-8468,"Open ⋅ Closes 8 pm

Updated by this business 11 weeks ago",Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMVvTJ8QfMqyZ1SHPBAP_WgBsr9Vy5ugyCAL_oR=w408-h353-k-no,true,8 am–8 pm,8 am–8 pm,9 am–6 pm,12–7 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:20.825Z,,,
https://www.google.com/maps/place/Heritance+Realty+Group/data=!4m7!3m6!1s0x864c3c589b4cd371:0xfb266733a1ee8763!8m2!3d33.1184248!4d-96.8062978!16s%2Fg%2F11d_yttlpx!19sChIJcdNMm1g8TIYRY4fuoTNnJvs,Heritance Realty Group,5.0,101,Real estate agency,"4783 Preston Rd #100, Frisco, TX 75034, United States","459V+9F Frisco, Texas, USA",http://www.heritance.net/,+1 469-240-2600,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipNLxF378qf69BdRJayqkqgzghfAra7X60JNJmfU=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:25.413Z,,,
https://www.google.com/maps/place/ANGR+Properties+-+Temporary+Housing/data=!4m7!3m6!1s0x864c192ae0ae1e4f:0xa9a6148e527fb1ce!8m2!3d33.0719238!4d-96.7658235!16s%2Fg%2F11g0w0yfnv!19sChIJTx6u4CoZTIYRzrF_Uo4Upqk,ANGR Properties - Temporary Housing,5.0,24,Real estate rental agency,,,https://angrproperties.com/?UTM_Source=GM_listing&UTM_medium=organic,+1 469-626-3214,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipNDz53wmxK00H4qBp47IsNoFBwjo35bsYiiaHgT=w408-h272-k-no,true,8 am–6 pm,8 am–6 pm,9 am–6 pm,12–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:30.165Z,,,
https://www.google.com/maps/place/Rick+Baker+Coldwell+Banker+Top+2+%25+of+ALL+Realtors+in+America+%2B+Dave+Ramsey+APPROVED+Realtor./data=!4m7!3m6!1s0x864c3d24f92d1f65:0xf1b8e42e1afc4564!8m2!3d33.1770139!4d-96.8404792!16s%2Fg%2F11ghtbxdmh!19sChIJZR8t-SQ9TIYRZEX8Gi7kuPE,Rick Baker Coldwell Banker Top 2 % of ALL Realtors in America + Dave Ramsey APPROVED Realtor.,5.0,51,Real estate agent,"11901 Dallas Pkwy Suite 100-A1, Frisco, TX 75033, United States","55G5+RR Frisco, Texas, USA",http://getarealrealtor.com/,+1 972-836-8880,,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipMNONrtcabVtmoyIArInjMkqJewvhOryHgkiOfR=w408-h272-k-no,true,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,8 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:34.594Z,,,
https://www.google.com/maps/place/Sunshine+Realtors/data=!4m7!3m6!1s0x864c17de25343645:0xbc005e136108a974!8m2!3d33.1140788!4d-96.8027606!16s%2Fg%2F1vnnjt4j!19sChIJRTY0Jd4XTIYRdKkIYRNeALw,Sunshine Realtors,4.5,12,Real estate agency,"9300 John Hickman Pkwy Ste 1101, Frisco, TX 75035, United States","457W+JV Frisco, Texas, USA",http://www.sunshinerealtors.com/,+1 214-308-9438,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=huz6wtCISs3wwKtQPQbYXw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=112.816345&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:39.141Z,,,
https://www.google.com/maps/place/TopNotch+Property+Manager/data=!4m7!3m6!1s0xa9b660498e67bbfd:0x5047d00e143dbdab!8m2!3d33.129875!4d-97.0139632!16s%2Fg%2F11mdbmckkm!19sChIJ_btnjklgtqkRq709FA7QR1A,TopNotch Property Manager,5.0,9,Property management company,,,,+1 972-589-2167,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPvOAjrhKLyZkEE1fP0VrIhhu_Obqwi7IpqdQlG=w408-h272-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:44.197Z,,,
https://www.google.com/maps/place/SERVPRO+of+South+Frisco%2F+The+Colony/data=!4m7!3m6!1s0x864c3a0184cf461f:0xd99dcfdd4658d22a!8m2!3d33.1464814!4d-96.826142!16s%2Fg%2F11c5_bqfhm!19sChIJH0bPhAE6TIYRKtJYRt3Pndk,SERVPRO of South Frisco/ The Colony,4.9,234,Water damage restoration service,"6950 Eubanks St Suite A3, Frisco, TX 75034, United States","45WF+HG Frisco, Texas, USA",https://www.servpro.com/locations/tx/servpro-of-south-frisco-the-colony?utm_medium=organic&utm_source=gbp,+1 972-335-9900,,,https://lh3.googleusercontent.com/p/AF1QipNKTs0vE1BFT9fqKalM8drpivONdefQ1bUsCdnb=w427-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:49.144Z,,,
https://www.google.com/maps/place/Frisco+Hills+HOA/data=!4m7!3m6!1s0x864c39b3b5c40001:0xa42e1e53a6f1f70a!8m2!3d33.1987619!4d-96.8916748!16s%2Fg%2F11l5tmhn8b!19sChIJAQDEtbM5TIYRCvfxplMeLqQ,Frisco Hills HOA,5.0,1,Association / Organization,"1230 Brendan Dr, Little Elm, TX 75068, United States","54X5+G8 Little Elm, Texas, USA",https://www.friscohillshoa.com/about-us/local-information.aspx,+1 972-987-4250,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=rxDJwG_dyiYBhbU25svruA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=180.09488&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:52.514Z,,,
https://www.google.com/maps/place/White+Cloud+Property+Management/data=!4m7!3m6!1s0xa6c7bec6b797d7c9:0x433d314bd1148bc2!8m2!3d36.6571655!4d-85.822887!16s%2Fg%2F11scm948f0!19sChIJydeXt8a-x6YRwosU0UsxPUM,White Cloud Property Management,5.0,18,Property management company,,,https://whitecloudpm.com/,+1 469-545-0449,Open ⋅ Closes 6 pm,,https://lh3.googleusercontent.com/p/AF1QipOskk4R5FlOv8M7QSi3Pf5kk7AEtakUwZh23NZe=w408-h408-k-no,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:26:57.254Z,,,
https://www.google.com/maps/place/Apple+Real+Estate/data=!4m7!3m6!1s0x864c3dcb15d1e903:0x4ad9382d1a133ef9!8m2!3d33.1098122!4d-96.8299915!16s%2Fg%2F11w53dftl1!19sChIJA-nRFcs9TIYR-T4TGi042Uo,Apple Real Estate,4.9,51,Real estate agent,"1 Cowboys Way Suite 160, Frisco, TX 75034, United States","455C+W2 Frisco, Texas, USA",https://www.buyingindallas.com/,+1 469-252-5178,Open ⋅ Closes 9 pm,,https://lh3.googleusercontent.com/p/AF1QipMF0NIu1DCnTZJ8s1ebUXAwMX3avdF-n8JqBxZz=w408-h444-k-no,true,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:27:02.261Z,,,
https://www.google.com/maps/place/EverProspire+LLC/data=!4m7!3m6!1s0x864c3d4998e562cf:0x7f30e5e833a21782!8m2!3d33.1632433!4d-96.7723553!16s%2Fg%2F11wnm2bvbw!19sChIJz2LlmEk9TIYRgheiM-jlMH8,EverProspire LLC,,,Property management company,"12270 Diamond Crk Dr, Frisco, TX 75035, United States","567H+73 Frisco, Texas, USA",,+1 425-495-9597,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vslp8b9gngqHYS0lWyJfgw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.7976&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Frisco+DFW+TX/@33.1496718,-96.835567,14z",2025-09-25T17:27:05.160Z,,,
https://www.google.com/maps/place/Magnolia+Property+Company/data=!4m7!3m6!1s0x864e7f00cb064f77:0xb9bdf06a066f1ee3!8m2!3d32.9371863!4d-97.1131826!16s%2Fg%2F11cs4fb3w2!19sChIJd08GywB_ToYR4x5vBmrwvbk,Magnolia Property Company,4.1,41,Property management company,"850 S Village Center Dr, Southlake, TX 76092, United States","WVPP+VP Southlake, Texas, USA",https://www.liveatmagnolia.com/,+1 817-769-2580,Open ⋅ Closes 5:30 pm,,https://lh3.googleusercontent.com/p/AF1QipMleLq3TjlLHbBzYQoPpDC5GFMFNO7Czz1v5XxN=w771-h240-k-no,true,9:30 am–5:30 pm,9:30 am–5:30 pm,Closed,Closed,9:30 am–5:30 pm,9:30 am–5:30 pm,9:30 am–5:30 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:24.978Z,,,
https://www.google.com/maps/place/PMI+Premier/data=!4m7!3m6!1s0x864dd487f61ee20f:0x1fa7e890ba97df3!8m2!3d32.9549388!4d-97.1359234!16s%2Fg%2F11c0r0zpxx!19sChIJD-Ie9ofUTYYR832pC4l--gE,PMI Premier,4.2,25,Property management company,"950 E State Hwy 114 Ste 160, Southlake, TX 76092, United States","XV37+XJ Southlake, Texas, USA",https://www.kellerpropertymanagementinc.com/,+1 817-796-6420,Open ⋅ Closes 5 pm,Identifies as veteran-owned,https://lh3.googleusercontent.com/p/AF1QipPVu1ETMGOg9JQBQKUrRnWovS7dqE1LkYhQe1iA=w457-h240-k-no,true,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:29.678Z,,,
"https://www.google.com/maps/place/Champions+DFW+Management+Group,+LLC/data=!4m7!3m6!1s0x864dd4ed82da9f63:0x12782580db3e8af2!8m2!3d32.9404649!4d-97.1245399!16s%2Fg%2F11fy92_zhf!19sChIJY5_agu3UTYYR8oo-24AleBI","Champions DFW Management Group, LLC",5.0,1,Property management company,"1725 E Southlake Blvd #100, Southlake, TX 76092, United States","WVRG+55 Southlake, Texas, USA",https://championsdfw.com/,+1 817-488-4333,Open ⋅ Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=VnrjQBdsJBmnoWS2eBMH0A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=179.3014&pitch=0&thumbfov=100,false,9 am–6 pm,9 am–6 pm,Closed,Closed,9 am–6 pm,9 am–6 pm,9 am–6 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:34.131Z,,,
https://www.google.com/maps/place/Myan+Management+Group/data=!4m7!3m6!1s0x864dd4c316a56747:0x13eb9cc8c8f2e98c!8m2!3d32.934686!4d-97.11074!16s%2Fg%2F1vcl44x0!19sChIJR2elFsPUTYYRjOnyyMic6xM,Myan Management Group,2.1,56,Property management company,"520 Silicon Dr, Southlake, TX 76092, United States","WVMQ+VP Southlake, Texas, USA",http://www.myanmanagement.com/,+1 817-442-8200,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipP-G6efkthL1R8h0DRf-nYbjBitWVGrc3lFKi8h=w640-h240-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:38.505Z,,,
https://www.google.com/maps/place/Malamura+Property+Management/data=!4m7!3m6!1s0x864dd5c59c875aef:0xe2e9377932ca1604!8m2!3d32.9403778!4d-97.1445615!16s%2Fg%2F11fvm_p02l!19sChIJ71qHnMXVTYYRBBbKMnk36eI,Malamura Property Management,5.0,1,Property management company,"425 E Southlake Blvd #100, Southlake, TX 76092, United States","WVR4+55 Southlake, Texas, USA",,+1 817-233-9498,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO3OnzXdZalw2S69it2GPnno2gIxntxfSIV-PdL=w408-h318-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:42.875Z,,,
https://www.google.com/maps/place/Stonewall+Commercial+Property+Management/data=!4m7!3m6!1s0x864dd538b9fe2c65:0x4aa90f63af292d64!8m2!3d32.9388894!4d-97.1158137!16s%2Fg%2F11fs0qcsnc!19sChIJZSz-uTjVTYYRZC0pr2MPqUo,Stonewall Commercial Property Management,3.0,8,Property management company,"165 S Kimball Ave #100, Southlake, TX 76092, United States","WVQM+HM Southlake, Texas, USA",https://stonewallcpm.com/,+1 214-702-6178,Open ⋅ Closes 5 pm,Identifies as women-owned,https://lh3.googleusercontent.com/p/AF1QipNwaITXDLSSnd-_IoN9EQ1mD7KGdViHz93uk2at=w484-h240-k-no,true,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:47.212Z,,,
https://www.google.com/maps/place/KeyCity+Property+Management/data=!4m7!3m6!1s0x864dd449814fffff:0x9202731816d1b85c!8m2!3d32.9251484!4d-97.15508!16s%2Fg%2F11rghpw0yw!19sChIJ__9PgUnUTYYRXLjRFhhzApI,KeyCity Property Management,3.5,15,Property management company,"1209 S White Chapel Blvd, Southlake, TX 76092, United States","WRGV+3X Southlake, Texas, USA",,+1 817-912-1571,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=F7Vc0XmK2ez6VGK-mPQtwA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=152.51248&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:49.729Z,,,
https://www.google.com/maps/place/Fortune+Real+Property+Management+Services/data=!4m7!3m6!1s0x864e788dce929011:0x8b64ac29daa6c6e7!8m2!3d32.9348049!4d-97.1974316!16s%2Fg%2F1tflb1nr!19sChIJEZCSzo14ToYR58am2imsZIs,Fortune Real Property Management Services,3.7,93,Property management company,"2840 W Southlake Blvd #110, Southlake, TX 76092, United States","WRM3+W2 Southlake, Texas, USA",http://www.fortunerealproperty.com/,+1 817-766-7732,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AC9h4nqwYqXpHTrXDp9P2SzxGDEERUtQU6nfOtl4HScpR4NaQ8qXlkLhmzcmSmhrXPSaa_Eh0RN2m12_PVo7dGO1APF70BFZnS-IkCMUB50uZswWfJ6iVUif-CyZN5dWK_5OTt24Noq6=w408-h544-k-no,true,9 am–5 pm,9 am–4 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:54.733Z,,,
https://www.google.com/maps/place/Matrix+Commercial+Group/data=!4m7!3m6!1s0x864dd4e794b08d73:0x559d28b60cd5fecd!8m2!3d32.9355649!4d-97.114114!16s%2Fg%2F11srgk1cw_!19sChIJc42wlOfUTYYRzf7VDLYonVU,Matrix Commercial Group,5.0,1,Property management company,"545 S Kimball Ave Suite 100, Southlake, TX 76092, United States","WVPP+69 Southlake, Texas, USA",https://matrixgrpllc.com/?page_id=250,+1 817-886-4705,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=c6-csm-Zpo4-6HW0PaFrqA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=15.198476&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:27:57.318Z,,,
https://www.google.com/maps/place/One+Porch+Property+Management/data=!4m7!3m6!1s0x864dd5c59fcdcfa9:0x64d430f11ab3410c!8m2!3d32.9471803!4d-97.1181361!16s%2Fg%2F11y2b7zlsr!19sChIJqc_Nn8XVTYYRDEGzGvEw1GQ,One Porch Property Management,,,Property management company,"2106 E State Hwy 114 Suite 2236, Southlake, TX 76092, United States","WVWJ+VP Southlake, Texas, USA",https://www.oneporch.com/,+1 817-821-8258,Open ⋅ Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=CINJ9oggjo2z-_Xlszo00A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=341.30453&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:28:02.336Z,,,
https://www.google.com/maps/place/Granite+Place+at+Southlake+Town+Square/data=!4m7!3m6!1s0x864dd58231563ec9:0x6117b9cafe6185b!8m2!3d32.9473479!4d-97.1306377!16s%2Fg%2F11pwybntxm!19sChIJyT5WMYLVTYYRWxjmr5x7EQY,Granite Place at Southlake Town Square,5.0,1,Property management company,"550 Reserve St #320, Southlake, TX 76092, United States","WVW9+WP Southlake, Texas, USA",https://graniteplacesouthlake.com/,+1 972-331-1200,Open ⋅ Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMhZUbA_KwgytB2JSHHOdBcGvBXi2nG_EMPVr8E=w408-h333-k-no,true,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:28:07.103Z,,,
https://www.google.com/maps/place/Andrews-Dillingham+Properties:+Georgetown+Park/data=!4m7!3m6!1s0x864dd4c18c98a8bb:0x80e50d331c606c19!8m2!3d32.938833!4d-97.112973!16s%2Fg%2F11f3m8y5zt!19sChIJu6iYjMHUTYYRGWxgHDMN5YA,Andrews-Dillingham Properties: Georgetown Park,4.5,2,Property management company,"2535 E Southlake Blvd, Southlake, TX 76092, United States","WVQP+GR Southlake, Texas, USA",http://www.andrews-dillingham.com/properties/georgetown-park/,+1 214-638-0577,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lteh2RZinVwOI45C6egnwQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=357.4156&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:28:10.273Z,,,
https://www.google.com/maps/place/Crest+Asset+Management+Inc/data=!4m7!3m6!1s0x864dd48b4e282527:0x977123fb8162b8ff!8m2!3d32.943512!4d-97.131229!16s%2Fg%2F1thzv60q!19sChIJJyUoTovUTYYR_7higfsjcZc,Crest Asset Management Inc,2.1,11,Property management company,"1400 Civic Pl #225, Southlake, TX 76092, United States","WVV9+CG Southlake, Texas, USA",,+1 817-608-9400,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4Zb_dDGn3hYYeDqCk9Ixtg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.0978&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/HOA+management+businesses+in+Southlake+DFW+TX/@32.9412363,-97.1341783,14z",2025-09-25T17:28:13.052Z,,,
