placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,isBlackOwned,imgUrl,isClaimed,tuesday,wednesday,thursday,friday,saturday,sunday,monday,query,timestamp,info,error
https://www.google.com/maps/place/TMCOne+-+Clara+Vista+Pediatrics/data=!4m7!3m6!1s0x86d66fdc31ccc665:0x383f5b2d3fc7ae23!8m2!3d32.2350304!4d-110.8351287!16s%2Fg%2F11jzph6g5b!19sChIJZcbMMdxv1oYRI67HPy1bPzg,TMCOne - Clara Vista Pediatrics,3.2,6,Pediatrician,"7340 E Speedway Blvd, Tucson, AZ 85710, United States","65P7+2W Tucson, Arizona, USA",https://www.tmcaz.com/tmc-one/,+1 520-547-7045,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=axAyJGkp_B4vQkHWRp6g5g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=178.01959&pitch=0&thumbfov=100,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:04.684Z,,
https://www.google.com/maps/place/El+Rio+Health+Northwest/data=!4m7!3m6!1s0x86d673e71c0ad537:0x329e20d03514576b!8m2!3d32.2725053!4d-110.9765418!16s%2Fg%2F1t_hzfd1!19sChIJN9UKHOdz1oYRa1cUNdAgnjI,El Rio Health Northwest,2.8,144,Medical Center,"320 W Prince Rd, Tucson, AZ 85705, United States","72FF+29 Tucson, Arizona, USA",https://www.elrio.org/,+1 520-670-3909,Open · Closes 8 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo7KlDsVOqxvblEICjai55i8cxvNUtwRKYnGZxSc4NrswOVkv_sSlfwDHQKKojMEpQKfBR3ARUznClMZ1ehG50tD9Kdj-IHim4GpmUNQKuQ2Qbhf8vw9CeEajSPICUApbZUVA62oA=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,Closed,Closed,7 am–8 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:09.411Z,,
"https://www.google.com/maps/place/Sofia+Khera,+MD:+Pediatrics/data=!4m7!3m6!1s0x86d671a689ee0c81:0x2e0ed31fcc040226!8m2!3d32.2410045!4d-110.9461047!16s%2Fg%2F11c2npdkhr!19sChIJgQzuiaZx1oYRJgIEzB_TDi4","Sofia Khera, MD: Pediatrics",,,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+CH Tucson, Arizona, USA",https://www.bannerhealth.com/physician-directory/k/khera-sofia,+1 520-694-8888,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g3KpssL-pbIGDDdaJmSShw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.2207&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:14.086Z,,
"https://www.google.com/maps/place/TMCOne+-+Erickson,+Pediatric+Multispecialty/data=!4m7!3m6!1s0x86d66f3857f750bf:0xb486f9404297d8ac!8m2!3d32.2495218!4d-110.8794177!16s%2Fg%2F11fj2bkt82!19sChIJv1D3Vzhv1oYRrNiXQkD5hrQ","TMCOne - Erickson, Pediatric Multispecialty",3.3,7,Pediatrician,"5300 E Erickson Dr STE 100, Tucson, AZ 85712, United States","64XC+R6 Tucson, Arizona, USA",https://www.tmcaz.com/tmc-one/,+1 520-324-7200,Closes soon · 4:30 pm · Opens 8 am Wed,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8-D4DbedHRweHxgFx6fRrQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=176.31642&pitch=0&thumbfov=100,true,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:19.230Z,,
https://www.google.com/maps/place/Cox+Melissa+DO/data=!4m7!3m6!1s0x86d671a669bcb99d:0x359d7949047c8150!8m2!3d32.240622!4d-110.9459828!16s%2Fg%2F1vrqb21z!19sChIJnbm8aaZx1oYRUIF8BEl5nTU,Cox Melissa DO,1.0,1,Pediatrician,"1501 N Campbell Ave #3301, Tucson, AZ 85724, United States","63R3+6J Tucson, Arizona, USA",,+1 520-626-6614,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=RbYGRnvffVOUZhCPWz2tuw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=263.6695&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:21.933Z,,
"https://www.google.com/maps/place/Merlin+Lowe,+MD:+Pediatrics/data=!4m7!3m6!1s0x86d671a669bcb99d:0x7f357bee14f52a2f!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F1tzgpnmh!19sChIJnbm8aaZx1oYRLyr1FO57NX8","Merlin Lowe, MD: Pediatrics",,,Internist,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",https://medicine.arizona.edu/person/merlin-chan-lowe-md-faap-fhm,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:24.470Z,,
"https://www.google.com/maps/place/Mark+Wheeler,+MD:+Pediatric+Endocrinology/data=!4m7!3m6!1s0x86d671a669bcb99d:0x7848593c3108d94a!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F1tgkhqw8!19sChIJnbm8aaZx1oYRStkIMTxZSHg","Mark Wheeler, MD: Pediatric Endocrinology",3.4,5,Pediatric endocrinologist,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",https://doctors.bannerhealth.com/provider/mark-wheeler/452070,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:27.183Z,,
"https://www.google.com/maps/place/Cynthia+Garcia,+NNP:+Pediatric+Nurse+Practitioner/data=!4m7!3m6!1s0x86d671a669bcb99d:0xf899a3d48094b97b!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F1tdw__58!19sChIJnbm8aaZx1oYRe7mUgNSjmfg","Cynthia Garcia, NNP: Pediatric Nurse Practitioner",,,Registered general nurse,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",https://www.bannerhealth.com/physician-directory/g/garcia-cynthia-m,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:29.718Z,,
https://www.google.com/maps/place/Eck+Patricia+J+DO/data=!4m7!3m6!1s0x86d67127f140d4d7:0x822c844f885b0372!8m2!3d32.2212713!4d-110.985852!16s%2Fg%2F1tm2b36q!19sChIJ19RA8Sdx1oYRcgNbiE-ELII,Eck Patricia J DO,,,Pediatrician,"839 W Congress St, Tucson, AZ 85745, United States","62C7+GM Tucson, Arizona, USA",http://www.elrio.org/,+1 520-670-3909,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_RYEX8rPiN4YjNMbBMSXew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.8318&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:32.266Z,,
https://www.google.com/maps/place/Rice+Sydney+a+MD/data=!4m7!3m6!1s0x86d671a6600edf39:0x35ba015b3064860f!8m2!3d32.2408507!4d-110.9461127!16s%2Fg%2F1262k2dny!19sChIJOd8OYKZx1oYRD4ZkMFsBujU,Rice Sydney a MD,,,Pediatrician,"1501 N Campbell Ave # 245040, Tucson, AZ 85724, United States",,https://medicine.arizona.edu/person/sydney-rice-md-msc,+1 520-626-6044,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g3KpssL-pbIGDDdaJmSShw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=282.14133&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:34.840Z,,
https://www.google.com/maps/place/Painted+Hills+Pediatrics/data=!4m7!3m6!1s0x86d66e55393ed577:0x5db35bd45a615f46!8m2!3d32.2457184!4d-110.8564013!16s%2Fg%2F1tdv_b03!19sChIJd9U-OVVu1oYRRl9hWtRbs10,Painted Hills Pediatrics,3.0,2,Pediatrician,"6369 E Tanque Verde Rd UNIT 190, Tucson, AZ 85715, United States","64WV+7C Tucson, Arizona, USA",https://www.desertwillowpediatrics.com/,+1 520-751-4124,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GgkoF7mCA-zeMplxvgIBvA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=146.06749&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:39.784Z,,
https://www.google.com/maps/place/Children%27s+Clinics+For+Rehabilitative+Services/data=!4m7!3m6!1s0x86d66e38cfda8343:0x99a1703695e33765!8m2!3d32.2545604!4d-110.8812188!16s%2Fg%2F1td3m0np!19sChIJQ4Pazzhu1oYRZTfjlTZwoZk,Children's Clinics For Rehabilitative Services,4.5,172,Medical clinic,"2600 N Wyatt Dr, Tucson, AZ 85712, United States","7439+RG Tucson, Arizona, USA",https://www.childrensclinics.org/,+1 520-324-5437,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipO6jakl-MHxwzVib5fOTXgvbyamVqDwOOJYK_g1=w408-h271-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:44.404Z,LGBTQ+ friendly,
"https://www.google.com/maps/place/Dr.+Francisco+G+Valencia,+MD/data=!4m7!3m6!1s0x86d67235607ee465:0x5e7b5a763383da33!8m2!3d32.2916305!4d-110.9492845!16s%2Fg%2F1thlnj28!19sChIJZeR-YDVy1oYRM9qDM3Zae14","Dr. Francisco G Valencia, MD",5.0,11,Pediatric orthopedic surgeon,"1555 E River Rd, Tucson, AZ 85718, United States","73R2+M7 Tucson, Arizona, USA",https://www.acssurgeons.com/,+1 520-321-9850,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=N95G6Z5rGHyF_IvFlEiDrg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=258.16388&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:47.047Z,,
"https://www.google.com/maps/place/Zoe+Gonzalez-Garcia,+MD:+Pediatric+Endocrinology/data=!4m7!3m6!1s0x86d671a689ee0c81:0x69a3a1c73549e3e7!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F11c2nkb0f8!19sChIJgQzuiaZx1oYR5-NJNceho2k","Zoe Gonzalez-Garcia, MD: Pediatric Endocrinology",,,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:49.739Z,,
"https://www.google.com/maps/place/Michael+Seckeler,+MD:+Pediatric+Cardiology/data=!4m7!3m6!1s0x86d671a689ee0c81:0x60b7fdac47ea517!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F11c2nkmh3g!19sChIJgQzuiaZx1oYRF6V-xNp_CwY","Michael Seckeler, MD: Pediatric Cardiology",5.0,1,Pediatric cardiologist,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",https://heart.arizona.edu/profile/michael-seckeler-md-msc-0,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:52.207Z,,
https://www.google.com/maps/place/Rosenfeld+Steven+MD/data=!4m7!3m6!1s0x86d673e710cba3d7:0xa7bb7645d39c1b89!8m2!3d32.2725133!4d-110.9764855!16s%2Fg%2F1tmg6_g3!19sChIJ16PLEOdz1oYRiRuc00V2u6c,Rosenfeld Steven MD,3.6,5,Pediatrician,"320 W Prince Rd, Tucson, AZ 85705, United States","72FF+2C Tucson, Arizona, USA",,+1 520-884-7304,Open · Closes 6 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eMCPvJuCFEA7ioyvbZyFfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=91.24529&pitch=0&thumbfov=100,false,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–5 pm,Closed,Closed,8 am–6 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:47:57.035Z,,
https://www.google.com/maps/place/Clara+Vista+Pediatrics+Tucson+Pediatrician/data=!4m7!3m6!1s0x86d66f177b2a41e5:0xc843e9f9279da27d!8m2!3d32.2351256!4d-110.835047!16s%2Fg%2F1tgfx1w9!19sChIJ5UEqexdv1oYRfaKdJ_npQ8g,Clara Vista Pediatrics Tucson Pediatrician,3.4,59,Pediatrician,"7340 E Speedway Blvd #104, Tucson, AZ 85710, United States","65P7+3X Tucson, Arizona, USA",https://zzmaps.xyz/business/clara-vista-pediatrics-tucson-pediatrician-dJ_npQ8g,+1 520-547-7045,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipMAFz7GA_CFnsJB13jeFm5TNBq8PVOBF3JZKZyu=w702-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:02.267Z,,
https://www.google.com/maps/place/Children%27s+Medical+Center-Tucson/data=!4m7!3m6!1s0x86d6660bfb69e1fd:0xaf0677336adb037d!8m2!3d32.1922864!4d-110.8026445!16s%2Fg%2F1tc_rg5p!19sChIJ_eFp-wtm1oYRfQPbajN3Bq8,Children's Medical Center-Tucson,4.5,160,Medical clinic,"8895 E Golf Links Rd, Tucson, AZ 85730, United States","55RW+WW Tucson, Arizona, USA",https://www.cmctmed.com/,+1 520-293-6686,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GWJCPMeyOseLkDjLLURGsQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=14.655076&pitch=0&thumbfov=100,false,"8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm","8 am–1 pm, 2–5 pm",Closed,Closed,"8 am–1 pm, 2–5 pm","https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:07.141Z,,
"https://www.google.com/maps/place/Melissa+Moore,+MD:+Pediatrics/data=!4m7!3m6!1s0x86d671a689ee0c81:0x2fe569e7eb0c4ce5!8m2!3d32.241125!4d-110.9463487!16s%2Fg%2F11c5_2bpmk!19sChIJgQzuiaZx1oYR5UwM6-dp5S8","Melissa Moore, MD: Pediatrics",,,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+CF Tucson, Arizona, USA",,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hZYuM9xQVdvZetauau5FfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=49.81221&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:09.775Z,,
"https://www.google.com/maps/place/Academy+of+Pediatric+Integrative+Medicine/@32.2874591,-110.9471687,17z/data=!3m1!4b1!4m6!3m5!1s0x86d6723464cfffff:0xa3dba7c6eac98b21!8m2!3d32.2874591!4d-110.9471687!16s%2Fg%2F11rnb3mwlh",Academy of Pediatric Integrative Medicine,,,Doctor,"1700 E River Rd, Tucson, AZ 85728, United States","73P3+X4 Tucson, Arizona, USA",https://www.apim.org/contact,+1 520-350-9930,,,,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:14.297Z,,
"https://www.google.com/maps/place/Janet+Lau,+MD:+Pediatrics/data=!4m7!3m6!1s0x86d671a689ee0c81:0x9edaea4b8c56b604!8m2!3d32.2409828!4d-110.9457683!16s%2Fg%2F11ddx6f2t9!19sChIJgQzuiaZx1oYRBLZWjEvq2p4","Janet Lau, MD: Pediatrics",,,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",https://www.bannerhealth.com/physician-directory/l/lau-janet-t,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.67703&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:16.910Z,,
https://www.google.com/maps/place/Garcia+Ruth+M+MD/data=!4m7!3m6!1s0x86d67127f140d4d7:0x910fc6744e73c6ff!8m2!3d32.2212713!4d-110.985852!16s%2Fg%2F1tfgk7w0!19sChIJ19RA8Sdx1oYR_8ZzTnTGD5E,Garcia Ruth M MD,5.0,1,Pediatric endocrinologist,"839 W Congress St, Tucson, AZ 85745, United States","62C7+GM Tucson, Arizona, USA",http://www.elrio.org/,+1 520-670-3909,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_RYEX8rPiN4YjNMbBMSXew&cb_client=search.gws-prod.gps&w=408&h=240&yaw=261.8318&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:19.610Z,,
https://www.google.com/maps/place/Dr.+Geetha+Gopalakrishnan/data=!4m7!3m6!1s0x86d671a6f4c00001:0x4d23ed31d4be09c0!8m2!3d32.2410854!4d-110.946286!16s%2Fg%2F11p07b45rd!19sChIJAQDA9KZx1oYRwAm-1DHtI00,Dr. Geetha Gopalakrishnan,,,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States",,,+1 520-407-2559,Open · Closes 5 pm,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hZYuM9xQVdvZetauau5FfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=56.580925&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:24.389Z,,
https://www.google.com/maps/place/El+Rio+Health+Grant+Road/data=!4m7!3m6!1s0x86d671c1d9051ac7:0xd33f61923d3a7213!8m2!3d32.2510915!4d-110.9148054!16s%2Fg%2F11sq4zd5_9!19sChIJxxoF2cFx1oYRE3I6PZJhP9M,El Rio Health Grant Road,3.0,70,Medical Center,"3655 E Grant Rd, Tucson, AZ 85716, United States","732P+C3 Tucson, Arizona, USA",https://www.elrio.org/,+1 520-670-3909,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepmswCk8mLH8dw8iTL-Ls3u4haLvDDrtNpUQF9Uj4YqLIX62oUWeMpSGGodZVGHJ3B6d7NkmlNRjETYSu1UuFd7FghNnseNwQKFPvT60JDk5c-_HwGkYnlxMhFeByrRmChG2LmB=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–4 pm,Closed,7 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:29.327Z,,
https://www.google.com/maps/place/Dr.+David+McHorney/data=!4m7!3m6!1s0x86d6749653e52ba9:0x40f22c268e995db9!8m2!3d32.2515955!4d-110.8645462!16s%2Fg%2F1tf7m_qn!19sChIJqSvlU5Z01oYRuV2ZjiYs8kA,Dr. David McHorney,5.0,1,Pediatrician,"5983 E Grant Rd #117, Tucson, AZ 85712, United States","742P+J5 Tucson, Arizona, USA",https://desertpedsaz.com/,+1 520-721-5350,Open · Closes 5 pm,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoiHk8AQUrhEz-7w46ikhAk6Dzeb3LsWGSiMX6GUFio1SbChH7DbBCbT27IVpno5z9gWmoS4cDamLcxBjBUfdXgNvKcU9r_-FjmkxvoL-I-0vbqDDTitJhEnHposVieRI4Hzzid=w408-h306-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:34.041Z,,
https://www.google.com/maps/place/Integrative+Developmental/data=!4m7!3m6!1s0x86d671e6d7e17b07:0x772322137ff80419!8m2!3d32.2580531!4d-110.9094709!16s%2Fg%2F1tf58b9c!19sChIJB3vh1-Zx1oYRGQT4fxMiI3c,Integrative Developmental,,,Pediatrician,"2802 N Alvernon Way # 300, Tucson, AZ 85712, United States","735R+66 Tucson, Arizona, USA",http://www.holisticspecialkids.com/,+1 520-247-0405,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OHZ2j14gyh4cu_AKzjmbAg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=187.83067&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:36.702Z,,
"https://www.google.com/maps/place/Saeid+Badie,+DDS/data=!4m7!3m6!1s0x86d66e2ddb07bba7:0x3db53d2f8744f816!8m2!3d32.2414275!4d-110.8930533!16s%2Fg%2F1v7tltsj!19sChIJp7sH2y1u1oYRFvhEhy89tT0","Saeid Badie, DDS",4.8,386,Dentist,"1575 N Swan Rd #100, Tucson, AZ 85712, United States","64R4+HQ Tucson, Arizona, USA",https://www.badiedental.com/,+1 520-325-3022,,,https://lh3.googleusercontent.com/p/AF1QipMKwGs9uh8It26nLuk-S04yLppJmAgGkjgHATz5=w486-h240-k-no,true,Closed,Closed,Closed,Closed,Closed,Closed,7 am–5 am,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:41.434Z,,
"https://www.google.com/maps/place/Natalie+Shwaish,+MD:+Pediatrics/data=!4m7!3m6!1s0x86d671a689ee0c81:0xd03dc9df92b18149!8m2!3d32.2409829!4d-110.9457686!16s%2Fg%2F11c5_b9016!19sChIJgQzuiaZx1oYRSYGxkt_JPdA","Natalie Shwaish, MD: Pediatrics",,,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+9M Tucson, Arizona, USA",https://www.bannerhealth.com/physician-directory/s/shwaish-natalie-sue,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=UDZNllHTj9eKS0uM9evNBw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=303.66516&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:44.199Z,,
"https://www.google.com/maps/place/Keith+Dveirin,+MD/data=!4m7!3m6!1s0x86d66f177b2a41e5:0x3e57751e367fa1d6!8m2!3d32.2350304!4d-110.8351287!16s%2Fg%2F1tf31v79!19sChIJ5UEqexdv1oYR1qF_Nh51Vz4","Keith Dveirin, MD",5.0,14,Pediatrician,"7340 E Speedway Blvd, Tucson, AZ 85710, United States","65P7+2W Tucson, Arizona, USA",https://www.tmcaz.com/tmc-one/,+1 520-547-7045,Open · Closes 5 pm,,https://lh3.googleusercontent.com/p/AF1QipPLlvkkH1shds3IQVZeunnOM3yFsFiNdBOW9kMd=w426-h240-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:49.012Z,,
"https://www.google.com/maps/place/Lauren+Nicholls,+MD:+Pediatric+Hematology+Oncology/data=!4m7!3m6!1s0x86d671a689ee0c81:0x9372dd4491329940!8m2!3d32.2407673!4d-110.9457152!16s%2Fg%2F11c2nn5kkm!19sChIJgQzuiaZx1oYRQJkykUTdcpM","Lauren Nicholls, MD: Pediatric Hematology Oncology",5.0,2,Pediatrician,"1501 N Campbell Ave, Tucson, AZ 85724, United States","63R3+8P Tucson, Arizona, USA",https://www.bannerhealth.com/physician-directory/n/nicholls-lauren-anne,+1 520-694-8888,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g3KpssL-pbIGDDdaJmSShw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=277.07437&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/pediatrician+in+Tucson+Tucson+AZ/@32.2539787,-110.9741769,14z",2026-02-10T22:48:51.785Z,,
