placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,friday,saturday,sunday,monday,tuesday,wednesday,thursday,query,timestamp,info,isBlackOwned,error,attributes
https://www.google.com/maps/place/Family+Prestige+Garage+Doors/data=!4m7!3m6!1s0x89b7ae6cceff018d:0x90b2d3a56064e992!8m2!3d38.7791458!4d-77.1077499!16s%2Fg%2F11cfc69tj!19sChIJjQH_zmyut4kRkulkYKXTspA,Family Prestige Garage Doors,4.9,82,Garage door supplier,"6404 Telegraph Rd Unit C, Alexandria, VA 22310, United States","QVHR+MW Alexandria, Virginia, USA",http://www.familyprestigedoors.com/,+1 703-341-6158,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNItyXxTtWskS70LqmR9UxKGePk26pzmD7dT7pC=w607-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:02:36.224Z,Identifies as Latino-owned,,,
https://www.google.com/maps/place/Express+Garage+Door+Repair/data=!4m7!3m6!1s0x89b7dd988d653f0f:0xc257a0f4ffc639eb!8m2!3d39.1069096!4d-76.820387!16s%2Fg%2F11rfrs_yf3!19sChIJDz9ljZjdt4kR6znG__SgV8I,Express Garage Door Repair,5.0,2,Garage door supplier,,,https://www.expressgaragedoorrepairmd.com/,+1 240-917-2821,Closes soon ⋅ 7 pm ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMLY8omkp_fl-dPNIllLQ-OsSa22CdbpQoXvxma=w408-h306-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:02:40.977Z,,,,
"https://www.google.com/maps/place/ABC+Garage+Doors+%26+Repair+-+MD,+DC,+VA/data=!4m7!3m6!1s0x89b7cd15f5429035:0x4df47757d51e6c98!8m2!3d39.0923178!4d-77.1397827!16s%2Fg%2F11ghlg4g4q!19sChIJNZBC9RXNt4kRmGwe1Vd39E0","ABC Garage Doors & Repair - MD, DC, VA",4.9,561,Garage door supplier,"647 Lofstrand Ln, Rockville, MD 20850, United States","3VR6+W3 Rockville, Maryland, USA",https://abcgaragerepair.com/,+1 301-786-5574,Open ⋅ Closes 8:30 pm,https://lh3.googleusercontent.com/p/AF1QipPORLxVQWvh2uDo9WIA9fzKOmht_JDmyW1Z-6Cr=w408-h544-k-no,true,7:30 am–8:30 pm,Closed,7:30 am–8:30 pm,7:30 am–8:30 pm,7:30 am–8:30 pm,7:30 am–8:30 pm,7:30 am–8:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:02:45.990Z,,,,
https://www.google.com/maps/place/EX+PRO+FIX/data=!4m7!3m6!1s0xa29bcf3e376e374d:0x242a4652bee1e957!8m2!3d38.5516544!4d-75.2150194!16s%2Fg%2F11y2rbmc31!19sChIJTTduNz7Pm6IRV-nhvlJGKiQ,EX PRO FIX,5.0,18,Contractor,"30780 Alyssa Dr, Dagsboro, DE 19939, United States","HQ2M+MX Dagsboro, Delaware, USA",,+1 443-878-7558,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMQwyHG2RykzAbxb3zliTr4br1q0twEXugG5-38=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:02:50.913Z,,,,
https://www.google.com/maps/place/Better+Place+Garage+Doors/data=!4m7!3m6!1s0x89b7fea5123abf69:0xa60dc49db046d83e!8m2!3d39.12935!4d-76.693731!16s%2Fg%2F1q5grjmmt!19sChIJab86EqX-t4kRPthGsJ3EDaY,Better Place Garage Doors,4.9,35,Garage door supplier,,,http://www.betterplacegaragedoors.com/,+1 410-317-8682,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNCkhEZ5oBdryw3BMGuRmlek8oJ73M3Wh4WJvUB=w408-h266-k-no,true,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:02:55.791Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Garage+Door+Repair+-+Williamson+Best+Garage+Door/data=!4m7!3m6!1s0x89abad32a668865b:0x8e736f1976de2304!8m2!3d38.8157589!4d-77.124124!16s%2Fg%2F11js9t4skk!19sChIJW4ZopjKtq4kRBCPedhlvc44,Garage Door Repair - Williamson Best Garage Door,4.8,113,Garage door supplier,"5340 Holmes Run Pkwy, Alexandria, VA 22304, United States","RV8G+89 Alexandria, Virginia, USA",https://williamsonbestgaragedoors.com/?utm_campaign=gmb,+1 301-321-8419,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNfxBxDsGFlguAYHvm7TqQ2IYsNeNFHu-kGo0i-=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:00.768Z,,,,
https://www.google.com/maps/place/Shore+Window+Cleaning/data=!4m7!3m6!1s0x89b8cde6d29f83af:0xdb8fc4785fdd8a77!8m2!3d38.768799!4d-75.6366885!16s%2Fg%2F1tjh084s!19sChIJr4Of0ubNuIkRd4rdX3jEj9s,Shore Window Cleaning,5.0,124,Window cleaning service,,,https://shorewindowcleaning.com/,+1 800-782-3717,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipMnT9g-UDbEU-J6lOBja1JHXlTZdcIKZoZ2MIZ6=w408-h460-k-no,true,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,8 am–6 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:05.596Z,,,,
https://www.google.com/maps/place/CR3+American+Exteriors/data=!4m7!3m6!1s0x89b8f1d44b7aabc7:0xd5ef2e63d035bfd!8m2!3d38.3761864!4d-75.1612192!16s%2Fg%2F11r2sr5wy7!19sChIJx6t6S9TxuIkR_VsDPebyXg0,CR3 American Exteriors,4.9,131,Roofing contractor,"11042 Nicholas Ln STE B104, Berlin, MD 21811, United States","9RGQ+FG Berlin, Maryland, USA",https://cr3america.com/locations/branch4/,+1 410-842-2718,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOhw4fXHr9_VpzURLP1wjX-7DuoPSndJhHTJyrT=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:10.794Z,,,,
"https://www.google.com/maps/place/Carl%27s+Door+Service,+Inc./data=!4m7!3m6!1s0x89c8756b9ad3f46b:0x1dfdac325cc114ce!8m2!3d39.5407279!4d-76.4761452!16s%2Fg%2F1tf_jcr2!19sChIJa_TTmmt1yIkRzhTBXDKs_R0","Carl's Door Service, Inc.",4.9,129,Garage door supplier,"2502 Greene Rd, Baldwin, MD 21013, United States","GGRF+7G Baldwin, Maryland, USA",http://www.carlsdoorservice.com/,+1 410-557-8700,Closed ⋅ Opens 7:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipPcT-vENqFReEHZiNQpTbMgn4MfOjx94nt-ezW5=w408-h306-k-no,true,7:30 am–4 pm,Closed,Closed,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,7:30 am–4 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:15.603Z,,,,
https://www.google.com/maps/place/LiftBrothers+LLC/data=!4m7!3m6!1s0x89b8dbbe0fb3b037:0x24acfa9757bacca5!8m2!3d38.510767!4d-75.166952!16s%2Fg%2F11h9pg2w5d!19sChIJN7CzD77buIkRpcy6V5f6rCQ,LiftBrothers LLC,5.0,17,Elevator service,"34724 Bennett Rd, Frankford, DE 19945, United States","GR6M+86 Frankford, Delaware, USA",http://www.liftbrothers.com/,+1 302-542-9953,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/p/AF1QipNq_qhCEGjfjCxXW1ksHSVqgO4uZXTdnvRWMC6r=w408-h544-k-no,true,8:30 am–4:30 pm,Closed,Closed,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:20.380Z,,,,
"https://www.google.com/maps/place/Horizon+Garage+Doors+-+Installation,+Repair+%26+Openers+Services+in+Columbia,+MD/data=!4m7!3m6!1s0x89b7e003ae20b795:0x80243b182cbe6c9a!8m2!3d39.2268333!4d-76.8180315!16s%2Fg%2F11fxw7d9gd!19sChIJlbcgrgPgt4kRmmy-LBg7JIA","Horizon Garage Doors - Installation, Repair & Openers Services in Columbia, MD",4.7,166,Garage door supplier,"8775 Centre Park Dr, Columbia, MD 21045, United States","65GJ+PQ Columbia, Maryland, USA",https://horizongaragedoor.net/,+1 443-583-8030,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipMEjV3r6wD0shGaWB7rQpFRGtZXRvO3lfm3p5A=w426-h240-k-no,true,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,8 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:25.671Z,LGBTQ+ friendly,,,
"https://www.google.com/maps/place/Holmes+Garage+Door+Service,+LLC/data=!4m7!3m6!1s0x89b776bddde0917f:0xc9408dbb12e0bf44!8m2!3d38.4990132!4d-76.7165388!16s%2Fg%2F11hd06wrqr!19sChIJf5Hg3b12t4kRRL_gEruNQMk","Holmes Garage Door Service, LLC",5.0,53,Garage door supplier,"39340 Summit Hill Dr, Mechanicsville, MD 20659, United States","F7XM+J9 Mechanicsville, Maryland, USA",http://www.holmesgaragedoorservice.com/,+1 301-659-4550,Closed ⋅ Opens 9 am Sat,https://lh3.googleusercontent.com/p/AF1QipMjk3W2jc9GdyLFYKAny4cBrfyXEELJexnu0SB3=w408-h544-k-no,true,7 am–5 pm,9 am–1 pm,Closed,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:30.558Z,,,,
https://www.google.com/maps/place/Alutech+United+Inc./data=!4m7!3m6!1s0x89b8d95cbdc80af5:0xa3d2e08e2f7ee11c!8m2!3d38.4543178!4d-75.2305803!16s%2Fg%2F1tp308br!19sChIJ9QrIvVzZuIkRHOF-L47g0qM,Alutech United Inc.,4.6,14,Window treatment store,"117 Dixon St, Selbyville, DE 19975, United States","FQ39+PQ Selbyville, Delaware, USA",http://www.alutech.com/,+1 302-436-6005,Closed ⋅ Opens 9 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzc5tr1nFx9pM0D40hlGDr9m95nzlpJJO_P6haGYNsaf3K2RG3s9IwzmGgSodkYsFXJlc94SHphwMKo0De06zVzv0mxlpjbKCJDMl3vKRCEJF0bcY4gQnqj96KQns_YTkD5Gzdj=w408-h544-k-no,true,9 am–5 pm,Closed,Closed,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:35.557Z,,,,
https://www.google.com/maps/place/DeLuca+Bros.+Garage+Doors+%26+Openers/data=!4m7!3m6!1s0x89c6d918ed37dfd5:0x8288ab0cc6c79de1!8m2!3d39.6844946!4d-75.2151333!16s%2Fg%2F11lq010qmm!19sChIJ1d837RjZxokR4Z3HxgyriII,DeLuca Bros. Garage Doors & Openers,5.0,12,Garage door supplier,"953 Franklinville Rd, Mullica Hill, NJ 08062, United States","MQMM+QW Mullica Hill, Harrison Township, NJ, USA",https://delucabrosgaragedoorsandopener.godaddysites.com/,+1 856-803-4951,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNk2pDDH12Lcna7ZIIcRpeEsoF0vRinQfJd_Yia=w435-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:40.507Z,,,,
https://www.google.com/maps/place/All+Townships+Garage+Door+%26+Gate+Repairs/data=!4m7!3m6!1s0x89c6cdbe0e927277:0xe58402f02ea7678a!8m2!3d39.8523751!4d-74.9930558!16s%2Fg%2F11p11ff3hh!19sChIJd3KSDr7NxokRimenLvAChOU,All Townships Garage Door & Gate Repairs,5.0,83,Garage door supplier,"23 Buttonwood Rd, Voorhees Township, NJ 08043, United States","V224+XQ Voorhees Township, New Jersey, USA",https://alltownshipsgdr.com/voorhees,+1 856-712-8773,Closed ⋅ Opens 12 am Sun,https://lh3.googleusercontent.com/p/AF1QipPwVOPXLZUyjWTtuVmizjS8Twd62osnvOWF7sNz=w472-h240-k-no,true,7 am–4 pm,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:45.504Z,,,,
https://www.google.com/maps/place/Minor+Service/data=!4m7!3m6!1s0x49edd8b455a32585:0xff28c47049974d4b!8m2!3d38.6995064!4d-75.2361044!16s%2Fg%2F11vyky8cjw!19sChIJhSWjVbTY7UkRS02XSXDEKP8,Minor Service,5.0,7,Handyman/Handywoman/Handyperson,,,https://www.minorservice.com/,+1 302-827-7717,Open ⋅ Closes 8 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxDnW1OLmrxIKSNwJMNEewNzS0QS7zggCD4wj6Mr1h4WmWdczWol30AAbFwHKRZv4pmmuvNRMXCG1xhWuVWF4CE9ol5yyHq6YV8SQStYkflAKltQfTKbU2f8G800gbfXxLjw_nBQT0U5v57=w408-h306-k-no,true,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,8 am–8 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:50.563Z,,,,
https://www.google.com/maps/place/Diamond+Door+LLC/data=!4m7!3m6!1s0x8831925cfca62e21:0x706c7dda899236be!8m2!3d41.8011438!4d-81.0360174!16s%2Fg%2F1tg4m0lj!19sChIJIS6m_FySMYgRvjaSidp9bHA,Diamond Door LLC,4.8,28,Garage door supplier,"7171 N Ridge Rd, Madison, OH 44057, United States","RX27+FH Madison, Ohio, USA",http://www.diamonddoorco.com/,+1 440-417-0700,Closed ⋅ Opens 8:30 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwYXO0nAbNZmDvX8GmRMTeaKDt-KdKyaKsoJxHE-FBsMCxJNRhvE08UesCy3MhCoWR1z4a0aobwUODrQP0jOJ_fcGzPg_-P6qInUfhVsdIYpDpI9r-XoQphkbuxFbGLCCnoGC3-jQ=w426-h240-k-no,false,8:30 am–5 pm,Closed,Closed,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:03:55.629Z,,,,
https://www.google.com/maps/place/Coastline+Sunrooms+and+Awnings/data=!4m7!3m6!1s0x89b8d9c1f2615675:0x167d0b490b236dab!8m2!3d38.4529847!4d-75.2306089!16s%2Fg%2F11y2kltkx2!19sChIJdVZh8sHZuIkRq20jC0kLfRY,Coastline Sunrooms and Awnings,4.7,19,Sunroom contractor,"2 Discovery Ln, Selbyville, DE 19975, United States","FQ39+5Q Selbyville, Delaware, USA",https://coastlinesun.com/,+1 443-373-5524,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/p/AF1QipM4_vGe3HekL423z4aHLBSDGwsVfU7MxzNk1sPO=w408-h275-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:04:00.535Z,,,,
https://www.google.com/maps/place/Castillos+Painting+LLC/data=!4m7!3m6!1s0x89b8d0747e63ffff:0xa400151ee5a38c8c!8m2!3d38.5111051!4d-75.1490401!16s%2Fg%2F11s0sk3gw1!19sChIJ__9jfnTQuIkRjIyj5R4VAKQ,Castillos Painting LLC,5.0,5,Contractor,"34511 Rickards Rd, Frankford, DE 19945, United States","GV62+C9 Frankford, Delaware, USA",https://castillospaintingde.com/,+1 302-260-6147,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyONgsbWFcGK1HwnN8_JiQvFqO41Hf_LftAUWbs1tgKEJ9w48ncIJ4vfJuyQAH3rvmoiSmXmK8-25VXuFI-ivAuL21d9HjIoT6XVEZGQxNkYeoWluYH7LOl1lvWyoA3cDUiPIN098W3KIo=w408-h543-k-no,false,Open 24 hours,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:04:05.619Z,,,,
https://www.google.com/maps/place/Vasco+Property+Services+LLC/data=!4m7!3m6!1s0x89b8d962925ca13d:0x52df0002e6523506!8m2!3d38.4530249!4d-75.2306089!16s%2Fg%2F11ks2_grh4!19sChIJPaFckmLZuIkRBjVS5gIA31I,Vasco Property Services LLC,4.7,28,General contractor,"2 Discovery Ln, Selbyville, DE 19975, United States","FQ39+6Q Selbyville, Delaware, USA",http://www.vascoproservices.com/,+1 443-727-1042,Closed ⋅ Opens 8 am Sat,https://lh3.googleusercontent.com/p/AF1QipM0LU-mH72PTNv-p3fAFMFxipZ2rEE9KDxDmR0=w408-h306-k-no,true,8 am–5 pm,8 am–12 pm,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:04:10.628Z,,,,
https://www.google.com/maps/place/affordable+garage+doors+llc/data=!4m7!3m6!1s0x89b78ba2790c7411:0xc3f0d8e72b3264c8!8m2!3d38.8311483!4d-76.4991742!16s%2Fg%2F11gv129wz4!19sChIJEXQMeaKLt4kRyGQyK-fY8MM,affordable garage doors llc,5.0,11,Garage door supplier,"1204 Grove Ave, Shady Side, MD 20764, United States","RGJ2+F8 Shady Side, Maryland, USA",https://affordablegaragedoorsllc.com/,+1 410-867-1112,Closed ⋅ Opens 8 am Mon,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwEjG24ecSNORlx81tvgoVGPL4cp8sigO13_WQ9pBknpkbhBOjK50MeJIi_hU2PIglcrdA55t1HhAn7C2bxtWKJbP3SGzm-JhicB-5o6WamJ8cOWnD6zFTnHH7s_1lkU7ArAuKU9Q=w427-h240-k-no,true,8 am–5 pm,Closed,Closed,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,"https://www.google.com/maps/search/garage+door+services+in+Fenwick+Island+DE/@38.4623346,-75.0512922,14z",2025-11-07T23:04:15.829Z,,,,
https://www.google.com/maps/place/Affordable+Door/data=!4m7!3m6!1s0x89b7acd1620eef4b:0x46a7d7adf6617fa7!8m2!3d38.7330468!4d-77.1981633!16s%2Fg%2F11x9v7mdx!19sChIJS-8OYtGst4kRp39h9q3Xp0Y,Affordable Door,4.9,1272,Garage door supplier,"7405 Alban Station Ct Suite A107, Springfield, VA 22150, United States","PRM2+6P Springfield, Virginia, USA",http://www.affordabledoor.com/,+1 703-912-3667,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNKZU3guIaBEaiFoQIN1wPeim40QBXhJeTcajv_=w408-h306-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Bridgeville+DE/@38.7426137,-75.6043714,14z",2025-11-07T23:04:40.773Z,,,,
https://www.google.com/maps/place/The+Restoration+Group/data=!4m7!3m6!1s0x89b899dc9baefa09:0x8e49d84d72c59f1!8m2!3d38.739557!4d-75.4934549!16s%2Fg%2F11m_k72chj!19sChIJCfqum9yZuIkR8Vks14Sd5Ag,The Restoration Group,5.0,101,Water damage restoration service,"14490 Deer Forest Rd Building B, Bridgeville, DE 19933, United States","PGQ4+RJ Bridgeville, Delaware, USA",https://trg247.com/,+1 302-305-3557,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipPMEPAD77h0rrtJXTbTBd5ZlBmO8r_xjblgyqrO=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Bridgeville+DE/@38.7426137,-75.6043714,14z",2025-11-07T23:04:45.751Z,,,,
"https://www.google.com/maps/place/H.C.+Layton+%26+Son,+Inc./data=!4m7!3m6!1s0x89b8f34441db9749:0x240d6a8bf5379a43!8m2!3d38.74274!4d-75.6051465!16s%2Fg%2F1w4vkv0j!19sChIJSZfbQUTzuIkRQ5o39YtqDSQ","H.C. Layton & Son, Inc.",4.7,18,Hardware store,"406 Market St, Bridgeville, DE 19933, United States","P9VV+3W Bridgeville, Delaware, USA",https://hclayton.stihldealer.net/,+1 302-337-8540,Temporarily closed,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzX0psOkGCyfaqvoryyKW4Wo5lwb3KTxxp2TkwCa-hgp0CDg62j0xuDn-9DEwGJ0nPGG1cBr1aOwsILaC3a2XobAPPI9jYhjo4PZ6xz_m1PwZ-pL8IRY758_GPQkTnKvwFjWBkyLw=w408-h306-k-no,true,,,,,,,,"https://www.google.com/maps/search/garage+door+services+in+Bridgeville+DE/@38.7426137,-75.6043714,14z",2025-11-07T23:04:50.543Z,,,,
https://www.google.com/maps/place/Service+Garage+Door/data=!4m7!3m6!1s0x89b7dd44074ec3eb:0x66f3499992faef86!8m2!3d39.0843913!4d-76.8429224!16s%2Fg%2F11cnsdxn24!19sChIJ68NOB0Tdt4kRhu_6kplJ82Y,Service Garage Door,5.0,194,Garage door supplier,"14207 Greenview Dr, Laurel, MD 20708, United States","35M4+QR Laurel, Maryland, USA",http://www.servicegaragepro.com/,+1 240-241-0990,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipOAM_imahWhdu8I5N2uTFphU1V2TNNCDECdzW9c=w426-h240-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Laurel+DE/@38.5565041,-75.5713141,14z",2025-11-07T23:05:12.213Z,,,,
https://www.google.com/maps/place/BWI+Garage+Doors/data=!4m7!3m6!1s0x89b7c473f3610e93:0x1e4a11358f24752!8m2!3d39.1036872!4d-76.8671414!16s%2Fg%2F11gbnmwqzx!19sChIJkw5h83PEt4kRUkfyWBOh5AE,BWI Garage Doors,4.5,73,Garage door supplier,"8101 Sandy Spring Rd c250, Laurel, MD 20707, United States","443M+F4 Laurel, Maryland, USA",https://www.bwigaragedoors.com/,+1 888-388-1847,Open ⋅ Closes 12 am,https://lh3.googleusercontent.com/p/AF1QipNKUjwEV0c_V7vkMg5FC3TXtfI7tDses7jHDhby=w768-h240-k-no,true,Open 24 hours,Closed,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Laurel+DE/@38.5565041,-75.5713141,14z",2025-11-07T23:05:17.150Z,Identifies as women-owned,,,
https://www.google.com/maps/place/Champions+Garage+Door+Repair/data=!4m7!3m6!1s0x89c81fa067dfa56b:0x1146f06b0a75b209!8m2!3d39.267581!4d-76.8004823!16s%2Fg%2F1pzy0ynm3!19sChIJa6XfZ6AfyIkRCbJ1CmvwRhE,Champions Garage Door Repair,5.0,746,Garage door supplier,"8379 Merryman St, Ellicott City, MD 21043, United States","759X+2R Ellicott City, Maryland, USA",https://www.championsgaragedoorrepair.com/,+1 443-574-6137,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipPW1AwCSTQfxmuPWIGoVTKHq-MKpm2tPGet21IO=w426-h240-k-no,true,9 am–10 pm,9 am–10 pm,9 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,7:30 am–10 pm,"https://www.google.com/maps/search/garage+door+services+in+Laurel+DE/@38.5565041,-75.5713141,14z",2025-11-07T23:05:22.030Z,,,,
https://www.google.com/maps/place/Neighborhood+Garage+Door+Of+Laurel/data=!4m7!3m6!1s0x89b7c3953212cae3:0xb35e6ae932b90c1f!8m2!3d39.0666432!4d-76.8767339!16s%2Fg%2F11y01yc_32!19sChIJ48oSMpXDt4kRHwy5MulqXrM,Neighborhood Garage Door Of Laurel,5.0,23,Garage door supplier,"12912 Rustic Rock Ln, Beltsville, MD 20705, United States","348F+M8 Beltsville, Maryland, USA",https://www.neighborhood-gds.com/service-areas/laurel-md/,+1 240-913-8811,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipNWXtZHWoWKyAybg0HtZ6aMZUK50QsgzJeQzKbw=w408-h544-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/garage+door+services+in+Laurel+DE/@38.5565041,-75.5713141,14z",2025-11-07T23:05:26.869Z,LGBTQ+ friendly,,,
https://www.google.com/maps/place/Laurel+Door+Repair+%26+Improvement/data=!4m7!3m6!1s0x89b7df862688bb0d:0x8fd98a374c016249!8m2!3d39.0969644!4d-76.8482504!16s%2Fg%2F11mf563_2q!19sChIJDbuIJobft4kRSWIBTDeK2Y8,Laurel Door Repair & Improvement,5.0,8,Garage door supplier,"137 Bowie Rd, Laurel, MD 20707, United States","35W2+QM Laurel, Maryland, USA",,+1 301-901-3324,Open ⋅ Closes 11 pm,https://lh3.googleusercontent.com/p/AF1QipOglX8jcjdjEaTKadnHJGoRLDvJnGb02niM27Tq=w408-h540-k-no,true,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,7 am–11 pm,"https://www.google.com/maps/search/garage+door+services+in+Laurel+DE/@38.5565041,-75.5713141,14z",2025-11-07T23:05:31.870Z,,,,
