placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,query,timestamp,tuesday,wednesday,thursday,friday,saturday,sunday,monday,attributes,info,error
"https://www.google.com/maps/place/Etowah+County+Health+Department/@34.014264,-86.0066386,14z/data=!4m6!3m5!1s0x888a3ecc1707f8b3:0x4eba64477bb7392c!8m2!3d34.0030037!4d-85.9856322!16s%2Fg%2F1thss4gp",Etowah County Health Department,3.4,39,Public health department,"709 E Broad St, Gadsden, AL 35903, United States","2237+6P Gadsden, Alabama, USA",https://www.alabamapublichealth.gov/etowah?utm_source=gmb&utm_medium=yext,+1 256-547-6311,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzKvbW9qfl4jrEDEXFIZ1iSODMEAnd4-ajVEsZJtaLPd1polaoI2Bb2UUfgY8VAn1ybs_OMvvBuz31v4-akwjFzzovif-TJkX4g2ctS8cSQVuKiJlbjVZ4sjjfMidsRnCg2Twc-CQ=w408-h725-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gadsden+AL/@34.014264,-86.0066386,14z",2025-10-28T18:33:46.192Z,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,8 am–5 pm,,,
https://www.google.com/maps/place/CP+Wrecker+Service/data=!4m7!3m6!1s0x888cf718917edb6f:0x969de802d409cfed!8m2!3d32.6194441!4d-85.3368535!16s%2Fg%2F11cn5s36k5!19sChIJb9t-kRj3jIgR7c8J1ALonZY,CP Wrecker Service,4.9,340,Towing service,"2651 S Uniroyal Rd, Opelika, AL 36804, United States","JM97+Q7 Opelika, Alabama, USA",https://cpwreckerservice.com/?utm_source=omg-gbp&utm_medium=webclick,+1 334-559-7670,,https://lh3.googleusercontent.com/p/AF1QipM5pcT88a0vJzgiQTi_6MfiDPnCat3wy3APbKGd=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Opelika+AL/@32.6454116,-85.3782795,14z",2025-10-28T18:34:01.930Z,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,8 am–4:30 pm,Closed,Closed,8 am–4:30 pm,,,
"https://www.google.com/maps/place/G-FORCE+Parking+Lot+Striping+of+Alabama/@33.6598257,-85.8316318,14z/data=!4m6!3m5!1s0x888bb392ce0ebd27:0xb0f43ed3aacf84a0!8m2!3d33.7586875!4d-86.3230686!16s%2Fg%2F11h_0np7cr",G-FORCE Parking Lot Striping of Alabama,4.9,42,Asphalt contractor,,,https://www.gogforce.com/alabama-al/,+1 256-530-3913,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipM71O25EUZ4CkCDmILKMrCvRp7AmWezSs194ybA=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Anniston+AL/@33.6598257,-85.8316318,14z",2025-10-28T18:34:10.924Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,Identifies as veteran-owned,
"https://www.google.com/maps/place/Superior+Parking+Management+Solutions/@33.229007,-87.5772293,14z/data=!4m6!3m5!1s0x88605f98d0ca3b07:0x5774d9a8418e3876!8m2!3d35.0637303!4d-85.3083608!16s%2Fg%2F11v_4z_72m",Superior Parking Management Solutions,3.5,19,Valet parking service,"134 N Market St unit 4435, Chattanooga, TN 37405, United States","3M7R+FM Chattanooga, Tennessee, USA",https://www.parkingsuperior.com/,+1 423-405-0899,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipMAwJVdyNRaP6BdEkuqJtu7Y0fH1hKYATO1fFzq=w408-h366-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Northport+AL/@33.229007,-87.5772293,14z",2025-10-28T18:34:19.633Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,9 am–5 pm,,,Already found
"https://www.google.com/maps/place/BHM+-+Daily+Parking/@33.586822,-86.7718017,14z/data=!4m6!3m5!1s0x88891aa4d150ae45:0x7c80f0d5199c4cc1!8m2!3d33.5607337!4d-86.7513587!16s%2Fg%2F11tjbwly4s",BHM - Daily Parking,3.8,13,Parking lot,"5900 Messer Airport Hwy, Birmingham, AL 35212, United States","H66X+7F Birmingham, Alabama, USA",https://www.flybirmingham.com/parking-and-ground-transportation/,+1 205-599-0730,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzXEyrgzyJU5dPpB9y7I4Y-1k3x4efV446klQ0aEbRb1sc8t05dfeYRa5oL0SIX2Tx5ikQbMq5-U1yJUk9-cHBLU4V5Q75Pgy0Xo2WVOPzz80j9pgQv-n1BJ-BZF0ZVzN5MfLJ6ng=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tarrant+AL/@33.586822,-86.7718017,14z",2025-10-28T18:34:26.269Z,,,,,,,,,,
https://www.google.com/maps/place/FedEx+Ground/data=!4m7!3m6!1s0x8888df7a6b517c83:0x2d68c1f4bf0b226f!8m2!3d33.3953083!4d-86.9231099!16s%2Fg%2F11p66rh220!19sChIJg3xRa3rfiIgRbyILv_TBaC0,FedEx Ground,1.8,195,Shipping company,"3200 Rodeo Ct, Bessemer, AL 35022, United States","93WG+4Q Bessemer, Alabama, USA",https://www.fedex.com/,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx2dgNPEFhIakeUpaceUtq_Nk-Rn89agphO2BcWlc-dEUvbjvcC8Loe3huSm53PQY_FeWzDkapnEnZ3S_dMMw3gfStNSPeX01e0-4g9jkkZwTf2beOWpyBf9o83X6c-t12RgX5t=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bessemer+AL/@33.4017766,-86.954437,14z",2025-10-28T18:34:40.161Z,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,,,
https://www.google.com/maps/place/Parking+Enforcement+Systems/data=!4m7!3m6!1s0x88891b974d059b7d:0x4540732fb6b95f62!8m2!3d33.5123558!4d-86.7926483!16s%2Fg%2F1v2pqzq7!19sChIJfZsFTZcbiYgRYl-5ti9zQEU,Parking Enforcement Systems,1.3,165,Government office,"2608 5th Ave S, Birmingham, AL 35233, United States","G664+WW Birmingham, Alabama, USA",,+1 205-324-7275,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx3_bK3LR4MkVtd0HxVJmu6r4qCEZ7EMO72sXKYAWZKWRogJnUJl9DcFtGxaUDeKxec6915i65RLyX-Lt8vzPmhgh362Cx9NsGUODm2q30ENdxFpVtxsZuTXufC9Mw4sU77CUE=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bessemer+AL/@33.4017766,-86.954437,14z",2025-10-28T18:34:43.490Z,,,,,,,,,,
https://www.google.com/maps/place/All+Out+Valet+and+Transport+LLC/data=!4m7!3m6!1s0x8888ddfa46809bd3:0xcf83cd37cc755e78!8m2!3d33.3528993!4d-87.0041991!16s%2Fg%2F11jz5sd9x3!19sChIJ05uARvrdiIgReF51zDfNg88,All Out Valet and Transport LLC,5.0,1,Valet parking service,"569 Flint Hill Rd apt. 35, Bessemer, AL 35022, United States","9X3W+58 Bessemer, Alabama, USA",,+1 334-752-5835,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=OPFz1e3-ga9eXcQjlJutnA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=185.05888&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Bessemer+AL/@33.4017766,-86.954437,14z",2025-10-28T18:34:48.504Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Enterprise+Municipal+Airport+Parking/@31.3151708,-85.8552161,14z/data=!4m6!3m5!1s0x88926d66e2810c13:0x671d24deee240b5e!8m2!3d31.2969358!4d-85.9001932!16s%2Fg%2F11fmz756cx",Enterprise Municipal Airport Parking,4.2,5,Parking lot,"Municipal Airport, 867 Aviation Blvd, Enterprise, AL 36330, United States","73WX+QW Enterprise, Alabama, USA",,,Open 24 hours,,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Enterprise+AL/@31.3151708,-85.8552161,14z",2025-10-28T18:34:57.386Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
"https://www.google.com/maps/place/Chick-fil-A/@33.8312185,-87.2775053,14z/data=!4m6!3m5!1s0x8887d6529849b81d:0x424367a8bbd91004!8m2!3d33.8453172!4d-87.252454!16s%2Fg%2F1thtqbyx",Chick-fil-A,4.6,2119,Fast food restaurant,"1812 Hwy 78 E, Jasper, AL 35501, United States","RPWX+42 Jasper, Alabama, USA",https://www.chick-fil-a.com/locations/al/jasper?utm_source=yext&utm_medium=link,+1 205-221-0308,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxkMWCsl9Ouq9C6Sh76VLjqkrffKIYVDpU5XLnIEp2PKmpW1SwRhjEVe50R_s-IcabG2MCcSKuVzQcuZcQo2sopy3TooBi7TpRs8zoS4GVup9004ZD2eSr8F4ZzFl_eRaVelikw4w=w408-h294-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Jasper+AL/@33.8312185,-87.2775053,14z",2025-10-28T18:35:06.476Z,6:30 am–8:45 pm,6:30 am–8:45 pm,6:30 am–8:45 pm,6:30 am–8:45 pm,6:30 am–8:45 pm,Closed,6:30 am–8:45 pm,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · Delivery,,
"https://www.google.com/maps/place/CASINO+ALABAMA/@32.5437448,-86.2119127,14z/data=!4m6!3m5!1s0x888c27383ff6e523:0x7519931ba4e4a9cc!8m2!3d32.5263007!4d-86.2100892!16s%2Fg%2F11h4nkvk6f",CASINO ALABAMA,4.2,335,Casino,"100 River Oaks Dr, Wetumpka, AL 36092, United States","GQGQ+GX Wetumpka, Alabama, USA",https://windcreek.com/wetumpka,,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzAOvGDYU1UPc-6uq73zQ_F2v0L8TB9PLOrFls2n4ryzKx5RzLTzV_5uA6bQs8YQAQzRNhIMmrpxfXKP46pl83W3IZMtocRggZDKDlDjL_-hGQJp0QSDlq-dneVWB8sTxDrGUiPng=w408-h544-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Wetumpka+AL/@32.5437448,-86.2119127,14z",2025-10-28T18:35:15.520Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Public+Parking/data=!4m7!3m6!1s0x8889cb0003b376e7:0xf87e704d6dcabf8!8m2!3d34.1804687!4d-86.8398954!16s%2Fg%2F11x68w_qgs!19sChIJ53azAwDLiYgR-Kvc1gTnhw8,Public Parking,,,Public parking space,"Cullman, AL 35055, United States","55J6+52 Cullman, Alabama, USA",,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=_AFsyGf6AqFlZCjosjZiRA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=335.96295&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Cullman+AL/@34.1748208,-86.8436124,14z",2025-10-28T18:35:26.695Z,,,,,,,,,,
https://www.google.com/maps/place/Alabama+Airport+Parking/data=!4m7!3m6!1s0x88891a969c7219a7:0xa1c29f8473f2c167!8m2!3d33.549262!4d-86.7560032!16s%2Fg%2F1jmct3xsb!19sChIJpxlynJYaiYgRZ8Hyc4SfwqE,Alabama Airport Parking,4.6,113,Parking lot,"5333 Messer Airport Hwy, Birmingham, AL 35212, United States","G6XV+PH Birmingham, Alabama, USA",https://www.alabamaairportparking.com/,+1 205-978-2331,Open 24 hours,https://lh3.googleusercontent.com/p/AF1QipMZO0vcRwVOymgdp3FSuBlgPgrtpkFiDP-LoNRj=w426-h240-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:35:44.615Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,12 am–11:59 pm,Open 24 hours,Open 24 hours,,Identifies as veteran-owned,
https://www.google.com/maps/place/Magic+City+Parking/data=!4m7!3m6!1s0x88891b9802e05bb3:0x8e0fea9f3af01489!8m2!3d33.5206608!4d-86.80249!16s%2Fg%2F11f12368xc!19sChIJs1vgApgbiYgRiRTwOp_qD44,Magic City Parking,3.1,28,Valet parking service,"451 24th St N, Birmingham, AL 35203, United States","G5CX+72 Birmingham, Alabama, USA",https://magiccityparking.com/,+1 205-319-3239,Open 24 hours,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx6xQLoL8zbbY8EXUIcK45dXnLXBQu_UnjSnnwPeOMIrmC--Kwtmlv156dsXFgycdz16Na_Cf_ZeUZuFVefBYfmOD_BsXqTm9NVtyh4xboJz9n5UX-aqbMC7UPfV6p5nl4OB6lubg=w426-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:35:50.057Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/Chick-fil-A/data=!4m7!3m6!1s0x8889040ee8525693:0xc9c326352ba34fb3!8m2!3d33.6513397!4d-86.8156701!16s%2Fg%2F1tjl6p6c!19sChIJk1ZS6A4EiYgRs0-jKzUmw8k,Chick-fil-A,4.5,2268,Fast food restaurant,"385 Fieldstown Rd, Gardendale, AL 35071, United States","M52M+GP Gardendale, Alabama, USA",https://www.chick-fil-a.com/locations/al/gardendale?utm_source=yext&utm_medium=link,+1 205-608-3488,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSye_Vry9r5rN40rkTC0PiVo8QcsRJgK01mKvft2T68tNf0dXc5ii0NoksC1Bu6pOS0lvg_iLzkJnuG2uhe_Kjp7jbiXoa7DZ0ZYsiIxY4fGUku8hMvZHtWPAsDBVynuql9w61PMRw=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:35:55.933Z,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,6 am–9 pm,Closed,6 am–9 pm,Fast-food chain serving chicken sandwiches & nuggets along with salads & sides. · Dine-in · Drive-through · Delivery,,
https://www.google.com/maps/place/5224+Messer+Airport+Hwy+Parking/data=!4m7!3m6!1s0x88891a941210d359:0x9c3ed7a4ddc8b084!8m2!3d33.5480721!4d-86.7577123!16s%2Fg%2F11gd67_66b!19sChIJWdMQEpQaiYgRhLDI3aTXPpw,5224 Messer Airport Hwy Parking,1.0,1,Parking lot,"5169 15th Ave N, Birmingham, AL 35212, United States","G6XR+6W Birmingham, Alabama, USA",,+1 561-601-8644,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dgPUBqp-ffz_qtH4f-pD7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.69366&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:35:59.525Z,,,,,,,,,,
https://www.google.com/maps/place/4th+Avenue+Parking+Deck/data=!4m7!3m6!1s0x88891beae46b1543:0xd1e191d18ef2366e!8m2!3d33.5078978!4d-86.8042026!16s%2Fg%2F11f_p32bq9!19sChIJQxVr5OobiYgRbjbyjtGR4dE,4th Avenue Parking Deck,3.9,246,Parking lot,"401S 18th St S, Birmingham, AL 35233, United States","G55W+58 Birmingham, Alabama, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzzNsFJmv2kE7Y-IS4aFaEfH8I6yED8taTMFlFl3f-_2zbU6S3YhU55zkfZuHsLgaikYjYkgamf8Ud4lL-WT2VZMLxp33FAalEtatCiKPhk3QehousulSOo73LGkzpANlPH3TCW3A=w493-h240-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:06.256Z,,,,,,,,,,
https://www.google.com/maps/place/Children%27s+Hospital+Parking+Deck/data=!4m7!3m6!1s0x88891be9472bac31:0x487a6e70a692e557!8m2!3d33.5028902!4d-86.805618!16s%2Fg%2F11f_p35zxp!19sChIJMawrR-kbiYgRV-WSpnBuekg,Children's Hospital Parking Deck,4.5,230,Parking lot,"1501-1595 7th Ave S, Birmingham, AL 35233, United States","G53V+5Q Birmingham, Alabama, USA",http://www.childrensal.org/heart-maps-directions,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxMg5x2dhVz24AzTBd5O1SFzsRLACQhE-lBaVtPbJRwszSi0dFwVSipgxk5kq_SjtCgISwV-0HlVY6SJ5nZbFEskfXss9mj48R96d81yw1jXvzl_DvGLb2gAoLVQMUIiaYCw_Rd=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:09.641Z,,,,,,,,,,
https://www.google.com/maps/place/parkingmgt.com/data=!4m7!3m6!1s0x88891bd8eedec0d3:0xbf0cda0b43dcbd96!8m2!3d33.5056255!4d-86.813946!16s%2Fg%2F11v48rx_zk!19sChIJ08De7tgbiYgRlr3cQwvaDL8,parkingmgt.com,3.0,2,Parking lot,"1201 2nd Ave S, Birmingham, AL 35233, United States","G54P+7C Birmingham, Alabama, USA",https://parkingmgt.com/1201-2nd-ave-s-birmingham/,,Open 24 hours,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=p1B2K21piVCqhSSdMR-0WQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.01723&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:14.937Z,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,,,
https://www.google.com/maps/place/UAB+Parking+and+Transportation+Services/data=!4m7!3m6!1s0x88891b6ea21756b3:0xb5c9687a036d50f5!8m2!3d33.498023!4d-86.817766!16s%2Fg%2F11rk65q6xz!19sChIJs1YXom4biYgR9VBtA3poybU,UAB Parking and Transportation Services,2.2,26,University,"608 8th St S, Birmingham, AL 35233, United States","F5XJ+6V Birmingham, Alabama, USA",https://www.uab.edu/transportation/,+1 205-934-3513,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxsUmLVkWyWCiZw5Y4NsKIMoyHRHjBtM2C7JgRB_ls_xowAoVlh1xywRwLSYFh5UCFSuej0VU0maUT9IHWgDkB0JAk1TwHgz1VQAL3d2AVgJzK_3rmUHDm-YayYvdu4W0z7OHmr=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:20.636Z,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,7:30 am–5 pm,Closed,Closed,7:30 am–5 pm,,,
https://www.google.com/maps/place/Intelligent+Parking+Systems/data=!4m7!3m6!1s0x88891bb783571257:0x381399c4b8192942!8m2!3d33.5116519!4d-86.7912595!16s%2Fg%2F1tqnmdjq!19sChIJVxJXg7cbiYgRQikZuMSZEzg,Intelligent Parking Systems,,,Valet parking service,"2630 6th Ave S, Birmingham, AL 35233, United States","G665+MF Birmingham, Alabama, USA",http://intelligentparkingsystems.com/,+1 205-401-9249,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-GsiypZmdP7dV9UtkWhZXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=319.71753&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:24.134Z,,,,,,,,,,
https://www.google.com/maps/place/UAB+Medical+Highlands+Parking+Lot/data=!4m7!3m6!1s0x88891be65b2ef105:0xf31727724b7c2526!8m2!3d33.4958802!4d-86.8060382!16s%2Fg%2F11b_2pd3n0!19sChIJBfEuW-YbiYgRJiV8S3InF_M,UAB Medical Highlands Parking Lot,4.3,42,Parking lot,"1301-1369 11th Ave S, Birmingham, AL 35205, United States","F5WV+9H Birmingham, Alabama, USA",https://www.uabmedicine.org/-/where-do-i-park-for-my-visit-,+1 205-934-4011,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=AfWoXRGPHokiMsL5YS9P8A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=321.93832&pitch=0&thumbfov=100,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:27.592Z,,,,,,,,,,
https://www.google.com/maps/place/5th+avenue+parking+Deck+UAB/data=!4m7!3m6!1s0x88891bea9860e98d:0x51f2a6bd4eeadde5!8m2!3d33.507943!4d-86.8022828!16s%2Fg%2F11dxqcy7qy!19sChIJjelgmOobiYgR5d3qTr2m8lE,5th avenue parking Deck UAB,4.1,37,Parking garage,"1900-1968 5th Ave S, Birmingham, AL 35233, United States","G55X+53 Birmingham, Alabama, USA",,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwq-5Hh2WEqy6tpwHwpTklCUxAOae9yqb7ZNI3Dz5C2SjUrUxXcyOWLdtX49a7ue_7m10nIO2CyyIWpIgxyF1_XVuLwMO491a9tpmW1_8EoqeBvisLmuAxBWi--_wPbEoqFIJc=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:30.859Z,,,,,,,,,,
"https://www.google.com/maps/place/A+PROVEN+COMPANY,+A+PROVEN+RECORD/data=!4m7!3m6!1s0x88891a4cdb62c1a7:0x90f4fdd65e30dd1d!8m2!3d33.5165362!4d-86.7810811!16s%2Fg%2F11ghr04cfm!19sChIJp8Fi20waiYgRHd0wXtb99JA","A PROVEN COMPANY, A PROVEN RECORD",,,Valet parking service,"3409 6th Ave S, Birmingham, AL 35222, United States","G689+JH Birmingham, Alabama, USA",,+1 205-326-4491,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=yIN4VJO7XAp3dfD-na8NKQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=174.6079&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Gardendale+AL/@33.6601033,-86.8127702,14z",2025-10-28T18:36:33.956Z,,,,,,,,,,
"https://www.google.com/maps/place/Selma+Police+Department-Records/@32.4073589,-87.0211007,14z/data=!4m6!3m5!1s0x888f0683d6608e03:0xd9c7c47392981827!8m2!3d32.4082944!4d-87.0173119!16s%2Fg%2F1tdvw26l",Selma Police Department-Records,,,Police department,"1300 Alabama Ave, Selma, AL 36703, United States","CX5M+83 Selma, Alabama, USA",,+1 334-874-2137,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwfD9DUhZ_iMsP6r8wfw4TaYHKyJwQNleBwW8UC-kjLi_OfH8nnKpFQXzN-pfCdvloneoqdk-98RmNevKDpXBd2JldJj_20cGMF_qSgM_k720ST7hD0m9EbmRuKcvH5KSsCfWP1FA=w408-h306-k-no,true,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Selma+AL/@32.4073589,-87.0211007,14z",2025-10-28T18:36:41.154Z,,,,,,,,,,
"https://www.google.com/maps/place/Emergency+Management/@31.8912717,-85.1454876,14z/data=!4m6!3m5!1s0x888d47846eaa5587:0x9cc63e6c5cc0f2f9!8m2!3d31.8927583!4d-85.1417885!16s%2Fg%2F1tdftxt_",Emergency Management,5.0,1,Public safety office,"303 E Broad St # 108, Eufaula, AL 36027, United States","VVV5+47 Eufaula, Alabama, USA",,+1 334-687-1521,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WDDQF8HRF0hOMWCVNh-U2Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=193.03806&pitch=0&thumbfov=100,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Eufaula+AL/@31.8912717,-85.1454876,14z",2025-10-28T18:36:49.900Z,,,,,,,,,,
"https://www.google.com/maps/place/Florence+Municipal+Parking+Garage/@34.79981,-87.677251,14z/data=!4m6!3m5!1s0x887d485e47439bdf:0xd78b262289815c43!8m2!3d34.8015468!4d-87.6777726!16s%2Fg%2F1t_kh8tg",Florence Municipal Parking Garage,4.3,9,Parking garage,"116 W Tennessee St, Florence, AL 35630, United States","R82C+JV Florence, Alabama, USA",,+1 256-767-3260,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz-J7wlAbtztf-akDpzEqbAjP33hjoh0UMd3wwS2-f8-za7fcZxg9ckdrlgOVsELvcPj0DEeyXkJxJ5nip4j48hBljHcQ76LLa3pB-8s74tjQRrF-2rh92PMMdksOeVC366n-NNSGrLQvLF=w408-h306-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Florence+AL/@34.79981,-87.677251,14z",2025-10-28T18:36:57.509Z,,,,,,,,,,Already found
"https://www.google.com/maps/place/C+%26+I+Crane+Service/@34.7312005,-87.70253,14z/data=!4m6!3m5!1s0x887d4f7a7fafb945:0x47a89c1d3f755f41!8m2!3d34.7121221!4d-87.7141912!16s%2Fg%2F1tlbpxkr",C & I Crane Service,4.8,6,Crane service,"1107 US-72, Tuscumbia, AL 35674, United States","P76P+R8 Tuscumbia, Alabama, USA",,+1 256-381-3510,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxPcabmr4gigk_EQE5yq1k6Eyaw0YyuIYhkP7zlxJ4QWi6oAKUn8R-ssZNJ5PTSO8jMHzLDKKJoeig9mTyDFJCi58vxMzRnTWO3uWY-1gY1OYCjiMmvrv-tTEJbc5eFJmSlxDd3dCRK6Bg=w408-h544-k-no,false,"https://www.google.com/maps/search/Parking+management+company+|+parking+operator+|+valet+parking+service+|+parking+enforcement+Tuscumbia+AL/@34.7312005,-87.70253,14z",2025-10-28T18:37:04.341Z,,,,,,,,,,
