placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,info,error,attributes
https://www.google.com/maps/place/Pool+Professors/data=!4m7!3m6!1s0x885155a6ee4d9bf9:0x423f40b94201ec1b!8m2!3d35.6002917!4d-80.8941792!16s%2Fg%2F11ssbfcbyx!19sChIJ-ZtN7qZVUYgRG-wBQrlAP0I,Pool Professors,,,Pool cleaning service,"915 River Hwy, Mooresville, NC 28117, United States","J424+48 Mooresville, North Carolina, USA",https://poolprofessorsnc.com/,+1 980-500-1515,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NLQVTGm2LYud7WVGPq_EfQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=223.00851&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:55.370Z,,,
https://www.google.com/maps/place/Pool+Sharks+LLC/data=!4m7!3m6!1s0x6d1b8dd47597cf17:0xe15a603c562acc87!8m2!3d35.5592475!4d-80.8460904!16s%2Fg%2F11w90j31ds!19sChIJF8-XddSNG20Rh8wqVjxgWuE,Pool Sharks LLC,5.0,7,Swimming pool repair service,"146 Glade Vly Ave, Mooresville, NC 28117, United States","H553+MH Mooresville, North Carolina, USA",http://poolsharkslkn.com/,+1 980-616-6887,"Open ⋅ Closes 5 pm

Updated by this business 4 weeks ago",https://lh3.googleusercontent.com/p/AF1QipPV0_WNV9IX9BuFZL8zSQVxVF9Y2vVafHvRluUL=w408-h303-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:40:59.903Z,,,
https://www.google.com/maps/place/Paradise+Pools+Spas+%26+More/data=!4m7!3m6!1s0x885155127124e4e5:0xb68cc16298871fc5!8m2!3d35.59537!4d-80.85419!16s%2Fg%2F11tr_hc3w6!19sChIJ5eQkcRJVUYgRxR-HmGLBjLY,Paradise Pools Spas & More,5.0,52,Swimming pool,"350 W Plaza Dr Q, Mooresville, NC 28117, United States","H4WW+48 Mooresville, North Carolina, USA",https://paradisepoolsandspasnc.com/,+1 704-360-4485,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipNmlC4WAl5HbfGgl_tw4Fowp_YrOPr3kGWKr7yI=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:04.636Z,LGBTQ+ friendly,,
https://www.google.com/maps/place/N+Style+Pools+%26+Spas/data=!4m7!3m6!1s0x33fe9a333ad6281:0x8bd421cfaf717fea!8m2!3d35.5369734!4d-80.8313044!16s%2Fg%2F11y1yfksmf!19sChIJgWKtM6PpPwMR6n9xr88h1Is,N Style Pools & Spas,5.0,1,Swimming pool contractor,,,https://nstylepools.com/,+1 704-326-6145,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipO_xymGlqbU5BHNOVj8QYnLDF9R1L8N8ZKxBetZ=w408-h377-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:08.966Z,,,
https://www.google.com/maps/place/Net+Positive+Pool+Services+of+Mooresville/data=!4m7!3m6!1s0x885154e6661d4d01:0x72c0000c74b93ddc!8m2!3d35.595858!4d-80.864288!16s%2Fg%2F1vysx6wz!19sChIJAU0dZuZUUYgR3D25dAwAwHI,Net Positive Pool Services of Mooresville,4.6,56,Swimming pool supply store,"482-D, River Hwy, Mooresville, NC 28117, United States","H4WP+87 Mooresville, North Carolina, USA",https://netpositivepools.com/location/mooresville/,+1 803-882-1581,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSygKlhgPZ-JLDqTt1dGiK_v0phlvebAGPuVYDdh63sjnWpFI4S5wBXH1lhyl8pdeO7BiVLhIaLA6M3o31gQHbJlAC73pwKRdFIHep1o0MOGKLQdHs8mbrlmwQUAYuwXprTixOKXSA=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:13.403Z,,,· In-store shopping · In-store pick-up
"https://www.google.com/maps/place/Complete+Care+Pool+Service,+LLC/@35.5280437,-80.8257335,17z/data=!3m1!4b1!4m6!3m5!1s0x8856acc76626adfb:0x4d41ce48bfb2987f!8m2!3d35.5280437!4d-80.8257335!16s%2Fg%2F1tgk1bqr","Complete Care Pool Service, LLC",4.4,12,Swimming pool,"117 Craftsman Loop, Mooresville, NC 28115, United States","G5HF+6P Mooresville, North Carolina, USA",http://www.completecarepoolservice.com/,+1 704-663-4352,"Open ⋅ Closes 5 pm

Confirmed by this business 2 weeks ago",,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:20.078Z,,,
https://www.google.com/maps/place/SCP+Distributors+LLC/data=!4m7!3m6!1s0x88569f21c8696995:0x703f2c401b30b87d!8m2!3d35.6162443!4d-80.855306!16s%2Fg%2F1tfjw_9f!19sChIJlWlpyCGfVogRfbgwG0AsP3A,SCP Distributors LLC,4.4,50,Swimming pool supply store,"156 Exmore Rd Bldg 3000, Mooresville, NC 28117, United States","J48V+FV Mooresville, North Carolina, USA",https://www.scppool.com/,+1 704-522-7946,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwE2FtdGJ3TwmHtE1zqQ7mKYRqtx6lXN-e55Y6JaLc54FhWJy4NSl7YoUxMddKwu0uPgS2Olb4DEkUudwIaNzlqwg6u6ouGo8K0JjIyJdKIdP7KrO_RVRhZ2YlXpwRaWjlcI6b5PQ=w408-h544-k-no,true,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,7 am–5 pm,8 am–12 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:24.468Z,,,· Kerbside pickup · Delivery
https://www.google.com/maps/place/Good+%26+Clean/data=!4m7!3m6!1s0x8851551df8d52d87:0x28ffb647ccdc4e98!8m2!3d35.6050447!4d-80.7964872!16s%2Fg%2F11f7r5xh9l!19sChIJhy3V-B1VUYgRmE7czEe2_yg,Good & Clean,5.0,241,Pressure washing service,"181 Bellelaine Dr, Mooresville, NC 28115, United States","J643+2C Mooresville, North Carolina, USA",https://www.goodandcleanpressurewashing.com/?y_source=1_MTc5OTQzNDMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 704-618-9114,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipMZBUvbuhkyyi-K78RwCr52RdyEAd0ifT-6lJjq=w408-h408-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:28.927Z,,,
"https://www.google.com/maps/place/Net+Positive+Pool+Services+of+Statesville,+NC/data=!4m7!3m6!1s0x88515577230d33f9:0x26075c7ccd946114!8m2!3d35.6519582!4d-80.8794816!16s%2Fg%2F11t_tdmtx6!19sChIJ-TMNI3dVUYgRFGGUzXxcByY","Net Positive Pool Services of Statesville, NC",5.0,2,Pool cleaning service,"414 Fern Hill Rd, Troutman, NC 28166, United States","M42C+Q6 Troutman, North Carolina, USA",https://netpositivepools.com/location/statesville/,+1 704-612-2336,Open ⋅ Closes 6 pm,https://lh3.googleusercontent.com/p/AF1QipMJ9VXTB4TB4hpluuRFlrYxNqsGz5FGre8Sa4B_=w408-h280-k-no,true,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,8:30 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:33.419Z,,,
https://www.google.com/maps/place/Bradshaw+Pool+Water/data=!4m7!3m6!1s0x8853fee23fbf5351:0x6060bd2430dc9b7e!8m2!3d35.6045339!4d-80.7504336!16s%2Fg%2F11byk_khnz!19sChIJUVO_P-L-U4gRfpvcMCS9YGA,Bradshaw Pool Water,4.8,6,Swimming pool,"2560 London Rd, Mooresville, NC 28115, United States","J63X+RR Mooresville, North Carolina, USA",https://www.facebook.com/BradshawPoolWater,+1 704-677-3059,Open ⋅ Closes 10 pm,https://lh3.googleusercontent.com/p/AF1QipNSddOYDKT8rTcbHKxLKAvM2XlE4ycTwy2gQPKu=w408-h408-k-no,true,8:30 am–10 pm,8:30 am–10 pm,8:30 am–10 pm,8:30 am–10 pm,8:30 am–10 pm,8:30 am–10 pm,8:30 am–10 pm,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:37.905Z,,,
https://www.google.com/maps/place/Baker+SoftWash/data=!4m7!3m6!1s0x885400479810a0cb:0x53ff5dee4d3b862a!8m2!3d35.5997708!4d-80.8493728!16s%2Fg%2F11f24vvy5k!19sChIJy6AQmEcAVIgRKoY7Te5d_1M,Baker SoftWash,4.9,601,Pressure washing service,"128 Overhill Dr Ste 102, Mooresville, NC 28117, United States","H5X2+W7 Mooresville, North Carolina, USA",https://bakersoftwash.com/,+1 980-435-0489,Open ⋅ Closes 7 pm,https://lh3.googleusercontent.com/p/AF1QipNtsHpGZrxgshOy6oJ2v-8q_jmm-PrvfctLrjIr=w426-h240-k-no,true,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,7 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:42.583Z,,,
https://www.google.com/maps/place/Lyon+Financial/data=!4m7!3m6!1s0x885154e513444db3:0x1cb3c269a94f14fd!8m2!3d35.5999076!4d-80.863162!16s%2Fg%2F1tfp_jp7!19sChIJs01EE-VUUYgR_RRPqWnCsxw,Lyon Financial,4.8,625,Financial consultant,"118 Morlake Dr Suite 202, Mooresville, NC 28117, United States","H4XP+XP Mooresville, North Carolina, USA",http://www.lyonfinancial.net/,+1 877-754-5966,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipPwM1sPZmjleZrNr6shwTgOKDmYIChPzAviSWbr=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:46.960Z,Identifies as veteran-owned,,
"https://www.google.com/maps/place/Net+Positive+Pool+Services+%26+Supply+Store+in+Huntersville,+NC/data=!4m7!3m6!1s0x8856a9b3c932d6ed:0xa3f2e65e262a388!8m2!3d35.4485982!4d-80.8627729!16s%2Fg%2F11srhlxwn9!19sChIJ7dYyybOpVogRiKNi4mUuPwo","Net Positive Pool Services & Supply Store in Huntersville, NC",4.8,79,Pool cleaning service,"9735 Northcross Center Ct Suite B, Huntersville, NC 28078, United States","C4XP+CV Huntersville, North Carolina, USA",https://netpositivepools.com/location/huntersville/,+1 704-396-5447,"Open ⋅ Closes 6 pm

Updated by others 3 weeks ago",https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwJEdnZGERRbwxaARj_zp7NPS3P4L82sD0glLZ3RPJwmBxZ8q4-CZrI8_kWA_hKQebHThsKS-McAfCy30i8hRm-Z_eTklA191EsJVZSW1HqPnLTIpMFqzMLJwA-ik7_NPsI1_Jn=w408-h306-k-no,true,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,10 am–6 pm,9 am–3 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:51.383Z,,,
https://www.google.com/maps/place/Celtic+Pools/data=!4m7!3m6!1s0x8856ad3aa311259b:0xfa12ec71b5d25fb3!8m2!3d35.5679916!4d-80.9043426!16s%2Fg%2F11zkcgbtgq!19sChIJmyURozqtVogRs1_StXHsEvo,Celtic Pools,,,Swimming pool contractor,"128 Fast Ln, Mooresville, NC 28117, United States","H39W+57 Mooresville, North Carolina, USA",https://celticpoolslkn.com/,+1 704-992-9923,"Open 24 hours

Updated by this business 6 days ago",https://lh3.googleusercontent.com/p/AF1QipPHhAUr_w9AJK_0V6ezUeAF_jvMY4HOwV3PZRiJ=w408-h272-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:41:55.749Z,,,
https://www.google.com/maps/place/Splish+Splash+Pool+and+Spa/data=!4m7!3m6!1s0x8856ab3c1da04953:0x2e7651aaac259e2b!8m2!3d35.530251!4d-80.8602325!16s%2Fg%2F1tdw8s98!19sChIJU0mgHTyrVogRK54lrKpRdi4,Splish Splash Pool and Spa,4.0,4,Pool cleaning service,,,http://www.splishsplashpoolandspa.com/,+1 704-906-2593,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxibRju2sOqJkT1qVmfxo_ayO5tKBY6I0rBu_MvR9JOu5WFJUNu16K4v6nQomuvMUMRy9Qy3Agb3oGra4n02RimMU-X4PKyrQtyKbPO9-t14QGBqpmZPO1CtbfrKPOooZHCRKA=w408-h725-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:42:00.068Z,,,
https://www.google.com/maps/place/American+Exteriors/data=!4m7!3m6!1s0x8856ab3a561b2d9d:0x83a6dd9d49a580c7!8m2!3d35.5875627!4d-80.8609588!16s%2Fg%2F11mqrkv843!19sChIJnS0bVjqrVogRx4ClSZ3dpoM,American Exteriors,5.0,240,Pressure washing service,"235 Rolling Hill Rd Unit 9, Mooresville, NC 28117, United States","H4QQ+2J Mooresville, North Carolina, USA",https://www.americanexteriorsusa.com/,+1 704-964-2592,"Open 24 hours

Confirmed by this business 6 weeks ago",https://lh3.googleusercontent.com/p/AF1QipOcf3to4mXZ67Vb-iVcrccMgk0QUciunwKheeYn=w408-h534-k-no,true,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:42:04.654Z,Identifies as women-owned,,
https://www.google.com/maps/place/P%26G+Landscaping+LLC+%2F+Lawn+Care/data=!4m7!3m6!1s0x8856a4bc1e4101d3:0x3e496839551dff85!8m2!3d35.5841195!4d-80.8402207!16s%2Fg%2F11cmxbpfcc!19sChIJ0wFBHrykVogRhf8dVTloST4,P&G Landscaping LLC / Lawn Care,4.8,121,Lawn care service,"2740 Charlotte Hwy, Mooresville, NC 28117, United States","H5M5+JW Mooresville, North Carolina, USA",http://www.pglandscapingnc.com/,+1 704-931-5700,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipNoDgYMl2T9vtLdci2Z1pgyzeIaUMeyGqMbsILO=w408-h342-k-no,true,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,8:30 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:42:09.133Z,,,
https://www.google.com/maps/place/ASP+-+America%27s+Swimming+Pool+Company+of+Concord-Salisbury/data=!4m7!3m6!1s0xa2028b41203d378d:0x3f23c7ebe00bdbbb!8m2!3d35.6350604!4d-80.509152!16s%2Fg%2F11krd3zn8d!19sChIJjTc9IEGLAqIRu9sL4OvHIz8,ASP - America's Swimming Pool Company of Concord-Salisbury,5.0,21,Swimming pool contractor,,,https://www.asppoolco.com/concord-salisbury/,+1 704-833-2908,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_TzhNJZbJOIRMHYZnAdt5bB7KsPOp5vnUbQ0GI_eenRZmGmQr4PScKBemuQAQ2uz2NwOxa1dLb9xEd3Ge2NKgigU4vAltzAM16ggqACULxQp4cyCoW-WC4gFLVqQt1fh9XMG45A=w408-h544-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:42:13.536Z,,,
"https://www.google.com/maps/place/Diebold+Pool+Service/@46.423669,-129.9427085,3z/data=!3m1!4b1!4m6!3m5!1s0xad886dd84c6b0bb1:0x5b6f16dae28d404f!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11lcvvq1_7",Diebold Pool Service,,,Pool cleaning service,,,,+1 626-862-8552,,,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:42:17.747Z,,,
https://www.google.com/maps/place/Contact+Us+-+Xtreme+Pools/data=!4m7!3m6!1s0x8853ffb50ebaaaab:0xa610822dcc8b636d!8m2!3d35.60737!4d-80.80743!16s%2Fg%2F11pdw0xhc7!19sChIJq6q6DrX_U4gRbWOLzC2CEKY,Contact Us - Xtreme Pools,5.0,3,,"115 Denver Business Park Dr C, Mooresville, NC 28115, United States","J54V+W2 Mooresville, North Carolina, USA",,+1 704-658-5468,Permanently closed,https://lh3.googleusercontent.com/p/AF1QipNNUVg18jnd1yuVG2z9oHtrP6TD_iITy7swxuc=w458-h240-k-no,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Mooresville+Bloomington+IN/@35.5820319,-80.8140473,14z",2025-10-27T17:42:22.165Z,,,
https://www.google.com/maps/place/Walker%27s+Pool+Service/data=!4m7!3m6!1s0x885305debd77be4d:0x40cc3afcd38f940d!8m2!3d36.0234184!4d-80.01516!16s%2Fg%2F11h3_s0fvx!19sChIJTb53vd4FU4gRDZSP0_w6zEA,Walker's Pool Service,5.0,8,Swimming pool contractor,,,https://walkerspoolservice.com/,+1 336-575-9820,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwcfT04Jl-fe3FFUxdbPW70N6dLvpUnCND6rtR3XTurz4RBNBbQvnA7h_MJR0NzjLkQq26A-aoVapQSjndeXsG_mAwJFbI70jHlwU3O79irBP5R34LWbDTTIs_N2ItANx8yxhw=w408-h544-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Martinsville+Bloomington+IN/@36.6915262,-79.8725386,14z",2025-10-27T17:42:34.402Z,,,
https://www.google.com/maps/place/Waterscape+Pool+Service/data=!4m7!3m6!1s0x880b6df974950385:0x8d83ef3f14cd1537!8m2!3d40.0514315!4d-89.51937!16s%2Fg%2F11w9ld8cj8!19sChIJhQOVdPltC4gRNxXNFD_vg40,Waterscape Pool Service,4.5,30,Swimming pool repair service,,,https://www.waterscapepoolservice.com/,,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw_nr6Gi-muaJ0HYah37J0K8TXnbdH3e-gnJ4jx395x5Z1ZEMBCSYLk1B6jQXH2hwupbr3kzABU_fSDq64kIYSxnMUXyBK0Csih6A_rr3NNEvD7RT2uXpjW0BCfEiBRvbGCJorBEQ=w408-h408-k-no,true,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Martinsville+Bloomington+IN/@36.6915262,-79.8725386,14z",2025-10-27T17:42:38.873Z,,,
"https://www.google.com/maps/place/Best+Priced+Pool+Services/@39.3860075,-86.4772635,17z/data=!3m1!4b1!4m6!3m5!1s0x886c8fdd42f0f8a3:0x8652e66c98ad133c!8m2!3d39.3860075!4d-86.4772635!16s%2Fg%2F11qmlyvtdg",Best Priced Pool Services,,,,"2146 Deer Hollow Ct, Martinsville, IN 46151, United States","9GPF+C3 Martinsville, Indiana, USA",,,Permanently closed,,true,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Martinsville+Bloomington+IN/@36.6915262,-79.8725386,14z",2025-10-27T17:42:45.245Z,,,
,,,,,,,,,,,,,,,,,,,"https://www.google.com/maps/search/pool+services+businesses+in+Franklin+Bloomington+IN/@39.169574,-86.5385549,14z",2025-10-27T17:42:52.822Z,,No new results found,
https://www.google.com/maps/place/Omni+Pools+and+Scapes/data=!4m7!3m6!1s0x883893ea4e209e83:0x17345219db8bda97!8m2!3d40.042162!4d-83.146795!16s%2Fg%2F11c0xp8g6d!19sChIJg54gTuqTOIgRl9qL2xlSNBc,Omni Pools and Scapes,4.5,53,Swimming pool contractor,"4445 Weaver Ct #1, Hilliard, OH 43026, United States","2VR3+V7 Hilliard, Ohio, USA",https://www.omnipoolsandscapes.com/,+1 614-278-9986,Open ⋅ Closes 4:30 pm,https://lh3.googleusercontent.com/p/AF1QipPUEu6YM6GDY8yQbSokCKPCiqYj42ajvL342iB7=w408-h272-k-no,true,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,9 am–4:30 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Columbus+Bloomington+IN/@39.9625112,-83.0032218,14z",2025-10-27T17:43:05.178Z,Identifies as women-owned,,
https://www.google.com/maps/place/Pool-FX/data=!4m7!3m6!1s0x8838bff113eafb93:0x8304dab235b927d8!8m2!3d39.9588156!4d-82.9974925!16s%2Fg%2F11hbr49qbb!19sChIJk_vqE_G_OIgR2Ce5NbLaBIM,Pool-FX,4.5,4,Swimming pool contractor,"175 S 3rd St Office #200, Columbus, OH 43215, United States","X253+G2 Columbus, Ohio, USA",http://www.pool-fx.net/,+1 614-873-3420,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/p/AF1QipOjOfU3vMQ4HggNSdn-0phpysomkJUutYvg_CWK=w408-h272-k-no,true,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,8:30 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Columbus+Bloomington+IN/@39.9625112,-83.0032218,14z",2025-10-27T17:43:09.597Z,,,
https://www.google.com/maps/place/Luxury+Pools+and+Living/data=!4m7!3m6!1s0x88388949043df8d7:0x43cbca97f8551a41!8m2!3d39.9975837!4d-82.9856097!16s%2Fg%2F1tdch0fx!19sChIJ1_g9BEmJOIgRQRpV-JfKy0M,Luxury Pools and Living,4.2,80,Swimming pool contractor,"1605 Shawnee Ave, Columbus, OH 43211, United States","X2X7+2Q Columbus, Ohio, USA",http://www.luxurypoolsandliving.com/,+1 614-890-7665,Open ⋅ Closes 4 pm,https://lh3.googleusercontent.com/p/AF1QipPSyZK4RLBdSlB-6p13El4RkZqZRvC2QEE31T_o=w408-h272-k-no,true,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,7 am–4 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Columbus+Bloomington+IN/@39.9625112,-83.0032218,14z",2025-10-27T17:43:14.337Z,,,
https://www.google.com/maps/place/Quality+Pools+Inc/data=!4m7!3m6!1s0x883889ec2b4860d7:0xca5e5212cd73b7ac!8m2!3d39.9985516!4d-82.9237028!16s%2Fg%2F1v5fskt1!19sChIJ12BIK-yJOIgRrLdzzRJSXso,Quality Pools Inc,4.4,51,Swimming pool contractor,"3120 E 17th Ave, Columbus, OH 43219, United States","X3XG+CG Columbus, Ohio, USA",,+1 614-471-1185,Open ⋅ Closes 5 pm,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyGEm0gG9_XJ6M_SpEQEz1i7pgXyuMzxvBY-oC2Q_1U25MwZsBrf_Ea1j7z6QwBqRnWZfa6BMUJHfJFRv-kZM3N3RHqSsVMuow_lN52ZJqq35JchBhOQ5rC7MKH99TD3RmGgzes=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Columbus+Bloomington+IN/@39.9625112,-83.0032218,14z",2025-10-27T17:43:18.763Z,,,
https://www.google.com/maps/place/premier+gunite+pools/data=!4m7!3m6!1s0x88388f2804548fef:0x2dd12314565df905!8m2!3d39.9747688!4d-83.0033311!16s%2Fg%2F11g6qxbxcm!19sChIJ749UBCiPOIgRBfldVhQj0S0,premier gunite pools,1.0,1,Swimming pool contractor,"605 N High St, Columbus, OH 43215, United States","XXFW+WM Columbus, Ohio, USA",,+1 419-884-8111,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8bERQ9xyha174QxpvP0wfg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=253.4173&pitch=0&thumbfov=100,false,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Columbus+Bloomington+IN/@39.9625112,-83.0032218,14z",2025-10-27T17:43:23.063Z,,,
https://www.google.com/maps/place/Just+The+Pool/data=!4m7!3m6!1s0x88388f6da07d9ca3:0x64e93a820810f345!8m2!3d39.995435!4d-83.0273263!16s%2Fg%2F11x768vfkg!19sChIJo5x9oG2POIgRRfMQCII66WQ,Just The Pool,5.0,1,Swimming pool,"1747 Olentangy River Rd #1150, Columbus, OH 43212, United States","XXWF+53 Columbus, Ohio, USA",,,Open ⋅ Closes 5 pm,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=pwTKk-r3hL4CgwmwjdA0Ug&cb_client=search.gws-prod.gps&w=408&h=240&yaw=276.18088&pitch=0&thumbfov=100,false,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,9 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/pool+services+businesses+in+Columbus+Bloomington+IN/@39.9625112,-83.0032218,14z",2025-10-27T17:43:27.448Z,,,
