placeUrl,title,rating,reviewCount,category,address,plusCode,website,phoneNumber,currentStatus,info,imgUrl,isClaimed,monday,tuesday,wednesday,thursday,friday,saturday,sunday,query,timestamp,error
"https://www.google.com/maps/place/Mountain+Meadow+Wellness,+LLC.+Christy+Thurston+PMHNP-BC/data=!4m7!3m6!1s0x87694b3a8c3ddcf9:0xb0dfac411b3f0189!8m2!3d40.5511058!4d-105.0812179!16s%2Fg%2F11m_sn2rrk!19sChIJ-dw9jDpLaYcRiQE_G0Gs37A","Mountain Meadow Wellness, LLC. Christy Thurston PMHNP-BC",,,Mental health service,"2625 Redwing Rd Suite 175, Fort Collins, CO 80526, United States","HW29+CG Fort Collins, Colorado, USA",https://mountainmeadowwellness.com/,+1 970-315-7724,Closed · Opens 8 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fVMrNleo3wqGMxtZ8VtkZQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=6.1017013&pitch=0&thumbfov=100,false,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,8 am–5:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:26:41.705Z,
https://www.google.com/maps/place/Reflective+Healing/data=!4m7!3m6!1s0x87694b90721ed319:0xc5a14dd5dba183bf!8m2!3d40.5798361!4d-105.077707!16s%2Fg%2F11h4xh7tjz!19sChIJGdMecpBLaYcRv4Oh29VNocU,Reflective Healing,4.3,6,Mental health service,"605 S College Ave suite B100, Fort Collins, CO 80524, United States","HWHC+WW Fort Collins, Colorado, USA",https://www.reflectivehealing.com/,,,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSypaspXopqpCsiNO7RcRgts5vz7hKBPEqeVhbVpC6KNxxbXIwPEIpRodm2eHQDcQscLRR0JAp4hlBZCsOwdV578MKpf1sXoC5z5qr0jKvAGJeiyLkXNM8FBws1gkZNzn5mOi6z2=w408-h272-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:26:44.572Z,
https://www.google.com/maps/place/Momentum+Counseling/data=!4m7!3m6!1s0x87cbb317326d14a1:0xb085db8d6b1031d9!8m2!3d40.5517394!4d-105.0816271!16s%2Fg%2F11cr_hwjkf!19sChIJoRRtMhezy4cR2TEQa43bhbA,Momentum Counseling,4.2,35,Counselor,"343 W Drake Rd #240, Fort Collins, CO 80526, United States","HW29+M8 Fort Collins, Colorado, USA",https://momentumcac.com/,+1 970-829-8780,"Closed · Opens 7 am Tue

Updated by this business 6 weeks ago",,https://lh3.googleusercontent.com/p/AF1QipP8EDpArxXyQGWFw8lMZlaNT-kpgKl1V45CUhSG=w408-h306-k-no,true,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,7 am–8 pm,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:26:49.318Z,
https://www.google.com/maps/place/Crescent+Moon+Psychiatry/data=!4m7!3m6!1s0x2fec4ed165b4ff55:0x8ff2e244eb6c2d62!8m2!3d38.9979464!4d-105.550863!16s%2Fg%2F11s56vbw1p!19sChIJVf-0ZdFO7C8RYi1s60Ti8o8,Crescent Moon Psychiatry,5.0,1,Mental health clinic,,,https://www.crescentmoonpsych.com/,+1 970-427-2820,,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipPeqtAQFhR4MsykbRZegmINw7AjuizLHM3We4ed=w408-h576-k-no,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:26:52.250Z,
https://www.google.com/maps/place/Steeped+in+Courage+Counseling+pllc/data=!4m7!3m6!1s0x87694b036161f73f:0xf09acfc05671d568!8m2!3d40.5511321!4d-105.0826131!16s%2Fg%2F11pdy0tkj_!19sChIJP_dhYQNLaYcRaNVxVsDPmvA,Steeped in Courage Counseling pllc,5.0,1,Mental health service,"Drake Professional Park, 2629 Redwing Rd # 316, Fort Collins, CO 80526, United States","HW28+FX Fort Collins, Colorado, USA",https://steepedincourage.com/,+1 970-581-4265,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMNEgBbEFcuxB1XrBd7utfmXspca-jmj2SH7fYD=w408-h306-k-no,true,Closed,9 am–3 pm,9 am–3 pm,9 am–3 pm,Closed,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:26:57.411Z,
https://www.google.com/maps/place/ChildSafe+Fort+Collins/data=!4m7!3m6!1s0x87694ae0abe1af2b:0x438b1fa059582e53!8m2!3d40.5605491!4d-105.0975329!16s%2Fg%2F1tdg3p_3!19sChIJK6_hq-BKaYcRUy5YWaAfi0M,ChildSafe Fort Collins,4.4,18,Non-profit organization,"2001 S Shields St Bldg K, Fort Collins, CO 80526, United States","HW62+6X Fort Collins, Colorado, USA",http://www.childsafecolorado.org/,+1 970-472-4133,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzOr183uxjiKZS5_s7X2W5DxRcTFLitGOleq5zxTcBZ0pUVO25FM3szbcUvr-csoOcgsYDY9ruFrYh0Oh_H0uO96WZaI8JY24tyuACK9H-1m7wB0OAuN2xHm4oHkvJ3e39TdvZO=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–3 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:02.421Z,
https://www.google.com/maps/place/Beyond+the+Mirror+Counseling+%26+Wellness/data=!4m7!3m6!1s0x87694aff195bd091:0x6b8557abb410899b!8m2!3d40.5492349!4d-105.0783272!16s%2Fg%2F1tdx4m3q!19sChIJkdBbGf9KaYcRm4kQtKtXhWs,Beyond the Mirror Counseling & Wellness,4.4,10,Mental health service,"110 W Harvard St Suite A, Fort Collins, CO 80525, United States","GWXC+MM Fort Collins, Colorado, USA",http://www.beyondthemirror.org/,+1 970-413-2264,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipM7ZXQLTTaXeH0Q5oW3DY8LXonGV_D4i3-HS7I4=w408-h355-k-no,true,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–7 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:07.408Z,
https://www.google.com/maps/place/Action+Behavior+Centers+-+ABA+Therapy+for+Autism/data=!4m7!3m6!1s0x87694b06e4563627:0xaf187ad069ae4e49!8m2!3d40.5657009!4d-105.0351576!16s%2Fg%2F11pkfs22hw!19sChIJJzZW5AZLaYcRSU6uadB6GK8,Action Behavior Centers - ABA Therapy for Autism,4.6,21,Applied behavior analysis therapist,"1612 Specht Point Rd Ste 105, Fort Collins, CO 80525, United States","HX87+7W Fort Collins, Colorado, USA",https://www.actionbehavior.com/location/colorado/fort-collins?utm_source=google&utm_medium=organic&utm_campaign=gmb,+1 970-305-9200,Closed · Opens 8 am Tue,,https://lh3.googleusercontent.com/p/AF1QipMMgOXFHfJE6tNl_f73H3RN0mdTVgnuKmrbHbHF=w408-h272-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:12.395Z,
https://www.google.com/maps/place/Dr.+Rachel+B%C3%A9dard/data=!4m7!3m6!1s0x87694af7ac5ad325:0xdb99d5a6ae16a130!8m2!3d40.570597!4d-105.095515!16s%2Fg%2F1tg_gjtj!19sChIJJdNarPdKaYcRMKEWrqbVmds,Dr. Rachel Bédard,5.0,3,Psychologist,"1302 S Shields St suite a 2-1, Fort Collins, CO 80521, United States","HWC3+6Q Fort Collins, Colorado, USA",http://www.drrachelbedard.com/,+1 970-391-9628,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipOZOZ6KW_ugDvotn2Oig3DfYb2aJJORqlXiqv-e=w408-h306-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:17.529Z,
"https://www.google.com/maps/place/Dr.+Scott+M.+Shannon,+MD/data=!4m7!3m6!1s0x876eb4d38bedd631:0xf074150055a1b872!8m2!3d40.56874!4d-105.0282667!16s%2Fg%2F1ts_72vl!19sChIJMdbti9O0bocRcrihVQAVdPA","Dr. Scott M. Shannon, MD",5.0,1,Child psychiatrist,"2620 E Prospect Rd #190, Fort Collins, CO 80525, United States","HX9C+FM Fort Collins, Colorado, USA",https://www.wholeness.com/,+1 970-232-1046,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4k3EYT6w3xJr5-zSeKQ_Bg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.37804&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:20.289Z,
"https://www.google.com/maps/place/Dylan+Beach,+Counselor/data=!4m7!3m6!1s0x87694b5e6825fc9f:0xc8f6bd5124171e6a!8m2!3d40.5853174!4d-105.0793561!16s%2Fg%2F11pq681vbp!19sChIJn_wlaF5LaYcRah4XJFG99sg","Dylan Beach, Counselor",5.0,1,Psychotherapist,"215 W Oak St 4th Floor, Fort Collins, CO 80521, United States","HWPC+47 Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/dylan-beach/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-632-1133,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMhdem1dUqBNoWKJWXtOCcj1OFevM9Q4H0GyuTM=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:25.067Z,
"https://www.google.com/maps/place/Chelsea+Delzangle,+Counselor/data=!4m7!3m6!1s0x87694bd7cab1ff6d:0xb70905824a262a07!8m2!3d40.5718371!4d-105.0464956!16s%2Fg%2F11r9fs06z3!19sChIJbf-xytdLaYcRByomSoIFCbc","Chelsea Delzangle, Counselor",5.0,2,Psychotherapist,"1537 Riverside Ave, Fort Collins, CO 80524, United States","HXC3+PC Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/chelsea-delzangle/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-549-2626,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipND777c6MDy8ALp9i6VhCWu7PGv3PvwL8g4rz5Z=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:29.905Z,
https://www.google.com/maps/place/Colorado+Center+for+Couples+and+Families/data=!4m7!3m6!1s0x87694affca45e15f:0x2bc6609cd7d5d0fa!8m2!3d40.5684794!4d-105.0764934!16s%2Fg%2F12hn9cdqc!19sChIJX-FFyv9KaYcR-tDV15xgxis,Colorado Center for Couples and Families,5.0,5,Marriage or relationship counselor,"1502 S College Ave, Fort Collins, CO 80524, United States","HW9F+9C Fort Collins, Colorado, USA",https://coloradocouples.com/?utm_source=google_business_profile&utm_medium=gbp_website_link,+1 970-800-2544,Closed · Opens 10 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNLQd-_dkhkgS3BhTFmH3VDl0KG6oORKBaqEONJ=w408-h271-k-no,true,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–8 pm,10 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:34.750Z,
"https://www.google.com/maps/place/Banner+Health+Center+%7C+Fort+Collins,+CO+%7C+Drake+Rd./data=!4m7!3m6!1s0x87694ba52787f2f7:0xf37d65bcc037b1fd!8m2!3d40.553123!4d-105.0891546!16s%2Fg%2F12vt6mjkg!19sChIJ9_KHJ6VLaYcR_bE3wLxlffM","Banner Health Center | Fort Collins, CO | Drake Rd.",3.6,151,Medical Center,"702A W Drake Rd, Fort Collins, CO 80526, United States","HW36+68 Fort Collins, Colorado, USA",https://www.bannerhealth.com/locations/fort-collins/banner-health-center-drake?cid=yext%3Asearch_listing%3Alocations%3Aclinic&y_source=1_MTE5MDczODktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,+1 970-821-4600,Closed · Opens 7 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPmNC8Ua9Y_XL3ZdJb6DxJ0UnB2tdAmMSJZO4o-=w426-h240-k-no,true,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–6 pm,7 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:39.883Z,
"https://www.google.com/maps/place/Shewonyui+Lurker,+Counselor/data=!4m7!3m6!1s0x87694b866c609447:0xf0bc3fd63ba543a3!8m2!3d40.585301!4d-105.0793645!16s%2Fg%2F11pwx9vdch!19sChIJR5RgbIZLaYcRo0OlO9Y_vPA","Shewonyui Lurker, Counselor",5.0,1,Psychotherapist,"215 W Oak St 4th Floor, Fort Collins, CO 80521, United States","HWPC+47 Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/shewonyui-lurker/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-632-1133,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNCq0XVeD_wDvdtPneC1-Hrrp8EbGtZJK8kcFlb=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:44.819Z,
"https://www.google.com/maps/place/Cassidy+Shults,+Counselor/data=!4m7!3m6!1s0x87694b234dc63f7d:0x9a3080fbd8724879!8m2!3d40.5874138!4d-105.0437781!16s%2Fg%2F11n83cyb8g!19sChIJfT_GTSNLaYcReUhy2PuAMJo","Cassidy Shults, Counselor",5.0,3,Psychotherapist,"208 Racquette Dr, Fort Collins, CO 80524, United States","HXP4+XF Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/cassidy-taylor/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-498-0709,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO-uw9u622i781QYpR9flgLVkEFjAZ5ahSkNeft=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:49.657Z,
"https://www.google.com/maps/place/Alpine+Behavior+Therapy+Clinic/@40.5517432,-105.0816347,17z/data=!3m1!4b1!4m6!3m5!1s0x87694b183c19fd3d:0xfaf2d94edea55146!8m2!3d40.5517432!4d-105.0816347!16s%2Fg%2F1hbpws20v",Alpine Behavior Therapy Clinic,1.0,1,Psychotherapist,"343 W Drake Rd #280, Fort Collins, CO 80526, United States","HW29+M8 Fort Collins, Colorado, USA",http://www.abtclinic.com/,+1 970-482-7771,Closed · Opens 9 am Tue,,,false,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:56.440Z,
https://www.google.com/maps/place/Janice+Hanlon-Toth/data=!4m7!3m6!1s0x87694bafea300001:0x35cb6f446baf06a!8m2!3d40.5567454!4d-105.0896832!16s%2Fg%2F11p079klh8!19sChIJAQAw6q9LaYcRavC6RvS2XAM,Janice Hanlon-Toth,1.0,1,Psychiatrist,"700 Centre Ave P, Fort Collins, CO 80526, United States","HW46+M4 Fort Collins, Colorado, USA",,+1 970-494-4200,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wkjeDBnpi4AOAB94eGwCkQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=297.07205&pitch=0&thumbfov=100,false,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:27:59.320Z,
"https://www.google.com/maps/place/Brittany+White,+Counselor/data=!4m7!3m6!1s0x87694bdd5ac4ab4d:0x7969301149ac5999!8m2!3d40.5874138!4d-105.0437781!16s%2Fg%2F11pq5wwmkh!19sChIJTavEWt1LaYcRmVmsSREwaXk","Brittany White, Counselor",5.0,3,Psychotherapist,"208 Racquette Dr, Fort Collins, CO 80524, United States","HXP4+XF Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/brittany-romero/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-498-0709,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipNc4_8NxPSHtYWOcVikamAAIiWbXaEnVw_45rO_=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:04.114Z,
"https://www.google.com/maps/place/Barbra+Montoya,+Counselor/data=!4m7!3m6!1s0x87694b35a0d1c1e7:0xd6430430e731beb!8m2!3d40.5874138!4d-105.0437781!16s%2Fg%2F11r4wkzn57!19sChIJ58HRoDVLaYcR6xtzDkMwZA0","Barbra Montoya, Counselor",5.0,5,Psychotherapist,"208 Racquette Dr, Fort Collins, CO 80524, United States","HXP4+XF Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/barbra-montoya/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-498-0709,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO42ZuL0KZg8oMME0ZDBTmAoR31uftXp8Er3nIZ=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:09.070Z,
"https://www.google.com/maps/place/Susan+Wooldridge,+LPC/data=!4m7!3m6!1s0x87694bc3193f7087:0xe5bc477acc7bcea1!8m2!3d40.5520032!4d-105.0813999!16s%2Fg%2F11r9fqwcx_!19sChIJh3A_GcNLaYcRoc57zHpHvOU","Susan Wooldridge, LPC",4.0,3,Mental health service,"333 W Drake Rd Ste 121, Fort Collins, CO 80526, United States","HW29+RC Fort Collins, Colorado, USA",http://www.susanwlpc.com/,+1 970-217-9176,Closed · Opens 9 am Tue,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ry8B-tIo4cSS4MZq5S8y9w&cb_client=search.gws-prod.gps&w=408&h=240&yaw=162.75546&pitch=0&thumbfov=100,true,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,9 am–6 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:13.799Z,
https://www.google.com/maps/place/Joy+Bird+Therapy/data=!4m7!3m6!1s0x87694b5a9d0289cb:0xbae64f422f8ff899!8m2!3d40.5517307!4d-105.0810199!16s%2Fg%2F11rx3p82c6!19sChIJy4kCnVpLaYcRmfiPL0JP5ro,Joy Bird Therapy,5.0,3,Mental health service,"323 W Drake Rd STE 124, Fort Collins, CO 80526, United States","HW29+MH Fort Collins, Colorado, USA",http://www.joybirdtherapy.com/,+1 970-800-1370,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/p/AF1QipPIFSc9-aQAwvu724fbjAWfYyjnzd8kxCpPiLMJ=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7:30 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:18.535Z,
"https://www.google.com/maps/place/Jay+Vanderwerff,+LCSW,+LAC,+MSW/data=!4m7!3m6!1s0x87694b03cee61a31:0x859e754ba5550c8!8m2!3d40.5840284!4d-105.0777768!16s%2Fg%2F11n83cddpq!19sChIJMRrmzgNLaYcRyFBVulTnWQg","Jay Vanderwerff, LCSW, LAC, MSW",5.0,1,Psychotherapist,"109 W Olive St, Fort Collins, CO 80524, United States","HWMC+JV Fort Collins, Colorado, USA",,+1 970-460-6219,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3h4AqK5IIiC3E002CRLwXA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=194.16582&pitch=0&thumbfov=100,true,,,,,,,,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:21.493Z,
"https://www.google.com/maps/place/Mind+over+Matter+Pshycotherapeutics,+Pllc/data=!4m7!3m6!1s0x87694d86e669cb05:0xff2e7ce5be1f61f6!8m2!3d40.5237768!4d-105.0670309!16s%2Fg%2F11nxr41yk0!19sChIJBctp5oZNaYcR9mEfvuV8Lv8","Mind over Matter Pshycotherapeutics, Pllc",4.3,49,Mental health clinic,"608 E Harmony Rd # 302, Fort Collins, CO 80525, United States","GWFM+G5 Fort Collins, Colorado, USA",http://mindovermattertherapeutics.com/,+1 970-632-0783,"Closed · Opens 8 am Tue

Updated by phone call 10 weeks ago",,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=fsQX_0qaTihuk9PDztV6rQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.580547&pitch=0&thumbfov=100,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:26.444Z,
https://www.google.com/maps/place/An+Enduring+Love/data=!4m7!3m6!1s0x87694dcc7012e29b:0x325c9933f22de330!8m2!3d40.5798361!4d-105.077707!16s%2Fg%2F11gyb77ph8!19sChIJm-IScMxNaYcRMOMt8jOZXDI,An Enduring Love,4.1,8,Psychotherapist,"605 S College Ave, Fort Collins, CO 80524, United States","HWHC+WW Fort Collins, Colorado, USA",http://www.enduringlovetherapy.com/,,Closed · Opens 9 am Tue,,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxfi8d_EIPlIvOcG8gOIfMCqoxXOYUciIqIexqsa2-7W3b9N8wdsTquBJbjp8pF44yk99ZjDxbzGvCYuCktJMvKdxdcWwcibhuK2ClxNKOLj4WW8JA4xyTPaH54L8RN-bQYbjbp=w408-h306-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,Closed,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:31.342Z,
https://www.google.com/maps/place/Two+Rivers+Therapy+%26+Consulting+of+Colorado/data=!4m7!3m6!1s0x22346576c9370ca3:0x8f33d0efc26975b9!8m2!3d40.5510809!4d-105.081223!16s%2Fg%2F11s6l5tbnd!19sChIJoww3yXZlNCIRuXVpwu_QM48,Two Rivers Therapy & Consulting of Colorado,5.0,4,Psychotherapist,"2625 Redwing Rd Suite 370, Fort Collins, CO 80526, United States","HW29+CG Fort Collins, Colorado, USA",https://www.tworiverstherapycolorado.com/,+1 970-393-3165,Closed · Opens 9 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipO3uy6WAZL4wieVdIIYW-AnuNlQql6oRmMsBliV=w408-h544-k-no,true,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–7 pm,9 am–4 pm,9 am–2 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:36.274Z,
"https://www.google.com/maps/place/Brittany+Sturgeon,+Counselor/data=!4m7!3m6!1s0x87694b1dcafd9d5f:0xca1ff9d4d783ce33!8m2!3d40.587415!4d-105.0438592!16s%2Fg%2F11v9ktv9vn!19sChIJX539yh1LaYcRM86D19T5H8o","Brittany Sturgeon, Counselor",5.0,1,Psychotherapist,"208 Racquette Dr, Fort Collins, CO 80524, United States","HXP4+XF Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/brittany-sturgeon/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-498-0709,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipMsifwSLwPaSmFf6DZv8QZRCUdQdo42PCXDp18=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:41.072Z,
"https://www.google.com/maps/place/Allyson+Burns,+Counselor/data=!4m7!3m6!1s0x87694bcf9d2e98e5:0xc83f141917812772!8m2!3d40.5718366!4d-105.0465061!16s%2Fg%2F11k4lcgp7p!19sChIJ5Zgunc9LaYcRcieBFxkUP8g","Allyson Burns, Counselor",5.0,3,Psychotherapist,"1537 Riverside Ave, Fort Collins, CO 80524, United States","HXC3+P9 Fort Collins, Colorado, USA",https://lifestance.com/provider/therapist/co/fort-collins/allyson-burns/?utm_source=gmb&utm_medium=organic&utm_campaign=providers,+1 970-549-2626,Closed · Opens 8 am Tue,LGBTQ+ friendly,https://lh3.googleusercontent.com/p/AF1QipONh-LehLmFumYLHX4SmGj9uqn98vfltKfzNA5C=w427-h240-k-no,true,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,8 am–5 pm,Closed,"https://www.google.com/maps/search/Psychiatry+clinics+in+Fort+Collins+Fort+Collins+CO/@40.5852602,-105.084423,14z",2025-12-16T03:28:46.109Z,
